year,en_PRON irez_VERB,en_PRON tirez_VERB
1937,3.273690651894867e-08,4.406891207509034e-08
1938,3.630260181353151e-08,4.537825049055755e-08
1939,3.6705721129237645e-08,5.199976982339649e-08
1940,4.3108308034334186e-08,2.028626333583361e-08
1941,7.083606590185809e-08,3.5418032950929046e-08
1942,4.5513175450651033e-08,3.944475324146879e-08
1943,4.645176332473966e-08,4.645176332473966e-08
1944,5.1410978585408884e-08,6.105053529381621e-08
1945,3.703456741277478e-08,6.099811145077183e-08
1946,3.062643116891195e-08,4.037120149291695e-08
1947,4.2915136333476767e-08,6.07964452115084e-08
1948,4.022598432129598e-08,5.0010683594337024e-08
1949,5.2030145525350235e-08,4.810334175431308e-08
1950,3.93508372553697e-08,4.892266147749069e-08
1951,4.157946520422229e-08,5.330700858507953e-08
1952,6.748674508116892e-08,3.4797853487589236e-08
1953,3.770839640537815e-08,3.770839640537815e-08
1954,5.1794440736330216e-08,4.593092128857279e-08
1955,1.9709776921672528e-08,3.0972504561077585e-08
1956,4.186147961604547e-08,5.145473380707699e-08
1957,4.329168490357915e-08,2.6505112771246786e-08
1958,2.3162280982091943e-08,4.053399393910695e-08
1959,3.022791617013354e-08,4.4954337141689393e-08
1960,4.498541628095154e-08,3.668041514970355e-08
1961,3.682524507553353e-08,4.58578526263409e-08
1962,2.917300001570311e-08,5.7711801559889864e-08
1963,4.4615767080813384e-08,4.396916253313066e-08
1964,3.04198408684897e-08,7.787479461285329e-08
1965,3.55682807651192e-08,4.596516589572275e-08
1966,4.3204781974282014e-08,5.2621210500092275e-08
1967,3.3526280418527676e-08,7.148986469474039e-08
1968,3.368561962702188e-08,6.19815381242006e-08
1969,2.9067249940339934e-08,5.132186231548985e-08
1970,1.7015283404475667e-08,5.8863680152398956e-08
1971,4.007949883089168e-08,5.652237078379585e-08
1972,2.3598675014113724e-08,4.001514497531389e-08
1973,2.9771300091852027e-08,4.3554308604143444e-08
1974,1.518904291231138e-08,4.500457251310763e-08
1975,1.7134439644905797e-08,4.397839603598186e-08
1976,1.199840671262109e-08,4.170874490228016e-08
1977,1.5867311020656416e-08,3.937443793233797e-08
1978,1.900989232694883e-08,5.643561706847322e-08
1979,3.101546042216796e-08,4.564539324292127e-08
1980,1.4212877097463661e-08,4.77552646316326e-08
1981,2.5302197670384885e-08,4.491140259688109e-08
1982,1.3035754697909852e-08,4.96600165433847e-08
1983,2.7787390166622572e-08,4.9890996223211914e-08
1984,1.1598016769198694e-08,6.204938785003833e-08
1985,2.1054452403745927e-08,5.353846788125338e-08
1986,1.8582904104391673e-08,4.375974427262008e-08
1987,1.2832715334809564e-08,4.522004459772688e-08
1988,1.3792074149421296e-08,6.536243546406695e-08
1989,1.9757239400064464e-08,6.475983838072352e-08
1990,1.3621627381610324e-08,4.9582723704588716e-08
1991,1.875668864670388e-08,4.9236309251909915e-08
1992,1.1570882918476855e-08,4.903850481241534e-08
1993,1.717154241021035e-08,5.373031086719493e-08
1994,1.3714808844156323e-08,3.9034457444131476e-08
1995,1.2471637056421514e-08,4.609083248396928e-08
1996,1.868332333287981e-08,5.071187558769452e-08
1997,7.671831170341648e-09,4.6989967472654826e-08
1998,1.1920323395031573e-08,4.86349165385036e-08
1999,2.0565904534919355e-08,5.392837465478806e-08
2000,2.385736941334926e-08,5.655080315136729e-08
2001,1.3143635513301888e-08,4.4688359679412315e-08
2002,1.1829298429688606e-08,5.301277994362863e-08
2003,1.750107614384433e-08,6.042038336318001e-08
2004,1.4095332012686868e-08,4.448839163728735e-08
2005,1.5312748402607212e-08,5.3594618520946824e-08
2006,1.4000825387938676e-08,5.270899094966808e-08
2007,1.7176262190332636e-08,6.950394038085506e-08
2008,1.830699147831183e-08,7.237647281499449e-08
2009,2.145686650578682e-08,8.91651978918162e-08
2010,2.172944846279279e-08,1.034510646036324e-07
2011,2.4855816960211996e-08,1.4301654971404787e-07
2012,4.289358557230116e-08,1.1744671724045475e-07
2013,4.406817666335883e-08,1.213269342770218e-07
2014,3.6162933980676826e-08,1.318756090995521e-07
2015,6.605394986536339e-08,1.1703517799332985e-07
2016,6.773282024141736e-08,1.130951687855486e-07
2017,7.848707639368513e-08,9.710259973871871e-08
2018,4.336864023457565e-08,1.0971233166401362e-07
2019,5.3570744285025285e-08,1.0433539898713207e-07
