year,mon_DET acte_NOUN,mon_DET tact_NOUN
1886,9.551126645135355e-08,2.5813855497602844e-09
1887,1.1229750285224327e-07,3.264462256069578e-09
1888,1.0969263697369058e-07,1.0779045211961602e-08
1889,8.45793476922374e-08,1.3156786771162388e-08
1890,7.275369195980375e-08,5.243509182406569e-09
1891,1.007126790852908e-07,4.461953917456185e-09
1892,1.1659433241106854e-07,6.895363835468515e-09
1893,8.868119838467692e-08,5.542574843531156e-09
1894,1.0208493606000957e-07,2.520615716150587e-09
1895,1.221778713755839e-07,0.0
1896,1.1204355132576893e-07,3.5382172747233653e-09
1897,1.077941975680119e-07,1.1653427112179315e-09
1898,1.680531358516646e-07,7.921696743018458e-09
1899,1.0060192856542471e-07,4.9748205555033564e-09
1900,1.2354706324657627e-07,4.671947717582725e-09
1901,1.1009815725770977e-07,6.147612696683069e-09
1902,1.1342755978915875e-07,2.455141867585553e-09
1903,1.2744519750640393e-07,1.6200660812870638e-09
1904,1.1286712986446901e-07,2.1498500757388683e-09
1905,1.0424733387637275e-07,5.160759042333041e-10
1906,1.8982040561610347e-07,5.144184522798412e-10
1907,1.4399961645317205e-07,2.5714217422034835e-09
1908,1.551998876081484e-07,2.4556945366072114e-09
1909,1.0891947699320781e-07,1.3752458727367411e-08
1910,1.4910180912153237e-07,8.550640862026171e-09
1911,1.5109862250284323e-07,4.25629931299909e-09
1912,1.5680357901004527e-07,4.167536982180309e-09
1913,1.4901401090838817e-07,6.363587878865928e-09
1914,1.419709603212027e-07,6.696743604095445e-09
1915,1.4961568162163985e-07,1.1780761921542648e-09
1916,9.11959345817337e-08,1.0987462051303964e-09
1917,1.7107622518608423e-07,1.2063066989753679e-08
1918,1.2635014012829515e-07,2.2972752589112133e-09
1919,1.6850362488662896e-07,1.8415696745321952e-09
1920,1.2039848584777246e-07,3.786115865267448e-09
1921,1.7190136603062456e-07,4.543648568500203e-09
1922,1.6526575308262181e-07,9.591316185719734e-09
1923,2.8132263807378877e-07,3.1847844361720945e-09
1924,2.2302509883331822e-07,5.156649662829693e-09
1925,1.8256974954056204e-07,6.598906976407193e-09
1926,2.4521504560226504e-07,1.1146138456652466e-09
1927,2.7984555206472805e-07,6.689535148041159e-09
1928,1.3825509448395223e-07,7.998228745975666e-09
1929,1.7601841939551832e-07,1.2254446790649354e-08
1930,1.7856125555937297e-07,1.7856125467119455e-08
1931,1.2317785369475587e-07,7.983749661377715e-09
1932,1.1945894851095318e-07,1.753525857850491e-08
1933,9.176529713883497e-08,2.2941324395731044e-09
1934,1.4737343256854274e-07,4.7926320689839486e-09
1935,1.1848601477737475e-07,5.98414207075848e-09
1936,1.442840957821545e-07,3.6374143697059935e-09
1937,1.3472495985489275e-07,8.813782481631449e-09
1938,1.5298952682485378e-07,2.5930428915188486e-09
1939,1.6364634181087467e-07,3.058810094103137e-09
1940,2.1554155349434723e-07,5.0715658339584024e-09
1941,2.1250819237650376e-07,2.9515025978810172e-09
1942,1.8205271157256675e-07,0.0
1943,2.8161380871694064e-07,1.1612940831184915e-08
1944,2.827603875488194e-07,3.2131861615880553e-09
1945,2.4399245113215784e-07,1.3071024707045353e-08
1946,3.2296960839062194e-07,4.1763312808029696e-09
1947,2.5391454627765597e-07,1.907339353124371e-08
1948,2.717972069632424e-07,9.784698828951832e-09
1949,2.650592278996555e-07,5.890204990421921e-09
1950,2.0207187390042236e-07,7.444753036267571e-09
1951,2.430799588282184e-07,7.462981344019681e-09
1952,1.8875198604106913e-07,6.326882462381889e-09
1953,4.040185288545217e-07,3.232148326759443e-09
1954,1.8763269515886805e-07,4.886268056836229e-09
1955,1.7832654641836143e-07,1.5016972554349195e-08
1956,1.8488820030526654e-07,6.104799110673298e-09
1957,2.933232554624965e-07,7.0680299946168645e-09
1958,1.662720885420299e-07,9.099467845885556e-09
1959,1.9066839263004454e-07,1.1626121843022474e-08
1960,2.1385374360249898e-07,1.2457500364604357e-08
1961,1.9732771949776406e-07,6.2533435096767676e-09
1962,1.8455093275804302e-07,5.707760764028791e-09
1963,1.8686893277219951e-07,7.759263898066138e-09
1964,1.4905722434122026e-07,9.734349548651267e-09
1965,1.8276624835777966e-07,2.73602163147757e-09
1966,1.379229570552809e-07,2.215629901769489e-09
1967,1.8340848173536983e-07,9.367637554547059e-09
1968,1.6438582228772702e-07,8.98283178396575e-09
1969,6.449296137134297e-07,4.541757636644661e-09
1970,1.246254504039257e-07,2.7592349793881255e-09
1971,1.3976441604057754e-07,5.652237122788506e-09
1972,1.0670705119508739e-07,2.5650734314375256e-09
1973,1.2514972791421997e-07,2.756601946707349e-09
1974,1.1307399017113084e-07,2.8127858930915295e-09
1975,1.022354938484682e-07,4.569184142155791e-09
1976,1.022721298760132e-07,1.7140580066410394e-09
1977,1.1459724458262599e-07,1.1753563677885381e-09
1978,1.1643559183482921e-07,3.564354700280603e-09
1979,1.3518058494810248e-07,2.9259866751729646e-09
1980,1.4156025507361392e-07,5.116635559687666e-09
1981,1.0057623800463489e-07,8.223214553737535e-09
1982,1.7629306459099325e-07,1.8622506869903077e-09
1983,1.4651533586373944e-07,1.2630632095778083e-09
1984,1.3685660604778604e-07,4.639206796497319e-09
1985,1.2452205488955315e-07,3.007779025843149e-09
1986,1.3967150991334165e-07,5.994485574589703e-09
1987,1.0510604919744537e-07,3.6664902225425067e-09
1988,1.5051349855355056e-07,2.3986214681137596e-09
1989,1.4269118064902386e-07,5.488121956886971e-09
1990,1.285881578994008e-07,1.634595292454577e-09
1991,1.5005351094998787e-07,4.10302547493302e-09
1992,1.1350485262795473e-07,1.1570882474387645e-08
1993,1.274017709107511e-07,3.323524566667402e-09
1994,1.3556561295757774e-07,4.747433779428434e-09
1995,1.6484250586756843e-07,4.337960546330066e-09
1996,1.339861155358335e-07,5.338092190498855e-10
1997,1.2370827384700078e-07,3.3564260260021683e-09
1998,1.3112355912170415e-07,1.9072516899143466e-09
1999,1.4853153817995235e-07,2.2851005809787495e-09
2000,1.396097903949567e-07,4.418031385178267e-09
2001,1.4939932224677932e-07,3.066848275334877e-09
2002,2.1906108038649563e-07,1.752488598683044e-09
2003,1.658435380136325e-07,5.416999737661854e-09
2004,1.7971548782469426e-07,3.523833058682868e-09
2005,1.9771461357009912e-07,4.053374635937246e-09
2006,1.6306844230484785e-07,3.294311934354255e-09
2007,1.7455875056526793e-07,3.994479413904628e-09
2008,1.6604015140586625e-07,5.108927669805752e-09
2009,1.902508817153148e-07,2.384096253749135e-09
2010,2.3902392776165016e-07,5.668551628090768e-09
2011,2.340270874867656e-07,8.795135619799055e-09
2012,2.665529841294756e-07,1.3617010852229328e-08
2013,2.9146355906561894e-07,1.2829974749273276e-08
2014,2.996976000702034e-07,1.1909948138821846e-08
2015,2.976860695724781e-07,8.422986419454048e-09
2016,2.8211651859066933e-07,1.1599504468051691e-08
2017,2.9030154102827055e-07,6.792150397672003e-09
2018,3.1752040818844307e-07,9.809573542352013e-09
2019,3.2142446748650855e-07,1.3265136100670816e-08
