year,en_ADP oies_NOUN,en_ADP toits_NOUN
1800,9.432493897065797e-09,9.432493897065797e-09
1801,0.0,2.8574191901498125e-08
1802,6.713520406265161e-09,6.713520406265161e-09
1803,1.950339267864365e-08,1.950339223455444e-09
1804,1.9774807569206132e-08,4.943701892301533e-09
1805,2.842877711017877e-09,1.4214388555089386e-08
1806,0.0,8.645007376628655e-09
1807,1.9928686256776018e-08,5.693910232196231e-09
1808,2.039466551195801e-08,6.798221985349073e-09
1809,2.4849335034105025e-08,1.8072244145628247e-08
1810,2.106114038724627e-08,0.0
1811,2.5070768572277302e-08,2.5070767684098882e-09
1812,5.3344164641089264e-09,2.6672082320544632e-09
1813,1.1502966579257645e-08,2.8757416448144113e-09
1814,0.0,2.5173417128598885e-08
1815,2.697223555614414e-09,1.0788894222457657e-08
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,0.0,3.113746815941454e-09
1818,2.384235475716423e-09,1.3113295338484932e-08
1819,1.035105001712111e-09,1.035105001712111e-09
1820,1.3053129244156025e-08,9.493184904840746e-09
1821,1.1833785507064931e-08,1.4792232216898071e-08
1822,3.0076847679083585e-09,6.015369535816717e-09
1823,2.668325471688604e-08,1.1859224380295075e-08
1824,0.0,8.421112696055388e-10
1825,3.522177216552791e-09,5.283265824829186e-09
1826,0.0,7.927186018719112e-09
1827,1.8434546111834038e-09,4.608636583469661e-09
1828,4.586150570418113e-09,2.7516904310687096e-09
1829,5.143905745796928e-09,2.571952872898464e-09
1830,8.349468672008697e-09,2.0873671680021744e-09
1831,3.1182412207897414e-09,2.8064171431196883e-08
1832,0.0,4.058990921151917e-09
1833,2.548398292390175e-08,3.4750886612755494e-09
1834,2.42697808516823e-08,4.1071935186209885e-08
1835,5.294161553592858e-09,9.075705520444899e-09
1836,6.720750067579218e-10,3.2259599436201825e-08
1837,0.0,4.87052354003481e-09
1838,1.8936485712828244e-09,3.787297142565649e-09
1839,1.2584655095793096e-08,2.7965900706306e-09
1840,1.4650283985950807e-08,7.64362617644565e-09
1841,5.778493683550323e-09,3.0818632978935057e-08
1842,1.341653010911159e-08,1.0733224087289273e-08
1843,4.7255288571079745e-09,1.0041748821354446e-08
1844,9.330554162634286e-09,7.1351298203126134e-09
1845,3.9061593959388574e-09,1.1160455670733427e-08
1846,9.367202347121406e-09,2.9272506640865004e-09
1847,9.168480197274675e-09,5.9325460100012606e-09
1848,1.287235473768078e-08,1.6090443422100975e-09
1849,1.1731180693530519e-08,8.379414939696517e-10
1850,6.1100964288129944e-09,1.425689166723032e-08
1851,6.449438760824933e-10,7.739326512989919e-09
1852,5.208436348880241e-09,1.2370036550635177e-08
1853,2.9859659189668264e-09,1.0152284346531815e-08
1854,5.195664343204953e-09,1.558699391779328e-09
1855,4.776243400783642e-09,8.491099379170919e-09
1856,3.106313539724681e-09,1.0354378687793542e-08
1857,9.763018171682347e-10,6.345961978126979e-09
1858,1.468102750479261e-09,2.4468380654951716e-09
1859,3.5645213447565993e-09,5.601390462572908e-09
1860,5.95033897154984e-09,6.865775947773045e-09
1861,8.017138342086838e-09,2.8295783494058924e-09
1862,9.035972525772706e-10,9.487771457372673e-09
1863,4.9946209945694875e-09,9.489779628779615e-09
1864,9.589455896019672e-10,3.835782358407869e-09
1865,3.2947911621228343e-09,3.294791106611683e-09
1866,6.811858188626729e-09,4.379051787850585e-09
1867,4.85281148598915e-10,4.85281148598915e-09
1868,5.433861360870651e-09,3.951899252285784e-09
1869,1.953407657850903e-09,4.395167341186834e-09
1870,1.1468097582678638e-09,9.747882501187632e-09
1871,1.0621177271019633e-09,5.3105884134652115e-09
1872,1.2094678591978436e-09,9.071008832961525e-09
1873,2.9930022349411445e-09,5.387403856360606e-09
1874,4.182226565063729e-09,7.766991494406739e-09
1875,5.149374260327022e-09,5.721527251978387e-09
1876,8.464420275799966e-09,6.650616057868319e-09
1877,2.4739263970730008e-09,3.710889595609501e-09
1878,1.3285995414946683e-08,1.2078177347163432e-09
1879,1.0996785704264767e-08,4.276527798552365e-09
1880,1.1552123035940554e-08,3.8507077526617195e-09
1881,6.972507571312292e-10,1.743126809561346e-08
1882,6.655385131892899e-10,7.320923645082189e-09
1883,1.2006744043446815e-08,5.0554711528150165e-09
1884,3.300848483434038e-09,4.621187876807653e-09
1885,7.090199094506033e-09,7.090199205528336e-09
1886,1.5488312854472497e-08,3.2267319372003556e-09
1887,7.834709769838355e-09,3.917354773896875e-09
1888,1.7119660356001987e-08,1.9021844099853524e-09
1889,1.8795409673089125e-09,7.51816386923565e-09
1890,5.243509182406569e-09,4.588070645628051e-09
1891,3.1871101313640793e-09,1.0836174402228949e-08
1892,6.268512375839919e-09,4.387958663087943e-09
1893,6.158416498980301e-09,6.774258043407144e-09
1894,5.041231432301174e-09,1.071261657159539e-08
1895,1.745398137131815e-08,3.0093072478365457e-09
1896,2.948514543632541e-09,4.717623069971921e-09
1897,6.992056045262984e-09,6.992056267307589e-09
1898,1.923840653450526e-08,9.619203211741478e-09
1899,6.080336234504102e-09,3.8693048765026106e-09
1900,4.15284251431558e-09,7.786579381274805e-09
1901,6.147612696683069e-09,9.500856101851696e-09
1902,1.6694965410124496e-08,1.0802624406114347e-08
1903,1.0260418292773466e-08,1.0260418292773466e-08
1904,2.6873125946735854e-09,1.3436562973367927e-08
1905,5.160759042333041e-10,6.708986699521802e-09
1906,9.259531807970234e-09,7.2018581098731715e-09
1907,6.685696440911215e-09,9.257118127603547e-09
1908,4.4202501658929805e-09,3.929111258571538e-09
1909,6.60118004702781e-09,9.35167210336374e-09
1910,2.137660271017694e-09,2.137660271017694e-09
1911,2.128149656499545e-09,5.852411777418354e-09
1912,5.209421061191932e-09,6.772247373998397e-09
1913,5.302989602995467e-09,7.95448479307126e-09
1914,4.018046340092951e-09,1.272381305872372e-08
1915,5.890381071793627e-09,1.5314990164938536e-08
1916,3.2962386153911893e-09,3.2962386153911893e-09
1917,3.289927441585405e-09,2.0836206759966558e-08
1918,3.44591288836682e-09,8.040463406189247e-09
1919,2.762354511798293e-09,1.289098744416961e-08
1920,9.086678076641874e-09,7.572231730534895e-10
1921,7.572747429129834e-10,3.786373770076068e-09
1922,2.951174193910333e-09,1.254249004656316e-08
1923,2.1231896241147297e-09,1.3800733000834953e-08
1924,5.156649662829693e-09,1.4180787100137593e-08
1925,7.698724768800957e-09,1.539744931555731e-08
1926,1.1146138456652466e-09,1.5604594283402662e-08
1927,6.689535148041159e-09,6.689535148041159e-09
1928,2.2852082448565625e-09,1.1426041446327417e-08
1929,3.342121912552898e-09,1.5596569369336066e-08
1930,2.100720708497761e-09,7.352522590764465e-09
1931,4.5621426636444085e-09,9.124285327288817e-09
1932,6.575722188983946e-09,5.4797681947604815e-09
1933,0.0,4.588264879146209e-09
1934,3.5944740517379614e-09,7.188948103475923e-09
1935,3.590485242455088e-09,1.0771455727365264e-08
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,0.0,1.0072894518486919e-08
1938,9.075650453382877e-09,1.1668692678767911e-08
1939,1.070583532936098e-08,3.058810094103137e-09
1940,7.607348750937604e-09,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,0.0,1.927911696952833e-08
1945,4.357008087652048e-09,1.089252066321933e-08
1946,0.0,6.960552134671616e-09
1947,2.3841741914054637e-09,3.5762612871081956e-09
1948,1.0871887834440486e-09,6.523132922708896e-09
1949,9.817008317369869e-10,4.908504158684934e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,3.198420528427448e-09,7.462981344019681e-09
1952,9.490323193972472e-09,6.326882351359586e-09
1953,8.619062019654677e-09,1.4005975934594517e-08
1954,9.772536113672459e-10,5.863521668203475e-09
1955,1.8771215692936494e-09,1.0324168187025862e-08
1956,1.744228317335228e-09,1.3081712602058815e-08
1957,0.0,8.835037590415595e-09
1958,0.0,7.445019267748876e-09
1959,6.975672928177801e-09,8.525822714489095e-09
1960,3.460416619915918e-09,7.612916519406099e-09
