year,en_ADP oies_NOUN,en_ADP toits_NOUN
1961,3.47407969059077e-09,1.3896318540318475e-09
1962,6.341956404476434e-10,1.0147130247162295e-08
1963,2.5864212993553792e-09,5.1728425987107585e-09
1964,2.4335873316516654e-09,4.258777885901566e-09
1965,1.6416130677043839e-09,1.1491291473930687e-08
1966,7.754704434148607e-09,5.539074865446025e-09
1967,5.916402701089396e-09,6.409436092980059e-09
1968,4.491415656060482e-09,7.635406973349745e-09
1969,3.1792304344691047e-09,3.179230406713529e-09
1970,9.197450023812337e-10,1.1496812390987543e-08
1971,3.596878239697787e-09,3.083038491169532e-09
1972,2.0520587451500205e-09,6.669190977248718e-09
1973,4.410563025913916e-09,2.205281512956958e-09
1974,2.812785782069227e-09,3.3753431161187564e-09
1975,3.4268881066168433e-09,3.4268881066168433e-09
1976,1.7140580066410394e-09,2.285410749536254e-09
1977,2.3507127355770763e-09,7.05213826224238e-09
1978,8.316827893040113e-09,8.910887139279566e-09
1979,7.607565244427406e-09,1.287434159280565e-08
1980,2.8425752862659692e-09,5.6851505725319385e-09
1981,8.223214109648325e-09,1.012087885721158e-08
1982,4.345251713999687e-09,3.103751144983846e-09
1983,6.315316158911344e-09,5.052252727288931e-09
1984,5.219107812592938e-09,7.538710988796993e-09
1985,1.8046674155058895e-09,4.812446441349039e-09
1986,4.795588426365072e-09,5.395036861699509e-09
1987,3.0554083707556856e-09,4.277571907795874e-09
1988,4.197587610832443e-09,3.5979323409485175e-09
1989,6.585746614717891e-09,4.939309850016116e-09
1990,5.44865097484859e-10,7.628111475810329e-09
1991,1.7584396161396398e-09,4.68917216167597e-09
1992,4.4079553340736766e-09,2.7549720282848966e-09
1993,3.323524566667402e-09,3.323524566667402e-09
1994,3.6924485691258724e-09,1.5824779708850656e-08
1995,1.0844901643380922e-09,1.0302656505700725e-08
1996,4.270473752399084e-09,8.540947504798169e-09
1997,7.192341833217597e-09,6.712852163026639e-09
1998,4.7681290027412615e-09,5.2449422582867555e-09
1999,2.285100553223174e-09,1.0054442611817649e-08
2000,3.97622823555821e-09,5.743440834038438e-09
2001,3.5049694258049158e-09,7.448060029835446e-09
2002,5.6955880012310445e-09,5.695587723675288e-09
2003,2.9168460979889232e-09,4.166922806803086e-09
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,4.503749373441224e-09,6.305249655724765e-09
2006,3.294311934354255e-09,7.823991232669414e-09
2007,3.1955835755326234e-09,3.5950315224742013e-09
2008,3.405951742863067e-09,7.663391338175174e-09
2009,9.53638501499654e-10,5.245011536203492e-09
2010,1.4171379625338432e-09,6.140930874920514e-09
2011,2.2943831279320648e-09,9.55992973672437e-09
2012,1.0212758416727752e-09,6.127654827992046e-09
2013,1.9523875849358774e-09,6.414987763214697e-09
2014,2.815078836704288e-09,8.878325144512367e-09
2015,4.43315073539452e-09,8.20132878276425e-09
2016,3.935546111222266e-09,9.942432210863217e-09
2017,2.7671724911471074e-09,6.037467109587524e-09
2018,3.872199894061623e-09,6.195520096952123e-09
2019,4.08158040698936e-09,9.183555582659153e-09
