year,en_ADP acte_NOUN,en_ADP tact_NOUN
1800,3.6157891258881136e-07,0.0
1801,3.428903028179775e-07,4.7623651688866175e-09
1802,3.20011139365306e-07,0.0
1803,2.6719646939454833e-07,3.900678446910888e-09
1804,2.793191526961891e-07,2.7190360185613827e-08
1805,2.9281639513101254e-07,0.0
1806,5.331087891136121e-07,0.0
1807,4.839823759539286e-07,5.693910232196231e-09
1808,4.2148977286160516e-07,2.2660739951163578e-09
1809,3.2981844810819894e-07,0.0
1810,4.3526358695089584e-07,2.3401267590372754e-09
1811,3.986252181675809e-07,0.0
1812,5.33441664174461e-07,2.6672082320544632e-09
1813,6.412903985619778e-07,2.8757416448144113e-09
1814,3.083743536080874e-07,0.0
1815,6.122697300270374e-07,0.0
1816,5.330488761501329e-07,0.0
1817,5.667019422617159e-07,1.556873407970727e-09
1818,3.2544815553592343e-07,1.668964877410417e-08
1819,2.4842520929269085e-07,1.035105001712111e-09
1820,4.14140203019997e-07,0.0
1821,2.98803087162014e-07,0.0
1822,3.769631575778476e-07,1.0025615893027862e-09
1823,5.445360216072004e-07,1.9765373782121287e-09
1824,2.947389532437228e-07,1.6842225392110777e-09
1825,2.3158315798355034e-07,1.7610886082763955e-09
1826,2.0434524117263209e-07,1.7615968683770689e-09
1827,2.838920067915751e-07,2.7651818612639545e-09
1828,3.815677303009579e-07,0.0
1829,2.700550396639301e-07,8.573175946935407e-09
1830,3.6633292666010675e-07,6.262101504006523e-09
1831,3.0870589284859307e-07,3.1182412207897414e-09
1832,3.396022236756835e-07,1.3529969367098715e-09
1833,2.1198040656145167e-07,2.3167257001688313e-09
1834,3.043057006379968e-07,0.0
1835,3.705912945406453e-07,3.025235173481633e-09
1836,4.6507591378031066e-07,0.0
1837,3.7363875549090153e-07,1.3915781860163179e-09
1838,4.7278092552005546e-07,1.8936485712828244e-09
1839,4.313740191719262e-07,2.7965900706306e-09
1840,1.3178886320019956e-06,4.458782232319436e-09
1841,5.200644181968528e-07,4.494383976094696e-09
1842,1.0511851087358082e-06,5.366612043644636e-09
1843,6.462160513365234e-07,7.088293507706567e-09
1844,8.035253813432064e-07,4.9397050894128824e-09
1845,9.168314250018739e-07,4.464182357111213e-09
1846,1.5215848634397844e-06,1.7563504428608212e-08
1847,1.2943736464876565e-06,1.0786447290911383e-09
1848,1.1343762480464648e-06,4.82713291560799e-09
1849,5.907487548029167e-07,6.703531951757213e-09
1850,2.2111760245024925e-06,5.431196825611551e-09
1851,1.191211367768119e-06,6.449438760824933e-10
1852,8.606941150901548e-07,1.0416872697760482e-08
1853,1.226634822160122e-06,4.180352064508952e-09
1854,1.8002976958086947e-06,5.195664343204953e-09
1855,1.0645716201906907e-06,5.306937111981824e-10
1856,2.252595095342258e-06,0.0
1857,1.6040638683989528e-06,4.881509085841174e-10
1858,1.2253764225533814e-06,1.9574704079872163e-09
1859,1.4415942359846667e-06,5.092173349652285e-09
1860,6.00526504968002e-07,3.204028820036342e-09
1861,2.375902568019228e-06,8.017138064531082e-09
1862,1.4218102251106757e-06,9.035972525772706e-10
1863,1.436452976122382e-06,9.989241656072068e-10
1864,1.3885531870982959e-06,1.9178911792039344e-09
1865,1.0312695621905732e-06,1.4120533187167439e-08
1866,7.235166208374721e-07,2.919367858567057e-09
1867,5.376915055421705e-07,1.455843445796745e-09
1868,6.728108701281599e-07,4.44588676984381e-09
1869,1.139813321060501e-06,1.4650557433881772e-09
1870,6.123964340076782e-07,7.454262984651905e-09
1871,3.0588989829993807e-07,3.18635318130589e-09
1872,7.831304174032994e-07,5.442605477412599e-09
1873,4.291965183256252e-07,1.7958012854535355e-09
1874,5.341300379768654e-07,3.5847653734322193e-09
1875,7.483757258341939e-07,2.2886108563824337e-09
1876,8.73649128152465e-07,4.836811839936672e-09
1877,6.896069635331514e-07,3.0924081073635534e-09
1878,5.338554274203489e-07,7.2469061862534545e-09
1879,9.109003826779372e-07,7.331190321480108e-09
1880,1.2347936717560515e-06,7.059631101924424e-09
1881,5.536170988307276e-07,1.3945015142624584e-09
1882,4.991538844478782e-07,7.986462158271479e-09
1883,1.0768153515527956e-06,1.8958017378167824e-09
1884,4.865450478064304e-07,3.300848483434038e-09
1885,7.554285161859298e-07,1.2891271383708158e-09
1886,6.188872134771373e-07,1.2906927748801422e-09
1887,7.893469842201739e-07,3.264462256069578e-09
1888,8.331567755703873e-07,5.07249175996094e-09
1889,8.664683832648734e-07,9.397704836544563e-09
1890,7.000084565333964e-07,3.2771931834929546e-09
1891,6.552698437189974e-07,3.1871101313640793e-09
1892,7.766686849208781e-07,5.014809900671935e-09
1893,6.669565095762664e-07,4.926733243593162e-09
1894,6.730044219693809e-07,3.150769645188234e-09
1895,7.770031515974551e-07,3.611168697403855e-09
1896,6.946700068510836e-07,3.5382172747233653e-09
1897,7.92433070273546e-07,0.0
1898,8.67425796968746e-07,6.7900258748920805e-09
1899,7.429065362885012e-07,3.3165470370022376e-09
1900,1.383415678901656e-06,2.595526460424935e-09
1901,8.74078750712215e-07,5.029864968975062e-09
1902,7.512734327974613e-07,8.838511256215043e-09
1903,8.143531999849074e-07,3.2401321625741275e-09
1904,6.80427547194995e-07,1.0749250378694342e-09
1905,7.637923431502713e-07,2.0643036169332163e-09
1906,8.343867534676974e-07,5.144184522798412e-10
1907,6.922267061781895e-07,2.5714217422034835e-09
1908,8.707892789061589e-07,1.4734167219643268e-09
1909,1.018232069327496e-06,3.300590023513905e-09
1910,8.753718816478795e-07,2.67207544979442e-09
1911,7.948639222377096e-07,1.0640748282497725e-09
1912,8.871644467944861e-07,4.167536982180309e-09
1913,1.573927306708356e-06,1.590896969716482e-09
