year,en_ADP acte_NOUN,en_ADP tact_NOUN
1914,1.307204342992918e-06,4.018046340092951e-09
1915,5.466273478305084e-07,1.1780761921542648e-09
1916,1.8414986016068724e-06,1.0987462051303964e-09
1917,1.1591511110964348e-06,6.57985488317081e-09
1918,6.960743803574587e-07,3.44591288836682e-09
1919,7.08083518929925e-07,2.762354567309444e-09
1920,1.004077944344317e-06,3.028892692213958e-09
1921,7.360710583270702e-07,3.0290989716519334e-09
1922,1.319174884883978e-06,2.2133805899215986e-09
1923,1.4235986327548744e-06,2.1231896241147297e-09
1924,1.7223210306838155e-06,6.445812328337297e-09
1925,1.5001514839241281e-06,4.399271169575059e-09
1926,1.8970728206113563e-06,7.802296586589819e-09
1927,1.5865347222643322e-06,8.919379901328739e-09
1928,1.8087423541146563e-06,0.0
1929,1.5407182445414946e-06,3.342121912552898e-09
1930,1.6028499203457613e-06,1.0503603542488804e-09
1931,1.0800872587424237e-06,3.4216069977333063e-09
1932,1.852161631177296e-06,4.383814644626227e-09
1933,1.3340379609871889e-06,9.176529758292418e-09
1934,1.600739096829784e-06,4.7926320689839486e-09
1935,1.3248890127215418e-06,2.393656828303392e-09
1936,1.223383719661797e-06,1.2124714565686645e-09
1937,1.5927764707157621e-06,6.295559185076627e-09
1938,1.9694161892402917e-06,1.2965214457594243e-09
1939,1.2862296898674686e-06,1.5294050470515685e-09
1940,1.3743942872679327e-06,2.5357829169792012e-09
1941,1.1038620186809567e-06,0.0
1942,3.094896101174527e-06,0.0
1943,1.1293584520899458e-06,2.9032352077962287e-09
1944,1.9504041119944304e-06,0.0
1945,1.988974190680892e-06,0.0
1946,2.234337216577842e-06,6.960552134671616e-09
1947,2.2625813471677247e-06,8.344609447874518e-09
1948,2.125454102497315e-06,5.435944139264848e-09
1949,1.8033844071396743e-06,9.817008317369869e-10
1950,1.863315333139326e-06,0.0
1951,1.5682921912230086e-06,2.1322803522849654e-09
1952,1.2695943496510154e-06,4.2179215675730575e-09
1953,1.7485922398918774e-06,4.3095309543161875e-09
1954,3.256209083701833e-06,4.886268278880834e-09
1955,2.0413697257026797e-06,0.0
1956,1.9544079350453103e-06,2.616342476002842e-09
1957,1.44276168612123e-06,2.6505113659425206e-09
1958,1.26151712720457e-06,2.4816730892496253e-09
1959,1.4300129578259657e-06,5.425523585955716e-09
1960,1.8021850110017112e-06,4.152500121534786e-09
1961,1.5431861584147555e-06,1.3896318540318475e-09
1962,1.5918310509732692e-06,1.9025869768540815e-09
1963,1.6178065607164172e-06,6.466053248388448e-10
1964,1.564188210068096e-06,4.867174663303331e-09
1965,2.135738441211288e-06,4.924839203113152e-09
1966,1.7641953036218183e-06,2.215629901769489e-09
1967,1.5629163954145042e-06,1.4791006197611978e-09
1968,2.3728150608803844e-06,8.982831700699023e-10
1969,1.3534438494389178e-06,1.3625273131978588e-09
1970,1.463314333705057e-06,1.3796175313274261e-09
1971,1.6802559912321158e-06,1.0276794970565106e-09
1972,2.060779934254242e-06,2.0520587451500205e-09
1973,1.4687175280414522e-06,3.3079223804577396e-09
1974,2.194535454691504e-06,2.2502286700643026e-09
1975,1.3244922456578934e-06,1.1422960355389478e-09
1976,1.5832182498343172e-06,3.9994687561772935e-09
1977,2.037480271610548e-06,2.3507127355770763e-09
1978,1.8998010773429996e-06,1.7821774056514528e-09
1979,1.642063693907403e-06,3.5111840102075575e-09
1980,1.6549473684790428e-06,3.411090521154847e-09
1981,2.136138164132717e-06,6.325549528618524e-10
1982,2.636326144056511e-06,0.0
1983,2.9448319764924236e-06,6.315316047889041e-10
1984,2.7290134312352166e-06,1.739702604197646e-09
1985,2.4152466266968986e-06,6.015558051686298e-10
1986,2.648963118190295e-06,1.7983456945813714e-09
1987,2.444326810291386e-06,0.0
1988,2.1839448436367093e-06,1.798966087207532e-09
1989,2.14750230043137e-06,1.0976244357863152e-09
1990,2.6284292289346922e-06,1.6345953479657283e-09
1991,3.598353487177519e-06,2.344586080837985e-09
1992,2.6557931960269343e-06,0.0
1993,2.928579078798066e-06,1.1078414852150331e-09
1994,2.6638379040377913e-06,2.1099706426497278e-09
1995,2.9259545044624247e-06,1.0844901643380922e-09
1996,3.0768762826483e-06,2.135236876199542e-09
1997,3.44609065905388e-06,2.4453962410575514e-08
1998,3.4526024137448985e-06,4.768129224785866e-10
1999,4.62367233922123e-06,4.570201161957499e-10
2000,3.540168563631596e-06,1.3254094488601709e-09
2001,3.412963906157529e-06,8.762423564512289e-10
2002,3.5895347991754534e-06,4.38122149670761e-10
2003,3.63939057024254e-06,2.9168460979889232e-09
2004,3.6053215808351524e-06,4.404791253964646e-10
2005,3.330973186166375e-06,4.5037495954858286e-10
2006,4.128596629016101e-06,2.0589450144825605e-09
2007,3.1859967748459894e-06,7.988958938831558e-10
2008,3.0010692171345e-06,3.8316958494988285e-09
2009,3.567561634554295e-06,9.53638501499654e-10
2010,2.772866537270602e-06,9.447586046817946e-10
2011,2.2985896066529676e-06,3.823971805871906e-09
2012,2.356423692617682e-06,1.7021263287730903e-09
2013,2.185000539611792e-06,2.7891249310130206e-09
2014,1.8176747289544437e-06,3.4647122948427977e-09
2015,2.0226250398991397e-06,2.438232948875907e-09
2016,1.9056328710576054e-06,4.142679976837371e-09
2017,1.8992865307154716e-06,2.5156112748447867e-09
2018,1.680534865045047e-06,3.614053500911041e-09
2019,1.4479406900136382e-06,3.5713827450933877e-09
