year,en_PRON irai_VERB,en_PRON tirais_VERB
1882,3.1945848633085916e-08,1.9966155395678697e-09
1883,2.5909288936531993e-08,6.319338941018771e-10
1884,2.1125430293977843e-08,1.3203393933736152e-09
1885,1.6114089618213256e-08,1.2891271383708158e-09
1886,1.1616235084943582e-08,2.5813855497602844e-09
1887,2.0892558794116667e-08,2.6115698492645834e-09
1888,1.3315291091942072e-08,1.9021844099853524e-09
1889,1.8168895721260014e-08,1.8795409673089125e-09
1890,1.1797895993481688e-08,2.6217545912032847e-09
1891,1.0836173736095134e-08,5.099376032546843e-09
1892,1.6924984080901595e-08,2.5074049503359674e-09
1893,1.23168328869383e-08,2.463366621796581e-09
1894,1.5753848003896564e-08,6.301539290376468e-10
1895,1.3240951446391591e-08,1.2037228991346183e-09
1896,1.9460195233023114e-08,5.89702897624278e-10
1897,1.631479840114025e-08,1.1653427112179315e-09
1898,2.0370077180587032e-08,1.13167097914868e-09
1899,1.3818945987509323e-08,5.527578395003729e-10
1900,1.453494924419374e-08,0.0
1901,1.3412973842719111e-08,1.1177477832191585e-09
1902,9.329538919189417e-09,9.820567692386817e-10
1903,1.5120615870500842e-08,3.2401321625741275e-09
1904,1.0749250378694342e-08,4.299700151477737e-09
1905,7.741138396966107e-09,1.0321518084666081e-09
1906,1.388929860013377e-08,2.572092316910357e-09
1907,1.9542804707839423e-08,2.5714217422034835e-09
1908,1.2278472460991452e-08,9.822778146428846e-10
1909,7.151278680339601e-09,2.2003934230241384e-09
1910,1.0153886620400954e-08,2.67207544979442e-09
1911,2.074945903984826e-08,1.5961122423746588e-09
1912,8.335073964360618e-09,2.6047106693738442e-09
1913,1.3257474229533273e-08,5.30298971401777e-10
1914,8.036092680185902e-09,1.3393487430235496e-09
1915,4.712304768617059e-09,1.1780761921542648e-09
1916,1.0987461607214755e-08,0.0
1917,7.676496771580332e-09,2.1932848870420685e-09
1918,3.44591288836682e-09,8.040463406189247e-09
1919,1.8415697411455767e-08,9.207848372660976e-10
1920,9.086678076641874e-09,1.514446346106979e-09
1921,1.9689142760626055e-08,7.572747429129834e-10
1922,1.9182632371439468e-08,2.951174193910333e-09
1923,2.0170300985000722e-08,0.0
1924,2.0626599095407983e-08,5.156649773851996e-09
1925,2.639562701745035e-08,1.0998177923937646e-09
1926,2.1177662290483568e-08,6.687683296036084e-09
1927,2.3413372574054847e-08,0.0
1928,1.5996457491951332e-08,0.0
1929,2.2280811862174232e-08,1.1140406375176326e-09
1930,3.2561171536826805e-08,1.0503603542488804e-09
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,1.8631212128639163e-08,3.287861094491973e-09
1933,2.2941324395731044e-09,0.0
1934,1.0783422155213884e-08,1.1981580172459871e-09
1935,1.6755597798123745e-08,1.196828414151696e-09
1936,1.576212937948185e-08,1.2124714565686645e-09
1937,8.813782592653752e-09,3.777335333410292e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,8.854508237732261e-09,0.0
1942,9.102635090130207e-09,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,1.089252066321933e-08
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,1.4305045148432782e-08,7.152522574216391e-09
1948,8.697510267552389e-09,0.0
1949,1.3743811422273211e-08,2.945102384188658e-09
1950,5.317680518146517e-09,2.1270722960764488e-09
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,9.490323193972472e-09,3.1634410646574906e-09
1953,1.0773827163745864e-08,5.386913581872932e-09
1954,1.172704333640695e-08,4.886268278880834e-09
1955,1.1262729415761896e-08,1.8771215692936494e-09
1956,1.0465369904011368e-08,1.744228317335228e-09
1957,5.301022731885041e-09,8.835037701437898e-10
1958,1.9853384713997002e-08,0.0
1959,5.425523585955716e-09,4.650448914844674e-09
1960,5.536666680683311e-09,2.7683333403416555e-09
1961,9.03260666262895e-09,6.94815938118154e-09
1962,8.8787386332001e-09,0.0
1963,7.759263453976928e-09,1.939815863494232e-09
1964,7.300761772910391e-09,1.2167936658258327e-09
1965,5.47204326295514e-09,1.6416130677043839e-09
1966,6.6468897053084675e-09,3.8773522170743036e-09
1967,6.902469706915326e-09,2.465167847631733e-09
1968,6.287982134978165e-09,4.491415683816058e-09
1969,1.8167031212712459e-09,2.2708788183223305e-09
1970,6.438214850135182e-09,3.219107425067591e-09
1971,7.193756701440179e-09,4.1107179882260425e-09
1972,9.234264020108185e-09,2.565073486948677e-09
1973,7.1671650836435674e-09,6.615844760915479e-09
1974,6.1881286761433785e-09,5.625571675160757e-10
1975,8.567219822452898e-09,2.8557400888473694e-09
1976,4.570821499072508e-09,1.7140580066410394e-09
1977,1.7630346071939584e-09,2.3507127355770763e-09
1978,1.7821774056514528e-09,2.3762365408686037e-09
1979,4.681578680276743e-09,2.3407893401383717e-09
1980,4.548120546843393e-09,1.1370301367108482e-09
1981,3.795329828193417e-09,3.795329828193417e-09
1982,8.690503427999374e-09,6.207502289967692e-10
1983,1.1999100379966876e-08,1.89459470334441e-09
1984,3.479405208395292e-09,2.3196033982486597e-09
1985,7.218669662023558e-09,1.2031116103372597e-09
1986,1.0790073723399018e-08,2.3977941854269602e-09
1987,1.099947066762752e-08,1.8332451112712533e-09
1988,5.99655392008458e-09,6.476278002764957e-08
1989,8.780995486290522e-09,3.2928733073589456e-09
1990,3.814055737905164e-09,5.44865097484859e-10
1991,5.8614650910726596e-09,1.1722930404189924e-09
1992,1.1019888113139586e-08,2.2039776670368383e-09
1993,7.754890063438324e-09,1.661762283333701e-09
1994,4.747434001473039e-09,3.6924485691258724e-09
1995,8.675921314704738e-09,3.253470381991974e-09
1996,7.473328622609188e-09,4.270473752399084e-09
1997,1.006927874414032e-08,3.835915585170824e-09
1998,3.337690568372409e-09,2.86087753487152e-09
1999,6.398281460207045e-09,2.7421207526856506e-09
2000,1.2812291672048559e-08,4.418031274155965e-09
2001,1.0514908055370142e-08,2.190605918883648e-09
2002,6.571832411594869e-09,3.9430991805033955e-09
2003,6.250384210204629e-09,2.9168460979889232e-09
2004,9.250062049659391e-09,3.9643119897903034e-09
2005,6.305249655724765e-09,6.305249655724765e-09
2006,7.412201963319376e-09,3.294311934354255e-09
2007,1.1583990655594789e-08,5.192823504529542e-09
2008,6.3861596011349775e-09,2.9802078582719105e-09
2009,1.430457752249481e-09,7.629108011997232e-09
2010,3.3066551718974324e-09,9.447586046817946e-10
2011,1.911985902935953e-09,2.2943831279320648e-09
2012,3.404252713057332e-10,3.063827413996023e-09
2013,1.6734750252211938e-09,4.462600067256517e-09
2014,2.1654451842767486e-10,5.413613113347537e-09
2015,1.10828768384863e-09,4.43315073539452e-09
2016,4.1426800878596737e-10,6.421154274960372e-09
2017,2.968421419780043e-08,2.5156112748447867e-09
2018,0.0,4.64663996169179e-09
2019,7.65296326310505e-10,3.3162841361900064e-09
