year,ancien_ADJ acte_NOUN,ancien_ADJ tact_NOUN
1863,1.6482248454963155e-08,0.0
1864,5.0824116470948866e-08,0.0
1865,4.28322831091954e-08,0.0
1866,6.422609288847525e-08,0.0
1867,3.930777126015528e-08,0.0
1868,3.1615194018286275e-08,0.0
1869,5.323035878745941e-08,0.0
1870,2.752343419842873e-08,0.0
1871,3.6112004275778986e-08,6.37270636261178e-09
1872,3.9912439575573444e-08,1.2094678591978436e-09
1873,2.514121905106137e-08,0.0
1874,4.779687257094878e-08,0.0
1875,3.3757011408397375e-08,0.0
1876,3.143927784776679e-08,0.0
1877,2.84501531222503e-08,0.0
1878,3.925407554561389e-08,0.0
1879,4.215434401544371e-08,0.0
1880,3.4656370218044685e-08,0.0
1881,1.4642265677711208e-08,0.0
1882,7.054707928944026e-08,0.0
1883,7.393626894058869e-08,0.0
1884,3.564916539744445e-08,0.0
1885,6.832373600218489e-08,0.0
1886,3.1621972595985426e-08,0.0
1887,3.264462478114183e-08,0.0
1888,3.106901047544852e-08,0.0
1889,3.257871128425904e-08,0.0
1890,3.342736931699619e-08,0.0
1891,4.398211927991724e-08,0.0
1892,3.63573704476039e-08,0.0
1893,3.202376674948937e-08,0.0
1894,3.528862180246506e-08,0.0
1895,3.129679604363389e-08,0.0
1896,4.540712339462516e-08,0.0
1897,2.622021144649267e-08,0.0
1898,7.582195848954143e-08,0.0
1899,4.09040801230276e-08,0.0
1900,3.5299160261459406e-08,0.0
1901,4.415103660448949e-08,0.0
1902,2.9461702411026636e-08,0.0
1903,3.780154034238592e-08,1.6200660812870638e-09
1904,2.2573425795258117e-08,0.0
1905,3.096455358786443e-08,0.0
1906,3.9095802151223324e-08,0.0
1907,3.4971336049238744e-08,0.0
1908,2.89771957540097e-08,0.0
1909,4.07072799912811e-08,0.0
1910,3.153048833137717e-08,0.0
1911,2.500575824182505e-08,0.0
1912,3.4382179492364884e-08,0.0
1913,2.704524781904638e-08,0.0
1914,1.808120764223986e-08,0.0
1915,3.2986132936230206e-08,9.424609537234119e-09
1916,3.40611328031315e-08,0.0
1917,2.522277586791688e-08,0.0
1918,6.89182577673364e-09,0.0
1919,1.4732557396257562e-08,0.0
1920,9.843901693784574e-09,0.0
1921,1.741731914250977e-08,0.0
1922,2.729836212633785e-08,0.0
1923,3.715581797791856e-08,0.0
1924,3.351822286390416e-08,0.0
1925,2.859526304632709e-08,0.0
1926,4.2355324580967135e-08,0.0
1927,3.233275180924977e-08,0.0
1928,2.742249938236796e-08,0.0
1929,2.8965056575458448e-08,0.0
1930,4.20144132817768e-08,0.0
1931,2.3951248095954725e-08,0.0
1932,1.753525857850491e-08,0.0
1933,3.211785282175583e-08,0.0
1934,2.7557634396657704e-08,0.0
1935,2.393656828303392e-08,0.0
1936,2.66743711563322e-08,0.0
1937,3.1477796369472344e-08,0.0
1938,2.9819993585533666e-08,0.0
1939,5.964679417047591e-08,0.0
1940,3.803674530900025e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,3.6410540360520827e-08,0.0
1943,8.709705845433291e-09,5.806470415592457e-09
1944,1.6065930807940276e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,2.9234318077442367e-08,0.0
1947,3.695469885656166e-08,0.0
1948,4.783630558335972e-08,0.0
1949,2.2579119018928395e-08,0.0
1950,2.1270722072586068e-08,0.0
1951,4.797630781538942e-08,0.0
1952,2.1089608281954497e-08,0.0
1953,2.3702419582605216e-08,0.0
1954,2.14995790059902e-08,0.0
1955,3.0972504561077585e-08,0.0
1956,2.1802854632824165e-08,0.0
1957,1.767007518083119e-08,0.0
1958,1.5717262158432277e-08,0.0
1959,2.480239236213322e-08,0.0
1960,1.868625076895114e-08,0.0
1961,2.0149661827950638e-08,0.0
1962,6.341956293454132e-09,0.0
1963,2.0691370394843034e-08,0.0
1964,1.1559539991878864e-08,0.0
1965,4.322914293197755e-08,0.0
1966,2.7141465963609335e-08,0.0
1967,3.64844829903177e-08,0.0
1968,2.605021254264983e-08,0.0
1969,1.9075382107214267e-08,0.0
1970,3.632992645608013e-08,0.0
1971,1.0276794526475896e-08,0.0
1972,1.6416469961200164e-08,0.0
1973,1.32316891332529e-08,0.0
1974,2.193973003272731e-08,0.0
1975,1.4278700000147637e-08,0.0
1976,1.8854638628162945e-08,0.0
1977,2.5857840757481654e-08,0.0
1978,1.6039596317796168e-08,0.0
1979,1.7555919384903973e-08,0.0
1980,2.4446147384171724e-08,0.0
1981,1.5813874654213578e-08,0.0
1982,2.0484757556893385e-08,0.0
1983,1.073603728141137e-08,0.0
1984,1.1018116197192285e-08,0.0
1985,1.503889479614884e-08,0.0
1986,1.498621315931814e-08,0.0
1987,2.138785815120059e-08,0.0
1988,1.4391728697660255e-08,0.0
1989,1.372030544732894e-08,0.0
1990,2.016000799631712e-08,0.0
1991,2.05151273746651e-08,0.0
1992,2.314176633655407e-08,0.0
1993,3.101956258522165e-08,0.0
1994,9.494867891923775e-09,0.0
1995,8.675921314704738e-09,0.0
1996,1.6548085568501847e-08,0.0
1997,1.8700088810774673e-08,0.0
1998,1.0489884516573511e-08,0.0
1999,1.7823785114501334e-08,0.0
2000,1.060327570190367e-08,0.0
2001,2.0153573560000027e-08,0.0
2002,1.3143664268078226e-08,0.0
2003,7.083769126836614e-09,0.0
2004,1.101197835695622e-08,0.0
2005,1.4862373554080932e-08,0.0
2006,4.364963457348381e-08,0.0
2007,7.589511158423434e-09,0.0
2008,4.6831836186811415e-09,0.0
2009,4.76819250749827e-09,0.0
2010,6.140930874920514e-09,0.0
2011,3.4415747474092484e-09,0.0
2012,4.085103366691101e-09,0.0
2013,5.29933741333366e-09,0.0
2014,8.22869172800722e-09,0.0
2015,5.098123617708339e-09,0.0
2016,1.118523629273227e-08,0.0
2017,7.546834046578965e-09,0.0
2018,8.518839855753413e-09,0.0
2019,4.846876677788714e-09,0.0
