year,mon_DET est_NOUN,mon_DET test_NOUN
1800,6.602745328265769e-08,0.0
1801,6.905429583703437e-08,0.0
1802,6.042168365638645e-08,0.0
1803,6.241085559466342e-08,0.0
1804,1.4089550282037067e-07,0.0
1805,4.5486043376286034e-08,0.0
1806,5.763338339903612e-08,0.0
1807,4.270432629738252e-08,0.0
1808,8.61108118144216e-08,0.0
1809,8.584315880355575e-08,0.0
1810,6.31834211617388e-08,0.0
1811,6.267691965433642e-08,0.0
1812,3.7340916136940905e-08,0.0
1813,4.3136123117903935e-08,0.0
1814,3.776012569289833e-08,0.0
1815,3.506390644503199e-08,0.0
1816,6.489290882427667e-08,2.3176038865813098e-09
1817,3.892183519926817e-08,0.0
1818,6.079800596303642e-08,0.0
1819,4.864993741193757e-08,0.0
1820,6.407900166038871e-08,0.0
1821,6.804427021833703e-08,0.0
1822,6.51665033046811e-08,0.0
1823,9.685033175443891e-08,9.882686891060644e-10
1824,4.378978690766644e-08,0.0
1825,5.283265802624726e-08,0.0
1826,4.580151768962537e-08,8.807984341885344e-10
1827,5.161672750331192e-08,0.0
1828,6.60405687913368e-08,0.0
1829,3.515002122700395e-08,0.0
1830,5.4271544591699694e-08,0.0
1831,5.301009964320258e-08,0.0
1832,5.276687975452887e-08,0.0
1833,9.730248295980459e-08,0.0
1834,7.280934211095769e-08,9.334530925997342e-10
1835,6.806779140333674e-08,0.0
1836,6.653542383716626e-08,0.0
1837,6.192523072101608e-08,0.0
1838,4.102905415415137e-08,0.0
1839,4.19488508374144e-08,0.0
1840,5.2231447389416985e-08,0.0
1841,6.4205486705049e-08,0.0
1842,4.159124467051356e-08,0.0
1843,4.784597906759558e-08,0.0
1844,8.232841702815463e-08,5.488561272137815e-10
1845,7.644912392024139e-08,0.0
1846,7.786486966310235e-08,0.0
1847,4.314578916364553e-08,0.0
1848,3.378993074232284e-08,0.0
1849,5.195237329225222e-08,0.0
1850,6.177986300315297e-08,0.0
1851,4.8370791150276204e-08,0.0
1852,5.013119941388311e-08,0.0
1853,4.598387315368768e-08,0.0
1854,5.559360954920933e-08,5.195664454227256e-10
1855,4.2455496895854594e-08,0.0
1856,6.264398816346883e-08,0.0
1857,5.662550650598064e-08,0.0
1858,5.823474547028695e-08,0.0
1859,4.939408171367177e-08,5.092173349652285e-10
1860,5.950339276861172e-08,0.0
1861,5.2818792894981925e-08,4.715963730639317e-10
1862,5.240864214828278e-08,0.0
1863,7.142307595353614e-08,0.0
1864,5.897515276132026e-08,0.0
1865,4.753912818955541e-08,0.0
1866,5.254861779047104e-08,9.731225825149181e-10
1867,4.852811663624834e-08,0.0
1868,5.977247730104551e-08,0.0
1869,3.7114745499167157e-08,0.0
1870,6.536815488900061e-08,0.0
1871,4.0360472741696185e-08,0.0
1872,5.0797651529599364e-08,0.0
1873,5.387404006240715e-08,0.0
1874,4.182226431836966e-08,5.974609140757536e-10
1875,4.4627910256167524e-08,0.0
1876,6.831996390843642e-08,6.04601479992084e-10
1877,3.7727378221497077e-08,6.184815992682502e-10
1878,4.891661853356766e-08,0.0
1879,5.192926566532918e-08,6.10932526790009e-10
1880,5.968596972216744e-08,0.0
1881,5.996356627901989e-08,6.972507571312292e-10
1882,3.8601233320889605e-08,0.0
1883,6.066565294560178e-08,0.0
1884,5.809493419661749e-08,0.0
1885,4.5764013523186264e-08,0.0
1886,4.2592860738377425e-08,0.0
1887,3.1991730153890785e-08,6.528924623161458e-10
1888,4.1848057019677753e-08,0.0
1889,4.8868066981899716e-08,0.0
1890,3.9981757682383545e-08,6.554386478008212e-10
1891,4.015758547915027e-08,0.0
1892,4.7013842596754785e-08,0.0
1893,4.0029707215616384e-08,0.0
1894,3.402831194598832e-08,6.301539290376468e-10
1895,3.972285367304096e-08,0.0
1896,5.3073260231073505e-08,1.179405795248556e-09
1897,3.90389804927338e-08,0.0
1898,2.4896761763315567e-08,5.6583548957434e-10
1899,3.814029270188257e-08,0.0
1900,5.0353214486875686e-08,0.0
1901,4.303328993149336e-08,1.676621730339889e-09
1902,4.026432809389746e-08,0.0
1903,3.2401321625741275e-08,5.400220270956879e-09
1904,3.6009987880447625e-08,4.299700151477737e-09
1905,4.2318225146331656e-08,0.0
1906,3.652370939022376e-08,1.5432553013283723e-09
1907,4.114274532174278e-08,0.0
1908,4.371136319569757e-08,0.0
1909,4.015717869343405e-08,0.0
1910,2.778958430038614e-08,2.137660271017694e-09
1911,4.5223181199816054e-08,0.0
1912,3.490312239229354e-08,0.0
1913,4.2423917268052946e-08,2.121195885607108e-09
1914,3.549274102399025e-08,5.357394972094198e-09
1915,2.238344753990873e-08,0.0
1916,2.5271162051865304e-08,4.394984820521586e-09
1917,3.728584341278207e-08,2.1932848870420685e-09
1918,3.331049214239101e-08,5.743188147278033e-09
1919,4.143531717737403e-08,9.207848372660976e-10
1920,2.8017256958889902e-08,7.572231730534895e-10
1921,4.165010963896876e-08,7.572747429129834e-10
1922,3.5414089771812485e-08,2.2133805899215986e-09
1923,2.9724655625784635e-08,1.0615948120573648e-09
1924,3.222906153066418e-08,0.0
1925,1.9796719818998554e-08,0.0
1926,1.7833821197577038e-08,0.0
1927,1.4493992228636898e-08,0.0
1928,2.285208222652102e-08,0.0
1929,2.5622934884950155e-08,2.2280812750352652e-09
1930,4.936693676071968e-08,0.0
1931,2.167017765231094e-08,0.0
1932,2.411098098953346e-08,0.0
1933,2.523545683530415e-08,0.0
1934,2.156684431042777e-08,0.0
1935,2.99207103537924e-08,3.590485242455088e-09
1936,2.0612014761667297e-08,2.424942913137329e-09
1937,2.8959571962694497e-08,1.2591118148108649e-09
1938,1.9447821242302155e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,7.607348750937604e-09,0.0
1941,2.9515025534720962e-08,0.0
1942,2.4273693721710288e-08,0.0
1943,2.032264689866281e-08,2.9032352077962287e-09
1944,7.390328349288211e-08,0.0
1945,3.267756065739036e-08,0.0
1946,2.7842209426864883e-08,0.0
1947,2.9802177392568296e-08,0.0
1948,1.7395020757149382e-08,3.2615663503321457e-09
1949,1.9634016523717435e-08,2.3560819073509265e-08
1950,2.4461331626923766e-08,7.444753036267571e-09
1951,2.7719645356860667e-08,1.3859822622919182e-08
1952,2.4253049568656593e-08,5.272402070488624e-09
1953,1.508335811806205e-08,9.696444647211422e-09
1954,2.149957945007941e-08,5.863521668203475e-09
1955,2.2525458831523792e-08,8.447047061821422e-09
1956,2.5291311045450016e-08,3.488456634670456e-09
1957,1.0602045241725477e-08,2.6505113659425206e-09
1958,2.7298403482145517e-08,5.790570467567591e-09
1959,2.247716823777779e-08,6.975672928177801e-09
1960,2.0762500441140475e-08,4.152500010512483e-09
1961,2.1539294126071695e-08,5.55852741612739e-09
1962,1.9025869102407e-08,4.43936931660005e-09
1963,2.909723983979262e-08,5.1728425987107585e-09
1964,1.5818317766758128e-08,7.909158661334459e-09
1965,2.0246560483716536e-08,7.660860390501512e-09
1966,2.6587558044077753e-08,2.7695373772118614e-09
1967,2.6623812321435736e-08,9.367637721080513e-09
1968,2.739763593773148e-08,3.5931326802796093e-09
1969,2.2254613013528157e-08,1.2262745902047456e-08
1970,1.7475154934221138e-08,5.978342709767048e-09
1971,3.031654538521167e-08,3.083038491169532e-09
1972,1.7955514186596133e-08,5.643161493651405e-09
1973,1.874489308217875e-08,4.410563025913916e-09
1974,1.912694408412463e-08,9.00091468025721e-09
1975,1.599214449754527e-08,2.2845920710778955e-09
1976,2.6853576695629044e-08,7.427584769459372e-09
1977,1.7630345960917282e-08,9.990529292736028e-09
1978,1.960395146216598e-08,1.1287123347081263e-08
1979,2.516348518444289e-08,6.437170463335917e-09
1980,2.7857238960038444e-08,5.116635559687666e-09
1981,2.277197902467165e-08,5.060439622894819e-09
1982,2.234700813286139e-08,7.449002636938928e-09
1983,1.894594792162252e-08,6.315316047889041e-09
1984,1.7397025819931855e-08,6.958810416790584e-09
1985,1.5038895018193443e-08,7.218669662023558e-09
1986,2.997242681823664e-08,4.196139880008332e-09
1987,1.2221633705067347e-08,7.94406213033838e-09
1988,2.458587039511073e-08,1.0194141530917022e-08
1989,2.4696549916214394e-08,6.585746614717891e-09
1990,2.2884334760497893e-08,9.262706823776057e-09
1991,2.3445860197757185e-08,9.37834432335194e-09
1992,1.597883780846132e-08,1.1570882918476855e-08
1993,2.5480353493811947e-08,9.970573700002205e-09
1994,2.057221354379024e-08,1.2132331528302842e-08
1995,2.5485519195012074e-08,9.218166119318028e-09
1996,3.790045388640806e-08,1.2277611816102763e-08
1997,3.883864541087689e-08,9.110299292736102e-09
1998,3.57609694079386e-08,1.2873949239988747e-08
1999,2.650716651730889e-08,9.597422079288265e-09
2000,3.269343362699573e-08,1.546311012567969e-08
2001,2.4972906659259664e-08,1.3143635679835342e-08
2002,3.2421039075636315e-08,7.886198361006791e-09
2003,3.3752075911941404e-08,1.2084076406182476e-08
2004,3.303593426595697e-08,1.497629043001325e-08
2005,2.567137302733613e-08,1.4411998927599257e-08
2006,2.923701925006128e-08,2.4295550460351478e-08
2007,2.3567429785487093e-08,1.957295014953786e-08
2008,2.895058937024686e-08,1.575252683849726e-08
2009,2.6225058347151275e-08,2.8132336016284398e-08
2010,2.2201827820644837e-08,2.2674207067474583e-08
2011,1.682547645653898e-08,3.938691217619805e-08
2012,1.3276585830723775e-08,3.506380241713458e-08
2013,1.2829975026829032e-08,3.709536267049174e-08
2014,8.878325241656881e-09,4.655707175338364e-08
2015,1.063956189817361e-08,4.7434713934535466e-08
2016,1.4085112853834403e-08,4.9297891546729034e-08
2017,2.3923463543518153e-07,7.848707195279303e-08
2018,1.8070266671887936e-08,7.331365514673394e-08
2019,1.4795728808802977e-08,7.040726046625423e-08
