year,en_ADP elles_PRON,en_ADP telles_ADJ
1847,4.565363866504413e-06,2.906947473846344e-07
1848,4.141680104652323e-06,4.408781455467192e-07
1849,4.191383535356863e-06,2.4216509597607683e-07
1850,4.32051705168135e-06,5.363306847527838e-07
1851,4.217933172512289e-06,3.714876637417319e-07
1852,4.553475573487731e-06,2.6432814959065354e-07
1853,4.645565638838889e-06,5.84652154245191e-07
1854,4.687008893000666e-06,7.455778430198734e-07
1855,4.8839740287576205e-06,3.136399833181258e-07
1856,5.0632910166825695e-06,3.2305660013776105e-07
1857,4.408978977465949e-06,5.550275723464893e-07
1858,4.848164767423668e-06,3.7925988394249543e-07
1859,4.664939822873748e-06,3.8496830256917747e-07
1860,4.188123121195986e-06,2.7005386149525634e-07
1861,5.041836750763196e-06,3.621860189539916e-07
1862,4.254135918202451e-06,3.3252379161297085e-07
1863,4.406254646482921e-06,2.777009147081344e-07
1864,5.1639220330912394e-06,3.5960459854322835e-07
1865,4.809453761467353e-06,3.1441718917335493e-07
1866,4.255951395748525e-06,4.00439935432928e-07
1867,3.986099502029106e-06,3.581374841132856e-07
1868,4.3930300890338e-06,4.401427791123069e-07
1869,4.851776452596823e-06,2.5150123050821094e-07
1870,4.348129293063607e-06,3.0505138948200283e-07
1871,3.313807358296117e-06,2.421628444437829e-07
1872,3.993058069085009e-06,3.326036477346861e-07
1873,3.503608461130625e-06,3.7352668336154693e-07
1874,3.357132957404474e-06,3.124720659997138e-07
1875,3.990765005568164e-06,4.417018955038543e-07
1876,3.8011295906414944e-06,4.54660304072263e-07
1877,3.279807966549697e-06,3.1789953069960575e-07
1878,3.3160635055651255e-06,3.339616103659182e-07
1879,3.3723476562386168e-06,3.720579062616025e-07
1880,3.009969830713999e-06,4.710699190724199e-07
1881,2.9319393650695247e-06,3.9324942591179024e-07
1882,3.1653010879040266e-06,3.294415504839776e-07
1883,3.1046912241095015e-06,2.6920382545370103e-07
1884,2.968783103796113e-06,2.8651364303300397e-07
1885,3.0584540535727456e-06,3.873827005840269e-07
1886,2.7975766005994274e-06,3.0718487575853715e-07
1887,3.0561895059122435e-06,4.2960323920482324e-07
1888,3.127191256169226e-06,3.3478444372292415e-07
1889,3.054254108292298e-06,3.026060904076644e-07
1890,3.1775666649025425e-06,3.729445996469849e-07
1891,3.162250614252571e-06,2.753663039811727e-07
1892,3.4144587495177348e-06,3.2972374519602e-07
1893,3.20176070900402e-06,2.802079568375859e-07
1894,3.39274868110806e-06,2.1929356552874424e-07
1895,3.553991948734847e-06,2.6843019540478963e-07
1896,3.452120779456891e-06,2.1052393339715536e-07
1897,3.313069317556483e-06,1.9985627108809467e-07
1898,3.7871369649167264e-06,2.3991425446290293e-07
1899,3.425992982641901e-06,2.1336452071807344e-07
1900,3.5486038214571636e-06,2.1646691172882981e-07
1901,3.5538790044142843e-06,1.922526253750334e-07
1902,3.170570391120009e-06,1.900279822386608e-07
1903,3.6554090172558062e-06,1.825274442701641e-07
1904,3.6047612184120226e-06,1.999360499382874e-07
1905,3.554730916732751e-06,2.472003481912566e-07
1906,3.502160893731343e-06,1.9342133583677423e-07
1907,3.598447538166738e-06,2.036566009167018e-07
1908,3.819587234943356e-06,1.6846063921605037e-07
1909,3.808330831134299e-06,2.2884091688268882e-07
1910,3.6313503883889098e-06,1.8597643824946886e-07
1911,3.6747824161409426e-06,2.3090423084681788e-07
1912,3.8033984637309004e-06,1.8441351556930385e-07
1913,3.915197225978773e-06,2.1052869358939574e-07
1914,3.772945373015091e-06,1.7210631764186246e-07
1915,3.1513537699368044e-06,1.0131455452366822e-07
1916,3.5071979098688644e-06,1.922805863419086e-07
1917,3.7077480108393956e-06,1.7984935640757982e-07
1918,3.5251689354254268e-06,1.7344428293597502e-07
1919,3.506348654980229e-06,1.7402834062707484e-07
1920,3.777786304226538e-06,1.2872794030727164e-07
1921,3.477405662977162e-06,1.688722699455525e-07
1922,3.735448654396123e-06,1.5346105186608838e-07
1923,4.192237859967918e-06,1.9427185371512223e-07
1924,4.142078708468944e-06,2.3076007149569477e-07
1925,3.833964768773512e-06,2.0896538011072607e-07
1926,3.959108433093661e-06,2.017451050662089e-07
1927,3.7450247418746585e-06,1.739279027468399e-07
1928,3.732887776664029e-06,1.9195748723888073e-07
1929,3.6874744964165984e-06,1.749043838650266e-07
1930,3.701469804440194e-06,1.9431666853364504e-07
1931,3.535660560771703e-06,1.6195606367119808e-07
1932,3.5256829242769072e-06,1.8412022040337206e-07
1933,3.551317114158792e-06,2.1450138820711118e-07
1934,3.429128270227011e-06,1.6414765191541392e-07
1935,3.345135382915032e-06,2.0585448723409172e-07
1936,3.815647666272071e-06,1.9520790850435787e-07
1937,3.4537436306436575e-06,1.3346584970541642e-07
1938,3.4824566697011505e-06,1.2835561591373335e-07
1939,3.542102184894702e-06,1.4988169461105372e-07
1940,3.0074386003775544e-06,1.6229011290391782e-07
1941,3.5565606637533165e-06,2.2431419388624363e-07
1942,3.929304213556861e-06,1.850869146835521e-07
1943,3.925173992058717e-06,2.874202922331648e-07
1944,3.939366017391421e-06,1.221010741403461e-07
1945,4.389685805961108e-06,1.263532394268907e-07
1946,4.330855460921157e-06,1.7958224685088453e-07
1947,4.459597832351392e-06,1.6808428471293269e-07
1948,4.051952714689833e-06,1.44596114637352e-07
1949,3.5547387255974172e-06,1.1780410291706289e-07
1950,3.770235604605432e-06,2.1164369812254336e-07
1951,3.978835060536312e-06,1.652517269690179e-07
1952,3.3585201464347847e-06,2.045691918084458e-07
1953,3.5068807520133305e-06,1.3790498432086906e-07
1954,3.6656782995692083e-06,9.6748109967848e-08
1955,3.637861496486039e-06,1.0887305323947771e-07
1956,3.335836552764704e-06,1.2384021186306882e-07
1957,3.3193237101158957e-06,1.2457403286703084e-07
1958,3.2815989570167403e-06,1.1746585437677481e-07
1959,3.435906407389666e-06,1.1393598953191031e-07
1960,3.409202570026082e-06,1.6748416387102338e-07
1961,3.5442561241438852e-06,2.4596483605421327e-07
1962,3.5407141538712494e-06,2.2577364600095962e-07
1963,3.289281316654069e-06,1.4807262438409907e-07
1964,3.73251462093549e-06,2.0624652297129842e-07
1965,4.000610893228895e-06,2.1669292493697867e-07
1966,3.3239987686783934e-06,1.628487913407639e-07
1967,3.7440968085888926e-06,1.9425521902149967e-07
1968,3.7570694431110496e-06,2.2232508456454525e-07
1969,3.286416045966689e-06,2.0256239707805435e-07
1970,3.339134309499059e-06,2.147604609703535e-07
1971,3.570158590093797e-06,1.675117520250069e-07
1972,3.0688537648870806e-06,1.498002886179961e-07
1973,3.012965812843049e-06,9.703238701419536e-08
1974,3.0451218364646593e-06,1.3107581553484238e-07
1975,2.7283740777761523e-06,1.0452008813999214e-07
1976,2.985317728132486e-06,1.0055807542208584e-07
1977,2.9383910273850233e-06,1.1165885194230896e-07
1978,3.0689095567026925e-06,1.1821776491061087e-07
1979,2.9722172030233196e-06,1.0416512630229136e-07
1980,2.98868365433691e-06,9.209944318300245e-08
1981,3.176058413600913e-06,1.1892033136007285e-07
1982,3.7418823666257595e-06,1.1545954547997894e-07
1983,3.2403886933707327e-06,7.325766659960209e-08
1984,3.3216721107010017e-06,7.944641744472847e-08
1985,3.184034930825419e-06,8.241314408685696e-08
1986,3.238820426076927e-06,1.252847501298504e-07
1987,3.268675932588394e-06,8.921792371552328e-08
1988,3.3172934976732904e-06,1.091372818784464e-07
1989,3.0909104253851183e-06,9.165164005509041e-08
1990,3.220152834160217e-06,6.483894909870003e-08
1991,3.2314258433530085e-06,8.147436947325559e-08
1992,3.1715238435481297e-06,1.063419228231055e-07
1993,3.2620393213278476e-06,9.361260611129296e-08
1994,3.157571178746821e-06,9.969611580729065e-08
1995,3.1314652986225155e-06,1.214628966295095e-07
1996,3.2626419823600372e-06,1.2811421501446318e-07
1997,3.2542948815716954e-06,1.0356972390823671e-07
1998,3.250910523888706e-06,1.1538873012639783e-07
1999,3.1342438617798507e-06,6.901003946069295e-08
2000,3.11913017014831e-06,1.2149586847698401e-07
2001,3.059838391550329e-06,1.1654023301943539e-07
2002,3.1619274665217745e-06,1.1128302546126179e-07
2003,3.273534531444966e-06,8.792207206731462e-08
2004,3.1798187265508204e-06,9.998876260297607e-08
2005,3.1215487972247047e-06,9.908249198886665e-08
2006,3.2691926961092577e-06,7.659275436111557e-08
2007,3.073751976501171e-06,1.0944873807261501e-07
2008,2.971267043960779e-06,7.450519667884237e-08
2009,3.011113612672034e-06,8.630428571798632e-08
2010,2.782786495458822e-06,5.7157894250980945e-08
2011,2.483287399712708e-06,3.212136401309351e-08
2012,2.4381257723860017e-06,4.3914861302951635e-08
2013,2.6519000932978543e-06,6.693899967658012e-08
2014,2.6977115190618406e-06,4.504125805659953e-08
2015,2.7693891873070697e-06,5.0981232901925466e-08
2016,2.9993003956008124e-06,7.684671388119568e-08
2017,2.5724640977387025e-06,3.647636548365085e-08
2018,2.555910167956199e-06,3.17520414405692e-08
2019,2.4247137595523327e-06,4.642797735154858e-08
