year,en_ADP axe_NOUN,en_ADP taxe_NOUN
1909,6.452653451560764e-07,1.881336402220768e-07
1910,4.82042366911628e-07,1.4749855381523957e-07
1911,4.62872549178428e-07,1.0215118351197816e-07
1912,3.776830510560103e-07,2.2817265232788486e-07
1913,5.122687980474439e-07,1.2939294435909687e-07
1914,4.1586778820601467e-07,1.6005218128611887e-07
1915,5.678327283931139e-07,1.060268601804637e-07
1916,3.6368498967931373e-07,1.1207211514374649e-07
1917,3.783416389069316e-07,5.3735480065597585e-08
1918,2.3317343789130973e-07,4.709414369585829e-08
1919,3.296409829545155e-07,7.274200441997891e-08
1920,5.080967753201548e-07,6.13350792377787e-08
1921,4.043847070533957e-07,8.102839643697735e-08
1922,3.6225662825017935e-07,1.1140682687482695e-07
1923,2.1338055944397638e-07,7.961961046021315e-08
1924,2.655674506968353e-07,7.734974616369072e-08
1925,2.0566592695558938e-07,7.588742789721437e-08
1926,2.5859040420073143e-07,1.3263904463656218e-07
1927,2.8987983569095377e-07,7.135503921062991e-08
1928,2.5251551960536744e-07,5.0274582719112004e-08
1929,2.2837832602817798e-07,6.015819309368453e-08
1930,2.1847495190741029e-07,1.2604324695075775e-07
1931,3.421606891151896e-07,1.3458320324843953e-07
1932,2.586450591479661e-07,7.671675916753884e-08
1933,1.9614832069692056e-07,7.570636739728798e-08
1934,2.863597785562888e-07,8.506921744810825e-08
1935,1.55587699168791e-07,1.041240693666623e-07
1936,2.1945733408301749e-07,8.00231134689966e-08
1937,2.669316927494947e-07,1.523525270386017e-07
1938,2.294843000072433e-07,8.81634605320869e-08
1939,2.661164728579024e-07,1.2235240376412548e-07
1940,2.7132875857205363e-07,5.5787225505810056e-08
1941,1.682356440824151e-07,1.269146139293298e-07
1942,2.39702728777047e-07,1.8205270180260413e-08
1943,1.3645205854118103e-07,7.258088174921795e-08
1944,1.83151612986876e-07,5.462416652335378e-08
1945,1.241747327185294e-07,4.1391576388605245e-08
1946,1.8375857280261698e-07,4.454753366189834e-08
1947,2.002706338544158e-07,1.1801662225252585e-07
1948,2.0221710883561173e-07,6.414413888933268e-08
1949,1.825963522605889e-07,5.3993545634511975e-08
1950,1.6910225042465754e-07,9.252764243683487e-08
1951,2.0256663901818683e-07,6.929911222641749e-08
1952,1.8769750909086724e-07,5.166953798152463e-08
1953,1.3682760879873967e-07,3.770839640537815e-08
1954,2.1304128949850565e-07,9.479359874831061e-08
1955,1.7175662492263655e-07,6.476069103200643e-08
1956,1.4128249858913478e-07,9.767678932348645e-08
1957,1.7405024266281544e-07,4.682570065028813e-08
1958,1.53863723539871e-07,2.9780077070995503e-08
1959,9.61092752049808e-08,7.363210130506559e-08
1960,1.3841666657299356e-07,2.9759583242139342e-08
1961,1.3201503179516294e-07,4.516303420132317e-08
1962,1.2430234619387193e-07,2.917300001570311e-08
1963,8.793832506626131e-08,2.3277792138287623e-08
1964,1.2532974835721689e-07,3.224503331011874e-08
1965,9.0835918342691e-08,6.238129657276659e-08
1966,1.0856586385443734e-07,2.880318916709257e-08
1967,1.1191861659654023e-07,4.092178684800274e-08
1968,6.826952159144639e-08,3.458390196442451e-08
1969,1.0809383610421719e-07,5.223021304345821e-08
1970,7.08203629073978e-08,4.184839852428013e-08
1971,1.3462602055369643e-07,3.339958354331429e-08
1972,8.156933262171151e-08,2.0520587895589415e-08
1973,1.0419955032148209e-07,4.079770832277063e-08
1974,8.663380413054256e-08,3.037808582462276e-08
1975,4.7976435268992645e-08,2.627280792921738e-08
1976,7.084773301357927e-08,4.742227233123231e-08
1977,7.757351738746365e-08,1.880570188461661e-08
1978,7.722768913254185e-08,3.029701645118621e-08
1979,8.426841446862454e-08,1.9311512389208474e-08
1980,6.48107203460313e-08,3.354238842234736e-08
1981,6.452060574702045e-08,2.7199863694704618e-08
1982,6.083352133146036e-08,2.6071509395819703e-08
1983,6.378468953016636e-08,2.462973291983417e-08
1984,8.640522963787589e-08,2.609553817478627e-08
1985,8.12100324765197e-08,2.4062231318566774e-08
1986,8.032610310237942e-08,4.076250093021372e-08
1987,8.188494859950879e-08,2.8720839040374813e-08
1988,6.296381371839743e-08,4.017691068725071e-08
1989,4.225854155492925e-08,1.6354604781554372e-07
1990,7.628111120538961e-08,8.009516960783003e-08
1991,5.3339334726842935e-08,7.268216961620055e-08
1992,8.154717079378315e-08,5.56504353710352e-08
1993,5.594599628011565e-08,2.7696037463442735e-08
1994,4.641935547056164e-08,4.8529326335255973e-08
1995,6.94073705176379e-08,3.524592884218691e-08
1996,5.3380922793166974e-08,2.7224270837677977e-08
1997,4.4592518122499314e-08,5.945669201423698e-08
1998,4.291316457738503e-08,3.0516027038629545e-08
1999,2.0520202781426633e-07,4.113180906983871e-08
2000,6.494506266108147e-08,2.2090157258958243e-08
2001,4.687896648647438e-08,4.512648033028199e-08
2002,4.950780407853017e-08,2.2782352004924178e-08
2003,3.9169076870848585e-08,2.875176896566245e-08
2004,4.845270495934528e-08,1.9821561281219147e-08
2005,4.098412276221097e-08,2.7923247714056743e-08
2006,5.270899094966808e-08,2.7178073125355695e-08
2007,4.393927355295091e-08,1.637736630755171e-07
2008,3.193079933794252e-08,3.661398295662366e-08
2009,6.961560927720711e-08,1.1443662017995848e-08
2010,3.7317963830219014e-08,2.4563723499682055e-08
2011,4.206369297321544e-08,2.103184648660772e-08
2012,3.199997422598244e-08,1.0212757750593937e-08
2013,2.2591912340885756e-08,1.561910067948702e-08
2014,2.5119163638009923e-08,1.1909948582911056e-08
2015,2.9480453633823345e-08,1.994917830927534e-08
2016,3.541991588917881e-08,1.0978101983027955e-08
2017,1.685459594114036e-08,1.1320251402935355e-08
2018,8.518839855753413e-09,7.486253394972664e-09
2019,2.015280387013263e-08,1.4285530980373551e-08
