year,en_ADP airs_NOUN,en_ADP terres_NOUN
1800,0.0,1.2702424889710073e-06
1801,2.3811825844433088e-09,2.03829237221953e-06
1802,0.0,1.2822823407532269e-06
1803,7.801356671777171e-09,1.513463232072354e-06
1804,2.4718509905596875e-08,1.7302956236697753e-06
1805,3.1271653710973624e-08,8.699206075490906e-07
1806,4.3225035994964855e-08,8.731457477040294e-07
1807,1.4234775136401367e-08,1.016363009753718e-06
1808,2.2660739951163578e-09,3.0524017233801715e-06
1809,2.259030518203531e-09,1.3486411813978805e-06
1810,9.360507036149102e-09,8.471258658993008e-07
1811,1.2535384286138651e-08,1.4641328647257978e-06
1812,2.9339290108509886e-08,2.3551448382619355e-06
1813,4.3136125782439194e-08,9.029828937912043e-07
1814,0.0,1.1139237585666706e-06
1815,3.506390555685357e-08,7.633142757867972e-07
1816,1.228330006597389e-07,5.678129717523461e-07
1817,6.227493631882908e-09,3.105962377958349e-06
1818,5.960588467246453e-09,7.4626569568359e-07
1819,0.0,7.67012825253488e-07
1820,2.0173018810965004e-08,7.65388056045424e-07
1821,1.676452932031225e-08,9.989687796974067e-07
1822,1.0025615893027862e-09,9.434104413230671e-07
1823,1.2847492847356534e-08,1.0821541881478325e-06
1824,1.7684335773537896e-08,1.0762181599233145e-06
1825,4.4027217427355936e-09,8.946330058989815e-07
1826,7.0463874735082754e-09,1.0023486662902314e-06
1827,5.530363722527909e-09,1.1162117914409464e-06
1828,1.0089530988466322e-08,8.998027798412522e-07
1829,1.7146351893870815e-08,9.80771372560696e-07
1830,1.982998831806526e-08,1.1668382171592384e-06
1831,0.0,8.949352121589982e-07
1832,2.976593194148336e-08,9.240969061075077e-07
1833,2.085053074640797e-08,9.961921048073918e-07
1834,1.8669061851994684e-09,1.0604027442795427e-06
1835,6.050470346963266e-09,9.272346019884026e-07
1836,1.1425274948351216e-08,1.7319372929147647e-06
1837,2.5048407792382932e-08,1.1313530876577715e-06
1838,2.1461350030449466e-08,2.1006875323692498e-06
1839,5.2436064379435265e-08,1.0885727075304885e-06
1840,7.0066574764382494e-09,9.586381608528427e-07
1841,1.733548060656176e-08,1.0375605903334417e-06
1842,6.708265054555795e-09,8.781119222867062e-07
1843,1.3585895075607368e-08,1.1004575635187308e-06
1844,1.0977122322231025e-08,1.438551935351029e-06
1845,5.580227835366713e-09,1.2248599778885705e-06
1846,9.952652035849496e-09,9.525273441113313e-07
1847,9.168480197274675e-09,1.2366661357177122e-06
1848,2.735375304041554e-08,1.0941501473737958e-06
1849,6.703531951757213e-09,1.3122163604606385e-06
1850,2.0366988096043315e-09,1.0400742258553919e-06
1851,3.8696632564949596e-09,1.171218087847592e-06
1852,5.859490670445666e-09,1.0573126019153278e-06
1853,1.1943863675867306e-09,1.056434738799794e-06
1854,7.27393034694046e-09,8.718324897571961e-07
1855,1.2736649068756378e-08,1.038036842260226e-06
1856,1.0872097000458325e-08,1.0276720843194198e-06
1857,7.322263684272912e-09,1.071003095098888e-06
1858,2.4468379322684086e-08,9.229472783811588e-07
1859,1.3748867822016564e-08,7.378559097048765e-07
1860,1.373155189554609e-08,9.035361214770887e-07
1861,1.2733101684148096e-08,8.394415536017164e-07
1862,1.0843167252971853e-08,9.447109410309906e-07
1863,9.489779628779615e-09,8.161210409696196e-07
1864,1.3904711160250827e-08,7.48457054555729e-07
1865,7.530950973944073e-09,7.055559914093124e-07
1866,1.0704348518686402e-08,7.376269396397461e-07
1867,2.426405742994575e-08,9.841501711349565e-07
1868,1.1855697756857353e-08,8.792975734195352e-07
1869,1.5627261262807224e-08,8.282448398233555e-07
1870,8.027668307875047e-09,7.746699886013175e-07
1871,6.37270636261178e-09,7.201158416236808e-07
1872,1.269941263259966e-08,9.361281438913238e-07
1873,1.496501056408306e-08,8.17688237120251e-07
1874,3.5847653734322193e-09,8.770726003248797e-07
1875,6.293679799540541e-09,8.22183466198112e-07
1876,2.0556450763820067e-08,8.627663055094104e-07
1877,7.421779191219002e-09,8.089739100825e-07
1878,2.8383716710322915e-08,7.651525231189282e-07
1879,5.498392852132383e-09,8.748553677051518e-07
1880,1.2193908105473383e-08,7.810518778406106e-07
1881,2.022027217885025e-08,1.1058397113572482e-06
1882,9.983077475794744e-09,9.051323601738659e-07
1883,7.583206784733676e-09,1.0319480274745274e-06
1884,1.9805090900604227e-08,8.258722958842668e-07
1885,1.6114089618213256e-08,7.831447406125847e-07
1886,1.5488312854472497e-08,8.667002244777677e-07
1887,1.8933882017790893e-08,8.317849764516438e-07
1888,6.974675947901687e-09,8.743707853309246e-07
1889,8.771191772893872e-09,8.5331160271096e-07
1890,1.1797895993481688e-08,8.206092036999735e-07
1891,1.1473596073230397e-08,8.79004948384221e-07
1892,1.0656471260972467e-08,8.669352826728982e-07
1893,2.3401982574000613e-08,8.375446336472692e-07
1894,9.452309157609307e-09,8.021859549955934e-07
1895,9.027921299420427e-09,7.836235873526221e-07
1896,1.4152869098893461e-08,8.886822486786627e-07
1897,1.6897470089816125e-08,7.394099585944502e-07
1898,5.6583546736987955e-09,8.776108506580726e-07
1899,1.1055156790007459e-08,6.892890205278945e-07
1900,6.748368974740515e-09,7.822917007516139e-07
1901,2.235495566438317e-09,1.307764961655522e-06
1902,8.838511256215043e-09,6.466843871510974e-07
1903,1.1880484596105134e-08,6.879880354304646e-07
1904,1.2361637935498493e-08,6.825774274688001e-07
1905,4.644683138099737e-09,7.292152375271144e-07
1906,2.0576738091193647e-09,9.141215713270867e-07
1907,8.742833790265081e-09,7.493122851087719e-07
1908,2.1118972570732808e-08,8.221665437346815e-07
1909,9.351672325408344e-09,8.262477049214567e-07
1910,1.2825961404061559e-08,7.572661679944304e-07
1911,1.702519769608557e-08,9.241489937750202e-07
1912,6.772247651554153e-09,7.001462316580387e-07
1913,5.833288518886093e-09,7.466609694972703e-07
1914,7.36641797560722e-09,6.643169738751453e-07
1915,2.3561523843085297e-09,8.18762934784445e-07
1916,1.0987462051303964e-09,9.152556117442145e-07
1917,2.1932848870420685e-09,6.65661961107844e-07
1918,1.4932289182922887e-08,7.856681278894939e-07
1919,1.289098744416961e-08,6.850639073796572e-07
1920,1.2872794385998532e-08,6.663563869580003e-07
1921,2.2718242898012164e-08,6.633726696847475e-07
1922,2.1396012073182646e-08,7.267266504129566e-07
1923,1.9108707505210987e-08,5.902467350438201e-07
1924,2.9650736976805092e-08,6.342679252924199e-07
1925,2.3096173862313663e-08,7.368779044725215e-07
1926,1.8948435376309192e-08,7.211551356078871e-07
1927,2.0068604777989663e-08,8.150083594671287e-07
1928,6.8556245125250825e-09,7.941098889574505e-07
1929,1.2254447234738564e-08,7.408370414907495e-07
1930,1.68057662230936e-08,8.182307382753606e-07
1931,7.983749661377715e-09,7.230996246221366e-07
1932,5.4797681947604815e-09,6.509964993739459e-07
1933,1.605892663292252e-08,7.455930610689165e-07
1934,2.3963160344919743e-09,6.529961122936356e-07
1935,4.787313656606784e-09,8.114496896638457e-07
1936,1.2124714565686645e-08,6.911087346850309e-07
1937,3.777335333410292e-09,6.774021734656799e-07
1938,1.0372171566075394e-08,7.182728758436951e-07
1939,0.0,6.958792990729989e-07
1940,2.5357829169792012e-09,8.342725763554881e-07
1941,0.0,7.526331491369831e-07
1942,6.068423541449874e-09,1.110521516523022e-06
1943,2.0322646676618206e-08,9.69680543860818e-07
1944,6.4263723231761105e-09,7.872306344580693e-07
1945,1.5249527862692958e-08,5.79482096085826e-07
1946,1.3921104269343232e-08,8.519715848365195e-07
1947,7.152522574216391e-09,7.712803320458761e-07
1948,1.6307831529616124e-08,5.827331674979064e-07
1949,8.835307596655184e-09,9.453779057366773e-07
1950,7.444753036267571e-09,8.487018696712312e-07
1951,1.3859821956785368e-08,7.388351228598822e-07
1952,1.0544803696888039e-08,8.087864706851633e-07
1953,5.386913581872932e-09,7.358524234390984e-07
1954,7.818028890937967e-09,7.710531058080505e-07
1955,1.2201290200408721e-08,6.560539826949707e-07
1956,1.744228317335228e-09,7.796700671747203e-07
1957,8.835037590415595e-09,6.785309185630695e-07
1958,1.1581141212690937e-08,7.205124266107532e-07
1959,5.425523585955716e-09,7.9600182800732e-07
1960,2.2838749558218296e-08,6.803179060099751e-07
1961,4.863711378089164e-09,7.378944975044988e-07
1962,8.244543714397423e-09,6.836629022899388e-07
1963,1.6165133231993423e-08,9.809002694538549e-07
1964,6.083968384640315e-09,8.82175382521666e-07
1965,1.2038495811328431e-08,6.894774386978497e-07
1966,6.092982229866095e-09,6.851835401278095e-07
1967,1.5284040255636455e-08,6.867957722533902e-07
1968,1.5719955531734442e-08,6.543992934204823e-07
1969,8.629339798282842e-09,7.230478367148407e-07
1970,1.6095537708205043e-08,6.208278926500554e-07
1971,9.762954888969944e-09,6.464103829983969e-07
1972,2.3598676068825597e-08,6.746143155211826e-07
1973,9.372446541089374e-09,6.213380645547772e-07
1974,9.563471792262135e-09,7.217608235521311e-07
1975,3.4268881066168433e-09,6.231224887187636e-07
1976,6.8562320265641574e-09,6.924794564433512e-07
1977,7.639816335114347e-09,7.169673645890384e-07
1978,1.1287123569125868e-08,8.56039207075554e-07
1979,1.1118749476679568e-08,7.31496652583985e-07
1980,6.253665585376211e-09,8.857464832701112e-07
1981,1.2018544381930951e-08,8.197911935958757e-07
1982,7.449002747961231e-09,7.852490186976979e-07
1983,1.2630632317822688e-08,7.376289175020645e-07
1984,1.0438215292118969e-08,7.817063227832932e-07
1985,7.82022557821449e-09,6.562973555723772e-07
1986,8.392279760016663e-09,7.217360344924373e-07
1987,1.2221634038134255e-08,7.241318042972011e-07
1988,1.4991384134077634e-08,7.933440562268856e-07
1989,4.939309850016116e-09,7.826062331517392e-07
1990,8.717841171179685e-09,6.821710778481815e-07
1991,1.1722930182145319e-08,7.344415839938279e-07
1992,7.713921945651236e-09,1.4144026616591532e-06
1993,8.862731548653358e-09,7.378224275988998e-07
1994,7.912389743403025e-09,6.630582864985968e-07
1995,1.3556126887692699e-08,7.716147543135321e-07
1996,4.270473752399084e-09,7.286495558034289e-07
1997,1.054876808126437e-08,6.741621527694974e-07
1998,7.629006981701991e-09,7.49073111983023e-07
1999,1.2339543165040823e-08,9.876204973835456e-07
2000,1.192868470667463e-08,6.697735850380582e-07
2001,7.0099388516098315e-09,7.535684005688381e-07
2002,1.0076809608960957e-08,7.040622751475212e-07
2003,1.2500768864498468e-08,7.300449222924499e-07
2004,1.4535811221350059e-08,6.325280366148434e-07
2005,1.1259373877692269e-08,6.980812079504517e-07
2006,1.070651389767363e-08,7.819872953618301e-07
2007,1.358123019601365e-08,6.443095621477823e-07
2008,1.021785517307805e-08,8.003986415872077e-07
2009,3.337734755248789e-09,7.347784709565985e-07
2010,8.9752067999882e-09,6.263749776636018e-07
2011,2.2943831279320648e-09,5.865972885210624e-07
2012,4.425528637996834e-09,5.140421333038603e-07
2013,6.693900156395927e-09,5.932468942759783e-07
2014,4.547434789836657e-09,4.772641251094001e-07
2015,6.871383573248124e-09,4.7013564952180786e-07
2016,4.349813981230355e-09,4.74958281593274e-07
2017,4.024978267347379e-09,4.855129960290583e-07
2018,1.8070267504555204e-09,4.6879435533497826e-07
2019,7.652963041060445e-09,4.63514475246285e-07
