year,en_ADP humeurs_NOUN,en_ADP tumeur_NOUN
1871,8.496941816815706e-09,1.1683295220166201e-08
1872,1.2094679036067646e-08,1.3304146229131675e-08
1873,1.0176207432266438e-08,1.7359413462259e-08
1874,1.6131444624534197e-08,1.5533982988813477e-08
1875,5.721527251978387e-09,2.4030413214859436e-08
1876,1.813804439976252e-09,1.5115036333668286e-08
1877,1.7317484335421796e-08,2.288381928394756e-08
1878,2.4156354694326865e-09,1.2078177569208037e-08
1879,1.221865053580018e-09,3.5434087664043545e-08
1880,3.8507077526617195e-09,1.2193908105473383e-08
1881,7.669758161910067e-09,1.8128519130300447e-08
1882,3.3276925659464496e-09,3.9932310791357395e-09
1883,1.0110942305630033e-08,8.847074184359371e-09
1884,1.3203393933736152e-09,3.300848305798354e-08
1885,3.2228177904158883e-09,2.707166935067562e-08
1886,1.936039106809062e-09,2.452316216761119e-08
1887,1.3057849246322917e-09,3.264462478114183e-08
1888,5.706553452000662e-09,3.106901047544852e-08
1889,2.5060546970934183e-09,2.8193115397812107e-08
1890,1.9663159989136147e-09,2.4906668727453507e-08
1891,2.5496880162734215e-09,3.059625441892422e-08
1892,1.3163876211308434e-08,2.7581453565517222e-08
1893,1.2316833108982905e-09,3.387129154930335e-08
1894,1.2603078580752936e-09,2.7726773765834878e-08
1895,9.027921521465032e-09,3.4306101071024386e-08
1896,4.1279202278587945e-09,2.4177818858106548e-08
1897,2.330685422435863e-09,3.379494017963225e-08
1898,5.092519295146758e-09,3.281845906144554e-08
1899,7.185851913504848e-09,3.371822998587959e-08
1900,2.07642125715779e-09,5.1391424449320766e-08
1901,1.676621730339889e-09,3.1855812210324075e-08
1902,1.9641135384773634e-09,1.0802624572647801e-08
1903,4.320176216765503e-09,3.9961630449170116e-08
1904,4.837162670412454e-09,4.78341632970114e-08
1905,1.5482277682110634e-09,2.2707340008309984e-08
1906,1.0288369045596824e-09,4.629766081620801e-08
1907,1.028568674676933e-09,3.754275823553144e-08
1908,4.4202499438483756e-09,3.8799974788616964e-08
1909,3.850688656825696e-09,2.9155213354670195e-08
1910,1.6032452032632705e-09,2.6186338430989053e-08
1911,2.6601871816467337e-09,2.2345570727111408e-08
1912,1.5628263128064646e-09,5.053138707467042e-08
1913,2.121195885607108e-09,3.0227042202568555e-08
1914,0.0,1.9420557606508737e-08
1915,0.0,1.0602685840410686e-08
1916,0.0,1.4283700444650549e-08
1917,1.0966424435210342e-09,1.7546279096336548e-08
1918,0.0,1.4932290071101306e-08
1919,1.1970202606903513e-08,1.8415697411455767e-08
1920,2.2716695191604686e-09,4.164727585020955e-08
1921,0.0,3.862101038976107e-08
1922,2.951174193910333e-09,2.6560567079059183e-08
1923,0.0,1.1677542488541803e-08
1924,7.734974438733389e-09,2.4494086758863887e-08
1925,1.0998177923937646e-09,3.299453510408057e-08
1926,3.343841648018042e-09,2.3406890647947876e-08
1927,2.2298449753321847e-09,1.5608915049369898e-08
1928,4.570416489713125e-09,2.9707706517001498e-08
1929,0.0,2.5622934884950155e-08
1930,2.100720708497761e-09,3.886333388436469e-08
1931,5.7026783295555106e-09,2.3951248095954725e-08
1932,0.0,1.6439305028370654e-08
1933,2.2941324395731044e-09,2.1794258842078307e-08
1934,0.0,2.036868629318178e-08
1935,5.98414207075848e-09,1.0771455727365264e-08
1936,1.2124714565686645e-08,1.33371855781661e-08
1937,0.0,1.888667711114067e-08
1938,1.2965214457594243e-09,1.5558256905023882e-08
1939,1.5294050470515685e-09,1.8352860564618823e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,1.2136847082899749e-08,1.517105907566929e-08
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,0.0,3.855823393905666e-08
1945,4.357008087652048e-09,1.089252066321933e-08
1946,4.1763312808029696e-09,1.8097434661967782e-08
1947,3.5762612871081956e-09,8.344609447874518e-09
1948,5.435944139264848e-09,1.6307831529616124e-08
1949,0.0,1.1780409536754632e-08
1950,3.190608444114673e-09,5.317680518146517e-09
1951,3.1984206394497505e-09,1.1727541604500402e-08
1952,3.1634410646574906e-09,1.2653764258629963e-08
1953,1.0773827385790469e-09,4.3095309543161875e-09
1954,6.840775057526116e-09,9.772536557761669e-09
1955,0.0,9.385607846468247e-09
1956,1.744228317335228e-09,1.1337483840634377e-08
1957,2.6505113659425206e-09,7.068030161150318e-09
1958,8.272243445794913e-10,1.2408365002158916e-08
1959,4.650448914844674e-09,7.750747599288843e-09
1960,4.152500121534786e-09,1.5225833038812198e-08
1961,9.03260666262895e-09,8.33779090214648e-09
1962,0.0,1.0781326054143392e-08
1963,5.1728425987107585e-09,5.819448034571906e-09
1964,6.6923653285755336e-09,7.909158661334459e-09
1965,7.1136563306595235e-09,2.73602163147757e-09
1966,4.431259803538978e-09,8.308612464702492e-09
1967,3.944268467392931e-09,4.930335695263466e-09
1968,2.6948494546985557e-09,7.635406973349745e-09
1969,6.8126366770115965e-09,5.450109252791435e-09
1970,4.598724956395017e-09,7.817832603507213e-09
1971,2.569198631618974e-09,6.679916619845017e-09
1972,3.0780880067027283e-09,3.0780880067027283e-09
1973,5.513203671370093e-09,4.410563025913916e-09
1974,4.500457340128605e-09,4.500457340128605e-09
1975,1.1422960355389478e-09,5.140332159925265e-09
1976,4.570821499072508e-09,5.142174241967723e-09
1977,8.22749424145286e-09,6.464460078348111e-09
1978,5.346532105932056e-09,5.346532105932056e-09
1979,3.5111840102075575e-09,5.266775904289034e-09
1980,4.548120546843393e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,4.427884725544118e-09
1982,2.483000915987077e-09,6.828252629986764e-09
1983,5.052252838311233e-09,4.4207211225000265e-09
1984,5.799008384599347e-09,5.219107812592938e-09
1985,6.617113967877231e-09,6.015557829641693e-09
1986,7.1933827783254856e-09,2.3977941854269602e-09
1987,6.110816741511371e-09,9.166225112267057e-09
1988,4.797243047249822e-09,5.99655392008458e-09
1989,5.488122178931576e-10,3.841685636274406e-09
1990,4.358920779878872e-09,2.724325431913144e-09
1991,7.6199047072123e-09,6.4476117778156095e-09
1992,2.2039776670368383e-09,3.856960972825618e-09
1993,7.200969598386564e-09,1.661762283333701e-09
1994,1.5824779264761446e-09,3.164955852952289e-09
1995,4.337960657352369e-09,4.337960657352369e-09
1996,9.60856638698715e-09,4.270473752399084e-09
1997,1.006927874414032e-08,4.315404922294874e-09
1998,3.814503379828693e-09,7.152193948201102e-09
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,7.068850393920911e-09,5.3016377954406835e-09
2001,3.943090742808408e-09,4.381211837767296e-09
2002,7.448076377869484e-09,2.6287327870022636e-09
2003,6.667076668520622e-09,2.5001538617175356e-09
2004,6.607186797680242e-09,7.047666006343434e-09
2005,5.404499514582994e-09,5.854874363109275e-09
2006,7.412201963319376e-09,6.1768350434476815e-09
2007,3.994479413904628e-09,7.988958827809256e-09
2008,4.257439734089985e-09,7.663391698997657e-09
2009,5.721831008997924e-09,5.721831008997924e-09
2010,2.3618964561933353e-09,8.030448306328708e-09
2011,4.971163480860241e-09,9.177532511728259e-09
2012,2.382976926895708e-09,9.531907707582832e-09
2013,4.183687618564136e-09,9.483025031897796e-09
2014,4.114345752981308e-09,8.445236510112863e-09
2015,5.54143841924315e-09,5.984753581600444e-09
2016,6.628288140575478e-09,5.59261792432153e-09
2017,5.282783988036499e-09,8.301517695485927e-09
2018,1.0325866828253538e-09,8.518839855753413e-09
2019,1.7856913725466939e-09,8.418259866971312e-09
