year,aucun_DET est_NOUN,aucun_DET test_NOUN
1988,2.398621523624911e-09,3.2381390902003204e-08
1989,2.1952488715726304e-09,4.335616399231412e-08
1990,1.6345953479657283e-09,3.0512445015062895e-08
1991,2.344586080837985e-09,4.1616403656519196e-08
1992,5.509944167592096e-10,5.234446920354685e-08
1993,4.985286850001103e-09,3.212740384839208e-08
1994,5.274926606624319e-10,4.6946847298556804e-08
1995,1.0844901643380922e-09,4.825981392286849e-08
1996,1.067618438099771e-09,4.804283104675733e-08
1997,4.315404922294874e-09,3.7400178509727766e-08
1998,4.768129224785866e-10,3.6237782108372585e-08
1999,4.570201161957499e-10,3.1991407301035224e-08
2000,2.2090156370779823e-09,4.1087693247732204e-08
2001,8.762423564512289e-10,3.7678420383713274e-08
2002,8.76244299341522e-10,3.6364138367162013e-08
2003,4.1669229178253886e-10,5.416999648844012e-08
2004,1.7619165015858584e-09,5.4619411216094704e-08
2005,2.702249757291497e-09,5.5396120579587205e-08
2006,2.8825228870488218e-09,4.4473210003559416e-08
2007,0.0,4.753430715709328e-08
2008,1.2772318758180745e-09,6.130713003926758e-08
2009,0.0,7.152288805656326e-08
2010,3.7790344187271785e-09,5.337886221923327e-08
2011,3.82397197240536e-10,8.259779527008959e-08
2012,2.0425516833455504e-09,7.727653716926852e-08
2013,2.789125042035323e-10,5.968727734284585e-08
2014,8.661780737106994e-10,4.742324843931556e-08
2015,4.433150790905671e-10,4.5218139455016626e-08
2016,1.0356699942093428e-09,4.2255337895369394e-08
2017,4.2765391228272165e-09,7.018555692184236e-08
2018,7.744400121190154e-10,5.8082999743191976e-08
2019,2.806086474294034e-09,7.499904342012087e-08
