year,aucun_DET est_NOUN,aucun_DET test_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,7.801356893821776e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,1.421438877713399e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,4.518061036407062e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,1.0788894222457657e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,3.113746815941454e-09,0.0
1818,2.384235475716423e-09,2.026600220972341e-08
1819,3.1053151161586356e-09,7.24573512300708e-09
1820,1.1866481131050932e-09,0.0
1821,9.86148829262845e-10,0.0
1822,2.0051231786055723e-09,5.012807946513931e-09
1823,1.9765373782121287e-09,0.0
1824,6.736890156844311e-09,8.421112696055388e-09
1825,2.641632912414593e-09,6.163809906922779e-09
1826,2.642395191543301e-09,0.0
1827,0.0,5.530363722527909e-09
1828,9.172301251858528e-10,9.172301251858528e-10
1829,0.0,8.573175946935407e-09
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,9.334530925997342e-10,6.534171426153534e-09
1835,0.0,4.5378527602224494e-09
1836,1.344150035720304e-08,1.4785650037651976e-08
1837,2.7831563720326358e-09,1.2524203896191466e-08
1838,0.0,1.8936485712828244e-09
1839,1.3982950353153e-09,3.4957374772659477e-09
1840,1.0828470564661075e-08,6.369688665408546e-10
1841,3.852329122366882e-09,3.2102742686390684e-09
1842,1.341653010911159e-09,0.0
1843,1.1813822142769936e-09,0.0
1844,5.488561272137815e-10,1.6465684371524958e-09
1845,2.2320911785556063e-09,6.138250796539069e-09
1846,1.7563504428608212e-08,5.854501328173001e-10
1847,1.0786447290911383e-09,0.0
1848,0.0,8.045221711050488e-10
1849,0.0,0.0
1850,1.2899092460827433e-08,0.0
1851,3.8696632564949596e-09,0.0
1852,6.510545436100301e-10,0.0
1853,4.180352064508952e-09,1.7915795513800958e-09
1854,1.0391328686409906e-08,0.0
1855,4.776243400783642e-09,0.0
1856,0.0,0.0
1857,4.881509085841174e-10,5.369659827891837e-09
1858,9.787352039936081e-10,4.893676019968041e-10
1859,1.782260738991681e-08,3.055304009791371e-09
1860,1.8308735638683515e-09,0.0
1861,4.2443675241088386e-09,9.431927461278633e-10
1862,9.035972858839614e-09,0.0
1863,1.9978483312144135e-09,4.994620828036034e-10
1864,7.1920918109924514e-09,5.753673537611803e-09
1865,7.530950973944073e-09,1.4120533631256649e-09
1866,4.865612801552288e-09,0.0
1867,1.94112459439566e-09,3.88224918879132e-09
1868,4.939874287401835e-09,0.0
1869,1.953407657850903e-09,9.767038289254515e-10
1870,4.587239033071455e-09,1.7202146374017957e-09
1871,4.248470908407853e-09,0.0
1872,0.0,0.0
1873,1.1972008939764578e-09,0.0
1874,2.3898436563030145e-09,5.974609140757536e-10
1875,2.2886108563824337e-09,0.0
1876,1.209202959984168e-09,0.0
1877,1.4225077116236662e-08,0.0
1878,1.0870359723469392e-08,3.6234532041490297e-09
1879,6.10932526790009e-10,0.0
1880,2.5671385017744797e-09,2.5671385017744797e-09
1881,6.972507571312292e-10,2.091752326904839e-09
1882,7.320923423037584e-09,0.0
1883,7.58320695126713e-09,0.0
1884,9.242375753615306e-09,1.3203393933736152e-09
1885,6.445635580831777e-09,0.0
1886,1.936039106809062e-09,7.744156427236248e-09
1887,3.9173548849191775e-09,1.9586774424595887e-09
1888,5.706553452000662e-09,0.0
1889,1.8795409673089125e-09,0.0
1890,6.554386478008212e-10,0.0
1891,2.5496880162734215e-09,0.0
1892,6.268512375839919e-10,0.0
1893,2.463366621796581e-09,7.390099865389743e-09
1894,3.780923574225881e-09,1.8904617871129403e-09
1895,1.2037228991346183e-09,1.2037228991346183e-09
1896,3.5382172747233653e-09,4.1279202278587945e-09
1897,0.0,1.1653427112179315e-09
1898,0.0,1.13167097914868e-09
1899,1.1055156790007459e-09,0.0
1900,1.038210628578895e-09,1.038210628578895e-09
1901,2.235495566438317e-09,7.824234704578714e-09
1902,2.455141867585553e-09,0.0
1903,2.7001101354784396e-09,5.940242076007962e-09
1904,0.0,2.1498500757388683e-09
1905,5.160759042333041e-10,4.1286072338664326e-09
1906,0.0,2.0576738091193647e-09
1907,1.5428529565042481e-09,2.5714217422034835e-09
1908,3.437972351250096e-09,1.964555629285769e-09
1909,4.400786846048277e-09,2.2003934230241384e-09
1910,0.0,4.275320542035388e-09
1911,3.7242617878519013e-09,1.5961122423746588e-09
1912,3.125652625612929e-09,3.125652625612929e-09
1913,5.30298971401777e-10,5.833288518886093e-09
1914,0.0,3.3483718020477227e-09
1915,0.0,4.712304768617059e-09
1916,0.0,0.0
1917,0.0,3.2899273305631027e-09
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,0.0,8.287063479883727e-09
1920,0.0,1.514446346106979e-09
1921,2.2718242842501013e-09,4.543648568500203e-09
1922,2.2133805899215986e-09,8.853522692753302e-09
1923,7.431163684401554e-09,1.3800733000834953e-08
1924,0.0,1.6759112098085893e-08
1925,0.0,8.798542339150117e-09
1926,0.0,1.114613867869707e-08
1927,0.0,5.574612549352764e-09
1928,4.570416489713125e-09,1.0283436768787624e-08
1929,1.1140406375176326e-09,2.562293377472713e-08
1930,0.0,1.3654684716257748e-08
1931,0.0,7.983749661377715e-09
1932,0.0,5.4797684168050864e-09
1933,0.0,5.735331098932761e-09
1934,0.0,1.7972370258689807e-08
1935,2.393656828303392e-09,2.6330224223158893e-08
1936,0.0,3.031178641421661e-08
1937,0.0,3.021868422159457e-08
1938,0.0,2.5930428471099276e-08
1939,3.058810094103137e-09,4.435274547631707e-08
1940,7.607348528892999e-09,2.02862628917444e-08
1941,5.9030051957620344e-09,1.4757512989405086e-08
1942,0.0,2.4273694165799498e-08
1943,2.9032352077962287e-09,2.9032352522051497e-08
1944,0.0,2.5705489292704442e-08
1945,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,1.5313214696277555e-08
1947,0.0,2.503382945384658e-08
1948,4.348755133776194e-09,4.348755133776194e-08
1949,9.817008317369869e-10,3.0432726338958105e-08
1950,0.0,3.403315584904476e-08
1951,4.264560704569931e-09,4.264560704569931e-08
1952,2.1089607837865287e-09,3.796129455224673e-08
1953,5.386913581872932e-09,3.232148282350522e-08
1954,0.0,2.9317608785106586e-08
1955,0.0,4.411235687840076e-08
1956,1.744228317335228e-09,5.232684952005684e-08
1957,0.0,5.6544240401024126e-08
1958,0.0,4.54973401176062e-08
1959,0.0,3.642851398311109e-08
1960,6.920833350854139e-10,5.536666769501153e-08
1961,6.948159270159238e-10,4.794229813143147e-08
1962,0.0,3.805173864890321e-08
1963,0.0,3.879632037850911e-08
1964,6.083968329129164e-10,2.8594651757529732e-08
1965,1.6416130677043839e-09,2.5171399631318536e-08
1966,6.6468897053084675e-09,2.769537443825243e-08
1967,6.409436092980059e-09,3.845661744605877e-08
1968,8.982831700699023e-10,3.054162789339898e-08
1969,1.3625273131978588e-09,3.860494146579185e-08
1970,4.5987250119061684e-10,3.6329927954881214e-08
1971,3.5968783507200897e-09,3.7510301531540335e-08
1972,5.130146862875051e-10,2.8215808356435446e-08
1973,1.102640756478479e-09,3.19765822709428e-08
1974,1.1251143350321513e-09,3.712877383321711e-08
1975,0.0,4.9118730416353173e-08
1976,0.0,3.8851984296428554e-08
1977,5.876781838942691e-10,3.6436046624288565e-08
1978,5.940591352171509e-10,2.613860150546543e-08
1979,5.851973350345929e-10,3.6282234994189366e-08
1980,0.0,3.240535928483723e-08
1981,1.2651099057237047e-09,4.3013737904828986e-08
1982,6.2075020679230875e-09,4.0969514891742165e-08
1983,3.157658134966823e-09,3.6628833299801045e-08
1984,0.0,3.827345729234821e-08
1985,1.2031116103372597e-09,4.331201886031977e-08
1986,1.1988970927134801e-09,3.7765258475985775e-08
1987,0.0,3.422057481827778e-08
