year,en_ADP ermite_NOUN,en_ADP termites_NOUN
1800,1.2576657937302116e-08,0.0
1801,4.7623651688866175e-09,1.6668277424969347e-08
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,1.1387820464392462e-08,0.0
1808,6.798221985349073e-09,0.0
1809,1.129515236897305e-08,0.0
1810,7.020380277111826e-09,0.0
1811,5.0141537144554604e-08,0.0
1812,2.9339290108509886e-08,0.0
1813,8.627225156487839e-09,0.0
1814,8.810695817373926e-08,0.0
1815,2.4275012222574333e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,3.7364962679475866e-08,0.0
1818,1.1325118265403944e-07,0.0
1819,6.728182455617571e-08,0.0
1820,3.559944161679596e-08,0.0
1821,6.212737702071536e-08,0.0
1822,5.413832582235045e-08,0.0
1823,4.743689885344793e-08,0.0
1824,3.789500624407083e-08,0.0
1825,7.836844417852262e-08,0.0
1826,1.0569581121444571e-07,0.0
1827,3.502563927781921e-08,0.0
1828,4.586150481600271e-08,0.0
1829,2.4862210068476998e-08,0.0
1830,5.5315229730013016e-08,0.0
1831,7.639690835503643e-08,0.0
1832,2.976593194148336e-08,0.0
1833,5.79181431703546e-08,8.108539617524002e-09
1834,4.0138484536100805e-08,0.0
1835,4.9916380362446944e-08,0.0
1836,5.981467410265395e-08,0.0
1837,5.914207434898344e-08,0.0
1838,6.312161815458239e-08,5.680945713848473e-09
1839,3.4957377437194737e-08,0.0
1840,4.7772665823231364e-08,0.0
1841,5.8426991245141835e-08,0.0
1842,3.018719141323345e-08,1.609983613093391e-08
1843,4.7255287682901326e-08,0.0
1844,5.708103856250091e-08,5.488561272137815e-10
1845,8.035528509253709e-08,0.0
1846,5.73741125720062e-08,0.0
1847,5.44715597072809e-08,1.0786447290911383e-09
1848,7.803865287314693e-08,2.413566457803995e-09
1849,5.111443002192573e-08,0.0
1850,1.5003681141934067e-07,0.0
1851,6.44943867200709e-08,1.2898877521649865e-09
1852,5.7943854159248076e-08,0.0
1853,6.688563303214323e-08,1.0749477752369785e-08
1854,1.1066765637224307e-07,1.0391328908454511e-09
1855,7.960405667972736e-08,1.5920811335945473e-09
1856,1.0043746812016252e-07,0.0
1857,6.882928005325084e-08,5.369659827891837e-09
1858,6.410715513993637e-08,4.893676019968041e-10
1859,6.925355933162791e-08,0.0
1860,8.10161537856402e-08,0.0
1861,5.611996911625283e-08,0.0
1862,6.46072066956549e-08,0.0
1863,6.692791743034832e-08,1.9978483312144135e-09
1864,7.287986392157109e-08,0.0
1865,5.9306238142653456e-08,0.0
1866,7.103794530394225e-08,6.3252967308358166e-09
1867,9.560038449762942e-08,0.0
1868,8.397785933311752e-08,4.93987406535723e-10
