year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP terre_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,1.7682781617622823e-05
1801,3.333655484993869e-08,7.1435474868764e-08,1.552292947337719e-05
1802,2.2378401354217203e-09,2.2378401354217203e-09,1.4024544071844502e-05
1803,1.950339267864365e-08,5.0708818033484704e-08,1.6330190845792458e-05
1804,4.943701892301533e-09,4.943701892301533e-09,1.6284553467471596e-05
1805,5.685755422035754e-09,2.842877711017877e-09,1.8168830735021402e-05
1806,0.0,3.1698359492793315e-08,1.3123121277658356e-05
1807,2.8469551160981155e-09,0.0,9.910250355460448e-06
1808,1.1330369531492579e-08,6.118399653587403e-08,1.334037750666539e-05
1809,9.036122072814123e-09,9.036122072814123e-09,2.017991948832787e-05
1810,4.212228077449254e-08,7.020380277111826e-09,9.603880130271136e-06
1811,5.0141535368197765e-09,2.5070767684098882e-09,1.36485261919006e-05
1812,8.00162425207418e-09,1.8670457180292033e-08,1.0655497206357722e-05
1813,0.0,0.0,8.932053759735936e-06
1814,1.2586708564299443e-08,3.1466771410748606e-09,1.110462360998099e-05
1815,2.697223555614414e-09,3.506390644503199e-08,7.1422480658611676e-06
1816,0.0,1.4832664874120383e-07,1.2554460184333038e-05
1817,1.556873407970727e-09,6.227493631882908e-09,1.0798473546458354e-05
1818,7.152706427149269e-09,2.384235475716423e-09,1.0636074691205977e-05
1819,1.7596784473994376e-08,3.933399084221634e-08,9.510544806801136e-06
1820,1.1866481131050932e-09,2.3732962262101864e-08,1.0720178948986359e-05
1821,7.88919063410276e-09,1.7750678149575094e-08,1.1089243400874693e-05
1822,5.012807946513931e-09,1.2030739071633434e-08,1.0232143964117313e-05
1823,2.8659792761231984e-08,1.4824030780680175e-08,1.277238496300015e-05
1824,1.0105335235266466e-08,0.0,1.0868288043752727e-05
1825,1.584979791857677e-08,0.0,1.2540711537667448e-05
1826,2.642395191543301e-09,1.1450379977517855e-08,1.3768641082378963e-05
1827,1.8434546111834038e-09,2.21214555007343e-08,1.1271803522561186e-05
1828,8.255071293206129e-09,4.5861504760491556e-08,9.090667731470603e-06
1829,1.0287811491593857e-08,2.8291481157793896e-08,1.0635882361498261e-05
1830,4.174734336004349e-09,1.0436835840010872e-09,1.3340363238967257e-05
1831,0.0,9.35472388441383e-09,1.2321730395115083e-05
1832,5.411987746839486e-09,2.705993873419743e-09,1.1882018711162345e-05
1833,8.108539617524002e-09,2.3167257001688313e-09,1.1694831471231737e-05
1834,1.213489042584115e-08,9.334530703952737e-09,1.084765833070378e-05
1835,1.2100940693926532e-08,6.050470346963266e-09,1.3195319809256034e-05
1836,1.68018754465038e-08,1.3441500135158435e-09,1.4355521841480368e-05
1837,2.7831563720326358e-09,0.0,1.3803760225528094e-05
1838,3.787297142565649e-09,6.312161904276081e-10,1.256814539374318e-05
1839,1.4682098203877558e-08,5.593180252283503e-09,1.2881093965688706e-05
1840,3.4396318682183846e-08,1.7198159563136528e-08,1.1252054719079752e-05
1841,2.0545755319290038e-08,4.044945711711989e-08,1.2529058608379273e-05
1842,8.049918065466954e-09,1.542900918138912e-08,1.0024831738064677e-05
1843,1.1813821920725331e-08,2.3627644840651385e-09,1.0484176669933731e-05
1844,6.586273748609983e-09,2.195424508855126e-09,1.3081985741791868e-05
1845,2.17628883802945e-08,6.696273757711424e-09,1.1455091652123883e-05
1846,1.2879903366069811e-08,1.7563503984519002e-09,1.2033342386530421e-05
1847,4.0988499705463255e-08,6.47186837454683e-09,1.0803165963579886e-05
1848,2.413566457803995e-09,8.045221711050488e-10,1.0908516543395308e-05
1849,1.6758829879393033e-09,1.6758829879393033e-09,1.0298300878730515e-05
1850,4.752297222410107e-09,1.5614690873633208e-08,1.1470009127378944e-05
1851,4.514607354622058e-09,1.2898877521649865e-09,1.2250064287400164e-05
1852,5.859490670445666e-09,1.9531636308300904e-09,1.1415590307706225e-05
1853,3.58315901394235e-08,2.209614846648833e-08,1.2453269334855577e-05
1854,1.2989160858012383e-08,0.0,1.251167978466583e-05
1855,4.776243400783642e-09,5.306937111981824e-10,1.375717317841918e-05
1856,4.141751386299575e-09,4.6594703095870216e-09,1.2448033714917983e-05
1857,2.245494101771328e-08,4.881509085841174e-10,1.3611111626232741e-05
1858,1.3212924976357954e-08,3.4255732694887797e-09,1.272942972718738e-05
1859,5.601390462572908e-09,1.5276520048956854e-09,1.1853561318275752e-05
1860,1.1900677776566226e-08,2.746310290291376e-09,1.140176533453996e-05
1861,1.4147890858851042e-08,3.018216815364738e-08,1.2196424961530283e-05
1862,2.3041730301542884e-08,1.8071945329101169e-09,1.2464672124679055e-05
1863,8.490855130105501e-09,2.0477944673302773e-08,1.3638811196869938e-05
1864,9.589456340108882e-09,4.794728170054441e-09,1.4059580678349448e-05
1865,1.3179164426446732e-08,9.413688994985847e-09,1.4046164892533852e-05
1866,1.3137154475373336e-08,2.919367858567057e-09,1.3623230017856258e-05
1867,1.747012134956094e-08,1.0190904120577216e-08,1.4304147157417901e-05
1868,7.903798859842937e-08,1.975949570631741e-08,1.3188475406877842e-05
1869,3.271957993433716e-08,2.5882650689368347e-08,1.1819093231224542e-05
1870,3.2110673231500186e-08,1.0321287824410774e-08,1.2962963751306233e-05
1871,2.6552942955504477e-08,3.3987767267262825e-08,1.3844704483290116e-05
1872,1.0280476914203973e-08,1.3304146229131675e-08,1.246961329570695e-05
1873,2.334541804316359e-08,1.855661402316855e-08,1.5318783653128776e-05
1874,4.361464789326419e-08,3.823749850084823e-08,1.3390891069775535e-05
1875,1.94531928343622e-08,1.4303817408301e-08,1.4784998597860977e-05
1876,3.506688628363008e-08,1.3905833817773328e-08,1.4755298934687744e-05
1877,7.421779191219002e-09,4.329371083855449e-09,1.5053223819450068e-05
1878,5.1332254003000344e-08,2.0532901601200138e-08,1.421782667421212e-05
1879,2.3215436684154156e-08,9.16398767980553e-09,1.4182187669575796e-05
1880,1.9253539207397807e-08,2.6954953824542827e-08,1.2564859673602768e-05
1881,2.370652651961791e-08,3.486253646878268e-08,1.5085020550031913e-05
1882,3.5939081044489285e-08,2.2628309892525067e-08,1.4699083749292186e-05
1883,1.8958017378167824e-08,1.200674426549142e-08,1.4033987554284977e-05
1884,1.7164412113856997e-08,4.621187876807653e-09,1.523341592246652e-05
1885,4.576401479994274e-08,1.8692343728421434e-08,1.5290981650650792e-05
1886,2.774989482645651e-08,1.2906927693290271e-08,1.417180624230241e-05
1887,3.395040693021656e-08,2.7421483750345033e-08,1.3425427880520147e-05
1888,1.9655905347804037e-08,2.53624587998047e-09,1.3824441793985898e-05
1889,1.8168895721260014e-08,4.385595886446936e-09,1.3562767833263933e-05
1890,3.0150179242127706e-08,9.831579994568074e-09,1.2645377637454658e-05
1891,5.736798147637501e-09,0.0,1.357836362103626e-05
1892,1.6298132621272998e-08,5.641661360300532e-09,1.3474167531057901e-05
1893,9.853466487186324e-09,4.926733243593162e-09,1.255824309964737e-05
1894,1.827446460822557e-08,5.671385139294216e-09,1.3305070069691283e-05
1895,1.5648398132839247e-08,4.213029924926559e-09,1.2394734994813916e-05
1896,1.0024948871034667e-08,4.717623180994224e-09,1.142018669497702e-05
1897,3.379494017963225e-08,5.2440420894583895e-09,1.2868879650795861e-05
1898,2.2067583316243145e-08,5.6583548957434e-10,1.3522902179374796e-05
1899,2.266307141951529e-08,3.8693048765026106e-09,1.3377292191307788e-05
1900,3.1665425836990835e-08,7.786579381274805e-09,1.2615297350748733e-05
1901,1.956058603980182e-08,6.147612641171918e-09,1.1579308534237498e-05
1902,7.365425602756659e-09,4.910283735171106e-09,1.1452254852883925e-05
1903,9.1803746826713e-09,8.100330184390714e-09,1.2315742310420319e-05
1904,8.061937784020756e-09,4.837162670412454e-09,1.276580940157146e-05
1905,4.231822359201942e-08,4.1286072338664326e-09,1.1663831799069158e-05
1906,5.658602919567102e-09,1.0288369045596824e-09,1.2019901191706595e-05
1907,5.65712765521198e-09,1.028568674676933e-09,1.2449795121938223e-05
1908,1.080505640516094e-08,2.9468334439286537e-09,1.1704330972861499e-05
1909,7.151278680339601e-09,1.1001967115120692e-09,1.1167546404067252e-05
1910,1.1222716089775986e-08,4.275320542035388e-09,1.1035136537884682e-05
1911,1.755723388896513e-08,3.7242617878519013e-09,1.246457253500921e-05
1912,5.730363294986773e-09,5.209421227725386e-10,1.0589711166630877e-05
1913,5.302989602995467e-09,1.060597942803554e-09,1.0589539783723012e-05
1914,6.027069510139427e-09,6.696743715117748e-10,1.146616421010549e-05
1915,1.1780761921542648e-09,0.0,1.226612914706493e-05
1916,1.2086208478478966e-08,1.0987462051303964e-09,1.0444681095123087e-05
1917,4.934890895924582e-08,2.1932848870420685e-09,1.0136266496374446e-05
1918,5.743188147278033e-09,3.44591288836682e-09,9.579637548995379e-06
1919,2.301962176431971e-08,1.8415696745321952e-09,1.0405789112155617e-05
1920,2.5745588771997063e-08,4.543339038320937e-09,1.0325495452434552e-05
1921,1.060184651180407e-08,2.2718242842501013e-09,9.559836087191798e-06
1922,4.426761179843197e-09,1.4755870969551665e-09,1.0489211149433686e-05
1923,2.866305948145964e-08,4.246379248229459e-09,1.0278361287419102e-05
1924,2.4494086758863887e-08,3.867487219366694e-09,1.0422878688132187e-05
1925,1.0998178368026856e-08,6.598906754362588e-09,1.0521956653519737e-05
1926,2.229227646921572e-08,7.802296586589819e-09,1.0209862580268236e-05
1927,6.689535148041159e-09,7.804457524684949e-09,1.065754389628637e-05
1928,9.14083297942625e-09,1.1426041224282812e-09,1.0543951191266387e-05
1929,1.6710609784809094e-08,4.4561625500705304e-09,1.0034164120042988e-05
1930,5.2518016602221e-09,4.201441416995522e-09,1.0746237194325658e-05
1931,6.843213995466613e-09,1.1405356659111021e-09,1.1344908273258625e-05
1932,3.616647248350091e-08,1.2055490161699822e-08,1.08324059624465e-05
1933,8.02946331646126e-09,1.261772819560747e-08,1.140413201028423e-05
1934,9.585264137967897e-09,2.3963160344919743e-09,9.811715699470369e-06
