year,en_ADP elle_PRON,en_ADP telle_DET
1843,1.8206282149435538e-05,1.4637325822519642e-06
1844,1.8395461481190978e-05,1.5126474508520005e-06
1845,1.892143762916021e-05,1.2148155690283602e-06
1846,1.7687619504158647e-05,1.7709866781956407e-06
1847,1.6900745428927166e-05,1.1875878733746958e-06
1848,1.5550608338799066e-05,1.3242435477067716e-06
1849,1.5859718459410033e-05,1.0206126859202413e-06
1850,1.5037626383218594e-05,1.7827903207034979e-06
1851,1.6302245711585783e-05,1.3498675173195807e-06
1852,1.702507697132205e-05,1.2285399684230924e-06
1853,1.6358912191094532e-05,1.9002687032809717e-06
1854,1.7989988251088107e-05,2.6014692089404434e-06
1855,1.878708796709816e-05,1.3771501947701381e-06
1856,2.1069607925028322e-05,1.2647873077753502e-06
1857,1.9028121656106123e-05,2.1996080050712408e-06
1858,1.8693353638354893e-05,1.8199581148792277e-06
1859,2.049650656488211e-05,1.6121820998193925e-06
1860,1.8199798859086513e-05,1.1809134630169638e-06
1861,2.0965759119917493e-05,1.369515908677954e-06
1862,1.8176310391027073e-05,1.3793411888229912e-06
1863,1.8922620157013625e-05,1.3825110904974736e-06
1864,1.9222063798451927e-05,1.4038962952156453e-06
1865,1.8041335238194733e-05,1.569261961265056e-06
1866,1.856815265455225e-05,1.6100312869582467e-06
1867,1.6633982014013782e-05,1.6451031115138903e-06
1868,1.6397911224430572e-05,1.651893853704678e-06
1869,2.0216792279370566e-05,1.3297823073799009e-06
1870,1.8167760444498526e-05,1.7374167455841416e-06
1871,1.4071997782139078e-05,1.2309944210642243e-06
1872,1.65285877073984e-05,1.5940786965984444e-06
1873,1.468307078766884e-05,1.4138942017183354e-06
1874,1.4261989761621408e-05,1.5432415860772153e-06
1875,1.5617479732554784e-05,1.756508780204058e-06
1876,1.463196022655211e-05,1.802921595128737e-06
1877,1.3724724823305223e-05,1.512806012016199e-06
1878,1.321594164949147e-05,1.5363441221438734e-06
1879,1.4320869723860596e-05,1.7961416780565287e-06
1880,1.3120645334652181e-05,1.759131709633266e-06
1881,1.2724129021535191e-05,1.6190163165674676e-06
1882,1.3907758514619672e-05,1.4262490353189605e-06
1883,1.2432667588768709e-05,1.499579134645046e-06
1884,1.3004022989093755e-05,1.6510844389472368e-06
1885,1.2958950676988934e-05,1.5624220779386633e-06
1886,1.2850136911879417e-05,1.3074717664096625e-06
1887,1.3117914903659766e-05,1.7490989314694616e-06
1888,1.2983676356270735e-05,1.33723561646093e-06
1889,1.3419922552770913e-05,1.4766927023401877e-06
1890,1.3799605198983045e-05,1.0585334564439108e-06
1891,1.3575176382119025e-05,1.0874419871242935e-06
1892,1.3523062179388035e-05,1.3753116370196494e-06
1893,1.382379720382687e-05,9.619446377229224e-07
1894,1.4333481544781534e-05,1.0681108797427896e-06
1895,1.4779309822188225e-05,1.2073341046914265e-06
1896,1.4882921561820694e-05,9.9482883086921e-07
1897,1.3259269010745811e-05,1.084934117656644e-06
1898,1.5051789546305372e-05,9.619203247268615e-07
1899,1.4424215578401345e-05,1.0822998675052986e-06
1900,1.4576477241234898e-05,7.973457414323093e-07
1901,1.4929198584923142e-05,8.997869667126679e-07
1902,1.3237143150490738e-05,8.264007789193784e-07
1903,1.4743681418849519e-05,8.829360087503346e-07
1904,1.4155149955286106e-05,9.249729977511834e-07
1905,1.400836430320851e-05,1.076534292820952e-06
1906,1.4642406540588127e-05,8.873718435609135e-07
1907,1.4921959774483184e-05,8.984547257284703e-07
1908,1.5922722980121762e-05,9.061512962205143e-07
1909,1.5739964510430582e-05,1.0358352540151827e-06
1910,1.558407774382431e-05,9.010238208873034e-07
1911,1.4901304012937544e-05,1.0608826315205988e-06
1912,1.5613156392646488e-05,8.480937871979677e-07
1913,1.6423890087935433e-05,8.362814689633069e-07
1914,1.4736184482444514e-05,7.975821638694924e-07
1915,1.2639579580309146e-05,6.938868839512224e-07
1916,1.4778136005588749e-05,6.163966084216099e-07
1917,1.5220300497276185e-05,6.864981454413055e-07
1918,1.4316619427745536e-05,7.489117592740513e-07
1919,1.623343695200674e-05,8.434389116018792e-07
1920,1.683761416870766e-05,8.261304600409858e-07
1921,1.6146612097145407e-05,6.777609051766831e-07
1922,1.6833498165169658e-05,7.488604776284546e-07
1923,1.8260493163779756e-05,8.938628468513343e-07
1924,1.7065932325976974e-05,7.348225832259914e-07
1925,1.6907498235241292e-05,9.282462194448726e-07
1926,1.782713417242121e-05,8.43762663294001e-07
1927,2.0184557314451013e-05,7.626070015476216e-07
1928,1.6795137668168536e-05,8.306732013352303e-07
1929,1.6339633219786265e-05,8.444428090115252e-07
1930,1.614508914826729e-05,7.037414491151139e-07
1931,1.594924984260615e-05,9.648931964534313e-07
1932,1.58935202136945e-05,1.1003374726925585e-06
1933,1.5033450040391472e-05,8.247406100281296e-07
1934,1.4966192139809209e-05,7.764064111626112e-07
1935,1.5920211893671876e-05,9.359197967739874e-07
1936,1.573909239027671e-05,6.620093948583872e-07
1937,1.6229951796731257e-05,7.466533205047199e-07
1938,1.6382845814177927e-05,6.793772300284218e-07
1939,1.6979455580212743e-05,8.029376434848245e-07
1940,1.3809874161552216e-05,1.1689958974159254e-06
1941,1.7626374329893224e-05,1.3901577524677577e-06
1942,1.642722293127008e-05,9.588109435298975e-07
1943,1.899006176131479e-05,1.0248420796443725e-06
1944,2.0599736785698042e-05,7.711646752284196e-07
1945,2.0310192951455974e-05,6.143381421352956e-07
1946,2.0851029432833457e-05,7.573081006739812e-07
1947,2.0514627522061346e-05,6.461112000977209e-07
1948,1.7839681305531485e-05,6.631851601213157e-07
1949,1.776976750988979e-05,5.036125152457771e-07
1950,1.868420241635249e-05,7.317128414285889e-07
1951,1.7561460509796234e-05,7.324383268780821e-07
1952,1.569488617292336e-05,6.284702926961927e-07
1953,1.719179567771789e-05,5.096020458950079e-07
1954,1.9003674310624774e-05,5.756023639946761e-07
1955,1.7417811704945052e-05,7.067362801649324e-07
1956,1.663819472241812e-05,5.433271148547192e-07
1957,1.644553904611712e-05,6.361227171680639e-07
1958,1.5683346191508463e-05,5.674758991602857e-07
1959,1.6795095319821485e-05,6.324610115626683e-07
1960,1.619405747987912e-05,7.426053940662314e-07
1961,1.7819249137573934e-05,1.5390173331297774e-06
1962,1.7045910226443084e-05,6.988835732357757e-07
1963,1.7256603143778193e-05,5.690126752000424e-07
1964,1.6858066970826258e-05,9.570082291077142e-07
1965,1.800958926878593e-05,8.229953216698505e-07
1966,1.7137898112196126e-05,7.30603943566166e-07
1967,1.711418036620671e-05,1.039807738578702e-06
1968,1.7897393831844965e-05,8.07107415567998e-07
1969,1.5860272924328456e-05,7.621069464391894e-07
1970,1.5853644100616293e-05,7.624686304552597e-07
1971,1.6047729275214806e-05,8.277958585267697e-07
1972,1.4580903012983981e-05,5.689332844838191e-07
1973,1.4301801570582029e-05,5.9542603025875e-07
1974,1.3796152245504345e-05,6.086868573618176e-07
1975,1.3249491502165256e-05,5.540135745718544e-07
1976,1.4045563375475467e-05,5.382142340693008e-07
1977,1.4846513607835732e-05,5.865028107621129e-07
1978,1.5101577645282305e-05,5.500987718676242e-07
1979,1.5881085431601605e-05,7.291558858923963e-07
1980,1.4964454067012412e-05,4.258177996874224e-07
1981,1.5642451700159654e-05,4.699883229264401e-07
1982,1.748094726394811e-05,5.537092189200621e-07
1983,1.6313723818939252e-05,4.4080906747012705e-07
1984,1.6305072222166928e-05,5.07993156872999e-07
1985,1.587746450582017e-05,4.3191707455036976e-07
1986,1.659633178974218e-05,5.233185547126595e-07
1987,1.6359879168703628e-05,6.947998514306164e-07
1988,1.5713968480213225e-05,4.53939136058068e-07
1989,1.5691090709424316e-05,4.3959857443098826e-07
1990,1.6813991521757998e-05,3.3182285275046297e-07
1991,1.592618656331979e-05,5.621145362511015e-07
1992,1.6168931637139394e-05,4.82120125155916e-07
1993,1.6126848521480497e-05,5.123766673165164e-07
1994,1.5833747795568343e-05,5.401524951764713e-07
1995,1.6441412640233466e-05,5.411605652483331e-07
1996,1.6642035802760802e-05,5.695744604850006e-07
1997,1.706311169868968e-05,5.423025513096036e-07
1998,1.7602025764063e-05,4.520186571710383e-07
1999,1.6189024393042928e-05,5.004370162708938e-07
2000,1.7732653532220866e-05,5.730186876107268e-07
2001,1.6418591826550255e-05,5.41079678839651e-07
2002,1.687997058752444e-05,4.41627122427235e-07
2003,1.779984498284648e-05,3.80856754134129e-07
2004,1.69659338666861e-05,4.87169907970042e-07
2005,1.6676934734505267e-05,5.48106331876852e-07
2006,1.7499796541642354e-05,5.18030573104511e-07
2007,2.1653274217214857e-05,5.116928338821936e-07
2008,2.1904952546947243e-05,4.385162846176627e-07
2009,2.5234705390175804e-05,3.847931484557421e-07
2010,2.6216105993626115e-05,2.5414007787105675e-07
2011,2.617853013475724e-05,2.393806468603543e-07
2012,2.707470198970441e-05,2.3523386527557477e-07
2013,2.9741555437112766e-05,2.535314704843472e-07
2014,3.459991782506222e-05,2.804251622023912e-07
2015,3.316639620720707e-05,2.883764484984397e-07
2016,3.4621828774561436e-05,3.376284345435465e-07
2017,3.335348338850963e-05,2.2791438469838e-07
2018,3.355157917894758e-05,2.0729178240586066e-07
2019,3.2003673027247714e-05,2.635170477383042e-07
