year,en_ADP are_NOUN,en_ADP tare_NOUN
1867,2.6690463172940326e-08,1.455843445796745e-09
1868,4.2482916740027576e-08,3.4579119567723637e-09
1869,2.0510780074367574e-08,1.4650557433881772e-09
1870,3.2110673231500186e-08,2.2936195165357276e-09
1871,3.611200227737754e-08,0.0
1872,3.9912439575573444e-08,4.233137507192453e-09
1873,3.890902905423488e-08,2.9930022904522957e-09
1874,6.870800672853505e-08,4.182226287507973e-09
1875,2.0025345548457807e-08,6.86583251363615e-09
1876,4.897271921322499e-08,4.836811839936672e-09
1877,2.535774612510977e-08,3.710889595609501e-09
1878,4.5293163830617544e-08,4.2273621270183526e-09
1879,3.42122213892182e-08,2.443730107160036e-09
1880,3.850707597230496e-08,3.2089231272180996e-09
1881,1.4642266066289267e-08,2.7890030285249168e-09
1882,3.0614771162618126e-08,1.3310770263785798e-09
1883,3.5388296737437486e-08,6.319338829996468e-09
1884,2.3105939384038265e-08,5.281357573494461e-09
1885,3.7384687345820566e-08,6.445635636342928e-09
1886,2.8395241713496944e-08,3.872078213618124e-09
1887,5.4842967500690065e-08,3.264462256069578e-09
1888,2.980088953385973e-08,2.53624587998047e-09
1889,3.5084767091575486e-08,1.2530273485467092e-09
1890,5.112421624930974e-08,1.9663159989136147e-09
1891,3.250852154135231e-08,3.187110020341777e-09
1892,3.19694137829174e-08,3.1342561879199593e-09
1893,1.9091091374434654e-08,2.4633666773077323e-09
1894,4.6631390526741257e-08,2.520615716150587e-09
1895,2.5278181325916194e-08,3.0093072478365457e-09
1896,2.7716035688740703e-08,2.9485144326102386e-09
1897,2.3306854779470143e-08,1.1653427112179315e-09
1898,3.112095303681173e-08,3.960848315998078e-09
1899,2.984892333302014e-08,4.4220627160029835e-09
1900,1.8168686111152965e-08,4.15284251431558e-09
1901,2.514932445629725e-08,4.470991243898936e-09
1902,2.1114220150053598e-08,1.4730852093691738e-09
1903,2.8081145186931167e-08,7.020286352243943e-09
1904,3.6009990544982884e-08,3.2247751136083025e-09
1905,3.3028859480754846e-08,1.4450125374043665e-08
1906,2.777859631208912e-08,2.572092316910357e-09
1907,1.851423608867364e-08,3.08570607954195e-09
1908,2.2101251717643322e-08,4.4202501658929805e-09
1909,2.53045246978445e-08,4.400786846048277e-09
1910,2.618633831996675e-08,3.7409054742809644e-09
1911,1.54290848985994e-08,1.5961122423746588e-09
1912,1.8753916974922902e-08,1.0418842455450772e-09
1913,2.969674284258872e-08,3.712092910834741e-09
1914,2.678697441638178e-08,2.678697486047099e-09
1915,1.0602685840410686e-08,4.712304768617059e-09
1916,3.40611328031315e-08,3.2962386153911893e-09
1917,2.52227767560953e-08,3.289927441585405e-09
1918,4.020231614276781e-08,4.594550517822427e-09
1919,2.4861191438851904e-08,3.6831393490643904e-09
1920,3.028892692213958e-08,1.514446346106979e-09
1921,1.5145495135815423e-08,3.786373714564917e-09
1922,1.6231458566107193e-08,1.4755870969551665e-09
1923,1.8047112249064412e-08,3.1847844361720945e-09
1924,1.6759112098085893e-08,1.289162443462999e-09
1925,1.0998178145982251e-08,1.0998177923937646e-09
1926,1.560459372829115e-08,7.802297030679028e-09
1927,1.5608915049369898e-08,0.0
1928,2.8565102283550914e-08,3.4278123672848437e-09
1929,1.2254446790649354e-08,6.684243825105796e-09
1930,2.2057568216382606e-08,1.0503603542488804e-09
1931,1.1405356659111021e-08,2.2810713318222042e-09
1932,2.4110979879310435e-08,0.0
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,1.4377896206951846e-08,1.1981580172459871e-09
1935,1.555876849579363e-08,3.590485242455088e-09
1936,8.487299751891442e-09,3.6374143697059935e-09
1937,8.813782481631449e-09,3.777335444432595e-09
1938,2.593042824905467e-08,2.5930428915188486e-09
1939,1.988226472349197e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.8097434661967782e-08,4.1763312808029696e-09
1947,1.4305045148432782e-08,2.3841741914054637e-09
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,4.908504269707237e-09,9.817008317369869e-10
1950,3.190608444114673e-09,3.190608444114673e-09
1951,1.2793681780642885e-08,1.0661401761424827e-09
1952,1.1599284199803606e-08,3.163441175679793e-09
1953,5.386913581872932e-09,0.0
1954,8.795282724349818e-09,1.9545072227344917e-09
1955,1.0324168187025862e-08,0.0
1956,1.22095984433912e-08,2.616342476002842e-09
1957,7.951533653738352e-09,0.0
1958,9.099467845885556e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,3.8753740216890264e-09
1960,4.844583401109048e-09,1.3841666701708277e-09
1961,6.25334317660986e-09,0.0
1962,5.7077609305622445e-09,3.170978146727066e-09
1963,7.1126584622049904e-09,6.466053248388448e-10
1964,1.3384730601639916e-08,1.2167936658258327e-09
1965,8.755269065297e-09,0.0
1966,3.046491048319666e-08,1.2739871713129958e-08
1967,1.2818872185960117e-08,8.381570326676524e-09
1968,8.982831700699023e-09,4.0422742653145605e-09
1969,4.541757636644661e-09,3.1792304344691047e-09
1970,1.241655755990223e-08,4.598724956395017e-09
1971,4.624557625731995e-09,4.6245578477766e-09
1972,1.0773308800615666e-08,6.669190699692962e-09
1973,8.269805840122046e-09,1.1577728109557484e-08
1974,8.438357568252286e-09,8.438357568252286e-09
1975,3.998036124386317e-09,3.998036124386317e-09
1976,5.713526873840635e-09,1.7140580621521906e-09
1977,5.876781727920388e-09,2.3507127355770763e-09
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,3.511183899185255e-09,1.7555920051037788e-09
1980,6.253665585376211e-09,2.8425753972882717e-09
1981,5.060439622894819e-09,8.223214609248686e-09
1982,5.586751949948621e-09,6.207502289967692e-10
1983,3.78918940668882e-09,1.89459470334441e-09
1984,1.7397025486864948e-09,1.1598016991243298e-09
1985,3.007779025843149e-09,1.2031116103372597e-09
1986,5.3950369172106605e-09,2.3977942409381114e-09
1987,4.277571852284723e-09,1.8332451112712533e-09
1988,4.797243047249822e-09,5.996553809062277e-10
1989,3.292873196336643e-09,5.488122178931576e-10
1990,4.90378582185258e-09,1.089730194969718e-09
1991,2.9307326565586322e-09,4.10302547493302e-09
1992,1.65298330578878e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,3.323524566667402e-09
1994,8.439882570598911e-09,1.5824779819872958e-09
1995,3.795715741716776e-09,2.168980273165033e-09
1996,2.135236876199542e-09,5.338092190498855e-10
1997,3.835915585170824e-09,0.0
1998,1.43043876743576e-09,3.337690568372409e-09
1999,2.2851006253876704e-08,3.1991407856146736e-09
2000,4.859834423776022e-09,8.836062992401139e-10
2001,3.5049693702937645e-09,2.6287270138425356e-09
2002,3.9430991805033955e-09,2.190610748353805e-09
2003,6.667076501987168e-09,1.6667691671301554e-09
2004,1.761916529341434e-09,4.8452703238499595e-09
2005,4.9541245550344115e-09,2.702249757291497e-09
2006,1.6471559671771274e-09,2.0589450144825605e-09
2007,7.589511019645556e-09,3.994479469415779e-10
2008,2.5544638071473003e-09,1.7029758714315335e-09
2009,1.430457752249481e-09,2.384096253749135e-09
2010,7.085689812669216e-09,0.0
2011,5.735957819830162e-09,0.0
2012,3.063827413996023e-09,1.3617010852229328e-09
2013,2.2313000336282585e-09,5.578250084070646e-10
2014,2.3819897165822113e-09,1.0827225782605865e-09
2015,2.881548027966474e-09,1.10828768384863e-09
2016,1.86420612280358e-09,2.0713400439298368e-10
2017,2.515611413622665e-09,1.2578056374223934e-09
2018,3.0977600484760615e-09,1.0325866828253538e-09
2019,3.826481576041374e-09,2.04079020349468e-09
