year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP terres_NOUN
1800,1.8864987794131594e-08,1.0690159246706799e-07,1.2702424889710073e-06
1801,3.333655484993869e-08,7.1435474868764e-08,2.03829237221953e-06
1802,2.2378401354217203e-09,2.2378401354217203e-09,1.2822823407532269e-06
1803,1.950339267864365e-08,5.0708818033484704e-08,1.513463232072354e-06
1804,4.943701892301533e-09,4.943701892301533e-09,1.7302956236697753e-06
1805,5.685755422035754e-09,2.842877711017877e-09,8.699206075490906e-07
1806,0.0,3.1698359492793315e-08,8.731457477040294e-07
1807,2.8469551160981155e-09,0.0,1.016363009753718e-06
1808,1.1330369531492579e-08,6.118399653587403e-08,3.0524017233801715e-06
1809,9.036122072814123e-09,9.036122072814123e-09,1.3486411813978805e-06
1810,4.212228077449254e-08,7.020380277111826e-09,8.471258658993008e-07
1811,5.0141535368197765e-09,2.5070767684098882e-09,1.4641328647257978e-06
1812,8.00162425207418e-09,1.8670457180292033e-08,2.3551448382619355e-06
1813,0.0,0.0,9.029828937912043e-07
1814,1.2586708564299443e-08,3.1466771410748606e-09,1.1139237585666706e-06
1815,2.697223555614414e-09,3.506390644503199e-08,7.633142757867972e-07
1816,0.0,1.4832664874120383e-07,5.678129717523461e-07
1817,1.556873407970727e-09,6.227493631882908e-09,3.105962377958349e-06
1818,7.152706427149269e-09,2.384235475716423e-09,7.4626569568359e-07
1819,1.7596784473994376e-08,3.933399084221634e-08,7.67012825253488e-07
1820,1.1866481131050932e-09,2.3732962262101864e-08,7.65388056045424e-07
1821,7.88919063410276e-09,1.7750678149575094e-08,9.989687796974067e-07
1822,5.012807946513931e-09,1.2030739071633434e-08,9.434104413230671e-07
1823,2.8659792761231984e-08,1.4824030780680175e-08,1.0821541881478325e-06
1824,1.0105335235266466e-08,0.0,1.0762181599233145e-06
1825,1.584979791857677e-08,0.0,8.946330058989815e-07
1826,2.642395191543301e-09,1.1450379977517855e-08,1.0023486662902314e-06
1827,1.8434546111834038e-09,2.21214555007343e-08,1.1162117914409464e-06
1828,8.255071293206129e-09,4.5861504760491556e-08,8.998027798412522e-07
1829,1.0287811491593857e-08,2.8291481157793896e-08,9.80771372560696e-07
1830,4.174734336004349e-09,1.0436835840010872e-09,1.1668382171592384e-06
1831,0.0,9.35472388441383e-09,8.949352121589982e-07
1832,5.411987746839486e-09,2.705993873419743e-09,9.240969061075077e-07
1833,8.108539617524002e-09,2.3167257001688313e-09,9.961921048073918e-07
1834,1.213489042584115e-08,9.334530703952737e-09,1.0604027442795427e-06
1835,1.2100940693926532e-08,6.050470346963266e-09,9.272346019884026e-07
1836,1.68018754465038e-08,1.3441500135158435e-09,1.7319372929147647e-06
1837,2.7831563720326358e-09,0.0,1.1313530876577715e-06
1838,3.787297142565649e-09,6.312161904276081e-10,2.1006875323692498e-06
1839,1.4682098203877558e-08,5.593180252283503e-09,1.0885727075304885e-06
1840,3.4396318682183846e-08,1.7198159563136528e-08,9.586381608528427e-07
1841,2.0545755319290038e-08,4.044945711711989e-08,1.0375605903334417e-06
1842,8.049918065466954e-09,1.542900918138912e-08,8.781119222867062e-07
1843,1.1813821920725331e-08,2.3627644840651385e-09,1.1004575635187308e-06
1844,6.586273748609983e-09,2.195424508855126e-09,1.438551935351029e-06
1845,2.17628883802945e-08,6.696273757711424e-09,1.2248599778885705e-06
1846,1.2879903366069811e-08,1.7563503984519002e-09,9.525273441113313e-07
1847,4.0988499705463255e-08,6.47186837454683e-09,1.2366661357177122e-06
1848,2.413566457803995e-09,8.045221711050488e-10,1.0941501473737958e-06
1849,1.6758829879393033e-09,1.6758829879393033e-09,1.3122163604606385e-06
1850,4.752297222410107e-09,1.5614690873633208e-08,1.0400742258553919e-06
1851,4.514607354622058e-09,1.2898877521649865e-09,1.171218087847592e-06
1852,5.859490670445666e-09,1.9531636308300904e-09,1.0573126019153278e-06
1853,3.58315901394235e-08,2.209614846648833e-08,1.056434738799794e-06
1854,1.2989160858012383e-08,0.0,8.718324897571961e-07
1855,4.776243400783642e-09,5.306937111981824e-10,1.038036842260226e-06
1856,4.141751386299575e-09,4.6594703095870216e-09,1.0276720843194198e-06
1857,2.245494101771328e-08,4.881509085841174e-10,1.071003095098888e-06
1858,1.3212924976357954e-08,3.4255732694887797e-09,9.229472783811588e-07
1859,5.601390462572908e-09,1.5276520048956854e-09,7.378559097048765e-07
1860,1.1900677776566226e-08,2.746310290291376e-09,9.035361214770887e-07
1861,1.4147890858851042e-08,3.018216815364738e-08,8.394415536017164e-07
1862,2.3041730301542884e-08,1.8071945329101169e-09,9.447109410309906e-07
1863,8.490855130105501e-09,2.0477944673302773e-08,8.161210409696196e-07
1864,9.589456340108882e-09,4.794728170054441e-09,7.48457054555729e-07
1865,1.3179164426446732e-08,9.413688994985847e-09,7.055559914093124e-07
1866,1.3137154475373336e-08,2.919367858567057e-09,7.376269396397461e-07
1867,1.747012134956094e-08,1.0190904120577216e-08,9.841501711349565e-07
1868,7.903798859842937e-08,1.975949570631741e-08,8.792975734195352e-07
1869,3.271957993433716e-08,2.5882650689368347e-08,8.282448398233555e-07
1870,3.2110673231500186e-08,1.0321287824410774e-08,7.746699886013175e-07
1871,2.6552942955504477e-08,3.3987767267262825e-08,7.201158416236808e-07
1872,1.0280476914203973e-08,1.3304146229131675e-08,9.361281438913238e-07
1873,2.334541804316359e-08,1.855661402316855e-08,8.17688237120251e-07
1874,4.361464789326419e-08,3.823749850084823e-08,8.770726003248797e-07
1875,1.94531928343622e-08,1.4303817408301e-08,8.22183466198112e-07
1876,3.506688628363008e-08,1.3905833817773328e-08,8.627663055094104e-07
1877,7.421779191219002e-09,4.329371083855449e-09,8.089739100825e-07
1878,5.1332254003000344e-08,2.0532901601200138e-08,7.651525231189282e-07
1879,2.3215436684154156e-08,9.16398767980553e-09,8.748553677051518e-07
1880,1.9253539207397807e-08,2.6954953824542827e-08,7.810518778406106e-07
1881,2.370652651961791e-08,3.486253646878268e-08,1.1058397113572482e-06
1882,3.5939081044489285e-08,2.2628309892525067e-08,9.051323601738659e-07
1883,1.8958017378167824e-08,1.200674426549142e-08,1.0319480274745274e-06
1884,1.7164412113856997e-08,4.621187876807653e-09,8.258722958842668e-07
1885,4.576401479994274e-08,1.8692343728421434e-08,7.831447406125847e-07
1886,2.774989482645651e-08,1.2906927693290271e-08,8.667002244777677e-07
1887,3.395040693021656e-08,2.7421483750345033e-08,8.317849764516438e-07
1888,1.9655905347804037e-08,2.53624587998047e-09,8.743707853309246e-07
1889,1.8168895721260014e-08,4.385595886446936e-09,8.5331160271096e-07
1890,3.0150179242127706e-08,9.831579994568074e-09,8.206092036999735e-07
1891,5.736798147637501e-09,0.0,8.79004948384221e-07
1892,1.6298132621272998e-08,5.641661360300532e-09,8.669352826728982e-07
1893,9.853466487186324e-09,4.926733243593162e-09,8.375446336472692e-07
1894,1.827446460822557e-08,5.671385139294216e-09,8.021859549955934e-07
