year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP terres_NOUN
1895,1.5648398132839247e-08,4.213029924926559e-09,7.836235873526221e-07
1896,1.0024948871034667e-08,4.717623180994224e-09,8.886822486786627e-07
1897,3.379494017963225e-08,5.2440420894583895e-09,7.394099585944502e-07
1898,2.2067583316243145e-08,5.6583548957434e-10,8.776108506580726e-07
1899,2.266307141951529e-08,3.8693048765026106e-09,6.892890205278945e-07
1900,3.1665425836990835e-08,7.786579381274805e-09,7.822917007516139e-07
1901,1.956058603980182e-08,6.147612641171918e-09,1.307764961655522e-06
1902,7.365425602756659e-09,4.910283735171106e-09,6.466843871510974e-07
1903,9.1803746826713e-09,8.100330184390714e-09,6.879880354304646e-07
1904,8.061937784020756e-09,4.837162670412454e-09,6.825774274688001e-07
1905,4.231822359201942e-08,4.1286072338664326e-09,7.292152375271144e-07
1906,5.658602919567102e-09,1.0288369045596824e-09,9.141215713270867e-07
1907,5.65712765521198e-09,1.028568674676933e-09,7.493122851087719e-07
1908,1.080505640516094e-08,2.9468334439286537e-09,8.221665437346815e-07
1909,7.151278680339601e-09,1.1001967115120692e-09,8.262477049214567e-07
1910,1.1222716089775986e-08,4.275320542035388e-09,7.572661679944304e-07
1911,1.755723388896513e-08,3.7242617878519013e-09,9.241489937750202e-07
1912,5.730363294986773e-09,5.209421227725386e-10,7.001462316580387e-07
1913,5.302989602995467e-09,1.060597942803554e-09,7.466609694972703e-07
1914,6.027069510139427e-09,6.696743715117748e-10,6.643169738751453e-07
1915,1.1780761921542648e-09,0.0,8.18762934784445e-07
1916,1.2086208478478966e-08,1.0987462051303964e-09,9.152556117442145e-07
1917,4.934890895924582e-08,2.1932848870420685e-09,6.65661961107844e-07
1918,5.743188147278033e-09,3.44591288836682e-09,7.856681278894939e-07
1919,2.301962176431971e-08,1.8415696745321952e-09,6.850639073796572e-07
1920,2.5745588771997063e-08,4.543339038320937e-09,6.663563869580003e-07
1921,1.060184651180407e-08,2.2718242842501013e-09,6.633726696847475e-07
1922,4.426761179843197e-09,1.4755870969551665e-09,7.267266504129566e-07
1923,2.866305948145964e-08,4.246379248229459e-09,5.902467350438201e-07
1924,2.4494086758863887e-08,3.867487219366694e-09,6.342679252924199e-07
1925,1.0998178368026856e-08,6.598906754362588e-09,7.368779044725215e-07
1926,2.229227646921572e-08,7.802296586589819e-09,7.211551356078871e-07
1927,6.689535148041159e-09,7.804457524684949e-09,8.150083594671287e-07
1928,9.14083297942625e-09,1.1426041224282812e-09,7.941098889574505e-07
1929,1.6710609784809094e-08,4.4561625500705304e-09,7.408370414907495e-07
1930,5.2518016602221e-09,4.201441416995522e-09,8.182307382753606e-07
1931,6.843213995466613e-09,1.1405356659111021e-09,7.230996246221366e-07
1932,3.616647248350091e-08,1.2055490161699822e-08,6.509964993739459e-07
1933,8.02946331646126e-09,1.261772819560747e-08,7.455930610689165e-07
1934,9.585264137967897e-09,2.3963160344919743e-09,6.529961122936356e-07
1935,2.2739740757060645e-08,2.393656828303392e-09,8.114496896638457e-07
1936,2.3036957230715416e-08,0.0,6.911087346850309e-07
1937,2.392312481447334e-08,8.813782592653752e-09,6.774021734656799e-07
1938,5.186085783037697e-09,3.889564337278273e-09,7.182728758436951e-07
1939,1.5294050470515685e-08,0.0,6.958792990729989e-07
1940,1.0143131667916805e-08,1.7750480196809804e-08,8.342725763554881e-07
1941,5.9030051957620344e-09,0.0,7.526331491369831e-07
1942,1.2136847082899749e-08,1.8205270180260413e-08,1.110521516523022e-06
1943,6.967764676346633e-08,2.9032352077962287e-09,9.69680543860818e-07
1944,2.5705489292704442e-08,6.4263723231761105e-09,7.872306344580693e-07
1945,2.6142048525912287e-08,2.178504043826024e-09,5.79482096085826e-07
1946,9.744772988540262e-09,6.960552134671616e-09,8.519715848365195e-07
1947,5.960435700558264e-09,7.152522796260996e-09,7.712803320458761e-07
1948,1.0871888278529696e-08,0.0,5.827331674979064e-07
1949,9.817008539414473e-09,2.945102384188658e-09,9.453779057366773e-07
1950,2.3397795700930146e-08,1.0635361480382244e-09,8.487018696712312e-07
1951,3.5182626589858046e-08,8.529121298117559e-09,7.388351228598822e-07
1952,2.8470971358274255e-08,2.1089607837865287e-09,8.087864706851633e-07
1953,1.8315507332999914e-08,5.386913692895234e-09,7.358524234390984e-07
1954,1.07497895029951e-08,1.9545072227344917e-09,7.710531058080505e-07
1955,2.0648336374051723e-08,9.385607846468247e-10,6.560539826949707e-07
1956,1.0465369904011368e-08,0.0,7.796700671747203e-07
1957,2.738861759610245e-08,8.835037701437898e-10,6.785309185630695e-07
1958,1.5717262158432277e-08,1.6544486891589827e-09,7.205124266107532e-07
1959,9.300897829689347e-09,3.8753737996444215e-09,7.9600182800732e-07
1960,2.353083417006019e-08,4.8445834566201995e-09,6.803179060099751e-07
1961,5.350082687982649e-08,1.3896318540318475e-09,7.378944975044988e-07
1962,6.976152100435229e-09,2.536782617301725e-09,6.836629022899388e-07
1963,1.2932106940866106e-08,6.466053248388448e-10,9.809002694538549e-07
1964,1.9468698653213323e-08,3.041984220075733e-09,8.82175382521666e-07
1965,9.849678406226303e-09,2.188817405102128e-09,6.894774386978497e-07
1966,2.6033651678858405e-08,2.8803187945847242e-08,6.851835401278095e-07
1967,1.5284040699725665e-08,4.930335639752315e-09,6.867957722533902e-07
1968,2.1558795637588446e-08,4.042274182047834e-09,6.543992934204823e-07
1969,1.6804504454626112e-08,3.179230406713529e-09,7.230478367148407e-07
1970,1.7015283404475667e-08,1.5175792539290356e-08,6.208278926500554e-07
1971,7.193756701440179e-09,8.22143619849669e-09,6.464103829983969e-07
1972,2.1546616935097518e-08,7.695220183290274e-09,6.746143155211826e-07
1973,1.1577728109557484e-08,5.513203782392395e-09,6.213380645547772e-07
1974,9.00091468025721e-09,1.0688586127294286e-08,7.217608235521311e-07
1975,1.0851811893530794e-08,1.7134440533084216e-09,6.231224887187636e-07
1976,9.712995741040231e-09,2.285410749536254e-09,6.924794564433512e-07
1977,1.4104276857551667e-08,5.289103655048422e-09,7.169673645890384e-07
1978,1.128712323605896e-08,3.5643548113029055e-09,8.56039207075554e-07
1979,9.363157360553487e-09,2.9259866751729646e-09,7.31496652583985e-07
1980,1.0233271119375331e-08,6.253665918443119e-09,8.857464832701112e-07
1981,1.5813874654213578e-08,5.060439622894819e-09,8.197911935958757e-07
1982,1.1173503899897241e-08,5.586752060970923e-09,7.852490186976979e-07
1983,1.1999100379966876e-08,6.315316047889041e-10,7.376289175020645e-07
1984,6.958810416790584e-09,4.0593059469351545e-09,7.817063227832932e-07
1985,1.3234227935754461e-08,3.609334831011779e-09,6.562973555723772e-07
1986,1.1389522214244607e-08,2.9972427317837003e-09,7.217360344924373e-07
1987,1.3443797186596385e-08,2.4443267410134695e-09,7.241318042972011e-07
1988,1.679035044332977e-08,4.797243047249822e-09,7.933440562268856e-07
1989,6.036934507847036e-09,6.585746614717891e-09,7.826062331517392e-07
1990,2.397406362319998e-08,1.5256222840598355e-08,6.821710778481815e-07
1991,2.989347080983862e-08,5.861465202094962e-10,7.344415839938279e-07
1992,8.815910668147353e-09,1.6529832502776287e-09,1.4144026616591532e-06
1993,1.3294098266669607e-08,2.2156829704300662e-09,7.378224275988998e-07
1994,8.967375286772494e-09,6.329911872438032e-09,6.630582864985968e-07
1995,1.4098372247417501e-08,1.0844901643380922e-09,7.716147543135321e-07
1996,1.7081895009596337e-08,1.49466583554414e-08,7.286495558034289e-07
1997,8.151320507465698e-09,3.3564261370244708e-09,6.741621527694974e-07
1998,1.3350762273489636e-08,4.291316191284977e-09,7.49073111983023e-07
1999,8.226361813967742e-09,3.199140841125825e-09,9.876204973835456e-07
2000,1.4579503826439577e-08,1.3254094488601709e-09,6.697735850380582e-07
2001,1.4896119893137438e-08,4.819333099259637e-09,7.535684005688381e-07
2002,6.571832411594869e-09,0.0,7.040622751475212e-07
2003,8.750538071922165e-09,2.9168460979889232e-09,7.300449222924499e-07
2004,2.1583476339515073e-08,1.2333415178034102e-08,6.325280366148434e-07
2005,8.557123898356167e-09,3.6029997874109654e-09,6.980812079504517e-07
2006,1.2765458912156191e-08,4.529678965248252e-09,7.819872953618301e-07
2007,1.078509459517818e-08,3.994479552682506e-09,6.443095621477823e-07
2008,6.811903485726134e-09,1.7029758436759579e-09,8.003986415872077e-07
2009,4.76819250749827e-09,1.430457752249481e-09,7.347784709565985e-07
2010,8.97520635589899e-09,7.085689368580006e-09,6.263749776636018e-07
2011,6.500752380844688e-09,7.64794394481072e-10,5.865972885210624e-07
2012,1.05531832161887e-08,3.0638275250183256e-09,5.140421333038603e-07
2013,6.414987652192394e-09,2.2313000891394097e-09,5.932468942759783e-07
2014,1.0822894864759292e-06,1.5158116567492996e-09,4.772641251094001e-07
2015,4.654808538617772e-09,0.0,4.7013564952180786e-07
2016,6.421154274960372e-09,6.21402013178951e-10,4.74958281593274e-07
2017,6.037467414898856e-09,2.7671724078803805e-09,4.855129960290583e-07
2018,6.711813327342497e-09,1.0325866828253538e-09,4.6879435533497826e-07
2019,4.591778068885333e-09,0.0,4.63514475246285e-07
