year,en_ADP huiles_NOUN,en_ADP tuile_NOUN
1965,5.307882133820385e-08,3.283226135408768e-08
1966,5.095948907296588e-08,2.9357096309468034e-08
1967,5.1768522302264586e-08,3.451235031093347e-08
1968,3.997359995788763e-08,1.7067380397861598e-08
1969,5.495526878007695e-08,2.634219598007803e-08
1970,5.5184699476740207e-08,2.8052221878738237e-08
1971,6.88545256366524e-08,4.162102129612322e-08
1972,6.617889170001945e-08,4.9762423515176124e-08
1973,4.465695013777804e-08,4.190034985640523e-08
1974,9.450960658519136e-08,3.31908722728258e-08
1975,7.881842378765214e-08,3.712462159910501e-08
1976,7.998937689990271e-08,3.199575004941835e-08
1977,6.699531240883516e-08,4.525121966025836e-08
1978,5.999996943728547e-08,4.871284886576177e-08
1979,5.7934536834558514e-08,4.213420723431227e-08
1980,6.99273527970945e-08,4.548120458025551e-08
1981,7.084615560870589e-08,3.795329561739891e-08
1982,4.221101690404794e-08,4.531476704983106e-08
1983,3.347117549790113e-08,5.1785590926556324e-08
1984,6.610869984768897e-08,5.4510678637598176e-08
1985,7.459292172828924e-08,3.128090142467954e-08
1986,6.234264848803406e-08,6.354154891141661e-08
1987,6.171924837872211e-08,2.627651163322753e-08
1988,4.557380961500712e-08,3.47800117594943e-08
1989,4.500260042394899e-08,3.4026356843241956e-08
1990,3.7595690116631886e-08,4.849299273246288e-08
1991,3.985796226402272e-08,6.154538567670897e-08
1992,5.344645970239981e-08,7.107828281505135e-08
1993,4.5421501226883265e-08,4.708326173386013e-08
1994,5.011180448377672e-08,4.6946848186735224e-08
1995,3.7414911779887206e-08,3.904164458390369e-08
1996,4.5907594170557786e-08,5.17794944698835e-08
1997,4.6510475470995516e-08,4.794894437054609e-08
1998,3.099284029417504e-08,3.6237782552461795e-08
1999,3.0163327835452947e-08,4.8901153348879234e-08
2000,4.63893314872621e-08,3.5520972119229555e-07
2001,3.066848108801423e-08,4.162151157061089e-08
2002,4.6002824660718034e-08,6.878517666564221e-08
2003,3.666892212095263e-08,3.5835537204320644e-08
2004,3.744072429867629e-08,4.360743233178255e-08
2005,3.0175122844866564e-08,4.593824698417848e-08
2006,3.294312023172097e-08,4.6943945619659644e-08
2007,3.83470037945699e-08,4.393927355295091e-08
2008,4.5554603644859526e-08,4.257439556454301e-08
2009,4.8635563132393145e-08,3.9575997590191037e-08
2010,4.959982646823846e-08,3.873510223684207e-08
2011,5.4300401480800176e-08,5.238841538357519e-08
2012,5.038294048631542e-08,4.0510606424959406e-08
2013,4.3789263770577236e-08,3.653753921639691e-08
2014,3.594638897652658e-08,3.6379478984827074e-08
2015,4.1671619044336694e-08,4.144995813248897e-08
2016,3.956259364557013e-08,4.2255337007190974e-08
2017,4.301695233355218e-08,3.471543763566842e-08
2018,3.536609227694498e-08,3.7947561537521324e-08
2019,4.566268047012656e-08,4.61728788536675e-08
