year,en_ADP huiles_NOUN,en_ADP tuile_NOUN
1800,1.8550569791386806e-07,1.8864987794131594e-08
1801,8.096020565062645e-08,4.0480102825313224e-08
1802,6.042168365638645e-08,2.9091921760482364e-08
1803,5.851017590430274e-07,6.241085515057421e-08
1804,1.878606781247072e-07,1.0628959046243835e-07
1805,3.3830244206001225e-07,8.24434565060983e-08
1806,3.1698359492793315e-08,5.187004603612877e-08
1807,2.9608333784736374e-07,8.540865792383556e-09
1808,1.3369836437959748e-07,6.345007363961486e-08
1809,2.259030529305761e-07,6.09938268780752e-08
1810,4.914266327205041e-08,5.3822915901946544e-08
1811,2.5070768572277302e-08,3.008491944456182e-08
1812,5.3344164641089264e-09,5.067695596494559e-08
1813,1.7254450312975678e-08,7.476928232108548e-08
1814,8.810695817373926e-08,1.0698702368472368e-07
1815,7.552225866902518e-08,7.012781111370714e-08
1816,2.3176038865813098e-08,3.9399267848239106e-08
1817,5.60474440192138e-08,3.42512151974006e-08
1818,6.199012148044858e-08,1.9073883805731384e-08
1819,7.03871378959775e-08,2.898294049202832e-08
1820,7.475883023744245e-08,5.22125169766241e-08
1821,6.7058117281249e-08,4.437669787193954e-08
1822,2.4061478143266868e-08,1.2030739071633434e-08
1823,8.103803139647425e-08,5.138997138942614e-08
1824,9.347434826167955e-08,7.494790565942822e-08
1825,4.57883047033647e-08,3.169959583715354e-08
1826,2.6423952803611428e-08,1.6735169694470642e-08
1827,8.756409641819118e-08,5.991227425283796e-08
1828,7.704733206992387e-08,5.503380862137419e-08
1829,7.801590129474789e-08,2.5719527840806222e-08
1830,7.931995327226105e-08,3.757260813586072e-08
1831,8.107426907599802e-08,2.182768810143898e-08
1832,1.0688675899928057e-07,4.19429042608499e-08
1833,6.139323005527331e-08,4.9809603552830595e-08
1834,4.760610750054184e-08,4.947301235347368e-08
1835,4.764745398233572e-08,9.000074641107858e-08
1836,6.183090306421946e-08,5.2421849972006385e-08
1837,4.1051556820548285e-08,3.6181031504156635e-08
1838,5.1759727615063866e-08,6.754013526233393e-08
1839,1.0137639350205063e-07,5.5931799636255164e-08
1840,6.942960339983983e-08,4.58617570586739e-08
1841,6.869986890478685e-08,3.659712533021775e-08
1842,9.726984240288061e-08,3.8237111255057243e-08
1843,1.0573371156397116e-07,6.73387887673016e-08
1844,8.507269844137966e-08,6.805815644383983e-08
1845,4.1293688468613254e-08,3.627148004170522e-08
1846,7.025401771443285e-08,6.264316709803097e-08
1847,3.3977309854549276e-08,7.928039025273392e-08
1848,4.5053243136194965e-08,4.666228647920434e-08
1849,2.6814127807028854e-08,7.457679629396807e-08
1850,7.060555873295016e-08,9.640374543096186e-08
1851,5.804495017969202e-08,6.320450296470881e-08
1852,5.7943854159248076e-08,6.250123618656289e-08
1853,6.330247592778449e-08,7.345476404907458e-08
1854,4.72805474771576e-08,6.130883889454708e-08
1855,7.429711956774554e-08,6.262185792138553e-08
1856,5.694908011832922e-08,4.504154560436291e-08
1857,7.46870886247919e-08,4.051652524594829e-08
1858,5.529853908115001e-08,9.54266852204455e-08
1859,3.971895168319861e-08,6.365216620451974e-08
1860,4.8060429858054476e-08,2.9293977021893625e-08
1861,5.7063161307269183e-08,3.489813238388706e-08
1862,9.487771285288105e-08,9.126332400910542e-08
1863,6.343168479361339e-08,6.89257646513397e-08
1864,8.96614110734717e-08,1.0740190248270665e-07
1865,6.871992752621736e-08,8.33111428732991e-08
1866,4.184427027098536e-08,2.8220554781910323e-08
1867,1.014237582808164e-07,6.017486242626546e-08
1868,9.533957268104132e-08,3.112120694481746e-08
1869,5.567211702750541e-08,3.7603097524652185e-08
1870,7.0528798801206e-08,3.1537268796455464e-08
1871,8.92178886324757e-08,5.947859449406678e-08
1872,4.9588182116089286e-08,2.8422494580127022e-08
1873,1.3229070372489105e-07,5.3874039451784483e-08
1874,8.304706788919702e-08,3.764003864148435e-08
1875,6.179249589788327e-08,5.8359578503086595e-08
1876,1.0459605848112119e-07,4.5949711591219966e-08
1877,5.99927165723102e-08,6.246663986075873e-08
1878,5.737134367578278e-08,6.582606459915041e-08
1879,3.84887507420828e-08,3.0546626561545054e-08
1880,7.508879917850209e-08,4.685027832351807e-08
1881,6.135806984719494e-08,1.9523021421719022e-08
1882,3.394246306243076e-08,3.5939081044489285e-08
1883,6.761692772361272e-08,3.917990198942789e-08
1884,7.261866841190567e-08,6.205595326491675e-08
1885,8.830520670244368e-08,2.7716232864349877e-08
1886,5.808117314876071e-08,6.582533274013258e-08
1887,5.3537181798901656e-08,8.814048158001242e-08
1888,7.101488264105171e-08,3.9311810695608074e-08
1889,6.766347837583453e-08,6.515742256851809e-08
1890,4.9813337454907014e-08,4.784702056781498e-08
1891,1.3895799710894607e-07,5.16311828846483e-08
1892,7.835640225550833e-08,8.525177008777973e-08
1893,7.328515749804865e-08,5.049901474762919e-08
1894,8.002954965391496e-08,6.364554394622246e-08
1895,1.2217787315194073e-07,5.356566745717828e-08
1896,1.6157859050736079e-07,5.248355705589347e-08
1897,1.1303824543063001e-07,5.535378022614168e-08
1898,9.958704527690543e-08,5.149102833001962e-08
1899,1.017074460207823e-07,5.9145087050183065e-08
1900,1.2718079478446498e-07,8.720969191244876e-08
1901,9.389081601085536e-08,5.86817598957623e-08
1902,1.3061354664500868e-07,5.4013121086882165e-08
1903,1.0854442722418867e-07,4.590187074882124e-08
1904,5.8045952933127865e-08,8.760638792182363e-08
1905,7.225062592652876e-08,3.8705692873008957e-08
1906,9.413857560147676e-08,4.8869754465385995e-08
1907,1.1005684896758794e-07,5.0399865614281225e-08
1908,9.577208914812729e-08,4.371136341774218e-08
1909,7.536347695902279e-08,4.7308457595818254e-08
1910,1.0260769300884931e-07,7.909343224810073e-08
1911,1.1066378113877562e-07,4.4691141454222816e-08
1912,4.167537132060417e-08,3.334029585744247e-08
1913,1.1083248768750664e-07,4.560571298384275e-08
1914,1.2054138665007486e-07,5.6252648761301316e-08
1915,8.364341030908662e-08,7.893110165468897e-08
1916,1.0657838345196069e-07,2.6369908923129515e-08
1917,2.544210446764339e-07,3.180263163926611e-08
1918,2.45808450927143e-07,5.6283244731503146e-08
1919,2.9649272825782447e-07,5.524708868165362e-08
1920,2.1656582660511958e-07,5.4520068459851245e-08
1921,2.2112422559672495e-07,4.0892835784234194e-08
1922,2.4420966227012286e-07,4.205423209668879e-08
1923,2.7601463825632777e-07,4.564857647437748e-08
1924,2.462300228156522e-07,5.414482373566898e-08
1925,1.550743036204949e-07,6.928851803422731e-08
1926,1.7610898306319456e-07,6.35329868714507e-08
1927,1.5274437714651867e-07,4.6826745148109694e-08
1928,1.8624447761794727e-07,3.7705934374798744e-08
1929,1.1251810150270103e-07,3.119313873867213e-08
1930,1.5755404858541766e-07,4.516549623190258e-08
1931,1.2089678680382576e-07,3.9918749195066994e-08
1932,1.4028206374305796e-07,2.9590749406338546e-08
1933,1.766482000675751e-07,5.735331143341682e-08
1934,1.0423974572404404e-07,3.9539216345474415e-08
1935,2.14232287021332e-07,2.6330225111337313e-08
1936,1.2973444674102552e-07,3.8799086610197264e-08
1937,1.3598408088455471e-07,5.0364473480613015e-08
1938,1.45210401369944e-07,4.797129449229942e-08
1939,1.6211693321110943e-07,5.6587985852729616e-08
1940,2.3582781238928874e-07,4.3108308034334186e-08
1941,2.1841119535181974e-07,4.427253941230447e-08
1942,1.608132293995368e-07,1.517105907566929e-08
1943,1.4806499848418753e-07,6.096794180621146e-08
1944,1.2531425852557732e-07,4.4984606262232774e-08
1945,1.1763921747842687e-07,6.753362669087437e-08
1946,1.252899437531596e-07,2.9234318077442367e-08
1947,1.0490366264548356e-07,3.2186353138285995e-08
1948,1.1632919694193333e-07,2.2830963786191205e-08
1949,1.3841982138274034e-07,4.0249734212238764e-08
1950,1.0741715361639592e-07,3.509669355139522e-08
1951,1.0341559431026326e-07,2.6653504292539765e-08
1952,1.3919141284013392e-07,2.741649041126948e-08
1953,1.2389901371534506e-07,3.232148060305917e-08
1954,5.472620046020893e-08,4.29991580119804e-08
1955,6.382213291189487e-08,1.220129064449793e-08
1956,5.930376190121933e-08,3.750090726839517e-08
1957,9.54184073975739e-08,4.770920369878695e-08
1958,1.0009414436185082e-07,3.557064687242928e-08
1959,6.743150748889093e-08,3.4878365084978213e-08
1960,6.990041856447249e-08,3.252791813679323e-08
1961,6.878677538679767e-08,4.099414141478519e-08
1962,5.580921680348183e-08,3.170978146727066e-08
1963,5.496145405459174e-08,4.332255798544793e-08
1964,7.239922611423921e-08,2.981144575642247e-08
