year,en_ADP erreurs_NOUN,en_ADP terreur_NOUN
1972,2.924183739594355e-08,1.6929484925043425e-08
1973,5.072147502005464e-08,2.9219979991168543e-08
1974,2.306484425673716e-08,2.5315073148846068e-08
1975,3.1413140533231854e-08,2.227477224892027e-08
1976,2.9138986334942274e-08,2.171140200957211e-08
1977,3.761140376923322e-08,2.8796230733263428e-08
1978,4.633661276898238e-08,3.3861370818399905e-08
1979,2.925986741786346e-08,2.3407893623428322e-08
1980,2.8994268319593175e-08,2.274060340035078e-08
1981,2.340453342242199e-08,3.1627746643891896e-08
1982,2.9796010991844923e-08,2.9796011880023343e-08
1983,2.9681984869966982e-08,4.0418021818311445e-08
1984,3.36342509399401e-08,3.5373952933515085e-08
1985,2.8273122509858695e-08,3.128090186876875e-08
1986,3.476801424540099e-08,3.296967077126567e-08
1987,3.727598141267663e-08,3.177624707806359e-08
1988,2.5185526553173077e-08,2.818380329117076e-08
1989,2.8538234886354985e-08,2.250130171077558e-08
1990,2.8332985735346483e-08,3.432650164114648e-08
1991,2.3445860364290638e-08,3.575493634500049e-08
1992,1.5427843891302473e-08,3.305966478350797e-08
1993,1.938722604677423e-08,3.434308526450991e-08
1994,2.7429617688312646e-08,1.9517228500021133e-08
1995,2.8196744494835002e-08,3.7957156084900134e-08
1996,2.028474987980644e-08,3.4697597683930326e-08
1997,1.8220598363427598e-08,2.3494982404059783e-08
1998,1.8118891276230897e-08,2.8608774793603686e-08
1999,2.3308025731694215e-08,3.290544747791557e-08
2000,2.5182780305499364e-08,2.3415567262929926e-08
2001,2.4096664219541708e-08,3.1982845705158525e-08
2002,2.7601695151702188e-08,3.1544795220384e-08
2003,2.083461403401543e-08,4.4169383706105236e-08
2004,2.95121012072741e-08,3.6119286783709015e-08
2005,2.477062288619436e-08,3.422849648160309e-08
2006,3.911995349881181e-08,4.2414265877255275e-08
2007,1.7176262190332636e-08,4.1942035289288526e-08
2008,2.426740586258802e-08,3.9594189260583335e-08
2009,1.5735034608610476e-08,4.4344192318135356e-08
2010,2.5980861906305108e-08,3.8262724988413765e-08
2011,2.6767803973370974e-08,5.8124372814827296e-08
2012,1.9404239992582006e-08,4.83403901352375e-08
2013,2.370756213565528e-08,5.801380176251314e-08
2014,1.8406284496563785e-08,5.69512070835998e-08
2015,2.3717356967267733e-08,7.115207267816004e-08
2016,2.4856079861024227e-08,7.146123115475689e-08
2017,1.685459594114036e-08,6.716682254825912e-08
2018,1.9360999914397325e-08,6.866701207641768e-08
2019,2.1683396411731337e-08,6.938686869517596e-08
