year,en_ADP erreurs_NOUN,en_ADP terreur_NOUN
1800,1.8550569791386806e-07,3.458580977167003e-08
1801,2.09544069207368e-07,0.0
1802,1.2755688771903806e-07,2.4616241489638924e-08
1803,2.3209037181004533e-07,2.9255089017965474e-08
1804,1.8044511307380162e-07,2.4718509905596875e-08
1805,2.3595885068061762e-07,1.7057265822018053e-08
1806,1.3832011802605848e-07,2.881669125542885e-09
1807,1.3380689267705748e-07,1.1387820464392462e-08
1808,4.985362878073829e-08,2.039466551195801e-08
1809,8.584316191218022e-08,4.292158095609011e-08
1810,1.5210824244604737e-07,3.2761775514700275e-08
1811,1.8050953087822563e-07,2.5070767684098882e-09
1812,1.440292436427626e-07,0.0
1813,7.189353823378042e-08,1.1502966579257645e-08
1814,9.44003133440674e-08,5.034683336901935e-08
1815,2.454473531088297e-07,4.315557688983063e-08
1816,1.5759707139295642e-07,2.7811246638975717e-08
1817,1.71256075987003e-07,6.227493543065066e-08
1818,2.4080779326141055e-07,1.7881765401739358e-08
1819,1.4698491668241331e-07,1.1386155129855524e-08
1820,2.1596996191419748e-07,2.610625848831205e-08
1821,1.8145138369618508e-07,4.6348993976153e-08
1822,2.245737960038241e-07,4.110502516141423e-08
1823,1.5515819029587874e-07,6.522573414713406e-08
1824,2.3831748308111855e-07,8.505323467744574e-08
1825,1.3912600138610287e-07,1.2327619813845558e-08
1826,9.248383747717526e-08,2.6423952803611428e-08
1827,8.479891278057039e-08,3.7790819362726324e-08
1828,1.5317742452225502e-07,2.5682442839070063e-08
1829,1.2002446680980938e-07,1.1145129263923081e-08
1830,1.1271782796029584e-07,4.279102583382155e-08
1831,7.951515357262906e-08,2.9623292041591753e-08
1832,1.312406965325863e-07,5.276687886635045e-08
1833,1.2278646011054661e-07,6.718504863556518e-08
1834,1.110809151327885e-07,2.9870498963191494e-08
1835,8.621920244422654e-08,2.193295500774184e-08
1836,1.1290860157942006e-07,4.368487438455304e-08
1837,1.2176309382994077e-07,7.792837664055696e-08
1838,6.56464820281144e-08,3.7241754569095065e-08
1839,9.718150550952487e-08,3.076248944466897e-08
1840,9.108654808187566e-08,5.923810419972142e-08
1841,9.823439484080154e-08,2.8892468861840825e-08
1842,8.45241387992246e-08,3.152884531232303e-08
1843,1.2936135362906498e-07,3.2488010504039266e-08
1844,8.397498874046505e-08,2.195424464446205e-08
1845,9.653794563746487e-08,2.511102614732863e-08
1846,1.0479557488451974e-07,3.688335681317767e-08
1847,7.604445073638999e-08,2.0494249852731627e-08
1848,1.2791902292974555e-07,3.459445352405055e-08
1849,5.1952373070207614e-08,2.5976186535103807e-08
1850,1.0115603998883671e-07,2.7155985016236173e-08
1851,6.320450296470881e-08,2.4507867735223954e-08
1852,8.789236005668499e-08,2.539112742283578e-08
1853,6.867721680237082e-08,2.8068079416243563e-08
1854,8.001322981954218e-08,3.117398605922972e-08
1855,7.005156987816008e-08,5.890700194299825e-08
1856,9.422484481547144e-08,3.054541508618058e-08
1857,8.933161410595858e-08,3.612316845647001e-08
1858,9.200110895335456e-08,3.229826006645453e-08
1859,9.82789458703337e-08,5.092173438470127e-08
1860,9.795173383508882e-08,4.0279219154504275e-08
1861,9.054650718098856e-08,3.395494019287071e-08
1862,7.364317866631609e-08,2.4848924695675123e-08
1863,7.491931341974123e-08,3.0467187883687075e-08
1864,7.959248193856183e-08,2.7809422320501653e-08
1865,5.7894187222018445e-08,3.4830648198980185e-08
1866,4.476363812955242e-08,3.795178094012641e-08
1867,7.036576477048584e-08,3.8337212515671126e-08
1868,5.0386717020955984e-08,2.6181332657415624e-08
1869,5.567211758261692e-08,3.955650385023546e-08
1870,6.078091985273204e-08,4.759260363584872e-08
1871,4.354682658913589e-08,3.9298356568906456e-08
1872,6.107812566824578e-08,4.1726641586414814e-08
1873,6.824045328812645e-08,4.7289436366781956e-08
1874,3.584765551067903e-08,3.465273329394947e-08
1875,5.721527074342703e-08,2.574687130163511e-08
1876,5.018192439365521e-08,5.139112602137175e-08
1877,8.34950171224591e-08,2.783167118991514e-08
1878,5.435179772916854e-08,1.2078177513696886e-08
1879,9.89710713383829e-08,3.6045020190833554e-08
1880,4.2357786611546544e-08,3.208923016195797e-08
1881,5.9266312746331096e-08,2.789003034076032e-08
1882,5.590523599607877e-08,1.5307386025398273e-08
1883,3.6020232130340446e-08,3.6652166635064987e-08
1884,3.762967182296961e-08,2.5086448474098688e-08
1885,6.123353557541122e-08,2.2559724754955823e-08
1886,5.420909587883216e-08,2.3232469670286804e-08
1887,5.288428894800745e-08,3.917354896021408e-08
1888,5.389522428345117e-08,2.599652049184442e-08
1889,3.821733329800736e-08,2.631357504112586e-08
1890,3.342736931699619e-08,1.6385966583598588e-08
1891,5.099376210182527e-08,2.2947192590550003e-08
1892,3.2596265242545996e-08,1.3163876211308434e-08
1893,5.173069794750518e-08,1.539604177480669e-08
1894,3.969969597505951e-08,3.087754185671088e-08
1895,4.8750777636996645e-08,4.213030280197927e-08
1896,4.540712339462516e-08,1.8280790214930676e-08
1897,3.903898004864459e-08,3.3212266714599536e-08
1898,4.413516663248629e-08,2.546259736391221e-08
1899,3.703477347016815e-08,2.5426860617017155e-08
1900,3.8932899570909285e-08,4.360484595622438e-08
1901,4.359216276839106e-08,2.9620317087974968e-08
1902,3.289890315727462e-08,1.9641134940684424e-08
1903,2.4841012802312434e-08,1.9980815224585058e-08
1904,4.460938995975994e-08,2.6335662539622717e-08
1905,5.1091515018697464e-08,4.696290806238679e-08
1906,5.19562632916859e-08,2.623534101076075e-08
1907,4.217131532868734e-08,2.9828491121541845e-08
1908,2.553922229253658e-08,2.553922229253658e-08
1909,4.8958753495753626e-08,1.8703344373260933e-08
1910,5.237267686197811e-08,2.084218830855633e-08
1911,4.0434844805758985e-08,2.7133907565257687e-08
1912,5.0010442009806866e-08,1.4586379215586476e-08
1913,5.3560196278112926e-08,1.7499866444836698e-08
1914,4.085013571852869e-08,1.6072185360371805e-08
1915,3.534228554258334e-08,2.709575319670421e-08
1916,5.7134801778602196e-08,3.4061130804730055e-08
1917,2.52227767560953e-08,2.631941953268324e-08
1918,2.5270027848023346e-08,1.2635013924011673e-08
1919,4.235610262526279e-08,2.1178051312631396e-08
1920,5.4520068459851245e-08,1.817335615328375e-08
1921,4.770830841493989e-08,6.815472630705699e-09
1922,4.721878710256533e-08,2.2133805899215986e-08
1923,4.564857647437748e-08,1.9108707061121777e-08
1924,6.187979550986711e-08,1.1602462102189293e-08
1925,6.048998102414771e-08,2.9695080838720855e-08
1926,6.464760105018286e-08,2.2292277579438746e-08
1927,6.020581366783517e-08,2.7873062080630007e-08
1928,6.284322751071159e-08,1.4853853147478446e-08
1929,2.4508894469477127e-08,3.007909721297608e-08
1930,4.7266215830177316e-08,1.05036033204442e-08
1931,5.018356930008849e-08,1.2545892325022123e-08
1932,4.4934100884574946e-08,2.9590749850427756e-08
1933,4.817677989876756e-08,3.555905436769535e-08
1934,3.714289675826876e-08,1.9170528275935794e-08
1935,3.8298509252854274e-08,2.2739739868882225e-08
1936,4.849885826274658e-08,1.6974599503782883e-08
1937,5.414180748175568e-08,1.7627565185307503e-08
1938,3.759912203804561e-08,1.5558256905023882e-08
1939,4.435274547631707e-08,6.117620188206274e-09
1940,4.057252667166722e-08,7.607348528892999e-09
1941,2.9515025090631752e-08,1.1806010391524069e-08
1942,3.944475324146879e-08,1.2136847082899749e-08
1943,3.4838823381733164e-08,1.7419411690866582e-08
1944,3.213186161588055e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,2.6142049414090707e-08
1946,4.872386583087973e-08,1.5313215584455975e-08
1947,5.006765846360395e-08,3.457052599742383e-08
1948,4.892349636520521e-08,3.152847583010043e-08
1949,5.3011845579931105e-08,2.3560819517598475e-08
1950,4.1477910883713776e-08,1.0635361036293034e-08
1951,4.584402901741669e-08,1.4925962799061665e-08
1952,4.2179216563908994e-08,1.687168627029223e-08
1953,3.98631598841348e-08,1.5083358784195866e-08
1954,2.9317607896928166e-08,2.8340354063516315e-08
1955,3.003394510869839e-08,2.627970197011109e-08
1956,3.750090726839517e-08,2.703553825256222e-08
1957,4.59421976017893e-08,1.9437083054185678e-08
1958,3.8052320405768114e-08,9.099467845885556e-09
1959,3.720359131875739e-08,2.4027317579999874e-08
1960,3.5296249478733444e-08,1.3149583422134015e-08
1961,5.558527504945232e-08,2.6403004893538196e-08
1962,4.5662087444497956e-08,1.3952304034337004e-08
1963,3.0390449268224984e-08,3.16836610281257e-08
1964,4.1979379972190145e-08,3.3461825088565433e-08
1965,4.2134733035936733e-08,2.7907420818706896e-08
1966,6.203763547318886e-08,2.1048484732943962e-08
1967,5.768492528090974e-08,2.415864386318134e-08
1968,4.177016776907294e-08,2.9643343779639508e-08
1969,4.178417256639477e-08,2.270878973753554e-08
1970,3.54101814536989e-08,1.6095538069027526e-08
1971,4.1107178105903586e-08,2.9288864999976738e-08
