year,en_ADP aire_NOUN,en_ADP terres_NOUN
1904,3.117282521003517e-08,6.825774274688001e-07
1905,2.5803795267176355e-08,7.292152375271144e-07
1906,2.05767382577271e-08,9.141215713270867e-07
1907,2.8799923057487575e-08,7.493122851087719e-07
1908,2.897719486583128e-08,8.221665437346815e-07
1909,1.925344239595006e-08,8.262477049214567e-07
1910,1.9238942772226153e-08,7.572661679944304e-07
1911,1.9685384544665396e-08,9.241489937750202e-07
1912,2.5005221671037248e-08,7.001462316580387e-07
1913,2.1742257383383645e-08,7.466609694972703e-07
1914,1.808120764223986e-08,6.643169738751453e-07
1915,2.3561524287174507e-08,8.18762934784445e-07
1916,2.4172415624690302e-08,9.152556117442145e-07
1917,5.3735480065597585e-08,6.65661961107844e-07
1918,1.033773866510046e-08,7.856681278894939e-07
1919,1.6574127070789757e-08,6.850639073796572e-07
1920,1.8930578438158818e-08,6.663563869580003e-07
1921,2.4990065738972334e-08,6.633726696847475e-07
1922,2.360939327372691e-08,7.267266504129566e-07
1923,1.4862327812892318e-08,5.902467350438201e-07
1924,5.156649773851996e-09,6.342679252924199e-07
1925,8.798542339150117e-09,7.368779044725215e-07
1926,6.687683296036084e-09,7.211551356078871e-07
1927,1.0034302388994831e-08,8.150083594671287e-07
1928,1.4853853258500749e-08,7.941098889574505e-07
1929,2.116677166874581e-08,7.408370414907495e-07
1930,1.1553964007759987e-08,8.182307382753606e-07
1931,2.5091784650044247e-08,7.230996246221366e-07
1932,4.055028668403793e-08,6.509964993739459e-07
1933,4.1294382802092855e-08,7.455930610689165e-07
1934,2.875579241390369e-08,6.529961122936356e-07
1935,2.0346082152400413e-08,8.114496896638457e-07
1936,1.9399542861009422e-08,6.911087346850309e-07
1937,2.1404900962807005e-08,6.774021734656799e-07
1938,2.333738657878115e-08,7.182728758436951e-07
1939,1.2235240376412548e-08,6.958792990729989e-07
1940,1.5214697057785997e-08,8.342725763554881e-07
1941,1.1806010391524069e-08,7.526331491369831e-07
1942,1.517105907566929e-08,1.110521516523022e-06
1943,2.9032351855917682e-08,9.69680543860818e-07
1944,4.4984606262232774e-08,7.872306344580693e-07
1945,1.3071024707045353e-08,5.79482096085826e-07
1946,3.062643028073353e-08,8.519715848365195e-07
1947,1.6689218895749036e-08,7.712803320458761e-07
1948,2.5005341575123907e-08,5.827331674979064e-07
1949,2.2579119796084512e-08,9.453779057366773e-07
1950,2.4461330738745346e-08,8.487018696712312e-07
1951,2.3455083209000804e-08,7.388351228598822e-07
1952,3.374337254058446e-08,8.087864706851633e-07
1953,3.124409986288157e-08,7.358524234390984e-07
1954,3.029486128625081e-08,7.710531058080505e-07
1955,2.2525458831523792e-08,6.560539826949707e-07
1956,2.703553869665143e-08,7.796700671747203e-07
1957,7.951533903538532e-08,6.785309185630695e-07
1958,2.8125628048769613e-08,7.205124266107532e-07
1959,1.9376869886400527e-08,7.9600182800732e-07
1960,2.629916601160076e-08,6.803179060099751e-07
1961,3.265634873628187e-08,7.378944975044988e-07
1962,5.45408234131628e-08,6.836629022899388e-07
1963,3.039045082253722e-08,9.809002694538549e-07
1964,4.0154192526564714e-08,8.82175382521666e-07
1965,4.0493119801698896e-08,6.894774386978497e-07
1966,5.151339477205141e-08,6.851835401278095e-07
1967,2.5144710702473816e-08,6.867957722533902e-07
1968,3.413475932467769e-08,6.543992934204823e-07
1969,3.451736046988785e-08,7.230478367148407e-07
1970,3.3570694335516293e-08,6.208278926500554e-07
1971,3.956565930440803e-08,6.464103829983969e-07
1972,3.5398013353837854e-08,6.746143155211826e-07
1973,4.300298939163838e-08,6.213380645547772e-07
1974,4.050411750444738e-08,7.217608235521311e-07
1975,4.16938057412608e-08,6.231224887187636e-07
1976,2.228275491900078e-08,6.924794564433512e-07
1977,4.8189612078530786e-08,7.169673645890384e-07
1978,5.287126469966097e-08,8.56039207075554e-07
1979,5.442335160310563e-08,7.31496652583985e-07
1980,3.581644952843632e-08,8.857464832701112e-07
1981,6.135783220395652e-08,8.197911935958757e-07
1982,3.165826112372372e-08,7.852490186976979e-07
1983,3.6628833299801045e-08,7.376289175020645e-07
1984,3.537395104613594e-08,7.817063227832932e-07
1985,4.9327574580537714e-08,6.562973555723772e-07
1986,5.874595604415944e-08,7.217360344924373e-07
1987,4.8275453745638686e-08,7.241318042972011e-07
1988,3.238138990280248e-08,7.933440562268856e-07
1989,7.079677288857056e-08,7.826062331517392e-07
1990,8.554382369130309e-08,6.821710778481815e-07
1991,3.8099522925438833e-08,7.344415839938279e-07
1992,4.573253731265936e-08,1.4144026616591532e-06
1993,5.760775678709251e-08,7.378224275988998e-07
1994,4.378189177867142e-08,6.630582864985968e-07
1995,6.181593642518024e-08,7.716147543135321e-07
1996,5.8719012541175175e-08,7.286495558034289e-07
1997,4.842843426278165e-08,6.741621527694974e-07
1998,5.912480360859007e-08,7.49073111983023e-07
1999,4.295989214364582e-08,9.876204973835456e-07
2000,5.610899900254651e-08,6.697735850380582e-07
2001,6.790878490092744e-08,7.535684005688381e-07
2002,5.651775714099472e-08,7.040622751475212e-07
2003,6.833753474211335e-08,7.300449222924499e-07
2004,6.7393305602792e-08,6.325280366148434e-07
2005,6.71058666412705e-08,6.980812079504517e-07
2006,5.8474035113942335e-08,7.819872953618301e-07
2007,3.794755376596015e-08,6.443095621477823e-07
2008,4.385162938325138e-08,8.003986415872077e-07
2009,6.103286476211167e-08,7.347784709565985e-07
2010,4.91274465552749e-08,6.263749776636018e-07
2011,4.0916501159449226e-08,5.865972885210624e-07
2012,5.106378955788138e-08,5.140421333038603e-07
2013,4.62994750871637e-08,5.932468942759783e-07
2014,3.5729847039367435e-08,4.772641251094001e-07
2015,3.568686279820099e-08,4.7013564952180786e-07
2016,3.749125579433077e-08,4.74958281593274e-07
2017,4.150758609045013e-08,4.855129960290583e-07
2018,3.252648211882203e-08,4.6879435533497826e-07
2019,3.851991381420561e-08,4.63514475246285e-07
