year,son_DET acte_NOUN,son_DET tact_NOUN
1878,2.129382721705042e-06,1.9083520585994052e-07
1879,1.5633763084110797e-06,2.1932477989317078e-07
1880,1.7475795033305985e-06,2.2398283938684926e-07
1881,1.705475305868731e-06,2.3567075224661949e-07
1882,1.6398869533418292e-06,3.061477045207539e-07
1883,1.7043256974602627e-06,2.685719140416154e-07
1884,1.4999056006104183e-06,3.6507384493233985e-07
1885,1.8312050613644715e-06,3.396849868053664e-07
1886,1.6540227605332802e-06,3.484870365610959e-07
1887,1.9749996766904587e-06,3.0490077573830376e-07
1888,1.7525458630984758e-06,2.923023441070427e-07
1889,1.972891567447732e-06,3.101242738168253e-07
1890,2.397594663250402e-06,3.0805616546558667e-07
1891,1.9071666557124445e-06,2.881147436184506e-07
1892,1.8636287748563518e-06,3.0151545260537205e-07
1893,2.047057712672995e-06,3.1839013647783077e-07
1894,1.9421344177317224e-06,3.32721269202807e-07
1895,2.1047093810011575e-06,3.0454189836603973e-07
1896,2.0380132497166414e-06,3.095940224184801e-07
1897,2.0492551584538887e-06,2.6861149216017566e-07
1898,2.2820144920387975e-06,3.0045863574912346e-07
1899,2.280125990239412e-06,2.7693168647147104e-07
1900,2.28042961225583e-06,3.17692448348339e-07
1901,2.229347913385027e-06,2.9061443118649777e-07
1902,2.1158413403554732e-06,2.523885758165534e-07
1903,2.371236803355714e-06,2.8729172729669017e-07
1904,2.093954037718504e-06,2.77330649112173e-07
1905,2.3383398826126722e-06,2.884864240826346e-07
1906,2.3282578140992882e-06,2.9270409385162566e-07
1907,2.5153647982278926e-06,2.874849407419333e-07
1908,2.4488185204063484e-06,3.1089091834246574e-07
1909,2.3478196879977986e-06,2.8880163860378616e-07
1910,2.276073715279381e-06,3.1370163888766456e-07
1911,2.469717784947534e-06,2.8942835506029496e-07
1912,2.354658491299233e-06,3.177746936700032e-07
1913,2.4308905466341457e-06,2.577252953273046e-07
1914,2.553468469557174e-06,3.288101178000602e-07
1915,2.1488110348855116e-06,3.110121147287259e-07
1916,2.0469641981435416e-06,3.131426646874047e-07
1917,2.2108312265345376e-06,2.982867437495429e-07
1918,2.0974123557948587e-06,3.583749368374356e-07
1919,2.283546436387951e-06,2.946511603596491e-07
1920,2.141427103197202e-06,3.286348633224634e-07
1921,2.06508823907825e-06,3.294145045629193e-07
1922,1.9064585075057039e-06,3.3053151593520624e-07
1923,2.269689723277679e-06,2.4416681831951337e-07
1924,2.2225161444566766e-06,2.72013272351046e-07
1925,2.3206156356536667e-06,2.947511674733505e-07
1926,2.1199955071438126e-06,3.1097726527207215e-07
1927,2.2309598008973808e-06,3.066036704524322e-07
1928,2.220079885262294e-06,2.513729002728837e-07
1929,2.0932822906161164e-06,2.2503621277536467e-07
1930,2.327598494389349e-06,2.447339699784834e-07
1931,1.9525970387235247e-06,2.703069519327528e-07
1932,2.239033264572754e-06,3.013872689194841e-07
1933,1.93051240415798e-06,2.810312098588952e-07
1934,1.9517993621320784e-06,2.7797265644835534e-07
1935,2.1734404072049074e-06,3.147658613755766e-07
1936,2.0454392597457627e-06,2.1339497990879863e-07
1937,2.0284291792904696e-06,2.278992363713428e-07
1938,2.038131725612402e-06,2.4374603579957466e-07
1939,2.038696997885836e-06,2.141167065872196e-07
1940,2.2035952724763774e-06,1.673616685238244e-07
1941,2.1486937811232565e-06,1.6528415081040748e-07
1942,1.996511301172177e-06,1.8508691379537368e-07
1943,1.9596838001234573e-06,2.6129116381667927e-07
1944,2.3681183165535913e-06,1.6387249601734766e-07
1945,2.3201068302114436e-06,2.505279628195467e-07
1946,1.979581057298674e-06,2.2134555521802213e-07
1947,2.0491976684411384e-06,2.467620285884209e-07
1948,2.3961640209790858e-06,2.0874024464490049e-07
1949,2.027212168798087e-06,1.649257352909217e-07
1950,2.1642961556267437e-06,1.733563887995615e-07
1951,2.274076990715912e-06,1.5032576605733539e-07
1952,2.1216145498215155e-06,1.876975073145104e-07
1953,2.1504559484242236e-06,2.0578009696237132e-07
1954,2.0238923426063593e-06,1.8763269959976014e-07
1955,2.0413697399135344e-06,1.6518670165055482e-07
1956,1.906441582377738e-06,1.4913152490692028e-07
1957,2.050612224024917e-06,1.2457403286703084e-07
1958,1.6676842662377567e-06,1.3483756267085312e-07
1959,1.6648606759872564e-06,1.1393599574915925e-07
1960,1.9447541390604783e-06,1.4741375320426187e-07
1961,2.033031428538834e-06,1.3896318185047107e-07
1962,1.888634606928008e-06,1.2493654777401275e-07
1963,1.9495150027637465e-06,1.2932106141505528e-07
1964,1.7899034574497819e-06,1.1559540125105627e-07
1965,2.0859429241681937e-06,1.351594729470662e-07
1966,1.766964878413546e-06,1.008111625289132e-07
1967,1.8710623166384721e-06,1.2325838794069455e-07
1968,1.7359321802246086e-06,1.2575964492000935e-07
1969,1.5705398723753206e-06,1.0491460455952506e-07
1970,1.720383068004594e-06,1.2462544707325662e-07
1971,1.584681768918017e-06,1.1047554782095403e-07
1972,1.7191121770565587e-06,9.131661160566296e-08
1973,1.6870403385382815e-06,7.332560780781705e-08
1974,1.6910468474407025e-06,5.906850142345377e-08
1975,1.478131096632751e-06,6.910891103828476e-08
1976,1.4540926329686954e-06,6.684826192593363e-08
1977,1.5796789227806585e-06,5.465407149074508e-08
1978,1.5665339461179428e-06,9.029698544438247e-08
1979,1.6169002918786646e-06,6.905328442385894e-08
1980,1.8385777238449919e-06,7.618102015882755e-08
1981,1.698410073913692e-06,6.072527547473783e-08
1982,1.7188573480098057e-06,5.89712727538938e-08
1983,1.7916551513508239e-06,7.1363068343544e-08
1984,1.7733367982941672e-06,8.872482926136627e-08
1985,1.8166984858680735e-06,9.083492491512857e-08
1986,1.6964393978469161e-06,6.474044145221569e-08
1987,1.6963627302857276e-06,6.477465763765622e-08
1988,1.7378012842073076e-06,6.716140155127448e-08
1989,1.784188555120636e-06,5.927171997655023e-08
1990,1.9566105535773204e-06,5.612110509645163e-08
1991,2.3627566747563833e-06,4.7477866971235017e-08
1992,1.9775189485926603e-06,5.5099443452277796e-08
1993,1.9005020703843911e-06,5.760775589891409e-08
1994,1.8710164439994514e-06,6.118914774866369e-08
1995,1.9802790305334383e-06,5.205552855436224e-08
1996,1.994311212172306e-06,5.338092168294395e-08
1997,1.8968602830682357e-06,4.9387412714985146e-08
1998,2.085579787092229e-06,5.101898326032028e-08
1999,2.0968081884120693e-06,6.901003768433611e-08
2000,1.977952742038269e-06,6.62704748854992e-08
2001,2.1248877999369142e-06,5.038393680045772e-08
2002,2.4109861627152895e-06,5.43271481134866e-08
2003,2.026791264597705e-06,6.833753340984572e-08
2004,2.1508595580144174e-06,5.417893378378835e-08
2005,2.0672209899430527e-06,4.954124621647793e-08
2006,2.132655161801722e-06,5.888582554902655e-08
2007,2.063148599518172e-06,6.191442880609799e-08
2008,1.9043527217377232e-06,7.407945012971595e-08
2009,2.1518853898783163e-06,6.770833094194018e-08
2010,2.0661871218408123e-06,7.652544464775701e-08
2011,1.903573227934885e-06,9.101053111137958e-08
2012,1.8471474874104388e-06,9.021269509190688e-08
2013,1.9953400354211226e-06,1.2634736190619833e-07
2014,2.0086669394459022e-06,1.1411896094770668e-07
2015,1.9949177456624057e-06,1.3365949680377298e-07
2016,1.9953218171053777e-06,1.5680044107568847e-07
2017,1.9704783582596974e-06,9.534167144664707e-08
2018,1.9531377049020193e-06,1.2055449349901437e-07
2019,1.832629571651978e-06,1.280595869346257e-07
