year,en_ADP est_NOUN,en_ADP test_NOUN
1880,4.717758740113709e-06,1.4761046829292468e-08
1881,4.736424620510604e-06,1.6036767080951364e-08
1882,4.91899516585903e-06,2.6621540527571597e-09
1883,4.8564117527405415e-06,6.445725664327995e-08
1884,4.786890647423547e-06,3.1688146329145184e-08
1885,4.875478878840767e-06,1.3535834786360113e-08
1886,4.712319532362841e-06,5.808117431449489e-09
1887,5.174825525422477e-06,2.7421483361766974e-08
1888,4.497398049529977e-06,3.4239320267914763e-08
1889,4.858613501745879e-06,1.3156787381785051e-08
1890,4.7329226937620206e-06,2.3595790488162294e-08
1891,4.712460902389637e-06,1.3385862196457765e-08
1892,4.50580691691016e-06,5.641661360300532e-09
1893,4.921806298074927e-06,5.542574899042307e-09
1894,4.642343785832281e-06,5.041231432301174e-09
1895,4.897346453702767e-06,7.824199066419624e-09
1896,4.4752554897442565e-06,4.127920172347643e-09
1897,4.73303922010615e-06,8.15739897852552e-09
1898,4.388619922579551e-06,1.1882544836971931e-08
1899,4.736028992979868e-06,1.6582735185011188e-08
1900,4.962646733996934e-06,9.863001082521805e-09
1901,4.8560552032839155e-06,6.706486588292648e-09
1902,4.2390480881060455e-06,1.5712908696396966e-08
1903,4.621508345348246e-06,1.0800440541913758e-08
1904,4.565206716655723e-06,1.1824175416563776e-08
1905,4.791248484181665e-06,3.6125313851442797e-09
1906,4.820615213674273e-06,1.646138964028765e-08
1907,4.524673601125073e-06,1.3885676664049384e-08
1908,4.7669944498451855e-06,9.331638795018193e-09
1909,4.7968574543588716e-06,1.1001967337165297e-08
1910,4.612536607329076e-06,2.511750851752481e-08
1911,4.561156687232781e-06,1.0108711090417444e-08
1912,4.401440031109871e-06,9.376958487461451e-09
1913,4.528753253740803e-06,1.749986605625864e-08
1914,4.249083924712238e-06,1.9420557606508737e-08
1915,4.6357298015831105e-06,2.945190558101274e-08
1916,5.232229590035331e-06,2.197492410260793e-09
1917,4.314191190957217e-06,4.386569774084137e-09
1918,4.403876536329676e-06,8.040463406189247e-09
1919,4.655487995552932e-06,1.565334223352366e-08
1920,4.658436853599568e-06,6.815008557481406e-09
1921,4.486095793510003e-06,5.300923311413186e-09
1922,4.228294765873386e-06,1.4755870969551665e-09
1923,4.1805603165911975e-06,3.1847844361720945e-08
1924,4.104693288375927e-06,1.1602462102189293e-08
1925,4.416868421230902e-06,2.6395627683584166e-08
1926,4.297950926712701e-06,2.0063049888108253e-08
1927,4.115178949604115e-06,7.804457524684949e-09
1928,4.025394548357042e-06,1.0283437212876834e-08
1929,4.118608060821316e-06,2.7851015937940815e-08
1930,4.08695235520895e-06,2.7309368988426286e-08
1931,3.86185376566317e-06,1.2545892325022123e-08
1932,3.820494512751793e-06,3.2878609834696704e-09
1933,3.950495961024814e-06,1.4911860191091364e-08
1934,3.830511154490068e-06,3.5944740517379614e-09
1935,3.713758630397024e-06,3.590485242455088e-09
1936,4.008430535940022e-06,8.487300195980652e-09
1937,3.661497106399736e-06,1.2591118370153254e-08
1938,3.909012079361673e-06,1.9447821797413667e-08
1939,3.8097480210552703e-06,1.8352860564618823e-08
1940,3.806210138179722e-06,2.2822046474857416e-08
1941,3.7808747297418677e-06,5.9030051957620344e-09
1942,4.263067594934e-06,1.517105907566929e-08
1943,4.349046251128641e-06,8.709705845433291e-09
1944,4.373146559544239e-06,3.534504777746861e-08
1945,3.7862400112942396e-06,0.0
1946,4.15962590949448e-06,6.960552134671616e-09
1947,4.011373199830359e-06,1.0728783861324587e-08
1948,3.991069966957639e-06,2.8266908813634473e-08
1949,3.978833490236866e-06,1.5707213196769487e-08
1950,4.0308021027612995e-06,2.0207187034770868e-08
1951,3.98309958882237e-06,2.985192459892261e-08
1952,3.7286426106675208e-06,2.6362009464264702e-08
1953,3.625392933415128e-06,3.124409986288157e-08
1954,4.026284756264431e-06,4.788542851130728e-08
1955,3.903474350863689e-06,5.3497966501225847e-08
1956,3.890501290015891e-06,2.529131082340541e-08
1957,3.7363373621701612e-06,6.537927826899548e-08
1958,3.7771062579849968e-06,6.452349698982118e-08
1959,3.735860502729338e-06,2.5577467144266564e-08
1960,3.9144234165178204e-06,1.0934916450100474e-07
1961,4.204331219170854e-06,3.8909690358579496e-08
1962,3.772195725559868e-06,4.2491108631637076e-08
1963,3.3849789247142326e-06,7.306640292803479e-08
1964,3.6838428343344276e-06,5.41473177406715e-08
1965,3.7620298769525107e-06,3.7757100390667375e-08
1966,3.640279899741472e-06,3.101881873579515e-08
1967,3.737687507054943e-06,4.437302020265932e-08
1968,3.673978227425323e-06,5.2998706978613086e-08
1969,3.4626360587708405e-06,3.9059115719553006e-08
1970,3.280730368260265e-06,6.484202336176637e-08
1971,3.316321759427865e-06,6.166077115565827e-08
1972,3.462336053416948e-06,5.6431615991225925e-08
1973,2.913728124553927e-06,2.315545583053691e-08
1974,2.9500497404910675e-06,3.729754074477398e-07
1975,2.9174241547025304e-06,4.112265594713449e-08
1976,2.9019003520147635e-06,8.684560887095572e-08
1977,3.2968746737083165e-06,8.462565692646251e-08
1978,3.211483743825738e-06,1.0633658420466929e-07
1979,3.0992050028544327e-06,6.905328864270643e-08
1980,3.1404771476672977e-06,4.491269078865656e-08
1981,2.8989994333983304e-06,6.515315931210353e-08
1982,2.8678660086711716e-06,9.745778928316184e-08
1983,2.723164325146854e-06,7.136307322852531e-08
1984,2.885586564360665e-06,4.11729597638022e-08
1985,2.5487919721456365e-06,4.150735022356855e-08
1986,2.792830706255245e-06,1.007073590075791e-07
1987,2.7834771714196904e-06,8.005170304414833e-08
1988,2.6936519326170583e-06,6.056519485930778e-08
1989,2.6463725291137052e-06,4.3356164991514845e-08
1990,2.7243254692166374e-06,7.737084650738524e-08
1991,2.716789087031657e-06,5.0994748812538404e-08
1992,2.4932496653917724e-06,6.446634664980522e-08
1993,2.54914313302379e-06,4.763718541855866e-08
1994,2.402201527473835e-06,3.4814515492698206e-08
1995,2.417870845761172e-06,6.127369578390329e-08
1996,2.4838143986016803e-06,6.886138592676616e-08
1997,2.2353797124452512e-06,7.432086746028688e-08
1998,2.324939849529528e-06,5.292623483921233e-08
1999,2.3975276057797146e-06,5.2557311724932276e-08
2000,2.3782263447458263e-06,5.080736276141806e-08
2001,2.287430604042129e-06,4.425023969467645e-08
2002,2.1941157584137727e-06,3.986911645270652e-08
2003,2.175133850812472e-06,4.250261231852903e-08
2004,2.132800023701975e-06,5.197653618616016e-08
2005,2.1460365919878654e-06,5.08923719833021e-08
2006,2.172598620120425e-06,6.012119446729969e-08
2007,2.1414405502184763e-06,6.111553435550476e-08
2008,2.04867996345115e-06,8.727751218962077e-08
2009,2.032680459507219e-06,4.2436912872645394e-08
2010,1.8980200522378254e-06,5.810265424344152e-08
2011,1.6760469261356548e-06,7.953861447251853e-08
2012,1.7279987019058751e-06,5.378719458715153e-08
2013,1.6461416036950283e-06,3.402732401402986e-08
2014,1.7760981405601228e-06,5.976628769666092e-08
2015,1.8694596310153688e-06,4.277990423018352e-08
2016,2.1328587820335088e-06,2.7963090787341827e-08
2017,1.4927638159467627e-06,4.226227184878084e-08
2018,1.5705643777730316e-06,4.388493285434336e-08
2019,1.6780397726345875e-06,5.02544587610565e-08
