year,en_ADP humeur_NOUN,en_ADP tumeurs_NOUN
1934,1.2700475338078832e-07,3.1152108448395666e-08
1935,1.1609235883724978e-07,1.9149254626427137e-08
1936,1.600462269379932e-07,2.9099314957647948e-08
1937,1.2968851592631836e-07,2.392312481447334e-08
1938,1.4391387992418458e-07,1.8151300906765755e-08
1939,1.1164657109929976e-07,3.058810094103137e-08
1940,5.5787225505810056e-08,5.0715658339584024e-09
1941,1.1806010036252701e-07,1.4757512545315876e-08
1942,1.5777901296587515e-07,2.4273694165799498e-08
1943,1.5096823346993915e-07,3.4838823381733164e-08
1944,8.354284375400312e-08,2.5705489292704442e-08
1945,9.149717072887142e-08,2.3963544037997053e-08
1946,1.4477947729574225e-07,3.062643116891195e-08
1947,1.5973967038007686e-07,1.907339353124371e-08
1948,1.0763169200345146e-07,1.3046265401328583e-08
1949,9.718838356320703e-08,3.9268034157657894e-08
1950,1.2337019938968297e-07,2.4461330738745346e-08
1951,1.7697927034987515e-07,2.5587365115598004e-08
1952,8.014050933979888e-08,1.0544804140977249e-08
1953,8.188109035245361e-08,1.4005975934594517e-08
1954,1.2117945402678743e-07,3.8112890621277984e-08
1955,9.291751723594643e-08,3.191106756617046e-08
1956,9.767678932348645e-08,2.1802854632824165e-08
1957,7.686482916824389e-08,1.4136060322300636e-08
1958,1.2821976724808337e-07,3.887954491688106e-08
1959,1.030849432481773e-07,1.3176271629333769e-08
1960,8.651041838447782e-08,2.0070416439921246e-08
1961,1.3548910260396951e-07,1.945484662257968e-08
1962,1.2747332789331267e-07,1.2049716779927166e-08
1963,1.1380253539527985e-07,1.2932106940866106e-08
1964,1.0281906526188322e-07,7.909158661334459e-09
1965,1.0561043950474414e-07,1.2585699593614663e-08
1966,1.0358069602034448e-07,1.38476865529924e-08
1967,1.0205794609419172e-07,1.5284040699725665e-08
1968,9.836200831614406e-08,3.5931326802796093e-09
1969,8.038911403218663e-08,7.2668124850849836e-09
1970,8.691590380749403e-08,8.277704743875347e-09
1971,1.0071259026744883e-07,1.0790635052160269e-08
1972,1.2517558900526637e-07,1.1799337507056862e-08
1973,9.207050055692889e-08,9.37244681864513e-09
1974,4.2754344065087935e-08,7.313243344242437e-09
1975,4.9118728639996334e-08,1.028066431985053e-08
1976,6.342014557958464e-08,3.9994687561772935e-09
1977,4.7014253823363106e-08,7.052138428775834e-09
1978,6.59405614555908e-08,8.910887139279566e-09
1979,1.0006874617829453e-07,5.266775904289034e-09
1980,6.083111259158613e-08,4.548120546843393e-09
1981,5.69299452024552e-08,4.427884725544118e-09
1982,4.717701784784367e-08,6.828252629986764e-09
1983,6.504775740268087e-08,8.841442245000053e-09
1984,4.755186822080759e-08,2.8995041922996734e-09
1985,5.414002401948892e-08,6.617113967877231e-09
1986,4.555808885697843e-08,1.7983456945813714e-09
1987,6.477466030219148e-08,5.49973533381376e-09
1988,5.336933028843305e-08,6.596209356501959e-09
1989,4.445378820605583e-08,3.841685636274406e-09
1990,5.285191306825254e-08,5.448650863826288e-09
1991,5.0994746203514296e-08,3.5168792322792797e-09
1992,5.179347439820958e-08,2.2039776670368383e-09
1993,6.14852027069901e-08,9.416652346772025e-09
1994,4.483687732204089e-08,3.164955852952289e-09
1995,4.825981392286849e-08,4.880205572987961e-09
1996,5.4448541675355955e-08,2.6690460952494277e-09
1997,5.370281996874837e-08,2.876936688878118e-09
1998,6.15088637800909e-08,1.9072516899143466e-09
1999,5.072923414672914e-08,2.285100553223174e-09
2000,5.1249166688194236e-08,1.3254094488601709e-09
2001,5.827011761994072e-08,2.6287270138425356e-09
2002,4.381221430094229e-08,2.1906108038649563e-09
2003,3.62522278862798e-08,4.166922806803086e-09
2004,5.5059889092490266e-08,7.928623979580607e-09
2005,4.3235996116663955e-08,5.854874363109275e-09
2006,7.165128579345037e-08,4.941467679486777e-09
2007,4.6335962622379157e-08,7.190063211481856e-09
2008,5.704969296971285e-08,4.6831836186811415e-09
2009,4.196009228962794e-08,8.582746957586096e-09
2010,4.2986517456711226e-08,3.3066551718974324e-09
2011,4.5505267110002023e-08,1.606068167347985e-08
2012,6.536165386705761e-08,1.2255309655984092e-08
2013,9.98506735072624e-08,8.646287241731443e-09
2014,9.159833069816159e-08,7.362513709807672e-09
2015,1.2146833228143805e-07,7.314698624583116e-09
2016,1.507935536437799e-07,3.314144070287739e-09
2017,4.603568726224694e-08,6.792150397672003e-09
2018,8.931874617701396e-08,5.6792268665617485e-09
2019,8.265200079904389e-08,3.826481798085979e-09
