year,en_ADP humeur_NOUN,en_ADP tumeurs_NOUN
1800,1.0061326349841693e-07,1.5720821977538435e-08
1801,2.4288061695187935e-07,4.7623651688866175e-09
1802,1.656001700212073e-07,1.1189200677108602e-08
1803,1.1116933507082649e-07,1.8723255834629526e-07
1804,2.4718508484511403e-07,2.2246657849223084e-08
1805,1.3361525930122298e-07,1.421438877713399e-08
1806,2.0459850702536642e-07,3.1698359492793315e-08
1807,1.708173016368164e-07,8.540865792383556e-09
1808,1.3823051858707913e-07,0.0
1809,1.6716825257390155e-07,5.1957702140725814e-08
1810,3.2761775514700275e-07,9.360507036149102e-09
1811,3.284270633230335e-07,5.0141535368197765e-09
1812,2.1070944455914287e-07,5.601137331723294e-08
1813,9.202373263406116e-08,2.300593315851529e-08
1814,8.810695817373926e-08,0.0
1815,6.74305908887618e-08,2.697223555614414e-09
1816,1.1588019788177917e-07,3.9399267848239106e-08
1817,9.808302792180257e-08,1.0898113522728181e-08
1818,1.9073883095188648e-07,1.0729059418679299e-08
1819,1.3249344021915022e-07,5.072014630513877e-08
1820,1.4002448267547152e-07,3.085285271708926e-08
1821,2.919000507972669e-07,3.0570614484304315e-08
1822,2.446250277898798e-07,1.7043547018147365e-08
1823,2.3224313849823375e-07,1.2847492847356534e-08
1824,1.9958037000833428e-07,2.0210670470532932e-08
1825,2.1045008224973571e-07,1.8491430608946757e-08
1826,2.0346443818652915e-07,2.8185549894033102e-08
1827,1.4655464042334643e-07,7.373818444733615e-09
1828,1.8986663974374096e-07,2.2013523448549677e-08
1829,2.0232695874256024e-07,1.628903412154159e-08
1830,2.0769303432643937e-07,1.2524203008013046e-08
1831,1.3252525832285755e-07,4.677361609140007e-09
1832,2.489514372427948e-07,2.0294953273491956e-08
1833,2.0155513880126819e-07,1.6217079235048004e-08
1834,1.4095141409598e-07,2.0535967593104942e-08
1835,3.153807597300329e-07,1.8907719834260206e-08
1836,2.0162249825261824e-07,1.8818100855355624e-08
1837,1.781220078100887e-07,3.478945487245255e-08
1838,1.7232201798833557e-07,2.4617431648721322e-08
1839,1.6150308113083156e-07,1.677954131196202e-08
1840,1.592422194107712e-07,3.694419348221345e-08
1841,1.7977535549107415e-07,2.43980835534785e-08
1842,2.3747257671402622e-07,2.1466448174578545e-08
1843,1.671655809332151e-07,1.8902115428431898e-08
1844,1.438003067733007e-07,3.2931367854871496e-08
1845,1.389476693702818e-07,2.9575208060350633e-08
1846,1.6275514269636915e-07,2.6345256642912318e-08
1847,1.0570718700364523e-07,1.5640349459999925e-08
1848,1.5125016261663404e-07,3.378993085334514e-08
1849,1.080944542763973e-07,1.4245005175439474e-08
1850,1.5207351111712342e-07,4.1412874907109654e-08
1851,1.554314792429068e-07,1.0319102017319892e-08
1852,2.265669820644689e-07,2.6042181744401205e-08
1853,1.6960287041456468e-07,3.58315901394235e-08
1854,1.766525912216821e-07,2.5978321716024766e-08
1855,2.4518050167898764e-07,2.600399184871094e-08
1856,2.2313685121844173e-07,2.1226476576430287e-08
1857,2.3382428082641127e-07,2.245494101771328e-08
1858,3.6017456750414567e-07,1.1255455234504552e-08
1859,2.6224691396237176e-07,1.476730293603623e-08
1860,2.0597327932136977e-07,3.204028686809579e-08
1861,2.2825264522907673e-07,2.0278644541349422e-08
1862,2.9457271466526436e-07,2.2589931703009825e-08
1863,2.7820038894788013e-07,1.4983863039219614e-08
1864,2.3110588642794028e-07,1.4384183621984903e-08
1865,1.840376171458047e-07,8.001635798393636e-09
1866,2.739340061452822e-07,3.795178216137174e-08
1867,2.3778775926075468e-07,2.620518202434141e-08
1868,2.035228163776992e-07,1.531360993567432e-08
1869,1.9631747250059561e-07,4.785848872757015e-08
1870,1.8004912760716252e-07,2.8670243068518175e-08
1871,2.5172190021294227e-07,1.805600113868877e-08
1872,1.608592299362499e-07,3.4469834986339265e-08
1873,1.7299552723670786e-07,5.447263973223926e-08
1874,1.7087381820601877e-07,2.3898437007119355e-08
1875,2.1341296019272704e-07,6.293679888358383e-08
1876,2.212841394566567e-07,5.622793608495158e-08
1877,2.1585007914382004e-07,4.4530676035492434e-08
1878,2.3612837196651526e-07,4.3481438893877566e-08
1879,2.0649518717164028e-07,3.726688291294522e-08
1880,1.7584898159839213e-07,4.4924924225142604e-08
1881,1.8267969892349356e-07,3.6257038260600893e-08
1882,2.455837204706768e-07,2.1297232422057277e-08
1883,2.553013018768979e-07,3.159669503816076e-08
1884,2.145551576404614e-07,4.687204935294176e-08
1885,1.9207993773306953e-07,7.21911206369441e-08
1886,1.7682491204595863e-07,6.130790808356323e-08
1887,1.8476856666893582e-07,4.7661149693567495e-08
1888,2.1684901696517045e-07,6.086990111953128e-08
1889,1.8168896076531382e-07,8.959145247899869e-08
1890,1.6910317413021403e-07,4.129263331265065e-08
1891,1.6509230249539542e-07,5.864282570655632e-08
1892,1.3477301763487048e-07,5.140180192597654e-08
1893,1.675089293939891e-07,7.390099909798664e-08
1894,1.5375755424429371e-07,2.7726773765834878e-08
1895,1.9440125242908834e-07,5.537125247201402e-08
1896,1.8162849357850064e-07,2.889544248318998e-08
1897,1.4275448734224483e-07,5.010973680441566e-08
1898,1.3749802008078404e-07,4.413516663248629e-08
1899,1.525611708075303e-07,5.693405569218157e-08
1900,1.59365328045169e-07,4.983411017178696e-08
1901,1.475427069408397e-07,6.371162442064815e-08
1902,1.207929756219528e-07,1.9641134940684424e-08
1903,1.6038654848671285e-07,4.104167317109386e-08
1904,1.3221577432886988e-07,5.320879026271541e-08
1905,1.5791923146935005e-07,2.838417501038748e-08
1906,1.0699903896238538e-07,4.989858837234351e-08
1907,1.3011393207307265e-07,3.291419758966185e-08
1908,1.6256697676908516e-07,5.893667065492991e-08
1909,1.4467586595401372e-07,6.60118004702781e-08
1910,1.507050484406136e-07,4.3287620599130605e-08
1911,1.7982864619625616e-07,3.8838731342139e-08
1912,1.4846850149297097e-07,3.80287765722187e-08
1913,1.2408996497015323e-07,3.340883480973389e-08
1914,1.687579356257629e-07,2.5447626228469744e-08
1915,1.4843760709482012e-07,1.8849219074468238e-08
1916,1.648119365427192e-07,3.5159878564172686e-08
1917,1.5352993898432032e-07,3.5092558192673096e-08
1918,1.596606296061509e-07,2.1824114071478107e-08
1919,1.4732557929164614e-07,1.5653341733923298e-08
1920,1.2721349662569992e-07,3.63467123065675e-08
1921,1.4994040498095274e-07,4.543648302046677e-08
1922,1.3354063810311345e-07,3.6151885041135756e-08
1923,1.5499284700126736e-07,2.3355084977083607e-08
1924,1.9208520996016887e-07,3.867487308184536e-08
1925,1.627730341624556e-07,4.7292164850887275e-08
1926,1.6273362746233033e-07,3.343841470382358e-08
1927,1.6277869008263224e-07,5.1286434654684854e-08
1928,1.5539416153842467e-07,4.227635130860108e-08
1929,1.9384306426672993e-07,3.230717737778832e-08
1930,1.5335261593918403e-07,2.3107928015519974e-08
1931,1.368642870147596e-07,2.2810713318222042e-08
1932,1.2822657424749195e-07,3.9454331357546835e-08
1933,1.307655423943288e-07,3.670611903316967e-08
