year,en_ADP erreur_NOUN,en_ADP terreur_NOUN
1882,2.2721485493093496e-06,1.5307386025398273e-08
1883,2.4942430627561407e-06,3.6652166635064987e-08
1884,2.181200670747785e-06,2.5086448474098688e-08
1885,2.2411475129047176e-06,2.2559724754955823e-08
1886,2.343898131584865e-06,2.3232469670286804e-08
1887,2.5436690975766396e-06,3.917354896021408e-08
1888,2.35490438171837e-06,2.599652049184442e-08
1889,2.327498350496171e-06,2.631357504112586e-08
1890,2.5607987481635064e-06,1.6385966583598588e-08
1891,2.515267169655999e-06,2.2947192590550003e-08
1892,2.30305136028619e-06,1.3163876211308434e-08
1893,2.354362550249789e-06,1.539604177480669e-08
1894,2.341021854590508e-06,3.087754185671088e-08
1895,2.370130459894426e-06,4.213030280197927e-08
1896,2.2597414499614388e-06,1.8280790214930676e-08
1897,2.381377726123901e-06,3.3212266714599536e-08
1898,2.1829932848049793e-06,2.546259736391221e-08
1899,2.344246013308293e-06,2.5426860617017155e-08
1900,2.0748639144585468e-06,4.360484595622438e-08
1901,2.2248768800636753e-06,2.9620317087974968e-08
1902,1.9169747247360647e-06,1.9641134940684424e-08
1903,2.626667082950007e-06,1.9980815224585058e-08
1904,2.349248688915395e-06,2.6335662539622717e-08
1905,2.371884875174146e-06,4.696290806238679e-08
1906,2.274758344356087e-06,2.623534101076075e-08
1907,2.373422148593818e-06,2.9828491121541845e-08
1908,2.2931276362214703e-06,2.553922229253658e-08
1909,2.1822402231919114e-06,1.8703344373260933e-08
1910,1.9890928797394736e-06,2.084218830855633e-08
1911,2.145174903489533e-06,2.7133907565257687e-08
1912,2.2030642412573798e-06,1.4586379215586476e-08
1913,2.121726083714748e-06,1.7499866444836698e-08
1914,2.1014382127759745e-06,1.6072185360371805e-08
1915,2.201824372605188e-06,2.709575319670421e-08
1916,2.1843075046490412e-06,3.4061130804730055e-08
1917,2.3873906229709974e-06,2.631941953268324e-08
1918,1.9274139049230143e-06,1.2635013924011673e-08
1919,1.862747694758582e-06,2.1178051312631396e-08
1920,1.7756883607944474e-06,1.817335615328375e-08
1921,1.8704686226556078e-06,6.815472630705699e-09
1922,1.648968577683263e-06,2.2133805899215986e-08
1923,1.8259430589750991e-06,1.9108707061121777e-08
1924,1.811273250496015e-06,1.1602462102189293e-08
1925,1.8410950133329607e-06,2.9695080838720855e-08
1926,1.759975248205592e-06,2.2292277579438746e-08
1927,1.7058314369933214e-06,2.7873062080630007e-08
1928,1.7504695506431744e-06,1.4853853147478446e-08
1929,1.813658172977739e-06,3.007909721297608e-08
1930,1.8171234614783316e-06,1.05036033204442e-08
1931,1.8202948695034138e-06,1.2545892325022123e-08
1932,1.818187115532055e-06,2.9590749850427756e-08
1933,1.814658730836527e-06,3.555905436769535e-08
1934,1.745716190271196e-06,1.9170528275935794e-08
1935,1.7449758615839528e-06,2.2739739868882225e-08
1936,1.6877602320164442e-06,1.6974599503782883e-08
1937,1.6909871192183346e-06,1.7627565185307503e-08
1938,1.9007004539162153e-06,1.5558256905023882e-08
1939,1.870462369879533e-06,6.117620188206274e-09
1940,1.6558662991883466e-06,7.607348528892999e-09
1941,1.6557929711780162e-06,1.1806010391524069e-08
1942,1.5868927221163176e-06,1.2136847082899749e-08
1943,1.7245216668015928e-06,1.7419411690866582e-08
1944,1.6580040664848639e-06,3.2131861615880553e-09
1945,1.43127715546143e-06,2.6142049414090707e-08
1946,1.4394421441465965e-06,1.5313215584455975e-08
1947,1.5401765267597511e-06,3.457052599742383e-08
1948,1.4492226227957872e-06,3.152847583010043e-08
1949,1.5628677374479594e-06,2.3560819517598475e-08
1950,1.5357461506937398e-06,1.0635361036293034e-08
1951,1.5949457292663283e-06,1.4925962799061665e-08
1952,1.4836539321549935e-06,1.687168627029223e-08
1953,1.6322348983521806e-06,1.5083358784195866e-08
1954,1.6349453062503017e-06,2.8340354063516315e-08
1955,1.4857416772429133e-06,2.627970197011109e-08
1956,1.5793987131473841e-06,2.703553825256222e-08
1957,1.5805882185304654e-06,1.9437083054185678e-08
1958,1.4823859828538843e-06,9.099467845885556e-09
1959,1.6850125348355505e-06,2.4027317579999874e-08
1960,1.6215512914641295e-06,1.3149583422134015e-08
1961,1.5188676343314e-06,2.6403004893538196e-08
1962,1.5791471241755062e-06,1.3952304034337004e-08
1963,1.529868200123019e-06,3.16836610281257e-08
1964,1.6390210930694593e-06,3.3461825088565433e-08
1965,1.830398559832247e-06,2.7907420818706896e-08
1966,1.5847292615944752e-06,2.1048484732943962e-08
1967,1.6516623873030767e-06,2.415864386318134e-08
1968,1.600291511749674e-06,2.9643343779639508e-08
1969,1.7308639144175686e-06,2.270878973753554e-08
1970,1.7116454955612426e-06,1.6095538069027526e-08
1971,1.550768388369761e-06,2.9288864999976738e-08
1972,1.4302848967417958e-06,1.6929484925043425e-08
1973,1.5519668750130222e-06,2.9219979991168543e-08
1974,1.4812130757491104e-06,2.5315073148846068e-08
1975,1.4358661246660631e-06,2.227477224892027e-08
1976,1.420382773176243e-06,2.171140200957211e-08
1977,1.5450059436261654e-06,2.8796230733263428e-08
1978,1.4299002941697836e-06,3.3861370818399905e-08
1979,1.5057127029649564e-06,2.3407893623428322e-08
1980,1.4821188187852385e-06,2.274060340035078e-08
1981,1.5554526271444047e-06,3.1627746643891896e-08
1982,1.5512548543483717e-06,2.9796011880023343e-08
1983,1.5459893347724574e-06,4.0418021818311445e-08
1984,1.4764275420020567e-06,3.5373952933515085e-08
1985,1.376961222376849e-06,3.128090186876875e-08
1986,1.5495744492000085e-06,3.296967077126567e-08
1987,1.3987660167913418e-06,3.177624707806359e-08
1988,1.4499667031486752e-06,2.818380329117076e-08
1989,1.4642309906776063e-06,2.250130171077558e-08
1990,1.404117369929736e-06,3.432650164114648e-08
1991,1.3440339898806997e-06,3.575493634500049e-08
1992,1.300346866628388e-06,3.305966478350797e-08
1993,1.407512627338292e-06,3.434308526450991e-08
1994,1.419482714482001e-06,1.9517228500021133e-08
1995,1.5979962881829124e-06,3.7957156084900134e-08
1996,1.5090786291693803e-06,3.4697597683930326e-08
1997,1.3766142501481227e-06,2.3494982404059783e-08
1998,1.3407978940449539e-06,2.8608774793603686e-08
1999,1.3792866866424447e-06,3.290544747791557e-08
2000,1.2949250276506064e-06,2.3415567262929926e-08
2001,1.3301358876560698e-06,3.1982845705158525e-08
2002,1.363874275739363e-06,3.1544795220384e-08
2003,1.3605002777694608e-06,4.4169383706105236e-08
2004,1.341258894171915e-06,3.6119286783709015e-08
2005,1.3051866289970349e-06,3.422849648160309e-08
2006,1.2790166010745452e-06,4.2414265877255275e-08
2007,1.197944357045344e-06,4.1942035289288526e-08
2008,1.1814395293185953e-06,3.9594189260583335e-08
2009,1.316497900916147e-06,4.4344192318135356e-08
2010,1.240940378011146e-06,3.8262724988413765e-08
2011,1.1827545449705212e-06,5.8124372814827296e-08
2012,1.1257864116487326e-06,4.83403901352375e-08
2013,1.2375347751003574e-06,5.801380176251314e-08
2014,1.1831992878796882e-06,5.69512070835998e-08
2015,1.248818534804741e-06,7.115207267816004e-08
2016,1.2307903034525225e-06,7.146123115475689e-08
2017,1.248497937922366e-06,6.716682254825912e-08
2018,1.2034797691740096e-06,6.866701207641768e-08
2019,1.2311066939219018e-06,6.938686869517596e-08
