year,en_ADP issue_NOUN,en_ADP tissus_NOUN
1800,0.0,1.6349655140857067e-07
1801,0.0,7.381665767525192e-08
1802,0.0,5.818384352096473e-08
1803,0.0,6.241085515057421e-08
1804,0.0,4.449331569844617e-08
1805,0.0,8.24434565060983e-08
1806,0.0,7.204172813857213e-08
1807,0.0,4.270432762965015e-08
1808,0.0,1.2010191596800723e-07
1809,0.0,5.6475762733043666e-08
1810,0.0,9.360507036149102e-09
1811,0.0,3.5099073869560016e-08
1812,0.0,8.001624962616916e-08
1813,8.627225156487839e-09,2.8757416004054903e-08
1814,0.0,1.5733386149463513e-08
1815,0.0,1.6183340889597275e-08
1816,0.0,6.489290882427667e-08
1817,2.80237220096069e-08,4.670620157298799e-08
1818,0.0,1.2159601192607283e-07
1819,1.3456364911235141e-08,1.5526575281032962e-07
1820,0.0,9.13719011563785e-08
1821,0.0,1.0453177878844144e-07
1822,0.0,1.1930482912703155e-07
1823,0.0,4.941343334508019e-08
1824,0.0,9.768490372152883e-08
1825,0.0,8.277116592125822e-08
1826,5.284790383086602e-09,1.523781349987985e-07
1827,9.217273055917019e-10,1.6959782261904977e-07
1828,0.0,1.9720447586024648e-07
1829,8.57317605795771e-10,2.2290257073454e-07
1830,1.0436835840010872e-09,1.4820307114860043e-07
1831,0.0,1.512346921028751e-07
1832,0.0,1.1771073360478113e-07
1833,0.0,2.258807628718884e-07
1834,0.0,2.623003103607857e-07
1835,0.0,2.4201881387853064e-07
1836,5.376600054063374e-09,1.653304585458315e-07
1837,0.0,3.0893035096735133e-07
1838,0.0,2.019891858218159e-07
1839,3.4957374772659477e-09,2.663752143305942e-07
1840,6.369688665408546e-10,1.6179008788252958e-07
1841,0.0,1.8234357757052067e-07
1842,6.708265054555795e-10,3.4614647193009773e-07
1843,0.0,2.0969534292314407e-07
1844,0.0,2.3271500193544625e-07
1845,5.580227946389016e-10,2.3102144031117433e-07
1846,5.269050973311096e-09,3.805425838887544e-07
1847,0.0,2.0278520640459874e-07
1848,8.045221711050488e-10,3.893887198791468e-07
1849,0.0,2.1535096239588825e-07
1850,0.0,2.6069744496481917e-07
1851,6.449438760824933e-10,3.8309666372526863e-07
1852,0.0,2.773492377983189e-07
1853,0.0,2.323081531585558e-07
1854,5.195664454227256e-10,3.2109207254160665e-07
1855,5.306937111981824e-10,2.6269339414852766e-07
1856,6.73034605824796e-09,2.8060365203641524e-07
1857,4.881509085841174e-10,2.0648783399801474e-07
1858,0.0,2.0651312826469592e-07
1859,1.018434669930457e-09,2.092883286675118e-07
1860,7.323494255473406e-09,2.8561628995227295e-07
1861,3.3011746669586728e-09,3.584132566847309e-07
1862,4.517986262886353e-10,3.022532779617393e-07
1863,0.0,2.1826492552223797e-07
1864,0.0,2.1192697063909804e-07
1865,4.706844358715045e-10,1.8215487251893592e-07
1866,4.865612912574591e-10,2.0484230600636977e-07
1867,4.85281148598915e-10,3.6978424056144377e-07
1868,4.93987406535723e-10,3.5221300853649495e-07
1869,4.883519144627257e-10,2.358739771279872e-07
1870,2.8670243956696595e-09,2.901428759471969e-07
1871,0.0,2.86771773438943e-07
1872,0.0,2.479409190181414e-07
1873,0.0,2.981030360338366e-07
1874,5.974609140757536e-10,3.758029012423947e-07
1875,5.721527140956084e-10,2.5003074710649997e-07
1876,0.0,3.1016055679344845e-07
1877,6.184815992682502e-10,3.253213085585571e-07
1878,6.039088673581716e-10,3.092013403094285e-07
1879,0.0,2.6331192271022985e-07
1880,0.0,2.862359353983379e-07
1881,0.0,3.5559789246519813e-07
1882,0.0,4.3725880649603255e-07
1883,1.2638677882037541e-09,2.812105766025752e-07
1884,0.0,2.389814319769812e-07
1885,0.0,2.2301899038623674e-07
1886,5.162771099520569e-09,2.736268637781869e-07
1887,2.6115698492645834e-09,1.8346278329861576e-07
1888,1.268122939990235e-09,2.3333462184638165e-07
1889,6.265136742733546e-10,2.6438878347745387e-07
1890,0.0,3.0346809420933596e-07
1891,1.2748440081367107e-09,3.4675758442404003e-07
1892,0.0,2.369497709153734e-07
1893,2.463366621796581e-09,2.5619013444000416e-07
1894,1.2603078580752936e-09,2.533218759204203e-07
1895,6.018614495673091e-10,2.3773526969250725e-07
1896,0.0,3.054660968615508e-07
1897,2.9133566670225264e-09,3.3678405064740957e-07
1898,0.0,2.5009928394936765e-07
1899,0.0,2.896451025691249e-07
1900,2.595526460424935e-09,3.291127784743608e-07
1901,0.0,2.677005861428938e-07
1902,1.4730852093691738e-09,3.967509356606058e-07
1903,5.400220270956879e-10,3.0673250828172627e-07
1904,1.0749250378694342e-09,3.4451348351893785e-07
1905,1.5482277682110634e-09,3.519637530313702e-07
1906,2.572092316910357e-09,3.986743120076852e-07
1907,1.5428529565042481e-09,3.353133855021895e-07
1908,0.0,2.514631147754187e-07
1909,2.7504918342913243e-09,2.7284879244859894e-07
1910,5.344150677544235e-10,2.5758807231657244e-07
1911,1.0640748282497725e-09,2.979409436942859e-07
1912,5.209421227725386e-10,3.0058361555340696e-07
1913,5.30298971401777e-10,2.4499812845135693e-07
1914,6.696743715117748e-10,2.906386651346793e-07
1915,0.0,3.3221748885203795e-07
1916,0.0,3.988448635805497e-07
1917,0.0,7.303638707156779e-07
1918,0.0,4.640495934182809e-07
1919,0.0,3.526606049408798e-07
1920,0.0,3.6498155520092723e-07
1921,7.572747429129834e-10,2.7640529398631486e-07
1922,7.377935484775833e-10,2.9142844670815293e-07
1923,2.1231896241147297e-09,2.4841319756774283e-07
1924,2.578324886925998e-09,3.1842312064878087e-07
1925,0.0,3.8273658975462865e-07
1926,4.458455382660986e-09,3.878856127403907e-07
1927,0.0,4.805315980682678e-07
1928,0.0,4.159079054488757e-07
1929,1.1140406375176326e-09,4.1330906963565894e-07
1930,1.0503603542488804e-09,3.0985630472546433e-07
1931,0.0,3.8207944452750553e-07
1932,0.0,4.109826099440994e-07
1933,0.0,4.4850289304676494e-07
1934,1.1981580172459871e-09,3.486639936767233e-07
1935,0.0,4.4522017539350145e-07
1936,1.2124714565686645e-09,3.770786327628173e-07
1937,0.0,4.78462479858166e-07
1938,0.0,4.823059762681936e-07
1939,1.5294050470515685e-09,3.655278035807896e-07
1940,0.0,3.8543900648946305e-07
1941,0.0,4.0435584569564753e-07
1942,0.0,2.9431853465489155e-07
1943,2.9032352077962287e-09,2.903235130080617e-07
1944,3.2131861615880553e-09,2.7312082195862786e-07
1945,0.0,2.7013449521717803e-07
1946,2.7842208538686464e-09,3.0069584422420803e-07
1947,0.0,2.8967715581806885e-07
1948,0.0,3.2615663436708076e-07
1949,0.0,4.3783857162082995e-07
1950,3.190608444114673e-09,3.7649180129051274e-07
1951,0.0,4.2219151030753466e-07
1952,5.272402070488624e-09,4.776796274086337e-07
1953,4.3095309543161875e-09,3.9432209630874127e-07
1954,4.886268278880834e-09,4.475821588911799e-07
1955,9.385607846468247e-10,4.4863205328482536e-07
1956,8.72114158667614e-10,6.505971592574156e-07
1957,0.0,7.783668305449964e-07
1958,0.0,4.3925613568696065e-07
1959,0.0,3.6428516159148217e-07
1960,6.920833350854139e-10,4.429333317901296e-07
1961,1.3896318540318475e-09,4.043828827349216e-07
1962,6.341956404476434e-10,3.5832053352224946e-07
1963,1.939815863494232e-09,5.243969241064406e-07
1964,2.4335873316516654e-09,3.516533566005897e-07
1965,1.0944086747954884e-09,3.5841883416765086e-07
1966,3.8773522170743036e-09,3.5560860922601023e-07
1967,1.9721342336964653e-09,4.5802816295292814e-07
1968,8.982831700699023e-10,3.1799223343398353e-07
1969,4.5417578031781147e-10,4.582633730265684e-07
1970,0.0,4.226228265125087e-07
1971,0.0,5.210334865779487e-07
1972,5.130146862875051e-10,7.27454809279493e-07
1973,0.0,6.891504469308529e-07
1974,5.625571675160757e-10,5.580567119523039e-07
1975,5.711480177694739e-10,5.345945410795139e-07
1976,0.0,3.9137659513244216e-07
1977,4.7014254711541525e-09,3.1205710282478094e-07
1978,1.1881182704343018e-09,4.1168297881810645e-07
1979,0.0,3.569703785899492e-07
1980,0.0,2.785723831610909e-07
1981,1.2651099057237047e-09,2.3341277111121883e-07
1982,6.207502289967692e-10,4.202479022552552e-07
1983,6.315316047889041e-10,2.3619282174536238e-07
1984,0.0,3.22424876131322e-07
1985,1.8046674155058895e-09,2.4363009920591594e-07
1986,1.1988970927134801e-09,2.1520202797553623e-07
1987,3.6664902225425067e-09,4.0820255930995586e-07
1988,3.597932174415064e-09,2.8003906016316193e-07
1989,5.488122178931576e-10,2.1074388711905812e-07
1990,5.448650863826288e-09,2.1413198447728377e-07
1991,1.7584396161396398e-09,2.297694310371412e-07
1992,2.2039776670368383e-09,1.8568512116790004e-07
1993,2.7696036575264316e-09,2.0439674824901388e-07
1994,2.637463358823311e-09,1.8040249427642152e-07
1995,1.0844901643380922e-09,2.402145717894655e-07
1996,4.804283193493575e-09,2.0711797055206205e-07
1997,3.835915585170824e-09,1.8556241931921846e-07
1998,1.43043876743576e-09,1.9024835218317548e-07
1999,1.8280804647829996e-09,1.882922863460923e-07
2000,1.3254094488601709e-09,1.8467372253638814e-07
2001,1.7524847129024579e-09,1.5597113645071659e-07
2002,6.133709984368352e-09,1.3231289430759574e-07
2003,2.9168460979889232e-09,1.3917523133955e-07
2004,3.523833003171717e-09,1.5901296412934585e-07
2005,4.5037495954858286e-10,1.477229876201136e-07
2006,4.529678854225949e-09,1.4824404148683357e-07
2007,2.7961355453243186e-09,1.6097752686405897e-07
2008,1.7029758714315335e-09,1.528420909835404e-07
2009,2.860915504498962e-09,1.3780076191238777e-07
2010,5.196172381261022e-09,1.521061355203024e-07
2011,3.823971805871906e-09,2.061120855656462e-07
2012,2.382976926895708e-09,1.8621262112827885e-07
2013,2.5102124823206395e-09,1.1463303828396221e-07
2014,2.165445156521173e-09,1.455179120535277e-07
2015,3.546520632724537e-09,1.4917553077531398e-07
2016,4.1426800878596737e-10,1.367084411230124e-07
2017,1.7609279590047322e-09,1.280446184637185e-07
2018,2.581466596041082e-09,1.3320367681091128e-07
2019,2.5509878653906526e-09,1.2882487937515563e-07
