year,en_ADP elle_PRON,en_ADP tel_ADJ
1882,1.3907758514619672e-05,2.3759724001592986e-06
1883,1.2432667588768709e-05,2.5302633162027632e-06
1884,1.3004022989093755e-05,2.435366027953023e-06
1885,1.2958950676988934e-05,2.6504454240239284e-06
1886,1.2850136911879417e-05,3.5636027462260245e-06
1887,1.3117914903659766e-05,2.037024408707566e-06
1888,1.2983676356270735e-05,2.16531987007329e-06
1889,1.3419922552770913e-05,2.1514480437190286e-06
1890,1.3799605198983045e-05,1.9512409039634804e-06
1891,1.3575176382119025e-05,1.8740207394785102e-06
1892,1.3523062179388035e-05,2.1864570847185405e-06
1893,1.382379720382687e-05,1.7212773926189584e-06
1894,1.4333481544781534e-05,1.989395904899993e-06
1895,1.4779309822188225e-05,1.6153961794884708e-06
1896,1.4882921561820694e-05,1.9542754117196637e-06
1897,1.3259269010745811e-05,1.953114349362295e-06
1898,1.5051789546305372e-05,1.5475600854131244e-06
1899,1.4424215578401345e-05,2.1181679699111555e-06
1900,1.4576477241234898e-05,1.859435268869447e-06
1901,1.4929198584923142e-05,1.5262846204677771e-06
1902,1.3237143150490738e-05,1.6798081112767704e-06
1903,1.4743681418849519e-05,1.4677798816364884e-06
1904,1.4155149955286106e-05,1.455448554565919e-06
1905,1.400836430320851e-05,1.5079738417966837e-06
1906,1.4642406540588127e-05,1.4377995505299168e-06
1907,1.4921959774483184e-05,1.4523389708642753e-06
1908,1.5922722980121762e-05,1.4856951864317125e-06
1909,1.5739964510430582e-05,1.5897842402523565e-06
1910,1.558407774382431e-05,1.5444595362623659e-06
1911,1.4901304012937544e-05,1.6924110397553704e-06
1912,1.5613156392646488e-05,1.3284024404924821e-06
1913,1.6423890087935433e-05,1.5330943767821736e-06
1914,1.4736184482444514e-05,1.222825371627323e-06
1915,1.2639579580309146e-05,1.1038574321275973e-06
1916,1.4778136005588749e-05,1.1525847902760233e-06
1917,1.5220300497276185e-05,1.0209741532207772e-06
1918,1.4316619427745536e-05,9.866797441304698e-07
1919,1.623343695200674e-05,1.229247807543743e-06
1920,1.683761416870766e-05,1.683307147004598e-06
1921,1.6146612097145407e-05,1.1987659007672846e-06
1922,1.6833498165169658e-05,1.449764347682958e-06
1923,1.8260493163779756e-05,1.7463235195691595e-06
1924,1.7065932325976974e-05,1.2749816704626937e-06
1925,1.6907498235241292e-05,1.5958356200940216e-06
1926,1.782713417242121e-05,1.5080725290772534e-06
1927,2.0184557314451013e-05,1.5631213301503522e-06
1928,1.6795137668168536e-05,1.4453942256409391e-06
1929,1.6339633219786265e-05,1.1363214227344542e-06
1930,1.614508914826729e-05,1.2992957039159592e-06
1931,1.594924984260615e-05,1.6081552942637245e-06
1932,1.58935202136945e-05,1.759005606061237e-06
1933,1.5033450040391472e-05,1.1183895480826322e-06
1934,1.4966192139809209e-05,1.3000014575936802e-06
1935,1.5920211893671876e-05,1.4864609312326138e-06
1936,1.573909239027671e-05,1.1239610344659923e-06
1937,1.6229951796731257e-05,1.2968851734740383e-06
1938,1.6382845814177927e-05,1.2174335921599777e-06
1939,1.6979455580212743e-05,1.0675247779090569e-06
1940,1.3809874161552216e-05,2.0742704300857895e-06
1941,1.7626374329893224e-05,2.0867122998424747e-06
1942,1.642722293127008e-05,1.4624900472881563e-06
1943,1.899006176131479e-05,1.808715502704672e-06
1944,2.0599736785698042e-05,9.22184426599415e-07
1945,2.0310192951455974e-05,1.07618098965645e-06
1946,2.0851029432833457e-05,1.064964450847583e-06
1947,2.0514627522061346e-05,9.500934297079766e-07
1948,1.7839681305531485e-05,1.4568330080066971e-06
1949,1.776976750988979e-05,1.16429720975475e-06
1950,1.868420241635249e-05,1.1922240190642697e-06
1951,1.7561460509796234e-05,1.1972754165867627e-06
1952,1.569488617292336e-05,1.1124768377612781e-06
1953,1.719179567771789e-05,8.82376451016853e-07
1954,1.9003674310624774e-05,8.980960792825954e-07
1955,1.7417811704945052e-05,8.043465840046338e-07
1956,1.663819472241812e-05,8.346132460701483e-07
1957,1.644553904611712e-05,8.552316721477382e-07
1958,1.5683346191508463e-05,9.546169010832273e-07
1959,1.6795095319821485e-05,1.034724839144019e-06
1960,1.619405747987912e-05,1.0941837587097325e-06
1961,1.7819249137573934e-05,1.0998936232908818e-06
1962,1.7045910226443084e-05,9.988580842446027e-07
1963,1.7256603143778193e-05,1.0759512960589745e-06
1964,1.6858066970826258e-05,1.2259195898423059e-06
1965,1.800958926878593e-05,1.8687028386921156e-06
1966,1.7137898112196126e-05,1.4944424151508429e-06
1967,1.711418036620671e-05,2.2280186584566763e-06
1968,1.7897393831844965e-05,1.3146374442385422e-06
1969,1.5860272924328456e-05,1.3616189917797783e-06
1970,1.5853644100616293e-05,1.5911588917560948e-06
1971,1.6047729275214806e-05,1.0749527952214066e-06
1972,1.4580903012983981e-05,1.1024685839799986e-06
1973,1.4301801570582029e-05,1.0011978162083324e-06
1974,1.3796152245504345e-05,1.1971216409278895e-06
1975,1.3249491502165256e-05,1.0149300706530084e-06
1976,1.4045563375475467e-05,1.271831116866906e-06
1977,1.4846513607835732e-05,1.117763943625505e-06
1978,1.5101577645282305e-05,1.063365893116952e-06
1979,1.5881085431601605e-05,9.345601164056916e-07
1980,1.4964454067012412e-05,8.954112153958249e-07
1981,1.5642451700159654e-05,7.584333694410361e-07
1982,1.748094726394811e-05,1.2011516687948642e-06
1983,1.6313723818939252e-05,7.344712429357969e-07
1984,1.6305072222166928e-05,8.779698994487717e-07
1985,1.587746450582017e-05,8.319516808796834e-07
1986,1.659633178974218e-05,7.678935745047966e-07
1987,1.6359879168703628e-05,1.817356917399593e-06
1988,1.5713968480213225e-05,7.327788704714067e-07
1989,1.5691090709424316e-05,9.845691124610312e-07
1990,1.6813991521757998e-05,6.560175620506925e-07
1991,1.592618656331979e-05,1.1265735864185444e-06
1992,1.6168931637139394e-05,8.281445857960534e-07
1993,1.6126848521480497e-05,7.566557549409936e-07
1994,1.5833747795568343e-05,9.099248288180206e-07
1995,1.6441412640233466e-05,8.811482459236686e-07
1996,1.6642035802760802e-05,1.0056965606963786e-06
1997,1.706311169868968e-05,9.6904814483878e-07
1998,1.7602025764063e-05,7.958007408603862e-07
1999,1.6189024393042928e-05,7.924729032993127e-07
2000,1.7732653532220866e-05,7.077686383638593e-07
2001,1.6418591826550255e-05,8.416307863967631e-07
2002,1.687997058752444e-05,6.484208086021681e-07
2003,1.779984498284648e-05,6.596238755207651e-07
2004,1.69659338666861e-05,6.527900637820494e-07
2005,1.6676934734505267e-05,6.107084224993287e-07
2006,1.7499796541642354e-05,8.206954866807337e-07
2007,2.1653274217214857e-05,7.082212292175427e-07
2008,2.1904952546947243e-05,7.407945261661553e-07
2009,2.5234705390175804e-05,6.584873801784852e-07
2010,2.6216105993626115e-05,5.26702912395649e-07
2011,2.617853013475724e-05,3.1280091761232143e-07
2012,2.707470198970441e-05,3.560848345074419e-07
2013,2.9741555437112766e-05,3.826679595420046e-07
2014,3.459991782506222e-05,3.96709546990337e-07
2015,3.316639620720707e-05,5.126938997790376e-07
2016,3.4621828774561436e-05,4.971216007731982e-07
2017,3.335348338850963e-05,3.6853706930628505e-07
2018,3.355157917894758e-05,3.959969845368505e-07
2019,3.2003673027247714e-05,3.4999551612457935e-07
