year,en_PRON irait_VERB,en_PRON tirait_VERB
1800,4.087413785214267e-08,3.3328143445032765e-07
1801,1.4287095950749062e-08,2.6669243879950955e-07
1802,4.475680270843441e-09,2.998705781465105e-07
1803,0.0,3.471603804428014e-07
1804,1.2359254952798437e-08,4.3998946352985513e-07
1805,3.4114531644036106e-08,3.3261667908845993e-07
1806,1.729001475325731e-08,2.507052272449073e-07
1807,1.4234775136401367e-08,4.6974759015938616e-07
1808,0.0,4.3055405285485904e-07
1809,9.036122072814123e-09,4.563241589039535e-07
1810,4.680253518074551e-09,3.2761775514700275e-07
1811,2.757784400841956e-08,3.8107566524558933e-07
1812,8.00162425207418e-09,4.827646762350923e-07
1813,1.1502966579257645e-08,3.4221326927763585e-07
1814,3.1466771410748606e-09,4.1536137018738373e-07
1815,1.3486118000116676e-08,3.317584855722089e-07
1816,3.7081662185300956e-08,5.724481866309361e-07
1817,2.3353100786493997e-08,4.17242063122103e-07
1818,9.536941902865692e-09,4.291623838525993e-07
1819,6.210630232317271e-09,4.461302580693882e-07
1820,9.493184904840746e-09,6.9418916837094e-07
1821,1.8736827200882544e-08,7.277778308889538e-07
1822,3.308453244699194e-08,5.484012035594787e-07
1823,2.4706716672540097e-08,3.567649855540367e-07
1824,2.4421225930382207e-08,4.1600296185606567e-07
1825,2.7296874094417944e-08,6.155004825814103e-07
1826,3.3470339388941284e-08,5.15267061018676e-07
1827,1.935627302884768e-08,6.009661888128903e-07
1828,3.944089499441361e-08,6.89757030158944e-07
1829,2.4862210068476998e-08,9.301896284341638e-07
1830,2.817945699007396e-08,7.817189953129855e-07
1831,2.0268567268999504e-08,4.833273692383955e-07
1832,2.0294953273491956e-08,4.857258772972273e-07
1833,4.2859426230279496e-08,5.374803890845214e-07
1834,2.14694217959277e-08,5.6380565638392e-07
1835,3.6302822081779595e-08,6.330304813673138e-07
1836,1.2097349788575684e-08,4.785173928212316e-07
1837,1.6003149028165353e-08,6.338638627312321e-07
1838,1.7674054220151447e-08,5.77562786929775e-07
1839,1.8177836125232716e-08,5.91478794831346e-07
1840,3.248541347034006e-08,6.477973215623933e-07
1841,8.988767952189392e-09,5.894063406230998e-07
1842,2.6162233268678392e-08,4.910450002171274e-07
1843,1.063243981747064e-08,6.420812610485882e-07
1844,2.4698525891153622e-08,7.168060847106972e-07
1845,1.2276501593078137e-08,5.764375714534253e-07
1846,1.6978054517835517e-08,5.790101909042278e-07
1847,1.6718992412734224e-08,5.759962959928089e-07
1848,1.126331028444838e-08,6.540765298268525e-07
1849,2.011059585527164e-08,4.793025141225371e-07
1850,3.59816780814981e-08,4.806609013030538e-07
1851,2.8377531435808123e-08,6.152764626676799e-07
1852,2.539112742283578e-08,5.65115328754473e-07
1853,1.2541057081705276e-08,6.616900236622314e-07
1854,2.5458755104068587e-08,5.133316562933032e-07
1855,2.2819829581521844e-08,5.917235057495418e-07
1856,4.141751475117417e-08,5.596541541308397e-07
1857,1.9037885934380938e-08,6.424065759347286e-07
1858,2.300027723833864e-08,5.63262119612773e-07
1859,2.64793023063703e-08,5.407887897490582e-07
1860,2.8378540406492903e-08,5.776406055701955e-07
1861,2.782418562219391e-08,5.668588300977717e-07
1862,1.445755604123633e-08,5.769468316429993e-07
1863,1.048870412745373e-08,5.484093890117947e-07
1864,1.965838514195184e-08,5.820799628963869e-07
1865,2.0710114512212385e-08,5.539955623135029e-07
1866,2.578774882522339e-08,5.395964990384527e-07
1867,2.717574432153924e-08,6.235862883841037e-07
1868,3.062721987134864e-08,5.917968906032911e-07
1869,4.737013536981749e-08,5.371871338866185e-07
1870,2.121598008386627e-08,5.229452426647185e-07
1871,1.805600113868877e-08,3.993562529558403e-07
1872,2.53988243770209e-08,5.593788614532968e-07
1873,2.3944018323618366e-08,5.477194235936622e-07
1874,2.0313670745508716e-08,4.946976446262852e-07
1875,2.460256709468922e-08,5.578489208346582e-07
1876,2.7207066821688386e-08,5.356769179343246e-07
1877,2.72131899237138e-08,4.787047487297968e-07
1878,2.8383716710322915e-08,5.465375352287083e-07
1879,4.948553566919145e-08,5.180708058105665e-07
1880,3.273101611966922e-08,5.03800947626587e-07
1881,3.486253774553916e-08,4.811030294149532e-07
1882,4.326000180299161e-08,5.024815550314088e-07
1883,3.2860562826364514e-08,4.3856212528226024e-07
1884,1.8484751507230612e-08,4.5947811599944544e-07
1885,3.674012205578947e-08,4.860009426010947e-07
1886,3.0976625708944994e-08,4.814284011445125e-07
1887,3.3297514079322355e-08,4.7269415404116444e-07
1888,3.423931826951332e-08,4.4447708091865934e-07
1889,3.257871128425904e-08,4.6424662514255033e-07
1890,4.653614382732485e-08,3.97195833556907e-07
1891,2.677172439291553e-08,4.742419719150348e-07
1892,2.9462007944403013e-08,4.450643871223292e-07
1893,4.865149005883751e-08,4.366317227777472e-07
1894,2.2685541001266074e-08,4.423680479703762e-07
1895,4.5139607385280556e-08,3.894043629770749e-07
1896,6.2508508813508e-08,4.3402133087511174e-07
1897,5.360576482704715e-08,4.7312914830399677e-07
1898,4.866185232543785e-08,4.871843657383579e-07
1899,6.522542506104401e-08,4.300455884731491e-07
1900,5.5025161871391504e-08,4.952264589519473e-07
1901,4.415103666000064e-08,4.392748849113559e-07
1902,4.566564087982172e-08,3.2948005923572055e-07
1903,6.426262144643147e-08,4.66579024305247e-07
1904,4.729670255443352e-08,3.6869928976557276e-07
1905,6.399341234697431e-08,4.6498439587594476e-07
1906,5.041300710217911e-08,5.221347123551823e-07
1907,7.714265137792609e-08,4.3354168610676425e-07
1908,6.581261624560852e-08,4.646174147637794e-07
1909,5.3909638975113694e-08,4.3897847490370623e-07
1910,6.626746962279384e-08,4.718885122656502e-07
1911,6.437652622093282e-08,4.4052697489860293e-07
1912,6.147116904386962e-08,4.6207566128941835e-07
1913,6.204498248507662e-08,4.189361959561211e-07
1914,5.960101745472457e-08,4.2658257370931096e-07
1915,6.361611326610728e-08,4.0054590044746874e-07
1916,7.69122365795738e-08,5.120157311466755e-07
1917,8.992468281121546e-08,5.022622531214438e-07
1918,7.581008532042688e-08,5.05400578276749e-07
1919,6.353415216153735e-08,4.6683791765644855e-07
1920,8.329454725952701e-08,5.194551135900838e-07
1921,8.330022183145047e-08,5.096459290143684e-07
1922,1.0550447626656023e-07,5.179310846870067e-07
1923,7.749642350063368e-08,4.862104105995968e-07
1924,7.090393672193329e-08,5.06640844832873e-07
1925,7.808706481426952e-08,3.948345863591385e-07
1926,9.139833334614877e-08,5.015762098992127e-07
1927,6.912519268098549e-08,5.474269642036234e-07
1928,1.051195801515803e-07,4.5247122670843964e-07
1929,7.909688237717205e-08,4.5898474354544305e-07
1930,9.663315125862937e-08,4.4115134301137005e-07
1931,7.983749306106347e-08,4.391062304875959e-07
1932,8.54843842379438e-08,4.6687625854247017e-07
1933,1.043830282210223e-07,4.5882649146733456e-07
1934,7.188948281111607e-08,3.594473980683688e-07
1935,1.3165112022761605e-07,4.21283601781397e-07
1936,8.608547519273202e-08,4.3770219804173394e-07
1937,1.1583828785077799e-07,4.4572558977051813e-07
1938,8.557041297763135e-08,4.252590315445559e-07
1939,1.2847001951143966e-07,5.59762270313513e-07
1940,9.128818589942966e-08,4.260115247234353e-07
1941,7.969057413959035e-08,4.132103583742719e-07
1942,8.799214157306778e-08,4.490633500608965e-07
1943,1.219358836124229e-07,5.312920166034019e-07
1944,1.0924833304670756e-07,5.301757255438133e-07
1945,1.1763922014296213e-07,4.1173726117449405e-07
1946,1.489558210110431e-07,4.440832128693728e-07
1947,1.0967201080624989e-07,5.018686692892516e-07
1948,1.1632920049464701e-07,4.6531678776773333e-07
1949,1.5707213973925604e-07,3.3377827435288054e-07
1950,1.1805251465268896e-07,3.945719129205827e-07
1951,1.4392892844217187e-07,4.914905957775773e-07
1952,1.476272593059491e-07,4.1441080611548387e-07
1953,1.5191096935929238e-07,4.5357813860391616e-07
1954,1.3486100503001808e-07,4.339005954534514e-07
1955,1.6894093413100109e-07,4.81481663427985e-07
1956,1.491315213542066e-07,4.0553308622293116e-07
1957,1.6786571066518263e-07,3.9846020172262797e-07
1958,1.7454433187680252e-07,4.2767499053297797e-07
1959,1.9454377420125013e-07,3.8288695236587955e-07
1960,1.7094457849253786e-07,4.3047583631050657e-07
1961,1.91074375877065e-07,3.960450669637794e-07
1962,1.9216128421817302e-07,3.8812774505458947e-07
1963,1.868689460948758e-07,3.8537677937711123e-07
1964,1.5757478655231694e-07,4.0762589037512953e-07
1965,1.97540769963922e-07,4.1970571373894927e-07
1966,2.1934736693651757e-07,4.597432052833028e-07
1967,1.898179267101341e-07,4.2647403120099625e-07
1968,1.9043602517143654e-07,4.3431990093267814e-07
1969,1.6577416306340353e-07,3.783284228120465e-07
1970,2.0280377643899783e-07,3.9595022371941013e-07
1971,1.6442871686450644e-07,3.966842996305786e-07
1972,1.9751065849504812e-07,3.437198472511227e-07
1973,1.6043423567424497e-07,3.2417636930404115e-07
1974,2.0983382320594046e-07,3.6003658010486106e-07
1975,2.4045331326050245e-07,3.147025608996046e-07
1976,2.37111364764786e-07,3.479537724615511e-07
1977,2.0451200466453656e-07,3.4320405006837973e-07
1978,2.2396029564220044e-07,3.356434206125414e-07
1979,2.9962103020864106e-07,3.581407668207248e-07
1980,2.4844109169919193e-07,3.445201173235546e-07
1981,2.6314286838413636e-07,3.3082625350289163e-07
1982,2.5947359061362363e-07,3.2465237609358155e-07
1983,2.911360752477776e-07,3.505000449877116e-07
1984,2.824117109057056e-07,3.5431941114438814e-07
1985,2.6769233762991007e-07,3.3626969297984033e-07
1986,2.8713586441853067e-07,3.350917268107878e-07
1987,2.7987540729412785e-07,3.0065217515584663e-07
1988,2.698449175220219e-07,3.460011441802635e-07
1989,2.628810475968635e-07,3.2050633080871194e-07
1990,2.7515686529255845e-07,3.307331155610882e-07
1991,2.81350331476915e-07,3.2531130500501604e-07
1992,3.113118394182379e-07,3.1571980230182817e-07
1993,2.908084013597545e-07,3.3622990258663776e-07
1994,2.6110887940689054e-07,3.091107032560103e-07
1995,2.6841131051114075e-07,3.361919596045482e-07
1996,2.9839934612141406e-07,3.357660034453147e-07
1997,2.7426797188923047e-07,3.2701180430194654e-07
1998,2.4603546933121834e-07,2.8227324833096645e-07
1999,2.449627798384313e-07,2.8289545639381686e-07
2000,2.7524335077799833e-07,2.6994172230843105e-07
2001,2.6769203520515816e-07,2.909124532379792e-07
2002,2.624351775892819e-07,3.2640099334457773e-07
2003,2.616827670109956e-07,3.000184563006769e-07
2004,2.55037424068405e-07,2.6516843831814185e-07
2005,2.5266036018933846e-07,2.963467125027819e-07
2006,2.76310414548675e-07,2.8907587079629593e-07
2007,2.252886401876708e-07,3.083738135956082e-07
2008,2.1712942999130291e-07,2.9631780762429116e-07
2009,2.3173415408805909e-07,2.9276702662173193e-07
2010,2.328829902253915e-07,3.056294133330084e-07
2011,2.206431846119017e-07,3.3574474400666077e-07
2012,1.8212752594948256e-07,4.285954275928816e-07
2013,2.618988501623676e-07,4.504437072228029e-07
2014,2.5573906370368604e-07,5.147263095750532e-07
2015,2.455965648628933e-07,4.433150877503067e-07
2016,2.3074728439098635e-07,4.5155212546887924e-07
2017,2.435111903231757e-07,3.672792558973015e-07
2018,2.1581061648845434e-07,4.197464988919819e-07
2019,1.99487238727869e-07,4.084131433046423e-07
