year,ancien_ADJ an_NOUN,ancien_ADJ temps_NOUN
1910,0.0,3.746249603864271e-07
1911,2.128149656499545e-09,3.6391358548826247e-07
1912,1.0418842455450772e-09,3.8289246617750905e-07
1913,0.0,3.92421242167984e-07
1914,0.0,4.647540094993019e-07
1915,0.0,3.157244066187559e-07
1916,0.0,3.5159877143087215e-07
1917,0.0,3.4873229992626875e-07
1918,1.1486376294556067e-09,3.078348811413889e-07
1919,1.8415696745321952e-09,3.940959061310423e-07
1920,2.2716695191604686e-09,3.4907986901089316e-07
1921,7.572747429129834e-10,3.2789995429993724e-07
1922,7.377935484775833e-10,2.781481782676565e-07
1923,4.246379248229459e-09,3.6943498571417877e-07
1924,2.578324886925998e-09,3.1068813655110716e-07
1925,1.0998177923937646e-09,3.8493621445923054e-07
1926,1.1146138456652466e-09,3.700517936522374e-07
1927,0.0,3.077186079281091e-07
1928,1.1426041224282812e-09,3.2678477168701647e-07
1929,6.684243603061191e-09,4.18879267272132e-07
1930,3.1510810627466412e-09,3.6762611443919013e-07
1931,1.1405356659111021e-09,3.284742717823974e-07
1932,1.0959536611565568e-09,3.441294609274337e-07
1933,2.2941324395731044e-09,3.3494333706585167e-07
1934,0.0,3.546547873156669e-07
1935,1.196828414151696e-09,4.117089815736108e-07
1936,1.2124714565686645e-09,2.9584302296825626e-07
1937,2.5182236296217297e-09,3.210735144421051e-07
1938,1.2965214457594243e-09,3.176477605393302e-07
1939,1.5294050470515685e-09,3.089398319389147e-07
1940,0.0,2.8907925297971815e-07
1941,0.0,4.07307368277543e-07
1942,6.068423541449874e-09,4.3085807988063607e-07
1943,2.9032352077962287e-09,3.745173557945236e-07
1944,0.0,3.084658715124533e-07
1945,1.089252021913012e-08,2.374569447738395e-07
1946,4.1763312808029696e-09,3.187932975379226e-07
1947,3.5762612871081956e-09,2.872929769637267e-07
1948,0.0,3.87039193583405e-07
1949,2.945102384188658e-09,2.7978472871836857e-07
1950,3.190608444114673e-09,2.9779010901620495e-07
1951,1.0661401761424827e-09,3.0384995852728025e-07
1952,2.1089607837865287e-09,2.6889250648309826e-07
1953,2.1547654771580937e-09,2.9843502602489025e-07
1954,0.0,2.2672283250813052e-07
1955,1.8771215692936494e-09,3.1347929052572e-07
1956,1.744228317335228e-09,3.226822400392848e-07
1957,1.7670075402875796e-09,2.8272120289329905e-07
1958,0.0,2.2252335440953175e-07
1959,1.5501495642666896e-09,2.790269206798257e-07
1960,2.0762500052562416e-09,2.7337290475770715e-07
1961,6.948159270159238e-10,3.1544644230052654e-07
1962,0.0,2.5367825173816527e-07
1963,0.0,2.670479943844839e-07
1964,0.0,2.427503318358504e-07
1965,0.0,3.201145375442138e-07
1966,5.539074754423723e-10,2.736302917583089e-07
1967,4.930335584241163e-10,2.504610563391907e-07
1968,8.982831700699023e-10,3.1709396353107877e-07
1969,1.3625273409534344e-09,2.475258042977657e-07
1970,0.0,2.694852980766882e-07
1971,0.0,2.918609709468001e-07
1972,2.565073486948677e-09,2.996005719069217e-07
1973,1.6539611902288698e-09,2.5195342345796234e-07
1974,4.500457340128605e-09,2.677772101833398e-07
1975,6.8537762132336866e-09,2.4787823349470273e-07
1976,1.142705374768127e-09,2.1254319904073782e-07
1977,5.876781838942691e-10,2.409480543974496e-07
1978,1.1881182704343018e-09,3.427721253501659e-07
1979,1.1703946700691858e-09,3.089841982273356e-07
1980,2.8425752862659692e-09,3.2632763691253786e-07
1981,1.2651099057237047e-09,2.447987696996279e-07
1982,6.207502289967692e-10,3.0975436970948067e-07
1983,5.052252838311233e-09,2.822946214564581e-07
1984,1.1598016991243298e-09,2.789323048091319e-07
1985,6.015558051686298e-10,2.7611412178885075e-07
1986,1.7983456945813714e-09,2.871358617539954e-07
1987,1.8332451112712533e-09,3.415946707718831e-07
1988,4.1975875553212916e-09,2.3686386896315526e-07
1989,1.6464366536794728e-09,2.541000583278219e-07
1990,5.44865097484859e-10,2.773363405594864e-07
1991,2.344586080837985e-09,2.5731833375175484e-07
1992,1.1019888335184191e-09,2.9918996347078064e-07
1993,1.1078414852150331e-09,3.079799455463217e-07
1994,1.5824779819872958e-09,2.5108650447691616e-07
1995,2.1689803286761844e-09,3.3185398251589504e-07
1996,2.135236876199542e-09,2.983993567795551e-07
1997,2.3974471297094624e-09,2.934475560323335e-07
1998,1.9072516899143466e-09,3.361531071277568e-07
1999,9.140402323914998e-10,2.573023323293455e-07
2000,8.836062992401139e-10,2.8761385806319595e-07
2001,3.5049695090716426e-09,2.847787641258037e-07
2002,2.190610748353805e-09,2.979230657729204e-07
2003,8.333845835650777e-10,3.0418536312026845e-07
2004,1.7619165015858584e-09,3.1097826536097273e-07
2005,9.007499190971657e-10,3.1165947689260065e-07
2006,4.1178899179428186e-10,3.146067797388241e-07
2007,1.5977917877663117e-09,3.135666304387996e-07
2008,1.2772318758180745e-09,3.2313965903085773e-07
2009,4.76819250749827e-10,3.356807383170235e-07
2010,4.723793023408973e-10,3.783758302233764e-07
2011,7.64794394481072e-10,3.781908333166939e-07
2012,6.808505426114664e-10,4.6706347234248824e-07
2013,0.0,4.7247777956727077e-07
2014,6.496335552830246e-10,4.930718660034472e-07
2015,2.2165753954528356e-10,4.5905275669611e-07
2016,2.0713400439298368e-10,4.5921609626020654e-07
2017,0.0,4.346976254510082e-07
2018,0.0,4.6079179583102814e-07
2019,0.0,4.24994567538306e-07
