year,en_PRON aille_VERB,en_PRON taille_VERB
1800,3.458580977167003e-08,0.0
1801,2.3811825400343878e-08,0.0
1802,2.6854081625060644e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,3.213406074564773e-08,0.0
1805,2.842877711017877e-09,0.0
1806,1.152667650217154e-08,0.0
1807,2.2775640928784924e-08,0.0
1808,7.024829073998262e-08,0.0
1809,2.0331274441787173e-08,0.0
1810,9.360507036149102e-09,0.0
1811,1.2535384286138651e-08,0.0
1812,1.3336041604361526e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,1.2586708564299443e-08,0.0
1815,2.1577788444915313e-08,0.0
1816,9.270415546325239e-09,0.0
1817,1.401186100480345e-08,0.0
1818,2.5034472272977837e-08,0.0
1819,3.1053151161586356e-08,0.0
1820,3.559944161679596e-08,0.0
1821,4.043210211079895e-08,0.0
1822,5.714601059025881e-08,0.0
1823,2.668325471688604e-08,0.0
1824,4.5474010335055937e-08,0.0
1825,5.107157008410468e-08,0.0
1826,2.8185549894033102e-08,0.0
1827,2.7651818612639545e-08,0.0
1828,4.035812395386529e-08,0.0
1829,2.4862210068476998e-08,0.0
1830,1.3567886369969528e-08,0.0
1831,1.4032085715598441e-08,0.0
1832,4.058990654698391e-08,0.0
1833,3.359252431778259e-08,0.0
1834,2.42697808516823e-08,0.0
1835,4.0084366048631637e-08,0.0
1836,2.2850549896702432e-08,0.0
1837,3.270208637218275e-08,0.0
1838,3.219202682203104e-08,0.0
1839,2.6567605004856887e-08,0.0
1840,3.184844388215424e-08,0.0
1841,4.173356416004026e-08,0.0
1842,1.1404051036834062e-08,0.0
1843,1.594865928211675e-08,2.3627644285539873e-09
1844,1.756339607084101e-08,0.0
1845,7.812318791877715e-09,0.0
1846,1.8734404250153602e-08,5.854501328173001e-10
1847,1.7258315665458213e-08,2.6966118227278457e-09
1848,1.850401076808339e-08,0.0
1849,2.4300303991253713e-08,0.0
1850,5.295417082606946e-08,0.0
1851,2.3862924081186065e-08,0.0
1852,2.7344290387532055e-08,0.0
1853,2.448492075757258e-08,0.0
1854,3.740878540270387e-08,0.0
1855,3.3964397516683675e-08,0.0
1856,3.882891874695815e-08,0.0
1857,2.9289054737091647e-08,0.0
1858,2.9851424443450014e-08,0.0
1859,1.884104072757964e-08,0.0
1860,3.524431591017674e-08,0.0
1861,3.678451676591976e-08,0.0
1862,3.34330998441601e-08,0.0
1863,2.3974180862751382e-08,0.0
1864,3.8837296045812764e-08,0.0
1865,2.6829013677343028e-08,3.765475486972036e-09
1866,3.259960479340407e-08,4.379051787850585e-09
1867,4.173417877950669e-08,4.85281148598915e-10
1868,3.309715523869272e-08,0.0
1869,4.199826619810665e-08,1.4650557433881772e-09
1870,4.6445794765759274e-08,0.0
1871,5.8416475212652585e-08,0.0
1872,4.7169248063028135e-08,0.0
1873,3.8909028887701425e-08,0.0
1874,2.9275584623178474e-08,0.0
1875,7.380769773135398e-08,0.0
1876,4.776351758550845e-08,0.0
1877,4.9478529717816855e-08,0.0
1878,6.6429976186555e-08,6.039088673581716e-10
1879,6.659164597522249e-08,0.0
1880,4.1074216028391675e-08,3.8507077526617195e-09
1881,4.8807553554297556e-08,0.0
1882,5.324308105514319e-08,0.0
1883,7.899173937175874e-08,0.0
1884,3.895001299270007e-08,0.0
1885,5.414333870135124e-08,1.2891271383708158e-09
1886,4.58195934527339e-08,6.453463874400711e-10
1887,5.549586035158427e-08,0.0
1888,5.643147105161006e-08,1.268122939990235e-09
1889,5.7012744747453326e-08,0.0
1890,5.3745967676377404e-08,0.0
1891,4.206985337873448e-08,0.0
1892,3.6984221907232495e-08,0.0
1893,3.3255449949365357e-08,0.0
1894,3.3398158905129094e-08,1.2603078580752936e-09
1895,5.055636265183239e-08,0.0
1896,5.484237064479203e-08,0.0
1897,5.710179351581246e-08,0.0
1898,7.299277626771072e-08,0.0
1899,6.190887802404177e-08,0.0
1900,5.398695179792412e-08,0.0
1901,5.9240633731860726e-08,0.0
1902,3.1425816615637814e-08,0.0
1903,5.8322378038155875e-08,0.0
1904,3.708491291831706e-08,0.0
1905,5.8316576456718394e-08,0.0
1906,6.12157933232993e-08,0.0
1907,6.788553008618692e-08,1.028568674676933e-09
1908,6.875944791318034e-08,0.0
1909,5.4459736276157855e-08,3.300590023513905e-09
1910,6.038889921455848e-08,5.344150677544235e-10
1911,4.362706818028528e-08,0.0
1912,4.948950049765699e-08,0.0
1913,5.674198888527826e-08,0.0
1914,4.018046340092951e-08,0.0
1915,5.5369582696584985e-08,0.0
1916,2.7468654906215306e-08,0.0
1917,6.908847183240141e-08,0.0
1918,2.2972752589112133e-08,0.0
1919,6.997964874244644e-08,0.0
1920,7.950843183834877e-08,7.572231730534895e-10
1921,6.66401760440749e-08,0.0
1922,5.3858929760508545e-08,0.0
1923,6.369568694708505e-08,0.0
1924,5.801231139912488e-08,0.0
1925,8.248633776020142e-08,0.0
1926,7.690835701623655e-08,0.0
1927,4.9056588125040435e-08,0.0
1928,8.569531217972326e-08,0.0
1929,6.238627747734427e-08,0.0
1930,8.823027286553042e-08,0.0
1931,5.7026781519198266e-08,0.0
1932,6.13734059129456e-08,0.0
1933,8.832410003378754e-08,0.0
1934,7.668211310374318e-08,0.0
1935,1.1130504162792931e-07,0.0
1936,6.789839801513153e-08,0.0
1937,6.925115059175369e-08,0.0
1938,8.81634605320869e-08,0.0
1939,6.72938256229827e-08,0.0
1940,6.339457314652464e-08,0.0
1941,6.198155233505531e-08,0.0
1942,6.978687139280737e-08,0.0
1943,4.935499831049128e-08,0.0
1944,4.819779064746399e-08,0.0
1945,3.703456741277478e-08,0.0
1946,5.986074569364064e-08,0.0
1947,7.510148947176276e-08,0.0
1948,8.697510622823756e-08,0.0
1949,7.362756093698408e-08,0.0
1950,9.040057591391815e-08,1.0635361480382244e-09
1951,9.382033283600322e-08,1.0661401761424827e-09
1952,6.537778318715937e-08,0.0
1953,6.464296120611834e-08,0.0
1954,6.938500973774353e-08,0.0
1955,8.540903451148552e-08,0.0
1956,1.1163061230945459e-07,0.0
1957,6.537928243233182e-08,0.0
1958,8.851300492551673e-08,0.0
1959,1.3021256961565086e-07,0.0
1960,9.343124673932834e-08,0.0
1961,1.1047573167388691e-07,0.0
1962,9.766613118245004e-08,0.0
1963,8.858492606123036e-08,0.0
1964,9.673509993035623e-08,0.0
1965,8.700548903561867e-08,0.0
1966,1.1133540311902834e-07,0.0
1967,1.0698828134536598e-07,9.860671168482327e-10
