year,en_ADP elle_PRON,en_ADP telles_ADJ
1800,1.3463312697581387e-05,1.2576657315577222e-07
1801,1.154397313030131e-05,4.6671179632085114e-07
1802,1.176432525085147e-05,8.391900507831451e-07
1803,1.1144238222016156e-05,1.482257789842123e-07
1804,1.3988204941028926e-05,2.916784040962739e-07
1805,1.1576197891827178e-05,2.9850215277349434e-07
1806,1.2474745489043926e-05,3.4003695414952517e-07
1807,1.1658281458437614e-05,1.366538526781369e-07
1808,1.089754971062007e-05,1.0877154954513912e-07
1809,1.0859159445431033e-05,1.671682587911505e-07
1810,1.2245883151962289e-05,1.0296557917399696e-07
1811,8.82741755248162e-06,2.6575014544505393e-07
1812,1.0146060191118522e-05,1.9470620582495712e-07
1813,1.187681272796226e-05,6.614205716459765e-08
1814,1.0749049025093882e-05,1.7936059748535627e-07
1815,1.197027785337923e-05,1.9150287755564932e-07
1816,1.908546720486015e-05,1.5991466639775354e-07
1817,1.3519888881319275e-05,2.241897760768552e-07
1818,1.4328063301149996e-05,3.31408731568672e-07
1819,1.3200693700810007e-05,3.6953249527016396e-07
1820,1.674953765018472e-05,1.255473755179537e-06
1821,1.4755744977890117e-05,6.370521532517159e-07
1822,1.3200728659512606e-05,1.1359022806800567e-06
1823,1.269332331332862e-05,1.828297079953245e-06
1824,1.3735676759552007e-05,8.842168242040316e-07
1825,1.2566247619361093e-05,9.897317880813716e-07
1826,1.129095501539723e-05,7.891953721639311e-07
1827,1.05224390551939e-05,7.456774113734355e-07
1828,1.2866903865926815e-05,3.852366550205488e-07
1829,1.2426818258859385e-05,3.600733990971605e-07
1830,1.3740094040315398e-05,2.6196457270089013e-07
1831,1.2854949275720173e-05,3.866619056047682e-07
1832,1.3926397066654772e-05,1.5830064648003628e-07
1833,1.4654448179385327e-05,3.011743379133236e-07
1834,1.3531335980587755e-05,2.538992411871277e-07
1835,1.4260202441107594e-05,4.2353293849828333e-07
1836,1.610695045428656e-05,1.2016700949857295e-06
1837,1.4663755244725962e-05,1.1619677806606887e-06
1838,1.4949092815186305e-05,1.2845249202086961e-06
1839,1.5161013934061884e-05,5.76796674423008e-07
1840,1.6310862250179525e-05,4.0511219623340367e-07
1841,1.7098563276363166e-05,4.886037712203972e-07
1842,1.867916373043954e-05,3.870669083028133e-07
1843,1.8206282149435538e-05,3.195638751396501e-07
1844,1.8395461481190978e-05,3.3809536326145917e-07
1845,1.892143762916021e-05,2.544583974639636e-07
1846,1.7687619504158647e-05,2.2891100215360893e-07
1847,1.6900745428927166e-05,2.906947473846344e-07
1848,1.5550608338799066e-05,4.408781455467192e-07
1849,1.5859718459410033e-05,2.4216509597607683e-07
1850,1.5037626383218594e-05,5.363306847527838e-07
1851,1.6302245711585783e-05,3.714876637417319e-07
1852,1.702507697132205e-05,2.6432814959065354e-07
1853,1.6358912191094532e-05,5.84652154245191e-07
1854,1.7989988251088107e-05,7.455778430198734e-07
1855,1.878708796709816e-05,3.136399833181258e-07
1856,2.1069607925028322e-05,3.2305660013776105e-07
1857,1.9028121656106123e-05,5.550275723464893e-07
1858,1.8693353638354893e-05,3.7925988394249543e-07
1859,2.049650656488211e-05,3.8496830256917747e-07
1860,1.8199798859086513e-05,2.7005386149525634e-07
1861,2.0965759119917493e-05,3.621860189539916e-07
1862,1.8176310391027073e-05,3.3252379161297085e-07
1863,1.8922620157013625e-05,2.777009147081344e-07
1864,1.9222063798451927e-05,3.5960459854322835e-07
1865,1.8041335238194733e-05,3.1441718917335493e-07
1866,1.856815265455225e-05,4.00439935432928e-07
1867,1.6633982014013782e-05,3.581374841132856e-07
1868,1.6397911224430572e-05,4.401427791123069e-07
1869,2.0216792279370566e-05,2.5150123050821094e-07
1870,1.8167760444498526e-05,3.0505138948200283e-07
1871,1.4071997782139078e-05,2.421628444437829e-07
1872,1.65285877073984e-05,3.326036477346861e-07
1873,1.468307078766884e-05,3.7352668336154693e-07
1874,1.4261989761621408e-05,3.124720659997138e-07
1875,1.5617479732554784e-05,4.417018955038543e-07
1876,1.463196022655211e-05,4.54660304072263e-07
1877,1.3724724823305223e-05,3.1789953069960575e-07
1878,1.321594164949147e-05,3.339616103659182e-07
1879,1.4320869723860596e-05,3.720579062616025e-07
1880,1.3120645334652181e-05,4.710699190724199e-07
1881,1.2724129021535191e-05,3.9324942591179024e-07
1882,1.3907758514619672e-05,3.294415504839776e-07
1883,1.2432667588768709e-05,2.6920382545370103e-07
1884,1.3004022989093755e-05,2.8651364303300397e-07
1885,1.2958950676988934e-05,3.873827005840269e-07
1886,1.2850136911879417e-05,3.0718487575853715e-07
1887,1.3117914903659766e-05,4.2960323920482324e-07
1888,1.2983676356270735e-05,3.3478444372292415e-07
1889,1.3419922552770913e-05,3.026060904076644e-07
1890,1.3799605198983045e-05,3.729445996469849e-07
1891,1.3575176382119025e-05,2.753663039811727e-07
1892,1.3523062179388035e-05,3.2972374519602e-07
1893,1.382379720382687e-05,2.802079568375859e-07
1894,1.4333481544781534e-05,2.1929356552874424e-07
1895,1.4779309822188225e-05,2.6843019540478963e-07
1896,1.4882921561820694e-05,2.1052393339715536e-07
1897,1.3259269010745811e-05,1.9985627108809467e-07
1898,1.5051789546305372e-05,2.3991425446290293e-07
1899,1.4424215578401345e-05,2.1336452071807344e-07
1900,1.4576477241234898e-05,2.1646691172882981e-07
1901,1.4929198584923142e-05,1.922526253750334e-07
1902,1.3237143150490738e-05,1.900279822386608e-07
1903,1.4743681418849519e-05,1.825274442701641e-07
1904,1.4155149955286106e-05,1.999360499382874e-07
1905,1.400836430320851e-05,2.472003481912566e-07
1906,1.4642406540588127e-05,1.9342133583677423e-07
1907,1.4921959774483184e-05,2.036566009167018e-07
1908,1.5922722980121762e-05,1.6846063921605037e-07
1909,1.5739964510430582e-05,2.2884091688268882e-07
1910,1.558407774382431e-05,1.8597643824946886e-07
1911,1.4901304012937544e-05,2.3090423084681788e-07
1912,1.5613156392646488e-05,1.8441351556930385e-07
1913,1.6423890087935433e-05,2.1052869358939574e-07
1914,1.4736184482444514e-05,1.7210631764186246e-07
1915,1.2639579580309146e-05,1.0131455452366822e-07
1916,1.4778136005588749e-05,1.922805863419086e-07
1917,1.5220300497276185e-05,1.7984935640757982e-07
1918,1.4316619427745536e-05,1.7344428293597502e-07
1919,1.623343695200674e-05,1.7402834062707484e-07
1920,1.683761416870766e-05,1.2872794030727164e-07
1921,1.6146612097145407e-05,1.688722699455525e-07
1922,1.6833498165169658e-05,1.5346105186608838e-07
1923,1.8260493163779756e-05,1.9427185371512223e-07
1924,1.7065932325976974e-05,2.3076007149569477e-07
1925,1.6907498235241292e-05,2.0896538011072607e-07
1926,1.782713417242121e-05,2.017451050662089e-07
1927,2.0184557314451013e-05,1.739279027468399e-07
1928,1.6795137668168536e-05,1.9195748723888073e-07
1929,1.6339633219786265e-05,1.749043838650266e-07
1930,1.614508914826729e-05,1.9431666853364504e-07
1931,1.594924984260615e-05,1.6195606367119808e-07
1932,1.58935202136945e-05,1.8412022040337206e-07
1933,1.5033450040391472e-05,2.1450138820711118e-07
1934,1.4966192139809209e-05,1.6414765191541392e-07
1935,1.5920211893671876e-05,2.0585448723409172e-07
1936,1.573909239027671e-05,1.9520790850435787e-07
1937,1.6229951796731257e-05,1.3346584970541642e-07
1938,1.6382845814177927e-05,1.2835561591373335e-07
1939,1.6979455580212743e-05,1.4988169461105372e-07
1940,1.3809874161552216e-05,1.6229011290391782e-07
1941,1.7626374329893224e-05,2.2431419388624363e-07
1942,1.642722293127008e-05,1.850869146835521e-07
1943,1.899006176131479e-05,2.874202922331648e-07
1944,2.0599736785698042e-05,1.221010741403461e-07
1945,2.0310192951455974e-05,1.263532394268907e-07
1946,2.0851029432833457e-05,1.7958224685088453e-07
1947,2.0514627522061346e-05,1.6808428471293269e-07
1948,1.7839681305531485e-05,1.44596114637352e-07
1949,1.776976750988979e-05,1.1780410291706289e-07
1950,1.868420241635249e-05,2.1164369812254336e-07
1951,1.7561460509796234e-05,1.652517269690179e-07
1952,1.569488617292336e-05,2.045691918084458e-07
1953,1.719179567771789e-05,1.3790498432086906e-07
1954,1.9003674310624774e-05,9.6748109967848e-08
1955,1.7417811704945052e-05,1.0887305323947771e-07
1956,1.663819472241812e-05,1.2384021186306882e-07
1957,1.644553904611712e-05,1.2457403286703084e-07
1958,1.5683346191508463e-05,1.1746585437677481e-07
1959,1.6795095319821485e-05,1.1393598953191031e-07
1960,1.619405747987912e-05,1.6748416387102338e-07
1961,1.7819249137573934e-05,2.4596483605421327e-07
1962,1.7045910226443084e-05,2.2577364600095962e-07
1963,1.7256603143778193e-05,1.4807262438409907e-07
1964,1.6858066970826258e-05,2.0624652297129842e-07
1965,1.800958926878593e-05,2.1669292493697867e-07
1966,1.7137898112196126e-05,1.628487913407639e-07
1967,1.711418036620671e-05,1.9425521902149967e-07
1968,1.7897393831844965e-05,2.2232508456454525e-07
1969,1.5860272924328456e-05,2.0256239707805435e-07
1970,1.5853644100616293e-05,2.147604609703535e-07
1971,1.6047729275214806e-05,1.675117520250069e-07
1972,1.4580903012983981e-05,1.498002886179961e-07
1973,1.4301801570582029e-05,9.703238701419536e-08
1974,1.3796152245504345e-05,1.3107581553484238e-07
1975,1.3249491502165256e-05,1.0452008813999214e-07
