year,en_ADP elle_PRON,en_ADP telles_ADJ
1976,1.4045563375475467e-05,1.0055807542208584e-07
1977,1.4846513607835732e-05,1.1165885194230896e-07
1978,1.5101577645282305e-05,1.1821776491061087e-07
1979,1.5881085431601605e-05,1.0416512630229136e-07
1980,1.4964454067012412e-05,9.209944318300245e-08
1981,1.5642451700159654e-05,1.1892033136007285e-07
1982,1.748094726394811e-05,1.1545954547997894e-07
1983,1.6313723818939252e-05,7.325766659960209e-08
1984,1.6305072222166928e-05,7.944641744472847e-08
1985,1.587746450582017e-05,8.241314408685696e-08
1986,1.659633178974218e-05,1.252847501298504e-07
1987,1.6359879168703628e-05,8.921792371552328e-08
1988,1.5713968480213225e-05,1.091372818784464e-07
1989,1.5691090709424316e-05,9.165164005509041e-08
1990,1.6813991521757998e-05,6.483894909870003e-08
1991,1.592618656331979e-05,8.147436947325559e-08
1992,1.6168931637139394e-05,1.063419228231055e-07
1993,1.6126848521480497e-05,9.361260611129296e-08
1994,1.5833747795568343e-05,9.969611580729065e-08
1995,1.6441412640233466e-05,1.214628966295095e-07
1996,1.6642035802760802e-05,1.2811421501446318e-07
1997,1.706311169868968e-05,1.0356972390823671e-07
1998,1.7602025764063e-05,1.1538873012639783e-07
1999,1.6189024393042928e-05,6.901003946069295e-08
2000,1.7732653532220866e-05,1.2149586847698401e-07
2001,1.6418591826550255e-05,1.1654023301943539e-07
2002,1.687997058752444e-05,1.1128302546126179e-07
2003,1.779984498284648e-05,8.792207206731462e-08
2004,1.69659338666861e-05,9.998876260297607e-08
2005,1.6676934734505267e-05,9.908249198886665e-08
2006,1.7499796541642354e-05,7.659275436111557e-08
2007,2.1653274217214857e-05,1.0944873807261501e-07
2008,2.1904952546947243e-05,7.450519667884237e-08
2009,2.5234705390175804e-05,8.630428571798632e-08
2010,2.6216105993626115e-05,5.7157894250980945e-08
2011,2.617853013475724e-05,3.212136401309351e-08
2012,2.707470198970441e-05,4.3914861302951635e-08
2013,2.9741555437112766e-05,6.693899967658012e-08
2014,3.459991782506222e-05,4.504125805659953e-08
2015,3.316639620720707e-05,5.0981232901925466e-08
2016,3.4621828774561436e-05,7.684671388119568e-08
2017,3.335348338850963e-05,3.647636548365085e-08
2018,3.355157917894758e-05,3.17520414405692e-08
2019,3.2003673027247714e-05,4.642797735154858e-08
