year,en_ADP eau_NOUN,en_ADP taux_NOUN
1927,5.221181787362639e-06,1.2264147364327016e-08
1928,5.745013311297953e-06,3.313551877326404e-08
1929,6.141706258233626e-06,1.0026365737658693e-08
1930,6.183471313647715e-06,1.9956846952773333e-08
1931,7.438573604190424e-06,1.4826963656844327e-08
1932,7.076572863695674e-06,6.246935813081222e-08
1933,7.257488171319437e-06,1.2617728861741284e-08
1934,6.84747317336587e-06,5.152079474157745e-08
1935,8.338303565835758e-06,3.111753699158726e-08
1936,8.8195175464989e-06,4.364897199238271e-08
1937,8.696685426912154e-06,1.7627564963262898e-08
1938,7.62354610372995e-06,3.3709559033034964e-08
1939,8.986784109765722e-06,5.6587987629086456e-08
1940,8.90566941080806e-06,2.7893612752905028e-08
1941,8.515085184512827e-06,8.854508237732261e-09
1942,9.093532824522299e-06,3.034211770724937e-08
1943,9.513901794377944e-06,2.9032351855917682e-08
1944,8.685242278261285e-06,5.1410978585408884e-08
1945,7.61169307139653e-06,4.7927089408261736e-08
1946,6.964728676450704e-06,6.12528578969318e-08
1947,7.451736657060337e-06,5.125974555930668e-08
1948,8.904076075566536e-06,5.3272248834446145e-08
1949,1.0255828883032336e-05,9.620668484089379e-08
1950,1.000255775096548e-05,3.2969621477363376e-08
1951,9.75518294410449e-06,4.691016775026924e-08
1952,1.1146911987225394e-05,8.11949875112461e-08
1953,1.0788910842052246e-05,7.433940707457509e-08
1954,1.1238416121273076e-05,5.570345606997762e-08
1955,1.0398314707060763e-05,4.786659868472043e-08
1956,1.0689503376681841e-05,7.936238866079748e-08
1957,1.202006853873172e-05,6.184526490926601e-08
1958,1.2178396730178065e-05,6.700517296565067e-08
1959,1.144552912535346e-05,7.053180495208977e-08
1960,1.12657321125198e-05,6.228750026870955e-08
1961,1.199738642299053e-05,7.434530319150312e-08
1962,1.1731351079902197e-05,9.322676036704891e-08
1963,1.2621735876905404e-05,8.211887514431027e-08
1964,1.2107096566182918e-05,8.091678038724126e-08
1965,1.113451425283074e-05,1.5321721757999285e-07
1966,1.1951107566687824e-05,1.7337303770403878e-07
1967,1.2112848139622656e-05,1.5777073958389565e-07
1968,1.1193955401722633e-05,1.3204762394636305e-07
1969,1.2181448965975505e-05,1.7894525772277348e-07
1970,1.1858732534619776e-05,1.8854772609877557e-07
1971,1.1779776514231344e-05,2.6257212426550325e-07
1972,1.1121132260427657e-05,2.2008329558786954e-07
1973,1.302163599348205e-05,2.2107946806571022e-07
1974,1.202128431998517e-05,3.5047311897073996e-07
1975,1.197583124223911e-05,3.1641601250242957e-07
1976,1.2197808473501937e-05,3.502391843213104e-07
1977,1.330797223886293e-05,3.913936783561667e-07
1978,1.1307915684710679e-05,3.6891071530931185e-07
1979,1.2330693010653704e-05,4.5411313287502253e-07
1980,1.1343581405753866e-05,5.58850337561978e-07
1981,1.1329692057415741e-05,5.281834063453061e-07
1982,1.2385828924266207e-05,4.49423168014107e-07
1983,1.1197686518471528e-05,4.1744240153462897e-07
1984,1.1788224739461839e-05,3.8331446550188275e-07
1985,1.2007053783236188e-05,3.831910619922496e-07
1986,1.1037047073614303e-05,3.4168566287462454e-07
1987,1.193320315451274e-05,3.917033488676225e-07
1988,1.1320294731831382e-05,2.998276884547124e-07
1989,1.021778618337521e-05,3.408123934178775e-07
1990,1.128688012386192e-05,3.9502720028394833e-07
1991,1.1207707771632158e-05,3.382065445478588e-07
1992,1.0600581731523562e-05,3.7963514909478135e-07
1993,1.0196573356324734e-05,3.5617102689400326e-07
1994,1.0445936752034868e-05,3.2651794512617016e-07
1995,1.04306267019183e-05,3.2426255813788885e-07
1996,9.974224809639054e-06,3.096093408316847e-07
1997,1.0570824201749929e-05,3.471503582375135e-07
1998,1.0249570138398667e-05,2.6224711557887304e-07
1999,9.188846185281818e-06,3.094026279626405e-07
2000,9.242522168051437e-06,4.1485315094291764e-07
2001,9.386308008174638e-06,3.87737233431551e-07
2002,8.724764299472554e-06,2.874081328485545e-07
2003,1.0066451999080073e-05,3.033519853090638e-07
2004,8.588902609574234e-06,2.4226351236222854e-07
2005,9.093971073070861e-06,1.8735598228403205e-07
2006,9.61403758381607e-06,2.0465913497247357e-07
2007,8.219840257339683e-06,1.6856703721757071e-07
2008,9.740596006224678e-06,2.0265412548070572e-07
2009,9.427669930062166e-06,1.4209213095028872e-07
2010,8.433387488793187e-06,1.7761462434151554e-07
2011,8.046019292606843e-06,1.609892210097108e-07
2012,7.813440756621048e-06,1.201701192998783e-07
2013,6.205802995040699e-06,1.0542892509013413e-07
2014,4.880263917428351e-06,8.358618241999238e-08
2015,4.7656369064341675e-06,7.60285363554658e-08
2016,4.501021731329047e-06,7.560390880012591e-08
2017,4.617656377270407e-06,8.200892642751256e-08
2018,5.414368375866729e-06,6.169705479841525e-08
2019,4.471881438483649e-06,6.453999035205271e-08
