year,en_ADP eau_NOUN,en_ADP taux_NOUN
1800,3.1787503758096136e-06,3.144164484325529e-09
1801,2.576439555923571e-06,4.7623651688866175e-09
1802,1.4859258499200223e-06,2.2378401354217203e-09
1803,2.201932985057553e-06,1.5602713565598947e-08
1804,3.030489324373775e-06,2.4718509461507665e-09
1805,2.771805839074659e-06,2.842877711017877e-09
1806,1.8154515828427975e-06,8.645007376628655e-09
1807,1.3608445215140819e-06,2.2775640928784924e-08
1808,1.4004336890138802e-06,6.798221985349073e-09
1809,2.3855361632740824e-06,6.7770917766551975e-09
1810,1.8884823020925978e-06,2.3401268034461964e-08
1811,1.5669229469494894e-06,1.0028306629550343e-08
1812,1.2935960285176407e-06,2.1337664968257286e-08
1813,4.155446731601842e-06,8.627224934443234e-09
1814,1.2838443126383936e-06,6.293354282149721e-09
1815,1.4484090797850513e-06,5.394447111228828e-09
1816,2.1762300548289204e-06,1.8540831092650478e-08
1817,1.3918448757976876e-06,4.670620334934483e-09
1818,1.5902850138971303e-06,3.5763532135746345e-09
1819,1.3725492635785486e-06,9.315945348475907e-09
1820,9.97971028482425e-07,3.5599443393152796e-09
1821,1.6942037053269132e-06,1.97229765852569e-09
1822,1.7294187273364514e-06,1.1028177482330648e-08
1823,1.5199573006885458e-06,2.964806067318193e-09
1824,1.6134852103277808e-06,1.0105335235266466e-08
1825,9.906123521474797e-07,3.522177216552791e-09
1826,1.0745741292339517e-06,9.688782887096181e-09
1827,1.295948550250614e-06,9.217273055917019e-10
1828,1.5776357807917307e-06,5.503380862137419e-09
1829,1.1325165587550146e-06,7.715858285628485e-09
1830,1.4121038334202751e-06,9.39315203396518e-09
1831,1.3642305702887825e-06,4.677361609140007e-09
1832,1.2853470745533002e-06,2.705993873419743e-09
1833,1.4502702546659307e-06,1.1583628500844156e-08
1834,1.1350789714814624e-06,1.120143755528602e-08
1835,1.5663155323863975e-06,8.31939672707449e-09
1836,1.5007434512881446e-06,6.0486752273547495e-09
1837,1.0840394311095736e-06,4.174734669071256e-09
1838,1.4972448525440996e-06,1.1361891205652341e-08
1839,1.4038881772648892e-06,8.3897702118918e-09
1840,1.4242623365134932e-06,1.2739377552861697e-08
1841,1.6276090946121258e-06,5.1364388298225094e-09
1842,1.3577528821251406e-06,1.1404051036834062e-08
1843,1.7366319041145495e-06,1.8311423710670738e-08
1844,1.482460447732592e-06,4.390849017710252e-09
1845,1.506103540216408e-06,1.3392546627244428e-08
1846,1.391614934398433e-06,1.0538102390711401e-08
1847,1.3439913750801225e-06,2.7505440591824026e-08
1848,1.6235256907748408e-06,8.04522137798358e-09
1849,1.2527224966252248e-06,1.5082946669409125e-08
1850,1.2641111135636152e-06,1.6293590476834652e-08
1851,1.2840832823712844e-06,4.514607243599755e-08
1852,9.987177236325806e-07,7.161600201754936e-09
1853,1.5377724897902567e-06,8.95789775690048e-09
1854,1.4958318388380576e-06,1.1430461743788811e-08
1855,1.4493245217295225e-06,1.326734277995456e-08
1856,1.6701612384206754e-06,1.1389816201301528e-08
1857,1.3028747867793733e-06,1.6108979983275873e-08
1858,1.2777388309626048e-06,5.872411223961649e-09
1859,1.353499639922262e-06,9.675129364339341e-09
1860,1.8111916695318087e-06,1.0985241244432231e-08
1861,1.883084323139883e-06,6.130752905342263e-09
1862,1.8085498547648626e-06,1.4005757581481149e-08
1863,1.7695941867401643e-06,8.490855407661257e-09
1864,1.517531341921341e-06,5.2742007428108195e-09
1865,1.7208223508369258e-06,1.0355057256106193e-08
1866,1.852338885832694e-06,5.352174259343201e-09
1867,1.6955722994538291e-06,1.4073153309368536e-08
1868,2.0530117073036536e-06,1.383164760504485e-08
1869,1.8576907141465426e-06,1.0743742562269176e-08
1870,2.1290523042338805e-06,9.747882945276842e-09
1871,2.2368199523725707e-06,1.2745412947268164e-08
1872,1.9557096111455508e-06,1.269941218851045e-08
1873,2.254329380946274e-06,4.788803742439285e-09
1874,2.2464530360366552e-06,7.169530913397892e-09
1875,1.9190002786828586e-06,1.2587359599081083e-08
1876,2.4728200003210077e-06,1.632424040387548e-08
1877,2.013776033038539e-06,5.566334504436554e-09
1878,2.335919546680998e-06,1.328599530392438e-08
1879,2.146816937553808e-06,1.0385852733385548e-08
1880,2.432363761073475e-06,1.7969969734465963e-08
1881,2.5191669088542312e-06,1.8128519574389657e-08
1882,2.059841768264903e-06,1.3310770263785798e-08
1883,2.4588548654946862e-06,6.319339107552224e-09
1884,2.280226148343445e-06,7.922036360241691e-09
1885,2.480925262560163e-06,1.4824961702686323e-08
1886,2.509752055068759e-06,1.7424352127815013e-08
1887,2.944544934990745e-06,2.285123695822122e-08
1888,2.8526426163466567e-06,1.5851536971922542e-08
1889,2.7836001859071757e-06,1.1277246414476139e-08
1890,2.89048454860108e-06,9.83157938394541e-09
1891,2.7166926770405553e-06,2.677172350473711e-08
1892,3.2270301826287096e-06,1.8805536683430546e-08
1893,3.2183885432246484e-06,1.7243566630131824e-08
1894,3.520670052381547e-06,1.3233232509790582e-08
1895,3.2428293863517865e-06,2.2870734417423932e-08
1896,3.2221366303986088e-06,1.1204354666283223e-08
1897,3.4051314283800593e-06,2.4472197490688075e-08
1898,3.4408455000800586e-06,1.4711722617910539e-08
1899,3.4834797926208694e-06,1.1055156790007459e-08
1900,3.6404855165983463e-06,2.1802423533223703e-08
1901,4.084809301474479e-06,2.570819829239568e-08
1902,4.2861866802468285e-06,2.1605248479161787e-08
1903,4.779194757276173e-06,1.4580595175672784e-08
1904,4.806527314826781e-06,1.9886112312406112e-08
1905,4.8232454261665225e-06,2.4771643958310108e-08
1906,5.007863460804174e-06,1.697580892523476e-08
1907,4.5509021333600685e-06,1.542852956504248e-08
1908,4.656979236017378e-06,2.013669453404532e-08
1909,4.872221001761545e-06,1.9253442729016967e-08
1910,5.38262861482508e-06,2.3514263869373053e-08
1911,4.311099131015794e-06,2.9794095413038235e-08
1912,4.8046492082676195e-06,2.2921453346480547e-08
1913,5.361322720887074e-06,2.545434996115148e-08
1914,5.214084865201585e-06,1.2723813391790628e-08
1915,4.38362137167303e-06,9.424609426211816e-09
1916,4.108212152686974e-06,2.197492321442951e-08
1917,4.176014220647062e-06,4.1672411299487067e-08
1918,4.414214593850829e-06,2.5270027848023346e-08
1919,5.395798947205321e-06,2.3019620598585533e-08
1920,4.749303581519371e-06,2.5745588327907853e-08
1921,5.319854864183071e-06,1.5145495302348877e-08
1922,5.671419106789699e-06,1.8444837990294616e-08
1923,5.074423363282676e-06,1.0615948120573648e-08
1924,5.249469680279617e-06,9.02413699321869e-09
1925,5.724551691344004e-06,2.1996356291964503e-08
1926,6.046779901680566e-06,1.5604593173179637e-08
