year,en_ADP airs_NOUN,en_ADP terre_NOUN
1892,1.0656471260972467e-08,1.3474167531057901e-05
1893,2.3401982574000613e-08,1.255824309964737e-05
1894,9.452309157609307e-09,1.3305070069691283e-05
1895,9.027921299420427e-09,1.2394734994813916e-05
1896,1.4152869098893461e-08,1.142018669497702e-05
1897,1.6897470089816125e-08,1.2868879650795861e-05
1898,5.6583546736987955e-09,1.3522902179374796e-05
1899,1.1055156790007459e-08,1.3377292191307788e-05
1900,6.748368974740515e-09,1.2615297350748733e-05
1901,2.235495566438317e-09,1.1579308534237498e-05
1902,8.838511256215043e-09,1.1452254852883925e-05
1903,1.1880484596105134e-08,1.2315742310420319e-05
1904,1.2361637935498493e-08,1.276580940157146e-05
1905,4.644683138099737e-09,1.1663831799069158e-05
1906,2.0576738091193647e-09,1.2019901191706595e-05
1907,8.742833790265081e-09,1.2449795121938223e-05
1908,2.1118972570732808e-08,1.1704330972861499e-05
1909,9.351672325408344e-09,1.1167546404067252e-05
1910,1.2825961404061559e-08,1.1035136537884682e-05
1911,1.702519769608557e-08,1.246457253500921e-05
1912,6.772247651554153e-09,1.0589711166630877e-05
1913,5.833288518886093e-09,1.0589539783723012e-05
1914,7.36641797560722e-09,1.146616421010549e-05
1915,2.3561523843085297e-09,1.226612914706493e-05
1916,1.0987462051303964e-09,1.0444681095123087e-05
1917,2.1932848870420685e-09,1.0136266496374446e-05
1918,1.4932289182922887e-08,9.579637548995379e-06
1919,1.289098744416961e-08,1.0405789112155617e-05
1920,1.2872794385998532e-08,1.0325495452434552e-05
1921,2.2718242898012164e-08,9.559836087191798e-06
1922,2.1396012073182646e-08,1.0489211149433686e-05
1923,1.9108707505210987e-08,1.0278361287419102e-05
1924,2.9650736976805092e-08,1.0422878688132187e-05
1925,2.3096173862313663e-08,1.0521956653519737e-05
1926,1.8948435376309192e-08,1.0209862580268236e-05
1927,2.0068604777989663e-08,1.065754389628637e-05
1928,6.8556245125250825e-09,1.0543951191266387e-05
1929,1.2254447234738564e-08,1.0034164120042988e-05
1930,1.68057662230936e-08,1.0746237194325658e-05
1931,7.983749661377715e-09,1.1344908273258625e-05
1932,5.4797681947604815e-09,1.08324059624465e-05
1933,1.605892663292252e-08,1.140413201028423e-05
1934,2.3963160344919743e-09,9.811715699470369e-06
1935,4.787313656606784e-09,1.0602703071072028e-05
1936,1.2124714565686645e-08,1.0713397387007717e-05
1937,3.777335333410292e-09,1.0994563979238592e-05
1938,1.0372171566075394e-08,1.1225282662508107e-05
1939,0.0,1.2297945715999958e-05
1940,2.5357829169792012e-09,1.1844641676361789e-05
1941,0.0,1.1879797682468052e-05
1942,6.068423541449874e-09,1.2604115624981205e-05
1943,2.0322646676618206e-08,1.2446169591839862e-05
1944,6.4263723231761105e-09,1.2219746849950752e-05
1945,1.5249527862692958e-08,9.722663548927812e-06
1946,1.3921104269343232e-08,9.99535279788688e-06
1947,7.152522574216391e-09,9.640408336508699e-06
1948,1.6307831529616124e-08,1.1150207740229234e-05
1949,8.835307596655184e-09,9.839587391979876e-06
1950,7.444753036267571e-09,9.773897090781247e-06
1951,1.3859821956785368e-08,1.1610266369643796e-05
1952,1.0544803696888039e-08,1.0618617807267583e-05
1953,5.386913581872932e-09,1.10938096895552e-05
1954,7.818028890937967e-09,1.0011963468059548e-05
1955,1.2201290200408721e-08,1.0603859436741914e-05
1956,1.744228317335228e-09,9.3987741820456e-06
1957,8.835037590415595e-09,1.0838824152870075e-05
1958,1.1581141212690937e-08,9.910147355185472e-06
1959,5.425523585955716e-09,9.960486522686551e-06
1960,2.2838749558218296e-08,9.709929486234614e-06
1961,4.863711378089164e-09,9.744793374011351e-06
1962,8.244543714397423e-09,9.64928665325715e-06
1963,1.6165133231993423e-08,1.0224770335298672e-05
1964,6.083968384640315e-09,1.0208898629571195e-05
1965,1.2038495811328431e-08,9.874302349999198e-06
1966,6.092982229866095e-09,9.712767223390983e-06
1967,1.5284040255636455e-08,9.95977052298258e-06
1968,1.5719955531734442e-08,9.32103500872472e-06
1969,8.629339798282842e-09,9.198876341542928e-06
1970,1.6095537708205043e-08,1.1966802617280337e-05
1971,9.762954888969944e-09,9.533782304060878e-06
1972,2.3598676068825597e-08,9.703672617433767e-06
1973,9.372446541089374e-09,9.367484437916573e-06
1974,9.563471792262135e-09,9.277130516238685e-06
1975,3.4268881066168433e-09,9.581007759607019e-06
1976,6.8562320265641574e-09,8.820543087040278e-06
1977,7.639816335114347e-09,9.069637712855183e-06
1978,1.1287123569125868e-08,1.0344945394535898e-05
1979,1.1118749476679568e-08,9.47785605376339e-06
1980,6.253665585376211e-09,9.812001223963307e-06
1981,1.2018544381930951e-08,9.583840494542528e-06
1982,7.449002747961231e-09,9.673771160123579e-06
1983,1.2630632317822688e-08,9.916309636537335e-06
1984,1.0438215292118969e-08,9.786986652216001e-06
1985,7.82022557821449e-09,9.890178603200184e-06
1986,8.392279760016663e-09,1.0580267030491086e-05
1987,1.2221634038134255e-08,9.923966899805237e-06
1988,1.4991384134077634e-08,9.826552741287742e-06
1989,4.939309850016116e-09,9.496646271145437e-06
1990,8.717841171179685e-09,9.914910151564982e-06
1991,1.1722930182145319e-08,9.643868907005526e-06
1992,7.713921945651236e-09,1.151357923845353e-05
1993,8.862731548653358e-09,1.0706179864428123e-05
1994,7.912389743403025e-09,1.0674868576643348e-05
1995,1.3556126887692699e-08,1.0729946097853826e-05
1996,4.270473752399084e-09,1.1598606306506554e-05
1997,1.054876808126437e-08,1.085516146304144e-05
1998,7.629006981701991e-09,1.043695772295905e-05
1999,1.2339543165040823e-08,1.0983107131323777e-05
2000,1.192868470667463e-08,1.0495475862626336e-05
2001,7.0099388516098315e-09,1.0724768230829795e-05
2002,1.0076809608960957e-08,1.0653378240021993e-05
2003,1.2500768864498468e-08,1.0994009812748118e-05
2004,1.4535811221350059e-08,1.1228253129047516e-05
2005,1.1259373877692269e-08,1.081080063158879e-05
2006,1.070651389767363e-08,1.0854345873667626e-05
2007,1.358123019601365e-08,1.070200903541263e-05
2008,1.021785517307805e-08,1.0862005865419633e-05
2009,3.337734755248789e-09,1.0038475238616229e-05
2010,8.9752067999882e-09,9.257689953301451e-06
2011,2.2943831279320648e-09,9.545780812914018e-06
2012,4.425528637996834e-09,9.524077768219286e-06
2013,6.693900156395927e-09,8.760641549088177e-06
2014,4.547434789836657e-09,9.009767609313712e-06
2015,6.871383573248124e-09,8.73907004006469e-06
2016,4.349813981230355e-09,9.22201991215843e-06
2017,4.024978267347379e-09,8.1558634974499e-06
2018,1.8070267504555204e-09,8.249593065556837e-06
2019,7.652963041060445e-09,8.232292600496294e-06
