year,en_ADP aises_NOUN,en_ADP thèse_NOUN
1800,0.0,2.9240729482182815e-07
1801,0.0,2.9764782993879635e-07
1802,0.0,3.2448681963614945e-07
1803,1.950339223455444e-09,5.207405635587747e-07
1804,0.0,4.0785540988963476e-07
1805,0.0,4.406460476502616e-07
1806,0.0,4.293686970413546e-07
1807,0.0,1.155863770918586e-06
1808,0.0,9.086956751502839e-07
1809,0.0,9.984914868255146e-07
1810,0.0,1.3408926236024854e-06
1811,0.0,7.370805761297561e-07
1812,0.0,1.4056186898869782e-06
1813,0.0,7.937046930805991e-07
1814,3.1466771410748606e-09,6.07308692224251e-07
1815,0.0,1.0249449644561537e-06
1816,0.0,5.492721157906999e-07
1817,0.0,5.41791948194259e-07
1818,2.384235475716423e-09,6.783149899547425e-07
1819,0.0,8.425754955965203e-07
1820,1.1866481131050932e-09,9.528784090662157e-07
1821,0.0,5.561879348192633e-07
1822,0.0,8.080646693997551e-07
1823,0.0,7.046355534612303e-07
1824,0.0,8.429533693288249e-07
1825,8.805443041381977e-10,8.497252395045507e-07
1826,8.807984341885344e-10,1.251614563102521e-06
1827,1.8434546333878643e-08,1.6286921038499713e-06
1828,0.0,1.916093708587141e-06
1829,0.0,1.7695035126052971e-06
1830,0.0,1.5310838250570669e-06
1831,0.0,1.3751444214449293e-06
1832,0.0,1.4071167981910548e-06
1833,0.0,1.5128218819882022e-06
1834,0.0,1.3908450569033448e-06
1835,0.0,1.4082469590448454e-06
1836,0.0,1.1660501400001522e-06
1837,8.349468672008697e-09,1.1529225503181806e-06
1838,0.0,1.1292457600120542e-06
1839,0.0,1.4423413290387543e-06
1840,0.0,1.3669351517364703e-06
1841,3.2102742686390684e-09,1.7540938301863207e-06
1842,0.0,1.5086887970028329e-06
1843,0.0,1.6397585227423406e-06
1844,0.0,1.7096868134558463e-06
1845,0.0,1.7683742612462083e-06
1846,8.196302303531411e-09,1.5215848918614938e-06
1847,0.0,1.5581023546928918e-06
1848,0.0,1.5543368476755859e-06
1849,0.0,2.0923399119965325e-06
1850,0.0,1.9355427696154948e-06
1851,0.0,1.758761925430008e-06
1852,6.510545436100301e-10,1.954465773224001e-06
1853,1.1943863675867306e-09,1.5831591611004114e-06
1854,5.195664454227256e-10,1.3363249422582157e-06
1855,5.306937111981824e-10,1.434465048077982e-06
1856,5.177189232874468e-10,1.513292431809532e-06
1857,9.763018171682347e-10,1.3258178910291463e-06
1858,0.0,1.4529323948409e-06
1859,0.0,1.6376428959574696e-06
1860,0.0,1.1484154072149977e-06
1861,4.715963730639317e-10,1.054961103363894e-06
1862,1.8071945051545413e-09,1.3147339643637679e-06
1863,4.495158911765884e-09,1.4429460009068862e-06
1864,1.4384183844029508e-09,1.115253724037757e-06
1865,0.0,1.3447454421111615e-06
1866,9.731225825149181e-10,1.1979138889728347e-06
1867,3.88224918879132e-09,1.4878720548949786e-06
1868,9.87974813071446e-10,1.1425929073993757e-06
1869,0.0,1.3478513096742972e-06
1870,1.1468097582678638e-09,1.2156183686329314e-06
1871,0.0,1.214000548088734e-06
1872,6.047339295989218e-10,1.1641128025985381e-06
1873,3.591602570907071e-09,1.2738217662899842e-06
1874,1.7923826867161097e-09,1.2259898198863084e-06
1875,5.721527140956084e-10,1.0922395006218721e-06
1876,6.04601479992084e-10,1.2720814765998512e-06
1877,0.0,1.278401470017343e-06
1878,6.039088673581716e-10,1.1148157739171438e-06
1879,1.221865053580018e-09,1.2084245497590018e-06
1880,0.0,1.2315846902311023e-06
1881,0.0,1.2090328311842313e-06
1882,6.655385131892899e-10,1.1626957814314665e-06
1883,6.319338941018771e-10,1.2215282367833424e-06
1884,0.0,1.1434139253196918e-06
1885,0.0,1.1801959090007585e-06
1886,0.0,1.1048329895402276e-06
1887,0.0,1.0531155396620306e-06
1888,0.0,1.146383141303886e-06
1889,0.0,1.132736741737972e-06
1890,6.554386478008212e-10,1.1109684976418066e-06
1891,0.0,1.1059271969315887e-06
1892,1.2537024751679837e-09,8.81979701716773e-07
1893,1.2316833108982905e-09,1.0179862499626324e-06
1894,0.0,8.355841032425815e-07
1895,6.018614495673091e-10,1.0520538182845485e-06
1896,0.0,9.258335751383129e-07
1897,0.0,1.0511391508316592e-06
1898,1.13167097914868e-09,9.602228203675622e-07
