year,en_ADP aises_NOUN,en_ADP thèse_NOUN
1899,0.0,9.63456926683648e-07
1900,0.0,8.596383906933625e-07
1901,0.0,8.455761957293362e-07
1902,0.0,6.99224429467904e-07
1903,5.400220270956879e-10,7.743915659830236e-07
1904,0.0,7.540599256117275e-07
1905,0.0,7.555351402288579e-07
1906,0.0,7.263588628347861e-07
1907,2.5714217422034835e-09,5.687984838687044e-07
1908,1.4734167219643268e-09,7.028197614999954e-07
1909,5.500983557560346e-10,5.743026889604153e-07
1910,0.0,5.215891007992468e-07
1911,2.6601871816467337e-09,5.474665130122958e-07
1912,5.209421227725386e-10,6.647221226785405e-07
1913,0.0,6.268134029596695e-07
1914,0.0,5.303821097868422e-07
1915,0.0,5.112850800514934e-07
1916,0.0,5.131144718006908e-07
1917,0.0,4.869092506964989e-07
1918,0.0,3.4344265742447533e-07
1919,0.0,5.248473655683483e-07
1920,0.0,4.831083941780889e-07
1921,0.0,4.566366840208502e-07
1922,7.377935484775833e-10,4.5595641751106086e-07
1923,0.0,4.246379177175186e-07
1924,0.0,3.9706203125433603e-07
1925,0.0,4.245296665317255e-07
1926,1.1146138456652466e-09,5.026908524996543e-07
1927,0.0,4.180959365385206e-07
1928,0.0,4.1133747430421863e-07
1929,1.1140406375176326e-09,3.665193588631155e-07
1930,0.0,3.9598586454303586e-07
1931,0.0,3.7181462175794877e-07
1932,0.0,2.948115351841807e-07
1933,0.0,2.3170737506461592e-07
1934,0.0,2.755763475192907e-07
1935,0.0,2.7646735389907917e-07
1936,0.0,2.8856820222245005e-07
1937,0.0,3.248508519959614e-07
1938,0.0,3.0079297630436486e-07
1939,0.0,3.043516016987269e-07
1940,0.0,2.5357829258609854e-07
1941,0.0,1.8594465700516594e-07
1942,0.0,1.8812113466992741e-07
1943,0.0,2.0612970175193368e-07
1944,0.0,2.2170984692593265e-07
1945,0.0,3.7252419815558824e-07
1946,0.0,1.7679803221426482e-07
1947,0.0,2.3364907519862754e-07
1948,0.0,1.9786836347179815e-07
1949,9.817008317369869e-10,1.816146593114354e-07
1950,0.0,1.871823620547275e-07
1951,0.0,1.84442249917538e-07
1952,0.0,1.7293478471458457e-07
1953,0.0,2.025479588496637e-07
1954,0.0,1.9447346488732364e-07
1955,0.0,1.6518669809784114e-07
1956,1.744228317335228e-09,1.5698054234292158e-07
1957,0.0,1.1927300924696738e-07
1958,0.0,1.6875376829261768e-07
1959,0.0,1.6509092759520172e-07
1960,0.0,1.5848707946020113e-07
1961,1.3896318540318475e-09,1.4104762691147243e-07
1962,0.0,2.1689491447318687e-07
1963,0.0,1.5841830425245007e-07
1964,0.0,2.208480509580113e-07
1965,5.472043373977442e-10,2.0027679425993483e-07
1966,5.539074754423723e-10,1.816816563859902e-07
1967,0.0,1.4150063343265629e-07
1968,0.0,1.8280061908626521e-07
1969,0.0,2.202752469315783e-07
1970,9.197450023812337e-10,1.7843053612409676e-07
1971,2.0553589941130213e-09,1.6134568525671966e-07
1972,0.0,1.4313109275576608e-07
1973,0.0,1.3617612992788963e-07
1974,5.625571675160757e-10,1.198246781797252e-07
1975,0.0,1.8333851059537665e-07
1976,0.0,9.998672023669997e-08
1977,5.876781838942691e-10,1.1048350145870245e-07
1978,5.940591352171509e-10,1.1643559005847237e-07
1979,5.851973350345929e-10,1.4337334519609612e-07
1980,0.0,1.1086043905095266e-07
1981,0.0,1.1449244396999347e-07
1982,6.207502289967692e-10,1.4525555158684256e-07
1983,0.0,1.0420271223665623e-07
1984,1.1598016991243298e-09,9.220423358158314e-08
1985,0.0,1.11287823401085e-07
1986,5.994485463567401e-10,1.019062523255343e-07
1987,0.0,1.1732768534500337e-07
1988,5.996553809062277e-10,1.337231534392913e-07
1989,8.232182935330457e-09,1.0701837904747435e-07
1990,0.0,1.0515896509133427e-07
1991,0.0,1.1840159963583119e-07
1992,5.509944167592096e-10,1.4270755865908313e-07
1993,0.0,1.1909296127043945e-07
1994,5.274926606624319e-10,1.3820307565026724e-07
1995,0.0,1.2254739001349435e-07
1996,0.0,1.3772277185353232e-07
1997,0.0,1.323390907970179e-07
1998,0.0,1.7165264942775593e-07
1999,0.0,1.8417910574441976e-07
2000,4.4180314962005696e-10,1.6567618121854366e-07
2001,0.0,1.7481034841893006e-07
2002,0.0,1.4370406509200961e-07
2003,8.333845835650777e-10,2.0709607184699053e-07
2004,4.404791253964646e-10,1.9248937732641025e-07
2005,0.0,2.089739785660072e-07
2006,8.235779835885637e-10,1.9848229282359853e-07
2007,0.0,1.8254770850489876e-07
2008,0.0,1.61782709007241e-07
2009,1.430457752249481e-09,2.6272741582289427e-07
2010,0.0,1.5871944647471992e-07
2011,0.0,1.2466148158196688e-07
2012,0.0,1.7123391060636095e-07
2013,0.0,1.344358278032587e-07
2014,0.0,1.2061529908180546e-07
2015,2.2165753954528356e-10,1.8464073292534522e-07
2016,6.214020409345267e-10,2.2184051573503893e-07
2017,0.0,1.3659769271257005e-07
2018,0.0,1.3965734702026111e-07
2019,0.0,1.1453934867233784e-07
