year,en_ADP aise_NOUN,en_ADP thèse_NOUN
1800,0.0,2.9240729482182815e-07
1801,2.3811825844433088e-09,2.9764782993879635e-07
1802,0.0,3.2448681963614945e-07
1803,9.751696339321825e-09,5.207405635587747e-07
1804,0.0,4.0785540988963476e-07
1805,2.842877711017877e-09,4.406460476502616e-07
1806,0.0,4.293686970413546e-07
1807,2.8469551160981155e-09,1.155863770918586e-06
1808,3.172503681980743e-08,9.086956751502839e-07
1809,0.0,9.984914868255146e-07
1810,0.0,1.3408926236024854e-06
1811,0.0,7.370805761297561e-07
1812,0.0,1.4056186898869782e-06
1813,1.7254450312975678e-08,7.937046930805991e-07
1814,0.0,6.07308692224251e-07
1815,5.3944472000466703e-08,1.0249449644561537e-06
1816,0.0,5.492721157906999e-07
1817,1.556873407970727e-09,5.41791948194259e-07
1818,2.384235475716423e-09,6.783149899547425e-07
1819,1.035105001712111e-09,8.425754955965203e-07
1820,3.5599443393152796e-09,9.528784090662157e-07
1821,2.7612166775270452e-08,5.561879348192633e-07
1822,0.0,8.080646693997551e-07
1823,2.174191138237802e-08,7.046355534612303e-07
1824,4.7158231097910175e-08,8.429533693288249e-07
1825,1.7610886082763955e-09,8.497252395045507e-07
1826,2.3781557056956615e-08,1.251614563102521e-06
1827,9.217273166939322e-09,1.6286921038499713e-06
1828,0.0,1.916093708587141e-06
1829,1.1145129263923081e-08,1.7695035126052971e-06
1830,5.218417697960831e-09,1.5310838250570669e-06
1831,0.0,1.3751444214449293e-06
1832,0.0,1.4071167981910548e-06
1833,1.1583628500844156e-09,1.5128218819882022e-06
1834,2.8937046536725575e-08,1.3908450569033448e-06
1835,1.5126175867408165e-09,1.4082469590448454e-06
1836,1.8818100577799868e-08,1.1660501400001522e-06
1837,1.7394726437025554e-08,1.1529225503181806e-06
1838,1.0730675237269338e-08,1.1292457600120542e-06
1839,6.9914749545318955e-09,1.4423413290387543e-06
1840,9.554533164646273e-09,1.3669351517364703e-06
1841,2.5682194149112547e-09,1.7540938301863207e-06
1842,9.391571076378114e-09,1.5086887970028329e-06
1843,1.1813822142769936e-09,1.6397585227423406e-06
1844,2.744280691580059e-09,1.7096868134558463e-06
1845,0.0,1.7683742612462083e-06
1846,1.7563504428608212e-08,1.5215848918614938e-06
1847,5.393223645455691e-10,1.5581023546928918e-06
1848,2.413566457803995e-09,1.5543368476755859e-06
1849,5.865590457787562e-09,2.0923399119965325e-06
1850,6.1100964288129944e-09,1.9355427696154948e-06
1851,7.094382858952031e-09,1.758761925430008e-06
1852,5.208436348880241e-09,1.954465773224001e-06
1853,1.074947708623597e-08,1.5831591611004114e-06
1854,6.234797400583858e-09,1.3363249422582157e-06
1855,2.653468555990912e-09,1.434465048077982e-06
1856,1.2942972693608112e-08,1.513292431809532e-06
1857,9.763017949637742e-09,1.3258178910291463e-06
1858,6.8511463169329545e-09,1.4529323948409e-06
1859,6.619825576592575e-09,1.6376428959574696e-06
1860,9.154367819341758e-10,1.1484154072149977e-06
1861,3.772771095533756e-09,1.054961103363894e-06
1862,4.0661876643532935e-09,1.3147339643637679e-06
1863,2.497310414018017e-09,1.4429460009068862e-06
1864,4.794727948009836e-09,1.115253724037757e-06
1865,1.6003271152698062e-08,1.3447454421111615e-06
1866,3.8924903300596725e-09,1.1979138889728347e-06
1867,7.279217228983725e-09,1.4878720548949786e-06
1868,1.975949626142892e-09,1.1425929073993757e-06
1869,8.790334682373668e-09,1.3478513096742972e-06
1870,1.1468097582678638e-09,1.2156183686329314e-06
1871,5.310588635509816e-09,1.214000548088734e-06
1872,4.23313739617015e-09,1.1641128025985381e-06
1873,6.584604750337064e-09,1.2738217662899842e-06
1874,9.559374625212058e-09,1.2259898198863084e-06
1875,1.1443054281912168e-09,1.0922395006218721e-06
1876,1.0882826417812907e-08,1.2720814765998512e-06
1877,1.5462039981706255e-08,1.278401470017343e-06
1878,7.2469061862534545e-09,1.1148157739171438e-06
1879,7.94212295929242e-09,1.2084245497590018e-06
1880,6.417846254436199e-09,1.2315846902311023e-06
1881,3.486253785656146e-09,1.2090328311842313e-06
1882,1.6638462829732248e-08,1.1626957814314665e-06
1883,7.583206784733676e-09,1.2215282367833424e-06
1884,1.5844072720483382e-08,1.1434139253196918e-06
1885,9.66845359329227e-09,1.1801959090007585e-06
1886,5.808117542471791e-09,1.1048329895402276e-06
1887,1.1752063988623718e-08,1.0531155396620306e-06
1888,1.9021844099853524e-09,1.146383141303886e-06
1889,4.385595886446936e-09,1.132736741737972e-06
1890,5.243509182406569e-09,1.1109684976418066e-06
1891,5.736798036615198e-09,1.1059271969315887e-06
1892,3.761107425503951e-09,8.81979701716773e-07
1893,7.390099865389743e-09,1.0179862499626324e-06
1894,3.780923574225881e-09,8.355841032425815e-07
1895,4.213030146971164e-09,1.0520538182845485e-06
1896,5.89702897624278e-10,9.258335751383129e-07
1897,1.4566783890224144e-08,1.0511391508316592e-06
1898,3.3950129374460403e-09,9.602228203675622e-07
1899,1.1055156790007459e-09,9.63456926683648e-07
1900,3.633737311048435e-09,8.596383906933625e-07
1901,1.8442838811694173e-08,8.455761957293362e-07
1902,4.419255628107521e-09,6.99224429467904e-07
1903,1.1340462569009446e-08,7.743915659830236e-07
1904,5.374625189347171e-10,7.540599256117275e-07
1905,2.0643036724443675e-09,7.555351402288579e-07
1906,1.543255340186178e-08,7.263588628347861e-07
1907,2.571421631181181e-09,5.687984838687044e-07
1908,2.9468334439286537e-09,7.028197614999954e-07
1909,7.701377313651392e-09,5.743026889604153e-07
1910,7.481810726517324e-09,5.215891007992468e-07
1911,4.25629931299909e-09,5.474665130122958e-07
1912,5.209421227725386e-10,6.647221226785405e-07
1913,2.6514948014977335e-09,6.268134029596695e-07
1914,2.6786975415582504e-09,5.303821097868422e-07
1915,8.246533123035249e-09,5.112850800514934e-07
1916,4.394984820521586e-09,5.131144718006908e-07
1917,1.0966424213165737e-08,4.869092506964989e-07
1918,8.040463406189247e-09,3.4344265742447533e-07
1919,1.8415696745321952e-09,5.248473655683483e-07
1920,7.572231730534895e-09,4.831083941780889e-07
1921,3.7863738810983705e-09,4.566366840208502e-07
1922,1.3280283539529592e-08,4.5595641751106086e-07
1923,2.1231896241147297e-09,4.246379177175186e-07
1924,2.578324886925998e-09,3.9706203125433603e-07
1925,7.698724546756353e-09,4.245296665317255e-07
1926,3.3438415369957397e-09,5.026908524996543e-07
1927,0.0,4.180959365385206e-07
1928,3.4278122562625413e-09,4.1133747430421863e-07
1929,7.798284462623428e-09,3.665193588631155e-07
1930,1.0503603542488804e-09,3.9598586454303586e-07
1931,6.843213995466613e-09,3.7181462175794877e-07
1932,3.2878609834696704e-09,2.948115351841807e-07
1933,5.735331320977366e-09,2.3170737506461592e-07
1934,3.5944740517379614e-09,2.755763475192907e-07
1935,1.196828414151696e-08,2.7646735389907917e-07
1936,2.424942913137329e-09,2.8856820222245005e-07
1937,7.554670666820584e-09,3.248508519959614e-07
1938,1.2965214679638848e-08,3.0079297630436486e-07
1939,1.2235240376412548e-08,3.043516016987269e-07
1940,1.0143131667916805e-08,2.5357829258609854e-07
1941,1.1806010391524069e-08,1.8594465700516594e-07
1942,0.0,1.8812113466992741e-07
1943,2.9032352077962287e-09,2.0612970175193368e-07
1944,0.0,2.2170984692593265e-07
1945,2.178504043826024e-09,3.7252419815558824e-07
1946,4.1763312808029696e-09,1.7679803221426482e-07
1947,4.7683483828109274e-09,2.3364907519862754e-07
1948,1.1959076617884534e-08,1.9786836347179815e-07
1949,9.817008317369869e-10,1.816146593114354e-07
1950,1.1698897628420468e-08,1.871823620547275e-07
1951,6.396841278899501e-09,1.84442249917538e-07
1952,4.2179215675730575e-09,1.7293478471458457e-07
1953,1.0773827385790469e-09,2.025479588496637e-07
1954,2.9317608341017376e-09,1.9447346488732364e-07
1955,9.385607846468247e-10,1.6518669809784114e-07
1956,8.72114158667614e-10,1.5698054234292158e-07
1957,1.7670075402875796e-09,1.1927300924696738e-07
1958,3.3088973783179654e-09,1.6875376829261768e-07
1959,4.650448692800069e-09,1.6509092759520172e-07
1960,2.629916640017882e-08,1.5848707946020113e-07
1961,6.25334317660986e-09,1.4104762691147243e-07
1962,2.536782617301725e-09,2.1689491447318687e-07
1963,1.2932106496776896e-09,1.5841830425245007e-07
1964,1.034274621503073e-08,2.208480509580113e-07
1965,2.188817405102128e-09,2.0027679425993483e-07
1966,1.0524242255449678e-08,1.816816563859902e-07
1967,2.9088979447422503e-08,1.4150063343265629e-07
1968,4.491415739327209e-09,1.8280061908626521e-07
1969,2.2708788738334817e-09,2.202752469315783e-07
1970,9.657322413980651e-09,1.7843053612409676e-07
1971,7.707596116901527e-09,1.6134568525671966e-07
1972,3.5911026929902334e-09,1.4313109275576608e-07
1973,6.064524216142786e-09,1.3617612992788963e-07
1974,4.500457451150908e-09,1.198246781797252e-07
1975,6.282628195464213e-09,1.8333851059537665e-07
1976,6.28487961673585e-09,9.998672023669997e-08
1977,5.289103488514968e-09,1.1048350145870245e-07
1978,4.158413835497754e-09,1.1643559005847237e-07
1979,5.266776015311336e-09,1.4337334519609612e-07
1980,2.8425753972882717e-09,1.1086043905095266e-07
1981,3.795329828193417e-09,1.1449244396999347e-07
1982,3.103751144983846e-09,1.4525555158684256e-07
1983,6.315316158911344e-09,1.0420271223665623e-07
1984,2.319603453759811e-09,9.220423358158314e-08
1985,7.820225356169885e-09,1.11287823401085e-07
1986,8.99172813983995e-09,1.019062523255343e-07
1987,2.4443267965246207e-09,1.1732768534500337e-07
1988,2.398621523624911e-09,1.337231534392913e-07
1989,4.390497743145261e-09,1.0701837904747435e-07
1990,3.8140557934163155e-09,1.0515896509133427e-07
1991,1.1722930404189924e-09,1.1840159963583119e-07
1992,6.61193322315512e-09,1.4270755865908313e-07
1993,7.754890507527534e-09,1.1909296127043945e-07
1994,3.692448680148175e-09,1.3820307565026724e-07
