year,en_ADP elle_PRON,en_ADP tels_ADJ
1856,2.1069607925028322e-05,1.3926638597894225e-07
1857,1.9028121656106123e-05,2.8898532811183486e-07
1858,1.8693353638354893e-05,2.6279039433418916e-07
1859,2.049650656488211e-05,2.3780449653898472e-07
1860,1.8199798859086513e-05,2.3069006260811875e-07
1861,2.0965759119917493e-05,1.414789121412241e-07
1862,1.8176310391027073e-05,1.8297844750492231e-07
1863,1.8922620157013625e-05,1.7930689200085226e-07
1864,1.9222063798451927e-05,2.2391380039010755e-07
1865,1.8041335238194733e-05,1.2426068840554194e-07
1866,1.856815265455225e-05,2.1700634178500877e-07
1867,1.6633982014013782e-05,2.1400898475576469e-07
1868,1.6397911224430572e-05,1.8771522025673448e-07
1869,2.0216792279370566e-05,2.446643101450263e-07
1870,1.8167760444498526e-05,1.8463637552201817e-07
1871,1.4071997782139078e-05,1.752494229734225e-07
1872,1.65285877073984e-05,2.086332049344719e-07
1873,1.468307078766884e-05,2.328555792630027e-07
1874,1.4261989761621408e-05,1.9596717704128963e-07
1875,1.5617479732554784e-05,2.5289150096252655e-07
1876,1.463196022655211e-05,1.4631355527150447e-07
1877,1.3724724823305223e-05,1.7317484868328847e-07
1878,1.321594164949147e-05,1.588280280628851e-07
1879,1.4320869723860596e-05,2.2848876968240006e-07
1880,1.3120645334652181e-05,1.694311344557775e-07
1881,1.2724129021535191e-05,2.0289996705002977e-07
1882,1.3907758514619672e-05,2.0165816394523972e-07
1883,1.2432667588768709e-05,2.243365369025696e-07
1884,1.3004022989093755e-05,1.907890379015953e-07
1885,1.2958950676988934e-05,2.0754947538392798e-07
1886,1.2850136911879417e-05,1.606912474194644e-07
1887,1.3117914903659766e-05,2.1480161804809939e-07
1888,1.2983676356270735e-05,1.3442103363736635e-07
1889,1.3419922552770913e-05,1.5976098488579282e-07
1890,1.3799605198983045e-05,1.6713685480063134e-07
1891,1.3575176382119025e-05,1.1346111494781042e-07
1892,1.3523062179388035e-05,1.4229522582454024e-07
1893,1.382379720382687e-05,1.0900397073854151e-07
1894,1.4333481544781534e-05,1.5123694385721365e-07
1895,1.4779309822188225e-05,1.5588211788042372e-07
1896,1.4882921561820694e-05,1.2737582655297786e-07
1897,1.3259269010745811e-05,1.217783154316976e-07
1898,1.5051789546305372e-05,8.713866461729225e-08
1899,1.4424215578401345e-05,1.3266187792737583e-07
1900,1.4576477241234898e-05,1.380820071616995e-07
1901,1.4929198584923142e-05,1.1233365215801427e-07
1902,1.3237143150490738e-05,9.575053505628262e-08
1903,1.4743681418849519e-05,1.0422424967515553e-07
1904,1.4155149955286106e-05,1.3060339210113625e-07
1905,1.400836430320851e-05,8.82489818998522e-08
1906,1.4642406540588127e-05,1.7387343742569783e-07
1907,1.4921959774483184e-05,9.154261348953696e-08
1908,1.5922722980121762e-05,9.970119618785134e-08
1909,1.5739964510430582e-05,1.1332025939836399e-07
1910,1.558407774382431e-05,8.443757837373056e-08
1911,1.4901304012937544e-05,9.629877417705046e-08
1912,1.5613156392646488e-05,1.1043973335844726e-07
1913,1.6423890087935433e-05,8.96205238909431e-08
1914,1.4736184482444514e-05,1.359439010251151e-07
1915,1.2639579580309146e-05,9.188994365416647e-08
1916,1.4778136005588749e-05,7.58134857115067e-08
1917,1.5220300497276185e-05,1.1734074267799599e-07
1918,1.4316619427745536e-05,1.0108010961573655e-07
1919,1.623343695200674e-05,1.0865261323989017e-07
1920,1.683761416870766e-05,1.1812681588452278e-07
1921,1.6146612097145407e-05,8.330022072122745e-08
1922,1.6833498165169658e-05,1.5715001921989824e-07
1923,1.8260493163779756e-05,1.3906891460635507e-07
1924,1.7065932325976974e-05,1.3407289767286557e-07
1925,1.6907498235241292e-05,1.1878032468715105e-07
1926,1.782713417242121e-05,8.916910410050605e-08
1927,2.0184557314451013e-05,1.0926240268105403e-07
1928,1.6795137668168536e-05,1.1426041179873891e-07
1929,1.6339633219786265e-05,9.135133538507034e-08
1930,1.614508914826729e-05,1.2499288448708512e-07
1931,1.594924984260615e-05,8.896178105288755e-08
1932,1.58935202136945e-05,1.2274680916135594e-07
1933,1.5033450040391472e-05,1.0438302422421941e-07
1934,1.4966192139809209e-05,8.147474694908396e-08
1935,1.5920211893671876e-05,1.0053358945327773e-07
1936,1.573909239027671e-05,9.093536146309589e-08
1937,1.6229951796731257e-05,8.058315614789535e-08
1938,1.6382845814177927e-05,9.464606787190633e-08
1939,1.6979455580212743e-05,7.341144225847529e-08
1940,1.3809874161552216e-05,1.343964912692286e-07
1941,1.7626374329893224e-05,1.0920559478933001e-07
1942,1.642722293127008e-05,7.888950426249153e-08
1943,1.899006176131479e-05,5.516146828199453e-08
1944,2.0599736785698042e-05,1.542329375325835e-07
1945,2.0310192951455974e-05,2.0913638243413857e-07
1946,2.0851029432833457e-05,1.225057113529715e-07
1947,2.0514627522061346e-05,8.46381809083141e-08
1948,1.7839681305531485e-05,6.631851645622078e-08
1949,1.776976750988979e-05,7.657266820615405e-08
1950,1.868420241635249e-05,1.1911604658187969e-07
1951,1.7561460509796234e-05,6.929911144926137e-08
1952,1.569488617292336e-05,8.857635158676658e-08
1953,1.719179567771789e-05,8.295847309103266e-08
1954,1.9003674310624774e-05,6.352148784749545e-08
1955,1.7417811704945052e-05,5.349796383669059e-08
1956,1.663819472241812e-05,6.802490748469836e-08
1957,1.644553904611712e-05,6.449577583111932e-08
1958,1.5683346191508463e-05,7.693186709900601e-08
1959,1.6795095319821485e-05,9.533419653706687e-08
1960,1.619405747987912e-05,7.474500218762614e-08
1961,1.7819249137573934e-05,8.059864997633781e-08
1962,1.7045910226443084e-05,7.990864858697933e-08
1963,1.7256603143778193e-05,8.535189977010305e-08
1964,1.6858066970826258e-05,1.0038548081681142e-07
1965,1.800958926878593e-05,1.2421538642115593e-07
1966,1.7137898112196126e-05,8.530175366061599e-08
1967,1.711418036620671e-05,1.6861747909047153e-07
1968,1.7897393831844965e-05,9.342144835500221e-08
1969,1.5860272924328456e-05,1.3852361124833124e-07
1970,1.5853644100616293e-05,1.2554519557284038e-07
1971,1.6047729275214806e-05,1.037956258720385e-07
1972,1.4580903012983981e-05,7.643918698008179e-08
1973,1.4301801570582029e-05,7.442825333825454e-08
1974,1.3796152245504345e-05,6.750685921375066e-08
1975,1.3249491502165256e-05,7.253579559218792e-08
1976,1.4045563375475467e-05,5.884932674504739e-08
1977,1.4846513607835732e-05,7.87488740883191e-08
1978,1.5101577645282305e-05,5.1089087182987214e-08
1979,1.5881085431601605e-05,5.325295626690263e-08
1980,1.4964454067012412e-05,6.196814217318547e-08
1981,1.5642451700159654e-05,6.515316330890641e-08
1982,1.748094726394811e-05,5.959202153960064e-08
1983,1.6313723818939252e-05,3.410270710269003e-08
1984,1.6305072222166928e-05,5.741018416216548e-08
1985,1.587746450582017e-05,4.331201797214135e-08
1986,1.659633178974218e-05,5.574871497771028e-08
1987,1.6359879168703628e-05,5.010869941202145e-08
1988,1.5713968480213225e-05,3.6578978013235286e-08
1989,1.5691090709424316e-05,4.939309983242879e-08
1990,1.6813991521757998e-05,3.432650075296806e-08
1991,1.592618656331979e-05,5.0994746203514296e-08
1992,1.6168931637139394e-05,4.738552050742584e-08
1993,1.6126848521480497e-05,5.151463078334473e-08
1994,1.5833747795568343e-05,4.114442742064739e-08
1995,1.6441412640233466e-05,4.609083192885777e-08
1996,1.6642035802760802e-05,6.459091217436708e-08
1997,1.706311169868968e-05,5.4661797865840356e-08
1998,1.7602025764063e-05,4.863491809281584e-08
1999,1.6189024393042928e-05,3.244842938787684e-08
2000,1.7732653532220866e-05,4.8156542753474696e-08
2001,1.6418591826550255e-05,5.3888905782173424e-08
2002,1.687997058752444e-05,3.329728293088863e-08
2003,1.779984498284648e-05,3.5418845856227676e-08
2004,1.69659338666861e-05,4.140503906402415e-08
2005,1.6676934734505267e-05,5.314424400548745e-08
2006,1.7499796541642354e-05,3.911995560823556e-08
2007,2.1653274217214857e-05,4.553706478560571e-08
2008,2.1904952546947243e-05,2.6396126839856038e-08
2009,2.5234705390175804e-05,2.5748239984579868e-08
2010,2.6216105993626115e-05,3.023227468368361e-08
2011,2.617853013475724e-05,1.682547690062819e-08
2012,2.707470198970441e-05,1.6680837655602687e-08
2013,2.9741555437112766e-05,2.6775601014161765e-08
2014,3.459991782506222e-05,2.6418430776331547e-08
2015,3.316639620720707e-05,3.945504345459483e-08
2016,3.4621828774561436e-05,3.7076987702278075e-08
2017,3.335348338850963e-05,1.5345229087415646e-08
2018,3.355157917894758e-05,2.7621693321489005e-08
2019,3.2003673027247714e-05,3.6989322771407984e-08
