year,en_ADP oie_NOUN,en_ADP toit_NOUN
2010,4.251413721068076e-09,5.385124168810762e-08
2011,7.647943611743813e-09,6.768430438341966e-08
2012,1.1234033758800166e-08,9.736162809304005e-08
2013,9.483025031897796e-09,8.785743688122238e-08
2014,9.094869662940042e-09,6.994388002112828e-08
2015,1.2634479421014255e-08,7.84667690822971e-08
2016,1.0356700386182638e-08,6.876848601677921e-08
2017,1.1068689659277098e-08,8.5027664908921e-08
2018,1.290733386838383e-08,8.828616415712531e-08
2019,8.163161147045628e-09,8.367239701101425e-08
