year,en_ADP oie_NOUN,en_ADP toit_NOUN
1800,3.144164484325529e-09,2.986956246786576e-07
1801,1.666827853519237e-08,7.524536727032682e-07
1802,2.0140561218795483e-08,5.594600338554301e-07
1803,9.751696339321825e-09,9.361628485748952e-07
1804,1.2359254952798437e-08,3.806650568094483e-07
1805,3.695740957709859e-08,5.970043304159844e-08
1806,1.4408345627714425e-08,1.498467980809437e-07
1807,0.0,1.2811298688575334e-07
1808,1.0877154998922833e-07,3.08186059783111e-07
1809,0.0,2.959330061003129e-07
1810,2.3401266702194334e-08,2.69114565298878e-07
1811,1.504245972228091e-08,1.0529722516139373e-07
1812,2.6672082320544632e-09,8.268345652595599e-08
1813,5.751483289628823e-09,1.4378708002027452e-08
1814,1.1642705288750221e-07,8.496028414128887e-08
1815,0.0,2.6972236000233352e-08
1816,2.3176038865813098e-09,8.505606388098386e-07
1817,4.670620334934483e-09,9.092140658140124e-07
1818,4.768470951432846e-09,2.7299495286570163e-07
1819,4.140420006848444e-09,2.2047736081276526e-07
1820,2.3732962262101864e-09,1.0086508694939766e-07
1821,1.577838126820552e-08,1.2524090209353744e-07
1822,1.0025615893027862e-09,1.9148926355683216e-07
1823,1.9765373782121287e-09,1.7393529105902417e-07
1824,1.9368560089105813e-08,8.42111234078402e-08
1825,7.924898959288385e-09,4.085725606728374e-07
1826,3.5231937367541377e-09,1.7175570121708006e-07
1827,1.8434546111834038e-09,1.3457218983603525e-07
1828,7.337841001486822e-09,1.6326696083979186e-07
1829,9.430493719264632e-09,3.8407827673836437e-07
1830,2.0873671680021744e-09,1.3880992355552735e-07
1831,1.5591206103948707e-09,1.6058942264862708e-07
1832,2.0294953273491956e-08,9.741577855493233e-08
1833,2.3167257001688313e-09,9.382738852536932e-08
1834,3.733812370398937e-09,2.6136686415156873e-07
1835,7.563087933704082e-09,4.038689098706527e-07
1836,2.016224964762614e-09,3.830827495221456e-07
1837,1.3915781860163179e-09,2.059535688658798e-07
1838,4.418513332993257e-09,1.7863418122487928e-07
1839,2.0974426639952526e-09,3.341925207678287e-07
1840,5.732719632334238e-09,8.344292012907317e-08
1841,2.3113974734201292e-08,1.7078659197977686e-07
1842,1.341653010911159e-09,1.3081117344881932e-07
1843,1.7720733214154905e-09,1.5948660347930854e-07
1844,3.2931368743049916e-09,1.5971713196449855e-07
1845,3.9061593959388574e-09,8.593551115154696e-08
1846,2.9272506640865004e-09,9.718472426811786e-08
1847,7.011190739092399e-09,7.065123242000482e-08
1848,4.82713291560799e-09,8.527935335678194e-08
1849,1.9272654583346593e-08,8.882179969305071e-08
1850,6.788996032014438e-09,1.6565149962843861e-07
1851,1.0964046337491595e-08,1.1415506406819986e-07
1852,5.208436348880241e-09,3.938880013265589e-07
1853,1.791579506971175e-08,3.5532994502318616e-07
1854,7.79349651480743e-09,2.291288012656878e-07
1855,1.0083180512765466e-08,2.2342204886172112e-07
1856,1.3978411317339123e-08,8.179959110066193e-08
1857,1.4156376515472857e-08,1.4156375982565805e-07
1858,1.5659763041853125e-08,7.634134391309999e-08
1859,2.036869339860914e-09,1.5734815406176494e-07
1860,4.57718396518203e-09,3.5839349266097997e-07
1861,7.073945706981277e-09,7.215424346895816e-08
1862,1.490935469528054e-08,1.1249785814015922e-07
1863,3.9956967790022446e-08,1.0988166110337261e-07
1864,1.4384183844029508e-09,8.630509995555258e-08
1865,1.3179164426446732e-08,1.25672741546623e-07
1866,1.702964580463373e-08,2.2138539179650252e-07
1867,1.4073153309368536e-08,1.6887784681784979e-07
1868,1.2349685274415378e-08,9.385760790792119e-08
1869,2.24641887314192e-08,1.5724931756722071e-07
1870,9.17447806614291e-09,2.31655576499179e-07
1871,2.2304472935275044e-08,1.635661277532563e-07
1872,7.256807155187062e-09,1.7476810398875386e-07
1873,2.5141218329416404e-08,1.1313548498037562e-07
1874,1.1949218503559678e-08,7.34876905994497e-08
1875,9.7265964171811e-09,7.437985516389745e-08
1876,2.1161051577678336e-08,1.1003746891447008e-07
1877,2.2265337129567797e-08,9.648312726540098e-08
1878,2.1740719446938783e-08,1.1836613822424624e-07
1879,1.5273313280772527e-08,8.553055153015521e-08
1880,1.6044615858135103e-08,1.0589446475250952e-07
1881,2.1614772693911988e-08,1.0040410813871858e-07
1882,3.327692410515226e-08,1.124760089510346e-07
1883,8.847074184359371e-09,5.245051326596695e-08
1884,1.4523733327109767e-08,7.988053596363898e-08
1885,1.546952527187173e-08,9.346171481183774e-08
1886,2.0005737511041843e-08,5.8726520535401505e-08
1887,2.0239665943222462e-08,7.377684596576728e-08
1888,3.1703073499755874e-09,7.481925479169149e-08
1889,1.3783300722991498e-08,5.388017498830777e-08
1890,7.865263995654459e-09,1.0552562201837645e-07
1891,1.0836173736095134e-08,6.629188931128738e-08
1892,7.522214628963297e-09,5.641661005029164e-08
1893,1.2932674486876294e-08,4.310891554837326e-08
1894,8.192001077489408e-09,7.939939195011902e-08
1895,9.629783193076946e-09,4.634333095054899e-08
1896,2.94851448812139e-09,4.1279204054944785e-08
1897,8.740070001067579e-09,4.1952336715667116e-08
1898,3.960848538042683e-09,5.545187775624072e-08
1899,7.738609753005221e-09,7.517506617205072e-08
1900,8.30568502863116e-09,3.841379481173135e-08
1901,1.620734302321125e-08,3.409130755471779e-08
1902,7.365425880312415e-09,5.990546014800202e-08
1903,9.1803746826713e-09,7.020286574288548e-08
1904,4.837162670412454e-09,6.127072538220091e-08
1905,1.4450125374043665e-08,5.212366716023098e-08
1906,1.0288368990085672e-08,4.0639058340730116e-08
1907,1.2342823652033985e-08,6.068555080673832e-08
1908,1.7680999775393502e-08,3.045061092166179e-08
1909,5.500983557560346e-10,4.400786934866119e-08
1910,1.4963622119168463e-08,4.4890864359103944e-08
1911,5.3203743632934675e-09,5.213966502992662e-08
1912,9.376957876838787e-09,5.938740343935933e-08
1913,1.0075680734189518e-08,4.295421618394357e-08
1914,6.696743604095445e-09,4.7546880210802556e-08
1915,1.6493066468115103e-08,2.709575319670421e-08
1916,1.0987462051303964e-09,7.471474106068854e-08
1917,1.315970976634162e-08,8.882803825827068e-08
1918,4.594550517822427e-09,5.283732917860107e-08
1919,8.287063479883727e-09,6.629650783906982e-08
1920,1.0601124866838063e-08,6.512119199442168e-08
1921,5.300923255902035e-09,3.559191341651058e-08
1922,3.6889677978990676e-09,6.78770035733578e-08
1923,7.431163684401554e-09,1.0297469543729676e-07
1924,9.024137215263295e-09,1.302054073448744e-07
1925,1.2097995494286806e-08,8.13865170812278e-08
1926,2.229227691330493e-09,8.248142790989732e-08
1927,1.0034302277972529e-08,6.912519268098549e-08
1928,2.2852082337543322e-08,7.426926629250374e-08
1929,6.684243603061191e-09,1.515095249260412e-07
1930,1.3654684494213143e-08,6.407198327451624e-08
1931,1.1405356659111021e-08,1.0150767337790967e-07
1932,5.4797681947604815e-09,5.150982218538047e-08
1933,1.1470662641954732e-08,4.932384811695556e-08
1934,1.3179738189705859e-08,5.870974462141021e-08
1935,2.393656828303392e-09,9.215578700150218e-08
1936,2.424942913137329e-09,5.577368611398015e-08
1937,5.0364472592434595e-09,6.925115059175369e-08
1938,9.075650453382877e-09,1.0242519721259669e-07
1939,1.3764645423464117e-08,1.6670514924044255e-07
1940,1.2678914806940611e-08,8.368083825871508e-08
1941,2.9515025978810172e-09,5.9030050181263505e-08
1942,0.0,2.548737825236458e-07
1943,5.806470415592457e-09,4.645176332473966e-08
1944,3.2131861615880553e-09,1.5423293575622665e-07
1945,8.714016175304096e-09,1.1546071476686848e-07
1946,2.7842208538686464e-09,1.0580039599972224e-07
1947,2.3841741914054637e-09,1.1086410012239867e-07
1948,3.2615663503321457e-09,1.239395146512834e-07
1949,9.817008539414473e-09,8.049946842447753e-08
1950,8.508289184305795e-09,1.1805251176610909e-07
1951,5.330700769690111e-09,1.5459032454145927e-07
1952,3.1634410646574906e-09,1.2759213063873176e-07
1953,3.232148326759443e-09,7.649417455013463e-08
1954,4.886268278880834e-09,1.0163437735855041e-07
1955,3.754243138587299e-09,8.353190850129977e-08
1956,9.593255967388359e-09,1.1250272535789918e-07
1957,1.5903067307476704e-08,1.1838950797482539e-07
1958,9.099467679352102e-09,9.264912392836777e-08
1959,3.100299128533379e-09,9.765942365902447e-08
1960,8.997083078554624e-09,9.550750235121086e-08
1961,8.33779090214648e-09,9.866386108114966e-08
1962,8.24454354786397e-09,8.117704197729836e-08
1963,1.0345685197421517e-08,1.0992290810918348e-07
1964,4.867174663303331e-09,5.77976990712159e-08
1965,2.73602163147757e-09,7.715581062939236e-08
1966,3.323444985880997e-08,8.25322103992221e-08
1967,1.7256174267288316e-08,1.2572355956308456e-07
1968,1.4372530721118437e-08,7.994719908310799e-08
1969,9.083515217778171e-09,7.5393181475647e-08
1970,1.3796175091229657e-08,5.840380623567398e-08
1971,1.6956711590410123e-08,6.577148781161668e-08
1972,1.1799337673590315e-08,8.31083823982226e-08
1973,1.047508757512361e-08,5.2375437320506535e-08
1974,1.4626486743996026e-08,7.313243344242437e-08
1975,1.4849848462006321e-08,5.8257096924307916e-08
1976,9.141642998145016e-09,6.913367656125047e-08
1977,1.1753563455840776e-08,4.348818549715361e-08
1978,2.1386129422928946e-08,6.118808926203201e-08
1979,1.2289143924704149e-08,8.426841446862454e-08
1980,8.527726080842513e-09,7.049586514540351e-08
1981,9.48832401537203e-09,4.680906684484398e-08
1982,1.1173504455008754e-08,4.159026545380584e-08
1983,8.209910973278056e-09,4.4207212113178684e-08
1984,8.69851302098823e-09,4.5812168281145205e-08
1985,4.812446441349039e-09,7.760069564710648e-08
1986,1.1988970816112499e-08,8.572114040816814e-08
1987,9.777306964053878e-09,5.560843163721074e-08
1988,5.99655392008458e-09,5.5168296597685185e-08
1989,6.585746614717891e-09,4.445378820605583e-08
1990,1.0897301727652575e-08,4.631353434092489e-08
1991,4.68917216167597e-09,4.396098773895574e-08
1992,8.264916362410446e-09,4.297756461824065e-08
1993,4.4313659408601325e-09,3.76666093870881e-08
1994,9.494867947434926e-09,3.0594573985354145e-08
1995,7.591431483433553e-09,2.982347879765257e-08
1996,8.007138063703678e-09,3.5231408901381656e-08
1997,1.054876808126437e-08,4.315404922294874e-08
1998,7.629006759657386e-09,4.005228504411207e-08
1999,6.8553016596695215e-09,3.838968964942069e-08
2000,1.060327570190367e-08,3.976228413193894e-08
2001,5.695575122643959e-09,2.93541191354052e-08
2002,1.3581786362237835e-08,2.4972962364699924e-08
2003,1.1250691767106247e-08,3.000184634061043e-08
2004,9.690541008522402e-09,4.669078634833568e-08
2005,8.557123898356167e-09,3.963299732845371e-08
2006,1.1530091548195287e-08,4.282605559069452e-08
2007,1.0385647009059085e-08,2.8760252845927425e-08
2008,1.1920831433087642e-08,4.640609319039868e-08
2009,8.105927484791664e-09,5.72183083136224e-08
