year,en_ADP arts_NOUN,en_ADP tare_NOUN
1869,1.12320943657096e-08,1.4650557433881772e-09
1870,2.5803219116937726e-08,2.2936195165357276e-09
1871,1.1683294776076991e-08,0.0
1872,1.8746751706544273e-08,4.233137507192453e-09
1873,5.566984079274917e-08,2.9930022904522957e-09
1874,2.031367180022059e-08,4.182226287507973e-09
1875,1.3731665304828056e-08,6.86583251363615e-09
1876,6.16693476285235e-08,4.836811839936672e-09
1877,2.1028374708187414e-08,3.710889595609501e-09
1878,2.5364172762110115e-08,4.2273621270183526e-09
1879,1.7717042943843353e-08,2.443730107160036e-09
1880,2.7596738449986447e-08,3.2089231272180996e-09
1881,1.2550513517339823e-08,2.7890030285249168e-09
1882,2.5290463057103807e-08,1.3310770263785798e-09
1883,2.7805092117638708e-08,6.319338829996468e-09
1884,1.914492120391742e-08,5.281357573494461e-09
1885,3.931837805337679e-08,6.445635636342928e-09
1886,4.130216729736347e-08,3.872078213618124e-09
1887,4.178511875396751e-08,3.264462256069578e-09
1888,2.1558089979833994e-08,2.53624587998047e-09
1889,2.6940088715399213e-08,1.2530273485467092e-09
1890,4.194807196045147e-08,1.9663159989136147e-09
1891,5.0993758771156195e-08,3.187110020341777e-09
1892,4.701384459515623e-08,3.1342561879199593e-09
1893,2.5249507429325746e-08,2.4633666773077323e-09
1894,2.9617235108858608e-08,2.520615716150587e-09
1895,4.6343330728504384e-08,3.0093072478365457e-09
1896,5.071444997284402e-08,2.9485144326102386e-09
1897,2.4472196047398143e-08,1.1653427112179315e-09
1898,3.734514275599565e-08,3.960848315998078e-09
1899,3.59292577911674e-08,4.4220627160029835e-09
1900,3.9971108201086736e-08,4.15284251431558e-09
1901,3.297355899434251e-08,4.470991243898936e-09
1902,3.731815834129293e-08,1.4730852093691738e-09
1903,4.104167294904926e-08,7.020286352243943e-09
1904,5.159640092955442e-08,3.2247751136083025e-09
1905,2.3223415412942927e-08,1.4450125374043665e-08
1906,5.452835516450705e-08,2.572092316910357e-09
1907,2.2114226339020604e-08,3.08570607954195e-09
1908,5.549869519505535e-08,4.4202501658929805e-09
1909,3.6306490647231016e-08,4.400786846048277e-09
1910,3.42025641142385e-08,3.7409054742809644e-09
1911,5.32037401912433e-08,1.5961122423746588e-09
1912,6.355493675780366e-08,1.0418842455450772e-09
1913,2.0681660051202755e-08,3.712092910834741e-09
1914,5.0895253012051e-08,2.678697486047099e-09
1915,1.8849218963445935e-08,4.712304768617059e-09
1916,4.944358011904626e-08,3.2962386153911893e-09
1917,3.728584374584898e-08,3.289927441585405e-09
1918,6.776962369059447e-08,4.594550517822427e-09
1919,2.1178050757519884e-08,3.6831393490643904e-09
1920,4.46761680983343e-08,1.514446346106979e-09
1921,4.240738515903786e-08,3.786373714564917e-09
1922,3.32007097370024e-08,1.4755870969551665e-09
1923,3.6094222277682775e-08,3.1847844361720945e-09
1924,2.707241186783449e-08,1.289162443462999e-09
1925,3.849362140151413e-08,1.0998177923937646e-09
1926,3.566764272822098e-08,7.802297030679028e-09
1927,4.682674314970825e-08,0.0
1928,3.8848539829494655e-08,3.4278123672848437e-09
1929,3.3421218015305953e-08,6.684243825105796e-09
1930,5.566909955234678e-08,1.0503603542488804e-09
1931,2.3951248984133144e-08,2.2810713318222042e-09
1932,4.7126008873021874e-08,0.0
1933,5.850037565480193e-08,3.4411986593596566e-09
1934,5.990790441501304e-08,1.1981580172459871e-09
1935,6.582556189016486e-08,3.590485242455088e-09
1936,5.698615890281644e-08,3.6374143697059935e-09
1937,5.791914281516597e-08,3.777335444432595e-09
1938,3.889564470505036e-08,2.5930428915188486e-09
1939,3.8235125288110794e-08,1.5294050470515685e-09
1940,3.803674530900025e-08,0.0
1941,7.378756183840096e-08,2.9515025978810172e-09
1942,5.158160121254696e-08,0.0
1943,2.6129116870166058e-08,0.0
1944,3.855823393905666e-08,0.0
1945,2.6142048525912287e-08,4.357008087652048e-09
1946,4.315542145860718e-08,4.1763312808029696e-09
1947,3.457052732969146e-08,2.3841741914054637e-09
1948,2.3918153901902883e-08,1.0871887834440486e-09
1949,5.203014352694879e-08,9.817008317369869e-10
1950,1.0103593162114066e-07,3.190608444114673e-09
1951,5.01085888338082e-08,1.0661401761424827e-09
1952,3.796129288691219e-08,3.163441175679793e-09
1953,5.279175385730639e-08,0.0
1954,3.811289239763482e-08,1.9545072227344917e-09
1955,3.566531070475776e-08,0.0
1956,3.7500909488841216e-08,2.616342476002842e-09
1957,3.003912851795576e-08,0.0
1958,4.880623505343351e-08,1.6544486891589827e-09
1959,4.960478516835565e-08,3.8753740216890264e-09
1960,7.543708591128961e-08,1.3841666701708277e-09
1961,4.446822099435366e-08,0.0
1962,5.77118033362467e-08,3.170978146727066e-09
1963,8.082566393952106e-08,6.466053248388448e-10
1964,7.848319272252269e-08,1.2167936658258327e-09
1965,7.058936013493167e-08,0.0
1966,6.979234279391733e-08,1.2739871713129958e-08
1967,7.543413310662217e-08,8.381570326676524e-09
1968,7.051523109868896e-08,4.0422742653145605e-09
1969,1.2626086995370933e-07,3.1792304344691047e-09
1970,1.3106366436588246e-07,4.598724956395017e-09
1971,1.3051529534902073e-07,4.6245578477766e-09
1972,1.1132418914483466e-07,6.669190699692962e-09
1973,1.334195335322974e-07,1.1577728109557484e-08
1974,1.5020276666888321e-07,8.438357568252286e-09
1975,1.1765649432504688e-07,3.998036124386317e-09
1976,1.2512623959182179e-07,1.7140580621521906e-09
1977,1.569100801512846e-07,2.3507127355770763e-09
1978,1.657425026113657e-07,1.1881182704343018e-09
1979,2.0598946381955585e-07,1.7555920051037788e-09
1980,2.0523393451377103e-07,2.8425753972882717e-09
1981,1.5371085165805098e-07,8.223214609248686e-09
1982,3.1720337467788795e-07,6.207502289967692e-10
1983,2.1408921646592916e-07,1.89459470334441e-09
1984,2.696539020963229e-07,1.1598016991243298e-09
1985,3.326603521536242e-07,1.2031116103372597e-09
1986,4.5797868297725586e-07,2.3977942409381114e-09
1987,2.7804215485538464e-07,1.8332451112712533e-09
1988,4.17360150439805e-07,5.996553809062277e-10
1989,3.605696310415851e-07,5.488122178931576e-10
1990,3.639698877844211e-07,1.089730194969718e-09
1991,4.185086017738371e-07,4.10302547493302e-09
1992,3.4051454278483106e-07,1.65298330578878e-09
1993,4.5975422180433156e-07,3.323524566667402e-09
1994,3.6502492362089356e-07,1.5824779819872958e-09
1995,5.232664950227672e-07,2.168980273165033e-09
1996,3.9501881499148794e-07,5.338092190498855e-10
1997,4.909971869082597e-07,0.0
1998,3.4425893347123093e-07,3.337690568372409e-09
1999,5.246590891738734e-07,3.1991407856146736e-09
2000,3.892285849182997e-07,8.836062992401139e-10
2001,6.361519561681739e-07,2.6287270138425356e-09
2002,5.555388691291796e-07,2.190610748353805e-09
2003,4.6169506306981134e-07,1.6667691671301554e-09
2004,3.9731216042171447e-07,4.8452703238499595e-09
2005,5.17480829742567e-07,2.702249757291497e-09
2006,5.270899150477959e-07,2.0589450144825605e-09
2007,4.841309169112407e-07,3.994479469415779e-10
2008,4.849223698144556e-07,1.7029758714315335e-09
2009,4.0481954499682615e-07,2.384096253749135e-09
2010,3.80265337884822e-07,0.0
2011,5.74360592808798e-07,0.0
2012,4.54808154914943e-07,1.3617010852229328e-09
2013,3.7932100527271473e-07,5.578250084070646e-10
2014,3.6596023633705954e-07,1.0827225782605865e-09
2015,3.6396168223706837e-07,1.10828768384863e-09
2016,3.5005647902597303e-07,2.0713400439298368e-10
2017,4.857645619082973e-07,1.2578056374223934e-09
2018,4.0451583177558703e-07,1.0325866828253538e-09
2019,3.499955180119585e-07,2.04079020349468e-09
