year,en_ADP ail_NOUN,en_ADP tailles_NOUN
2003,2.8751767744417123e-08,1.2917460878725251e-08
2004,3.2595454557693415e-08,1.982156075386321e-08
2005,2.5671371806090804e-08,2.7472871977352042e-08
2006,1.6883349385210522e-08,1.4412614379732958e-08
2007,1.9972396736456233e-08,2.75619083112133e-08
2008,1.8306991117489346e-08,2.4267406972811045e-08
2009,2.384096253749135e-08,1.668867311011013e-08
2010,8.975206911010503e-09,1.086472406486294e-08
2011,6.118355155848576e-09,1.873746313663105e-08
2012,9.531907319004773e-09,1.5659562535574878e-08
2013,7.80955033974351e-09,1.75714883754452e-08
2014,4.547434873103384e-09,9.74450338475652e-09
2015,7.75801378694041e-09,1.3077794847049518e-08
2016,9.528164035543796e-09,1.3877977877996273e-08
2017,9.30776167251679e-09,1.0565567670761666e-08
2018,4.3884935685412074e-09,1.2649186864610584e-08
2019,4.846876677788714e-09,1.2754939049397507e-08
