year,en_ADP ail_NOUN,en_ADP tailles_NOUN
1800,1.2576658381391326e-08,9.746909768182377e-08
1801,3.809892001882531e-08,3.333655484993869e-08
1802,5.370816325012129e-08,3.8043282302169246e-08
1803,5.070882025393075e-08,1.5602713787643552e-08
1804,7.909923027682453e-08,2.9662210465630778e-08
1805,2.5585899399160894e-08,1.9900143755080535e-08
1806,6.627838811112952e-08,1.06621760309622e-07
1807,1.2241906865995134e-07,1.1387820464392462e-08
1808,1.0877154954513912e-07,1.427626554750816e-07
1809,9.93973401364201e-08,4.0662548883574345e-08
1810,2.9251585464962204e-07,2.8081521108447305e-08
1811,1.253538335355131e-07,4.011322829455821e-08
1812,1.8137015445063298e-07,5.601137331723294e-08
1813,1.2078114730584844e-07,6.901780125190271e-08
1814,1.0698702368472368e-07,1.5733386149463513e-08
1815,5.664169577812572e-08,3.776112933451259e-08
1816,4.6352077731626196e-08,2.5493642752394408e-08
1817,3.892183608744659e-08,2.6466848268569265e-08
1818,5.602953323524673e-08,7.152706427149269e-09
1819,1.2214239364372048e-07,3.3123360054787554e-08
1820,2.966620371580575e-08,5.22125169766241e-08
1821,4.43766958735381e-08,6.607196922914227e-08
1822,3.107940926838637e-08,1.0025615893027862e-09
1823,3.755420863171821e-08,3.755420863171821e-08
1824,3.3684449896043134e-08,1.6000115010683658e-08
1825,3.258013947515792e-08,3.522177394188475e-08
1826,2.4662355713189754e-08,6.958307352533666e-08
1827,4.147772969531616e-08,9.217273166939322e-09
1828,4.3109815550668174e-08,3.0268594741755805e-08
1829,1.0545006362550069e-07,2.2290258527846163e-08
1830,6.053364676184003e-08,4.696576283436116e-08
1831,7.483779085326603e-08,3.274153215215847e-08
1832,7.035583848846727e-08,2.1647950987357945e-08
1833,3.938433579264711e-08,1.3900354645102198e-08
1834,7.000897994657862e-08,4.573920264761e-08
1835,5.596685070941021e-08,1.285724948729694e-08
1836,6.653542283796554e-08,3.091544903410792e-08
1837,7.792837530828933e-08,2.5744196108234974e-08
1838,6.754013526233393e-08,2.8404728569242366e-08
1839,1.2095251933352813e-07,3.705481976812308e-08
1840,1.031889566571742e-07,6.751869818799605e-08
1841,1.3097919682181214e-07,2.5040138407206314e-08
1842,1.2745704225380905e-07,1.8112315203211438e-08
1843,1.3763102491015644e-07,2.3036953678001737e-08
1844,1.4764229661068384e-07,3.567564921258537e-08
1845,1.5345627124574435e-07,3.9619619418562735e-08
1846,1.042101231973902e-07,2.2832555401919308e-08
1847,1.6341467112823693e-07,2.1033571329098777e-08
1848,8.447483018647617e-08,3.378993085334514e-08
1849,1.2233945301254323e-07,3.77073661184113e-08
1850,1.1677072819793466e-07,3.59816780814981e-08
1851,1.2253933023842478e-07,7.739326512989919e-09
1852,1.608104709394098e-07,3.971432604998881e-08
1853,1.5228425720437144e-07,5.3150194911921744e-08
1854,1.6158516574771298e-07,4.572184764128906e-08
1855,1.363882802252192e-07,4.988520885262915e-08
1856,1.1545131700652078e-07,4.970101485923806e-08
1857,1.4693341654492542e-07,4.832693911716035e-08
1858,9.983099408250595e-08,4.3064348420607246e-08
1859,1.2221216127983325e-07,1.0693563812225193e-08
1860,9.428998692939672e-08,4.0736937545471363e-08
1861,9.903523690013571e-08,4.0557288194520424e-08
1862,1.3825037833981035e-07,3.5692092836825395e-08
1863,1.0788380760962113e-07,2.447364266799923e-08
1864,8.822299402133638e-08,3.212467802882202e-08
1865,1.148470044065597e-07,4.330296832222302e-08
1866,1.19694079148136e-07,2.0435575009969398e-08
1867,9.56003880503431e-08,3.202855580752839e-08
1868,5.433861460790723e-08,3.556709415875048e-08
1869,7.325278816860958e-08,1.660396486968807e-08
1870,3.870482885304227e-07,5.5620273720080604e-08
1871,1.125844788507635e-07,6.054071066685651e-08
1872,2.382651729249119e-07,2.660829379053098e-08
1873,8.021246022948958e-08,5.327543917132971e-08
1874,3.017177579445196e-07,3.1067965977626955e-08
1875,6.293679777336081e-08,3.432916351187032e-08
1876,7.859819173283711e-08,5.139112668750556e-08
1877,6.370360772223194e-08,3.772737888763089e-08
1878,5.374788863976576e-08,5.7975249934116846e-08
1879,1.1974277769333241e-07,3.176849006081284e-08
1880,6.494860691486082e-07,4.4283138267431355e-08
1881,9.273434842249628e-08,4.9504804311428785e-08
1882,6.256061846343641e-08,4.39255403161809e-08
1883,6.843844287951484e-07,3.665216602444232e-08
1884,4.152467445450725e-07,4.621187876807653e-08
1885,6.961286658224708e-08,3.93183761104865e-08
1886,1.109995773074246e-07,4.452890173256563e-08
1887,8.357023439931055e-08,3.786776325842567e-08
1888,4.749120452451905e-07,2.7264643431834656e-08
1889,1.0525430044205919e-07,3.3831739187917265e-08
1890,4.719158097632459e-08,3.99817556839821e-08
1891,4.46195412839856e-08,3.569563256089481e-08
1892,7.522214851007902e-08,2.7581455119829457e-08
1893,7.205347452021726e-08,2.8328715429015716e-08
1894,6.49058538026992e-08,3.08775429669339e-08
1895,1.233816031565027e-07,3.3704242285992336e-08
1896,7.489227105139662e-08,4.540712206235753e-08
1897,6.292850474043377e-08,1.981082675683865e-08
1898,6.224190274295438e-08,5.0359359904383894e-08
1899,7.793885892226626e-08,4.4220627160029835e-08
1900,7.527026879561305e-08,2.0245106924221545e-08
1901,6.594711637886164e-08,4.0238919751800495e-08
1902,8.494790937341179e-08,3.977329754434322e-08
1903,1.0638433689535987e-07,2.7001101798873606e-08
1904,6.449549871945237e-08,4.72967016662551e-08
1905,6.96702494029644e-08,3.148063076885421e-08
1906,6.584556022648513e-08,3.240836221607424e-08
1907,8.999975875667587e-08,4.731415970127273e-08
1908,5.009616987905474e-08,2.4556945810161324e-08
1909,6.27112152207232e-08,9.241652609848217e-08
1910,6.787071482605711e-08,1.496362200814616e-08
1911,5.267170366529683e-08,3.830669381699181e-08
1912,5.1052326865974607e-08,2.1879568989913167e-08
1913,5.356019550095681e-08,1.2196876397752021e-08
1914,6.161004267868364e-08,2.74566485103378e-08
1915,2.7095753085681906e-08,5.890381071793627e-09
1916,3.4061131248819265e-08,3.076489463182952e-08
1917,5.812204850741409e-08,1.5352993987249874e-08
1918,4.709414280767987e-08,4.020231614276781e-08
1919,5.616787668305534e-08,1.5653341733923298e-08
1920,8.556621677868748e-08,1.665890891899835e-08
1921,5.225195764957391e-08,1.9689142760626055e-08
1922,9.812654039320634e-08,2.2871600169338535e-08
1923,7.218844588763318e-08,1.5923922180860473e-08
1924,7.219309572370491e-08,1.2891624656674594e-08
1925,9.568414460758845e-08,2.4195990988573612e-08
1926,7.690835668316964e-08,2.6750732518010523e-08
1927,6.355058124185575e-08,4.7941665304307435e-08
1928,9.255093735838216e-08,2.627989537096198e-08
1929,5.904415290025611e-08,4.121950469837543e-08
1930,4.0964054592862453e-08,2.3107928015519974e-08
1931,4.904303452235581e-08,4.219981875053236e-08
1932,7.562080428513696e-08,2.301502632917618e-08
1933,7.226516984815134e-08,1.9500125958415992e-08
1934,9.465448513878982e-08,4.073737258636356e-08
1935,4.906996675657638e-08,3.590485420090772e-08
1936,8.48730010716281e-08,2.9099314957647948e-08
1937,8.687871400070435e-08,2.0145789036973838e-08
1938,1.568790929384889e-07,1.4261735792331365e-08
1939,1.514110952172132e-07,1.988226649984881e-08
1940,4.564409206153641e-08,2.2822046474857416e-08
1941,4.132103503806661e-08,2.6563522936839945e-08
1942,3.337632992206352e-08,2.4273694165799498e-08
1943,3.4838822049465534e-08,1.7419411690866582e-08
1944,3.8879553265758204e-07,2.8918675454292497e-08
1945,3.0499057501742755e-08,1.089252066321933e-08
1946,3.897909017780421e-08,2.0881657292193267e-08
1947,5.8412266579210836e-08,1.7881307101674793e-08
1948,3.696441908118686e-08,2.8266908813634473e-08
1949,4.319483692949433e-08,2.2579119018928395e-08
1950,2.754558749984426e-07,2.9779013033248702e-08
1951,5.415991913837459e-07,1.5992101864981123e-08
1952,4.144107842440903e-07,2.5307528517259925e-08
1953,1.2993236028213673e-06,2.1547654327491728e-08
1954,5.433529979281815e-07,2.5408594339637602e-08
1955,8.409504821393909e-07,5.3497966057136637e-08
1956,7.290874344256792e-07,3.8373022537285806e-08
1957,6.007825775755649e-08,3.534015252659728e-08
1958,5.459680674224643e-08,1.0753916868111446e-08
1959,8.370807780266887e-08,2.0927018340444192e-08
1960,6.367166593967966e-08,2.283874933617369e-08
1961,3.474079646181849e-08,3.474079646181849e-08
1962,3.868593489997352e-08,3.805173992565969e-08
1963,8.793832662057355e-08,3.556329353227028e-08
1964,7.909158827867913e-08,3.04198407574674e-08
1965,1.3515946983844174e-07,3.5021078759189805e-08
1966,1.395846825902325e-07,4.043524626240469e-08
1967,4.831728783738498e-08,3.5498415262846805e-08
1968,4.940557485344499e-08,3.2338194233538786e-08
1969,2.9521425970457926e-08,2.815889921237158e-08
1970,6.208278624519892e-08,2.8971967935831344e-08
1971,5.087013565940879e-08,3.6482621590394615e-08
1972,5.7970659272932323e-08,4.15541911991113e-08
1973,6.891504811257221e-08,3.4181861896520616e-08
1974,2.475251587030769e-08,6.300640198464436e-08
1975,3.0270844941782116e-08,2.7415104408845536e-08
1976,3.085304589589555e-08,2.7996282347952928e-08
1977,2.8796230511218823e-08,3.4673014237540656e-08
1978,2.3762364964596827e-08,3.9801960838303785e-08
1979,3.686743144104554e-08,1.9311512056141567e-08
1980,5.2303386621765924e-08,1.8192481354706302e-08
1981,2.656730796468665e-08,2.5934752623246737e-08
1982,7.759377962379688e-08,2.0484758112004897e-08
1983,8.209910984380286e-08,3.220810995685497e-08
1984,7.30675078219889e-08,3.595385322796574e-08
1985,5.7147801157952927e-08,3.428868211585723e-08
1986,5.454981805153025e-08,3.177077290139607e-08
1987,2.688759526137119e-08,2.688759437319277e-08
1988,2.9982769877978654e-08,3.058242348252804e-08
1989,1.865961507530045e-08,2.6891798676764722e-08
1990,3.323677144617676e-08,2.0160009439607052e-08
1991,2.2273568323072368e-08,2.3445860364290638e-08
1992,2.6998725921600908e-08,2.0386794252758023e-08
1993,2.4926433028760187e-08,2.437251228615267e-08
1994,3.797947112360589e-08,2.479215588380157e-08
1995,3.470368564739701e-08,3.795715536325517e-08
1996,2.7758079612638653e-08,1.8149513891785318e-08
1997,6.521056805652847e-08,3.308477347641059e-08
1998,7.24755656600351e-08,2.8608775126670594e-08
1999,2.0108885889769113e-08,1.7366763860326984e-08
2000,1.3695898082310975e-08,1.3695897305154858e-08
2001,3.417345248446502e-08,1.8401089485475808e-08
2002,1.7524885320696626e-08,1.7086763726137377e-08
