year,certain_ADJ âne_NOUN,certain_ADJ van_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,2.3811825844433088e-09
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,7.4155526164076946e-09,0.0
1805,1.421438877713399e-08,0.0
1806,5.76333825108577e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,9.064295980465431e-09,0.0
1809,0.0,0.0
1810,9.360507036149102e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,1.0668832928217853e-08
1813,2.8757416448144113e-09,0.0
1814,0.0,6.293354282149721e-09
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,1.401186100480345e-08,1.401186100480345e-08
1818,0.0,2.384235475716423e-09
1819,4.34744116262209e-08,9.315945348475907e-09
1820,0.0,1.1866481131050932e-08
1821,1.3806083387635226e-08,3.94459531705138e-09
1822,5.012807946513931e-09,8.02049271442229e-09
1823,2.9648061783404955e-09,4.941343556552624e-09
1824,7.57900142644985e-09,5.052667617633233e-09
1825,1.1447076175841175e-08,7.044354211060977e-09
1826,2.642395191543301e-09,6.1655889282974385e-09
1827,7.373818444733615e-09,1.1060727778122725e-08
1828,2.7516904310687096e-09,5.503380862137419e-09
1829,3.429270423183084e-09,4.286587973467704e-09
1830,1.0436835840010872e-09,2.0873670791843324e-08
1831,0.0,4.677361609140007e-09
1832,2.3000948701223933e-08,0.0
1833,1.1583628278799551e-08,1.1583628500844156e-09
1834,1.0267983796552471e-08,9.334530925997342e-10
1835,3.781543966852041e-09,0.0
1836,5.376600054063374e-09,0.0
1837,8.349468672008697e-09,8.349468672008697e-09
1838,1.8936485712828244e-09,6.312161904276081e-10
1839,1.3982950353153e-09,4.194885327990505e-09
1840,6.369688665408546e-10,3.821813088222825e-09
1841,1.1556987367100646e-08,5.1364388298225094e-09
1842,1.341653010911159e-09,2.683306021822318e-09
1843,2.953455480181333e-09,1.1813822364814541e-08
1844,5.488561272137815e-10,8.781698035420504e-09
1845,3.348136878855712e-09,5.580227946389016e-10
1846,8.196302303531411e-09,2.3418005312692003e-09
1847,6.47186837454683e-09,0.0
1848,0.0,5.63165514222419e-09
1849,8.379414939696517e-10,0.0
1850,2.0366988096043315e-09,2.0366988096043315e-09
1851,0.0,6.449438760824933e-10
1852,1.9531636308300904e-09,5.208436348880241e-09
1853,9.555090940693844e-09,3.5831591027601917e-09
1854,2.0782657816909023e-09,2.5978321716024766e-09
1855,3.714855978387277e-09,4.2455496895854594e-09
1856,3.1063134287023786e-09,3.1063134287023786e-09
1857,9.763018171682347e-10,4.881509085841174e-10
1858,3.4255731584664773e-09,1.468102750479261e-09
1859,2.036869339860914e-09,0.0
1860,1.373155145145688e-09,5.492620580582752e-09
1861,5.187560159214399e-09,8.488735048217677e-09
1862,2.710791813242963e-09,1.1746764561060274e-08
1863,1.4983863039219614e-09,1.548332484446746e-08
1864,1.9178911792039344e-09,0.0
1865,1.4120533631256649e-09,1.3649848362717876e-08
1866,0.0,5.838735384067206e-09
1867,4.85281148598915e-10,6.308654931785895e-09
1868,1.4819622196071691e-09,7.903798504571569e-09
1869,5.860222973552709e-09,3.4184632902167778e-09
1870,1.7202146374017957e-09,1.8922360567330543e-08
1871,1.0621177271019633e-09,9.559059321873065e-09
1872,1.2094678591978436e-09,7.256807155187062e-09
1873,1.1972008939764578e-09,2.3944017324417644e-09
1874,5.974609251779839e-09,6.572069999322139e-09
1875,0.0,2.8607636259891933e-09
1876,7.859819461941697e-09,4.836811617892067e-09
1877,1.5462040536817767e-08,2.4739263970730008e-09
1878,6.039088673581716e-10,1.8117266020745149e-09
1879,6.10932526790009e-10,1.832797580370027e-09
1880,2.5671385017744797e-09,3.8507077526617195e-09
1881,2.091752326904839e-09,4.8807553554297556e-09
1882,5.324308105514319e-09,4.6587693702804245e-09
1883,6.319338941018771e-10,9.479008689083912e-09
1884,0.0,1.3203393933736152e-09
1885,6.445635691854079e-10,2.5782542767416317e-09
1886,0.0,1.0325542088018835e-08
1887,6.528924623161458e-10,0.0
1888,1.9021844099853524e-09,5.706553229956057e-09
1889,3.759081934617825e-09,1.2530273485467092e-09
1890,6.554386478008212e-10,7.865263662587552e-09
1891,6.374220040683554e-10,1.0198752065093686e-08
1892,0.0,3.761107425503951e-09
1893,3.695050043717174e-09,3.6950499326948716e-09
1894,1.8904617871129403e-09,2.520615716150587e-09
1895,6.018614495673091e-10,4.814891596538473e-09
1896,1.179405795248556e-09,8.845543630897623e-09
1897,5.826713556089658e-10,4.07869948926276e-09
1898,0.0,1.6975064687230201e-09
1899,3.3165470370022376e-09,2.7637891975018647e-09
1900,1.5573159428683425e-09,3.114631885736685e-09
1901,0.0,7.824234371511807e-09
1902,4.910283846193408e-10,2.946170252204894e-09
1903,1.6200660812870638e-09,2.7001101354784396e-09
1904,0.0,2.1498500757388683e-09
1905,0.0,1.5482277126999122e-09
1906,1.5432553013283723e-09,2.0576738091193647e-09
1907,1.028568674676933e-09,3.0857059130084963e-09
1908,2.4556945366072114e-09,5.402527980535865e-09
1909,0.0,1.6502950117569526e-09
1910,0.0,1.3894791983659616e-08
1911,1.5961122423746588e-09,6.3844490805209375e-09
1912,0.0,5.209421061191932e-09
1913,1.590896969716482e-09,4.772690687104841e-09
1914,3.3483718020477227e-09,1.0045115406143168e-08
1915,0.0,1.1780761921542648e-09
1916,0.0,8.789969863087777e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,0.0
1919,9.207848372660976e-10,9.207848372660976e-10
1920,1.514446346106979e-09,2.2716695191604686e-09
1921,6.815472630705699e-09,3.0290989716519334e-09
1922,1.4755870969551665e-09,4.426761346376651e-09
1923,8.492758496458919e-09,7.431163684401554e-09
1924,0.0,1.289162443462999e-09
1925,0.0,5.499088961968823e-09
1926,0.0,5.573069228326233e-09
1927,2.2298449753321847e-09,2.2298449753321847e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,0.0,6.684243825105796e-09
1930,1.0503603542488804e-09,6.302162347537887e-09
1931,2.2810713318222042e-09,1.0264820993199919e-08
1932,0.0,1.4247397484012936e-08
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,0.0,0.0
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,0.0,1.2965214457594243e-09
1939,0.0,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,1.1612940831184915e-08
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
1947,0.0,3.5762612871081956e-09
1948,0.0,6.523132922708896e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,0.0,1.0635361036293034e-08
1951,0.0,2.1322803522849654e-09
1952,0.0,7.381362632230548e-09
1953,0.0,8.619061908632375e-09
1954,0.0,4.886268278880834e-09
1955,0.0,1.8771215692936494e-09
1956,8.72114158667614e-10,1.0465370126055973e-08
1957,8.835037701437898e-10,4.417518850718949e-09
1958,0.0,7.445019267748876e-09
1959,0.0,5.425523363911111e-09
1960,0.0,4.152499955001332e-09
1961,0.0,2.779263708063695e-09
1962,0.0,7.610347907416326e-09
1963,0.0,1.1638895847099207e-08
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,0.0,6.566451937750628e-09
1966,0.0,6.6468897053084675e-09
1967,1.4791006197611978e-09,3.944268467392931e-09
1968,8.982831700699023e-10,3.5931326525240337e-09
1969,0.0,4.9959334169624725e-09
1970,0.0,1.8394900047624674e-09
1971,0.0,5.138397263237948e-09
1972,1.5390440033513642e-09,3.5911027485013847e-09
1973,0.0,3.3079223804577396e-09
1974,0.0,9.000914902301815e-09
1975,4.569184142155791e-09,6.282628195464213e-09
1976,0.0,6.284879505713548e-09
1977,1.1753563677885381e-09,6.464459911814657e-09
1978,1.1881182704343018e-09,4.158414057542359e-09
1979,1.1703946700691858e-09,2.9259866751729646e-09
1980,0.0,3.411090521154847e-09
1981,0.0,8.223214220670627e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,0.0,5.052252727288931e-09
1984,0.0,1.1598016991243298e-09
1985,0.0,3.609334831011779e-09
1986,5.994485463567401e-10,5.395036861699509e-09
1987,2.4443267410134695e-09,5.49973533381376e-09
1988,0.0,4.197587610832443e-09
1989,0.0,6.585746614717891e-09
1990,1.6345953479657283e-09,2.7243255429354463e-09
1991,0.0,2.344586080837985e-09
1992,5.509944167592096e-10,3.856960972825618e-09
1993,0.0,9.416652790861235e-09
1994,5.274926606624319e-10,5.802419433820205e-09
1995,1.0844901643380922e-09,9.760411756598586e-09
1996,5.338092190498855e-10,5.33809241254346e-09
1997,0.0,1.438468344439059e-09
1998,9.536258449571733e-10,4.768129113763564e-09
1999,0.0,8.226361813967742e-09
2000,8.836062992401139e-10,2.6508188977203417e-09
2001,0.0,1.7524847129024579e-09
2002,0.0,6.571832411594869e-09
2003,1.6667691671301554e-09,5.416999737661854e-09
2004,4.404791253964646e-10,3.9643121285681815e-09
2005,4.5037495954858286e-10,5.854874363109275e-09
2006,1.6471559671771274e-09,3.294311934354255e-09
2007,7.988958938831558e-10,1.9972397347078896e-09
2008,0.0,2.9802078582719105e-09
2009,4.76819250749827e-10,5.245011758248097e-09
2010,0.0,2.5036102524467196e-08
2011,0.0,8.795135619799055e-09
2012,1.0212758416727752e-09,7.489356051992857e-09
2013,5.578250084070646e-10,4.183687507541833e-09
2014,2.165445156521173e-09,5.413612946814084e-09
2015,8.866301581811342e-10,6.42806885498004e-09
2016,1.6570720351438695e-09,6.214020409345267e-09
2017,0.0,3.773417134311785e-09
2018,1.0325866828253538e-09,3.0977599929649102e-09
2019,5.1019755087367e-10,2.806086474294034e-09
