year,en_ADP ânes_NOUN,en_ADP anes_NOUN,en_ADP van_NOUN
1800,6.288328968651058e-09,0.0,8.489244018861086e-08
1801,2.3811825844433088e-09,0.0,5.714838202663941e-08
1802,2.2378401354217203e-09,0.0,9.622712582313397e-08
1803,2.145373123596528e-08,0.0,7.021220937986072e-08
1804,3.213406074564773e-08,0.0,7.662737977476297e-08
1805,1.7057265822018053e-08,0.0,1.165579881501344e-07
1806,8.645007376628655e-09,0.0,6.051504897186533e-08
1807,0.0,0.0,6.832692500680082e-08
1808,0.0,0.0,7.251436828781266e-08
1809,2.259030518203531e-09,0.0,1.3554183442288092e-07
1810,4.680253518074551e-09,0.0,4.212228210676017e-08
1811,5.515568801683912e-08,0.0,7.270522628388676e-08
1812,0.0,0.0,5.601137109678689e-08
1813,1.4378708002027452e-08,0.0,4.026038347149097e-08
1814,0.0,0.0,3.461344766364505e-08
1815,0.0,0.0,5.66416948899473e-08
1816,4.6352077731626196e-08,0.0,3.476405829871965e-08
1817,4.670620334934483e-09,0.0,4.514932872012878e-08
1818,1.1921177378582115e-09,0.0,4.7684709292283856e-08
1819,3.001804671498576e-08,0.0,5.175525008560555e-08
1820,7.119888678630559e-09,0.0,3.44127952800477e-08
1821,7.88919063410276e-09,0.0,2.6626017834985305e-08
1822,6.015369535816717e-09,0.0,1.9048670196752937e-08
1823,9.882686891060644e-10,0.0,4.8425165433130246e-08
1824,5.894778887238772e-09,8.421112696055388e-10,2.6947560627377243e-08
1825,8.805443485471187e-09,4.4027217427355936e-09,3.786340618816553e-08
1826,3.170874407487645e-08,0.0,8.631824399696342e-08
1827,9.217273166939322e-09,0.0,5.1616729002113004e-08
1828,2.2013523448549677e-08,0.0,3.760643585426493e-08
1829,2.571952872898464e-09,0.0,3.6007339110355474e-08
1830,2.0873671680021744e-09,2.0873671680021744e-09,4.07036597760424e-08
1831,4.677361609140007e-09,0.0,2.182768810143898e-08
1832,3.92369123858316e-08,0.0,3.517792035445666e-08
1833,6.950177322551099e-09,1.1583628500844156e-09,1.853380560135065e-08
1834,1.213489042584115e-08,0.0,4.6672655296120524e-08
1835,4.5378527602224494e-09,0.0,3.857174846189082e-08
1836,4.032449929525228e-09,0.0,5.6454301289310393e-08
1837,1.3915781860163179e-09,0.0,9.253995025826356e-08
1838,1.8936485712828244e-09,0.0,7.258986189917493e-08
1839,5.5931801412612e-09,6.9914751765765e-10,1.279439980628183e-07
1840,3.821813088222825e-09,0.0,6.942960334432868e-08
1841,1.4767261191650505e-08,0.0,6.548959330388016e-08
1842,1.408735705865638e-08,0.0,1.489234811025142e-07
1843,1.1813821920725331e-08,0.0,4.902736205902869e-08
1844,9.879410178825765e-09,0.0,4.939705111617343e-08
1845,1.2276501593078137e-08,0.0,7.47750537044567e-08
1846,9.367202125076801e-09,0.0,4.859236213405893e-08
1847,1.294373674909366e-08,0.0,8.197700118728335e-08
1848,2.413566457803995e-09,0.0,3.459445391262861e-08
1849,3.3517659758786067e-09,0.0,6.787326278789862e-08
1850,7.467895635215882e-09,0.0,6.245876260635441e-08
1851,1.2898877521649865e-09,0.0,5.6110117219176914e-08
1852,1.3672145193766028e-08,0.0,7.877760044294746e-08
1853,1.4332636411040767e-08,0.0,7.763511322700367e-08
1854,7.79349651480743e-09,0.0,6.026970739148041e-08
1855,9.021793090369101e-09,0.0,5.837630823180007e-08
1856,2.5885945831305435e-08,0.0,8.231730652674685e-08
1857,1.0251168802710708e-08,0.0,5.760180721292585e-08
1858,1.0766087576996597e-08,4.893676019968041e-10,8.466059564504747e-08
1859,4.073738679721828e-09,0.0,7.332729845543895e-08
1860,1.2358396972445007e-08,0.0,5.675708222852016e-08
1861,7.545541969022906e-09,0.0,8.960330932783478e-08
1862,5.873382225018986e-09,0.0,5.828202334634547e-08
1863,5.9935452156878455e-09,0.0,6.243276262640762e-08
1864,6.233146443435089e-09,0.0,9.349719853890548e-08
1865,1.4120533187167439e-08,0.0,9.084209595666692e-08
1866,2.919367858567057e-09,0.0,7.930949108558849e-08
1867,4.85281148598915e-10,0.0,8.929173134220036e-08
1868,9.87974857480367e-09,4.93987406535723e-10,6.174842770434452e-08
1869,5.860222973552709e-09,0.0,6.20206948021007e-08
1870,2.2936195165357276e-09,5.734048791339319e-10,7.167561166809833e-08
1871,2.1242354542039266e-09,0.0,1.2108142288802526e-07
1872,2.4189357183956872e-09,0.0,9.736216277644871e-08
1873,5.387403856360606e-09,5.986004469882289e-10,8.021246011846728e-08
1874,8.961913877669758e-09,5.974609140757536e-10,6.990292744646354e-08
1875,0.0,0.0,6.808617258879934e-08
1876,1.209202959984168e-09,0.0,6.227395332736307e-08
1877,2.4739263970730008e-09,0.0,6.98884219385576e-08
1878,9.662541877730746e-09,0.0,7.548860603279195e-08
1879,8.55305515301552e-09,0.0,9.71382705383661e-08
1880,1.6044616302224313e-08,0.0,7.18798811583099e-08
1881,7.669758161910067e-09,6.972507571312292e-10,9.552335522577948e-08
1882,3.3276925659464496e-09,0.0,1.1846585712405044e-07
1883,6.319338941018771e-10,0.0,6.572112565272903e-08
1884,0.0,0.0,6.799747698238434e-08
1885,6.445635691854079e-10,6.445635691854079e-10,4.769770373114213e-08
1886,8.38950331427668e-09,1.2906927748801422e-09,6.969741078721725e-08
1887,3.264462256069578e-09,1.9586773869484375e-09,5.0272717655452936e-08
1888,6.340614699951175e-09,0.0,6.213802228316467e-08
