year,certain_ADJ an_NOUN,certain_ADJ vent_NOUN
1876,1.209202959984168e-09,2.9020871039620033e-08
1877,1.2369631985365004e-09,3.463496867084359e-08
1878,1.2078177347163432e-09,1.6305539085603726e-08
1879,6.10932526790009e-10,9.774920428640144e-09
1880,0.0,1.9253539207397807e-08
1881,0.0,1.743126887276958e-08
1882,0.0,1.6638463051776853e-08
1883,2.5277355764075082e-09,1.1374809816278031e-08
1884,9.242375753615306e-09,1.8484751507230612e-08
1885,4.511945039809007e-09,1.5469526104539e-08
1886,6.453463874400711e-10,5.808117542471791e-09
1887,6.528924623161458e-10,1.3057849246322917e-09
1888,6.340614699951175e-10,2.2192152115962926e-08
1889,2.506054641582267e-09,1.1903759755682586e-08
1890,3.277193294515257e-09,4.5880703680722945e-09
1891,0.0,7.649063604731055e-09
1892,6.268512375839919e-10,6.268512375839919e-09
1893,6.158416554491453e-10,6.774258154429447e-09
1894,8.192000855444803e-09,3.150769645188234e-09
1895,0.0,1.2037228991346183e-08
1896,2.948514543632541e-09,3.5382172747233653e-09
1897,0.0,1.1653426668090106e-08
1898,5.6583548957434e-10,9.05336783318944e-09
1899,0.0,8.291367592505594e-09
1900,1.038210628578895e-09,1.245852754294674e-08
1901,5.588738916095792e-10,6.706486921359556e-09
1902,9.820567692386817e-10,9.820567470342212e-09
1903,1.0800440541913758e-09,7.560307935250421e-09
1904,1.6123875568041512e-09,4.837162670412454e-09
1905,0.0,7.2250627702885595e-09
1906,1.0288369045596824e-09,2.0576738535282857e-08
1907,2.0571372938427146e-09,1.1828539647762426e-08
1908,2.9468334439286537e-09,1.2769611368312894e-08
1909,5.500983557560346e-10,6.60118004702781e-09
1910,5.344150677544235e-10,5.878565634276356e-09
1911,0.0,1.5429085564733214e-08
1912,5.209421227725386e-10,8.335073853338315e-09
1913,2.121195885607108e-09,1.0075680734189518e-08
1914,0.0,8.705766774141921e-09
1915,0.0,7.068456930880984e-09
1916,0.0,1.0987462051303964e-09
1917,0.0,4.386569774084137e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,6.4454939163738345e-09
1920,7.572231730534895e-10,9.843901693784574e-09
1921,3.0290989716519334e-09,6.058197943303867e-09
1922,2.2133805899215986e-09,7.377935484775833e-10
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,0.0,1.1602462102189293e-08
1925,0.0,0.0
1926,0.0,2.0063049555041346e-08
1927,0.0,1.6723836537835268e-08
1928,0.0,9.14083297942625e-09
1929,2.2280812750352652e-09,1.3368487650211591e-08
1930,2.100720708497761e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,2.520693342944469e-08
1933,0.0,5.735331320977366e-09
1934,0.0,8.38710612072191e-09
1935,0.0,1.555876849579363e-08
1936,1.2124714565686645e-09,9.699771652549316e-09
1937,1.2591118148108649e-09,1.7627565185307503e-08
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,0.0,1.5294050470515685e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,1.3921104269343232e-08
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,1.9634016634739737e-09,1.47255123650325e-08
1950,0.0,8.508289184305795e-09
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,0.0,3.1634410646574906e-09
1953,4.3095309543161875e-09,9.69644453618912e-09
1954,0.0,4.886268278880834e-09
1955,4.6928039232341234e-09,1.407841132561316e-08
1956,2.616342476002842e-09,1.1337483840634377e-08
1957,2.6505113659425206e-09,1.236905244894615e-08
1958,8.272243445794913e-10,1.4062814024384807e-08
1959,2.3252243464000344e-09,4.650448914844674e-09
1960,2.7683333403416555e-09,1.038124963770315e-08
1961,6.948159270159238e-10,1.181187059273725e-08
1962,0.0,8.8787386332001e-09
1963,1.939815863494232e-09,1.5518526907953856e-08
1964,6.083968329129164e-10,1.0951143103454797e-08
1965,1.0944086747954884e-09,1.7510538796727815e-08
1966,1.1078149508847446e-09,7.754704434148607e-09
1967,9.860671168482327e-10,1.3311906243984595e-08
1968,1.7965663401398047e-09,1.0330256650092906e-08
1969,4.5417578031781147e-10,9.083515273289322e-09
1970,1.3796175035718505e-09,8.277704743875347e-09
1971,5.138397485282553e-10,1.3359833239690033e-08
1972,1.5390440588625154e-09,2.0520587895589415e-08
1973,1.102640756478479e-09,9.923766697284009e-09
1974,1.1251143350321513e-09,7.313243344242437e-09
1975,1.1422960355389478e-09,1.028066431985053e-08
1976,5.713526873840635e-10,9.712995741040231e-09
1977,5.876781838942691e-10,9.402850942308305e-09
1978,5.940591352171509e-10,1.0099005187669263e-08
1979,2.3407893401383717e-09,1.1118749476679568e-08
1980,5.685150683554241e-10,1.0233271119375331e-08
1981,1.2651099057237047e-09,8.223214109648325e-09
1982,6.207502289967692e-10,7.449002747961231e-09
1983,1.2630632095778083e-09,5.68378455412244e-09
1984,1.1598016991243298e-09,9.278413592994639e-09
1985,1.2031116103372597e-09,1.804667348892508e-08
1986,1.1988970927134801e-09,6.593933843390687e-09
1987,0.0,9.166225112267057e-09
1988,0.0,8.994830602571113e-09
1989,1.0976244357863152e-09,1.0976243913773942e-08
1990,0.0,1.198703181159999e-08
1991,0.0,1.2309077312977479e-08
1992,5.509944167592096e-10,8.264915862810085e-09
1993,1.6617622278225497e-09,7.754890063438324e-09
1994,0.0,7.912389854425328e-09
1995,0.0,7.0491861237087505e-09
1996,2.135236876199542e-09,8.540947504798169e-09
1997,4.79489448146353e-10,8.630809844589749e-09
1998,0.0,1.4304387896402204e-08
1999,9.140402323914998e-10,4.570201106446348e-09
2000,4.4180314962005696e-10,3.5344251969604557e-09
2001,1.7524847129024579e-09,6.571817756650944e-09
2002,3.9430991805033955e-09,7.886198361006791e-09
2003,8.333845835650777e-10,9.167230530238157e-09
2004,2.2023956547378987e-09,1.1011977996133737e-08
2005,9.007499190971657e-10,9.457874483587148e-09
2006,0.0,9.882935358973555e-09
2007,3.994479469415779e-10,6.391167151065247e-09
2008,4.257439678578834e-10,8.51487946817997e-09
2009,1.907277002999308e-09,5.721831008997924e-09
2010,9.447586046817946e-10,8.030448306328708e-09
2011,0.0,8.030340836739924e-09
2012,1.0212758139171996e-09,5.446804340891731e-09
2013,0.0,5.0204250756635815e-09
2014,2.1654451842767486e-10,1.0610681555611734e-08
2015,2.2165753954528356e-10,7.5363561641284e-09
2016,1.035670049720494e-09,6.421154274960372e-09
2017,0.0,6.5405894034142875e-09
2018,1.807026639433218e-09,1.0067720268569502e-08
2019,2.55098775436835e-10,6.122370499461738e-09
