year,en_ADP îles_NOUN,en_ADP iles_NOUN,en_ADP villes_NOUN
1800,8.803660733747165e-08,3.144164484325529e-08,5.0306631749208464e-08
1801,6.191074675143682e-08,7.143547975374531e-09,8.810375362600098e-08
1802,7.384872446891677e-08,8.951360541686881e-09,3.3567602031325805e-08
1803,8.191424427650418e-08,9.751695895232615e-09,8.776526772003024e-08
1804,2.175228814849106e-07,1.9774807569206132e-08,2.4718508484511403e-07
1805,3.1271653710973624e-08,2.2743021688143017e-08,1.1371511021707192e-07
1806,4.8988376022407465e-08,8.645007376628655e-09,4.8988376022407465e-08
1807,3.4163463169534225e-08,8.540865792383556e-09,8.256169792275614e-08
1808,4.985362878073829e-08,2.4926814390369145e-08,6.118399697996324e-08
1809,4.51806094758922e-08,2.25903047379461e-08,7.228897858091443e-08
1810,4.914266327205041e-08,1.8721014072298203e-08,1.1466621430145096e-07
1811,5.0141537144554604e-08,7.521230305229665e-09,7.771938026479575e-08
1812,2.6672083208723052e-08,8.00162469616339e-09,1.0935553440560852e-07
1813,8.052076339026826e-08,8.627224934443234e-09,6.039057609541487e-08
1814,3.1466772298927026e-08,3.1466771410748606e-09,1.0069366851439554e-07
1815,3.776112933451259e-08,0.0,5.3944472000466703e-08
1816,1.0660977523002657e-07,2.3176038865813098e-09,2.7811246638975717e-08
1817,1.1053801074467628e-07,2.3353101674672416e-08,1.55687345682054e-07
1818,1.3947777688372298e-07,2.0266001987678806e-08,6.318223921830679e-08
1819,3.622867339458935e-08,8.280840235741493e-09,1.2938812743445993e-07
1820,7.238553223487543e-08,3.5599443393152796e-09,1.044250339532482e-07
1821,3.254291058851777e-08,3.94459531705138e-09,1.0058717947458717e-07
1822,7.118187284049782e-08,1.4035862250239006e-08,8.72228582693424e-08
1823,6.81905376609393e-08,6.917880712720148e-09,7.41201550136239e-08
1824,3.621078548121659e-08,1.6000114122505238e-08,1.3221146843989118e-07
1825,4.57883047033647e-08,2.641632912414593e-09,1.47050897680856e-07
1826,5.813269510213104e-08,8.807984452907647e-09,1.0305341902050458e-07
1827,6.728609491801762e-08,5.530363889061363e-09,1.0323345794871486e-07
1828,6.420610532131832e-08,2.7516904310687096e-09,1.2382605990568507e-07
1829,3.3435387791769244e-08,2.5719527840806222e-08,1.38885445200021e-07
1830,4.174734158368665e-08,9.39315203396518e-09,2.1395513272182143e-07
1831,3.897801548191637e-08,4.677361609140007e-09,3.897801548191637e-08
1832,3.3824925083081325e-08,8.117981509236927e-09,1.0959275131838808e-07
1833,9.730248251571538e-08,1.3900354645102198e-08,1.5522061502792894e-07
1834,7.560969805808782e-08,6.534171870242744e-09,1.3441724777685238e-07
1835,5.974839467626225e-08,1.1344631900556124e-08,1.0890846624533879e-07
1836,7.123995260371885e-08,1.0753199664037538e-08,1.4584027496766794e-07
1837,4.87052354003481e-08,6.262101726051128e-09,1.2941677596245427e-07
1838,6.56464820281144e-08,1.3255539776935166e-08,1.1046283532323287e-07
1839,4.894032556990169e-08,1.1885507911202353e-08,8.949088048382237e-08
1840,4.58617570586739e-08,1.4013315285943406e-08,1.2866770759956125e-07
1841,4.751206006403663e-08,7.704658244733764e-09,1.008026098148207e-07
1842,3.7566284305512454e-08,4.695785538189057e-09,9.391571254013797e-08
1843,3.1306630177141415e-08,4.13483786099178e-09,6.73387887673016e-08
1844,3.0735943568060975e-08,4.9397050894128824e-09,9.16589729116346e-08
1845,4.910600637231255e-08,5.580227946389016e-09,5.5802278353667134e-08
1846,4.0981507964943376e-08,1.1709002656346001e-08,1.1826092505273778e-07
1847,5.9325458323655766e-08,6.47186837454683e-09,1.0786447202093541e-07
1848,9.171552761699786e-08,1.126331028444838e-08,1.5768633992996328e-07
1849,6.452149392544015e-08,1.0893238977516262e-08,7.122502410084053e-08
1850,2.1045888587423178e-08,8.146795238417326e-09,8.078905011643656e-08
1851,4.9660677348128957e-08,7.739326290945314e-09,1.1480000949859459e-07
1852,3.906327350478023e-08,1.1718982229069752e-08,1.1849192493862404e-07
1853,3.762317035693741e-08,4.180352286553557e-09,9.196774719555378e-08
1854,2.961528799971802e-08,9.352196128631363e-09,8.988499833328945e-08
1855,5.094659627502551e-08,3.714855978387277e-09,1.1197637306281649e-07
1856,7.869327589560271e-08,1.7084724746041502e-08,9.422484187338043e-08
1857,3.7099468386259105e-08,7.810414537345878e-09,9.665388067681135e-08
1858,2.397901255335455e-08,4.893675908945738e-09,1.1891632700766763e-07
1859,4.430190969628711e-08,2.5460866748261424e-09,9.267755274322553e-08
1860,3.4786598490654796e-08,3.661747072225552e-09,1.0115576673519477e-07
1861,2.452301117727984e-08,3.3011746669586728e-09,9.007490781032246e-08
1862,4.472806480748659e-08,5.421583626485926e-09,1.1882303851962206e-07
1863,2.6970951694238465e-08,2.996772441310469e-09,9.889349456004837e-08
1864,3.931677028390368e-08,6.712619238236073e-09,8.342826585128194e-08
1865,3.435996376310868e-08,5.648213063924601e-09,8.33111428732991e-08
1866,3.259960479340407e-08,5.352174370365503e-09,9.974506137711003e-08
1867,3.542552207136396e-08,3.396968040192405e-09,8.977701604351296e-08
1868,3.210918109175509e-08,4.939873954334928e-09,1.3090666783899252e-07
1869,2.8812763730456936e-08,1.953407657850903e-09,6.739256264154392e-08
1870,4.529898589566983e-08,2.2936195165357276e-09,6.250112960515253e-08
1871,3.186353225714811e-08,3.18635318130589e-09,9.771483178155904e-08
1872,2.6003558417642125e-08,5.442605366390296e-09,9.191955618881309e-08
1873,3.4718826924518e-08,1.1972008717719973e-08,7.66208572144933e-08
1874,4.182226476245887e-08,6.5720701658555924e-09,1.4219570232398837e-07
1875,2.2313955128083762e-08,2.860763514966891e-09,9.3260889399982e-08
1876,5.683254045152353e-08,3.02300739996042e-09,1.0278225270887731e-07
1877,5.3807898581226254e-08,4.9478527941460015e-09,1.5462039604230426e-07
1878,3.8650167510922984e-08,8.454724254036705e-09,1.3889903982544638e-07
1879,4.093248051617593e-08,6.10932526790009e-10,1.0691319196620697e-07
1880,4.2357786611546544e-08,6.417846032391594e-09,8.728270728397547e-08
1881,4.6018548971460405e-08,6.972507571312292e-10,5.787181223126936e-08
1882,5.856738738430067e-08,8.652000671460769e-09,1.3377324425967174e-07
1883,5.308244865886991e-08,3.791603475633565e-09,8.215140434586488e-08
1884,3.762967182296961e-08,5.941527270181268e-09,7.988053596363898e-08
1885,5.4787903991382336e-08,3.222817901438191e-09,8.314869859304963e-08
1886,2.774989482645651e-08,1.1616235306988187e-08,8.002295004416737e-08
1887,4.7661149693567495e-08,3.264462256069578e-09,7.899998877292091e-08
1888,3.550744054336974e-08,6.340614699951175e-09,8.242798954505304e-08
1889,5.137412273370501e-08,5.638623234993645e-09,1.0588080784357246e-07
1890,4.5880703680722945e-08,3.2771931834929546e-09,6.226667181863377e-08
1891,3.7607897240832244e-08,5.736798147637501e-09,8.286485808639554e-08
1892,4.5133290882404253e-08,1.2537024751679837e-09,1.0154990048860668e-07
1893,4.495644034818724e-08,8.621783287310336e-09,8.683367297424027e-08
1894,4.663139208105349e-08,6.301539512421073e-09,7.561847326087445e-08
1895,4.1528441130367355e-08,4.213030146971164e-09,7.46308184140787e-08
1896,4.2458609073037223e-08,7.076434771491336e-09,6.427761650718011e-08
1897,4.253501018069983e-08,4.661370844871726e-09,7.341658803117213e-08
1898,3.5647634177848886e-08,4.526683805572418e-09,7.24269412222256e-08
1899,3.703477347016815e-08,5.527578395003729e-09,9.839089543106638e-08
1900,2.803168719367477e-08,2.07642125715779e-09,6.436906052620373e-08
1901,2.2913829056392387e-08,7.265360812969135e-09,7.488910203079513e-08
1902,3.2407871941586563e-08,3.928227187977029e-09,8.298379383653298e-08
1903,2.8621167658116065e-08,4.860198243861191e-09,9.558390012820439e-08
1904,4.5146851590516235e-08,5.912087708281888e-09,6.234565130824876e-08
1905,5.005936287716395e-08,5.676834835544042e-09,5.7800499941862427e-08
1906,4.5268823356536814e-08,3.0865107691901983e-09,6.584555850563945e-08
1907,2.0571373937627868e-08,3.08570607954195e-09,4.8342727154704335e-08
1908,4.0273391732625896e-08,3.929111258571538e-09,7.367083743048397e-08
1909,4.1807474815414025e-08,7.151278569317299e-09,5.776032752091709e-08
1910,1.3894791983659616e-08,3.740905585303267e-09,7.642135269048111e-08
1911,4.735132819178034e-08,3.1922244847493175e-09,7.554931213960003e-08
1912,3.1777467768279166e-08,6.251305251225858e-09,5.6782689994427926e-08
1913,4.825720623102825e-08,6.893886572711949e-09,6.946916641936696e-08
1914,2.8795998474606677e-08,6.696743715117748e-10,4.553785615257766e-08
1915,2.1205371680821372e-08,2.3561523843085297e-09,4.712304846332671e-08
1916,3.625862632361532e-08,0.0,7.581348882013117e-08
1917,4.496234140560773e-08,2.1932848870420685e-09,6.579854527899442e-08
1918,3.790504266021344e-08,1.1486376294556067e-09,8.040463228553563e-08
1919,1.5653341733923298e-08,4.603924241841639e-09,7.550436009751138e-08
1920,2.3473917920568965e-08,1.514446346106979e-09,4.7705058126013e-08
1921,2.120369302360814e-08,4.543648624011354e-09,5.755288157160976e-08
1922,1.4018077365562931e-08,5.902348387820666e-09,8.337067392005792e-08
1923,2.0170300985000722e-08,4.246379248229459e-09,5.414133452674719e-08
1924,4.769901096324247e-08,3.867487330388997e-09,7.348225794512331e-08
1925,3.189471442510694e-08,2.1996355847875293e-09,6.488925130554435e-08
1926,2.452150482668003e-08,8.916910765321973e-09,7.022067105566521e-08
1927,3.3447673075670536e-08,5.574612549352764e-09,6.578042643923254e-08
1928,2.6279895593006586e-08,3.4278123672848437e-09,4.798937403016623e-08
1929,3.342121956961819e-08,2.2280812750352652e-09,9.02372940814189e-08
1930,1.995684684175103e-08,4.201441416995522e-09,7.247486166761519e-08
1931,2.5091784650044247e-08,2.2810713318222042e-09,6.84321435073798e-08
1932,4.274219378430644e-08,3.2878609834696704e-09,5.150982218538047e-08
1933,3.4411986149507356e-08,4.588264879146209e-09,6.079451253526713e-08
1934,3.354842448288764e-08,1.1981580172459871e-09,9.585263782696529e-08
1935,2.992070946561398e-08,3.590485242455088e-09,7.540018742702159e-08
1936,2.7886843056990074e-08,8.487300195980652e-09,8.244806215529366e-08
1937,4.280980192561401e-08,6.295558963032022e-09,8.184226962804075e-08
1938,3.3709557811789637e-08,3.8895642262559704e-09,8.557041419887668e-08
1939,2.5999884911698246e-08,7.647025235257843e-09,9.941133072288721e-08
1940,2.7893612752905028e-08,2.5357829169792012e-09,7.100192078723921e-08
1941,4.7224041566096275e-08,2.9515025978810172e-09,1.0330258959356797e-07
1942,4.247896612241675e-08,0.0,1.0316320020464786e-07
1943,2.6129116648121453e-08,5.806470415592457e-09,7.548411673496958e-08
1944,4.819779064746399e-08,6.4263723231761105e-09,7.390327994016843e-08
1945,3.485606470121638e-08,0.0,3.485606470121638e-08
1946,3.3410650246423756e-08,6.960552134671616e-09,5.150808490839154e-08
1947,2.7418003867296648e-08,4.7683483828109274e-09,6.675687558299614e-08
1948,1.9569398546082084e-08,3.2615663503321457e-09,7.066726936955092e-08
1949,4.417653798327592e-08,0.0,7.951776992420889e-08
1950,2.6588404367089424e-08,3.190608444114673e-09,9.465471606517895e-08
1951,3.838104589704017e-08,2.1322803522849654e-09,7.036525162540386e-08
1952,2.319856839960721e-08,7.381362521208246e-09,7.4868104604775e-08
1953,3.44762476345295e-08,1.0773827385790469e-08,6.24881981714509e-08
1954,3.8112890621277984e-08,2.9317608341017376e-09,6.840775523819786e-08
1955,2.440258128899586e-08,2.815682353940474e-09,7.883910324579801e-08
1956,3.488456457034772e-08,3.488456634670456e-09,8.546718643920315e-08
1957,4.94762097957846e-08,5.301022620862739e-09,6.449577671929774e-08
1958,4.6324561964183886e-08,1.6544486891589827e-09,1.042302691378616e-07
1959,2.712761748568937e-08,2.325224457422337e-09,8.21579249077331e-08
