year,en_PRON irez_VERB,en_PRON virer_VERB
1903,3.888158772724637e-08,0.0
1904,2.6335662539622717e-08,0.0
1905,4.025391930895239e-08,0.0
1906,4.166789580040131e-08,0.0
1907,3.445705232252294e-08,5.142843373384665e-10
1908,4.4202501214840595e-08,2.4556945366072114e-09
1909,3.5756393401698006e-08,0.0
1910,4.008112952647025e-08,0.0
1911,4.8947441655400326e-08,0.0
1912,5.574080574888285e-08,0.0
1913,4.030272293675807e-08,0.0
1914,3.4823067096567684e-08,0.0
1915,2.3561524287174507e-08,0.0
1916,4.724608615447323e-08,0.0
1917,2.7416060532914344e-08,0.0
1918,3.5607765624945387e-08,3.44591288836682e-09
1919,2.762354434082681e-08,0.0
1920,4.846228307542333e-08,7.572231730534895e-10
1921,2.7261890522822796e-08,7.572747429129834e-10
1922,5.976127681606158e-08,3.6889677978990676e-09
1923,4.458698299458774e-08,0.0
1924,5.0277336072213075e-08,0.0
1925,4.7292164850887275e-08,0.0
1926,4.124071395494866e-08,3.343841648018042e-09
1927,7.024011949852138e-08,1.1149224876660924e-09
1928,2.8565102283550914e-08,0.0
1929,4.233354289340241e-08,1.1140406375176326e-09
1930,3.571225093423891e-08,0.0
1931,4.219981875053236e-08,3.4216069977333063e-09
1932,4.055028668403793e-08,2.1919073223131136e-09
1933,3.785318369864399e-08,1.1470662197865522e-09
1934,4.313368862085554e-08,1.1981580172459871e-09
1935,2.992070946561398e-08,1.196828414151696e-09
1936,3.031178508194898e-08,0.0
1937,3.273690651894867e-08,1.2591118148108649e-09
1938,3.630260181353151e-08,1.2965214457594243e-09
1939,3.6705721129237645e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,7.083606590185809e-08,0.0
1942,4.5513175450651033e-08,0.0
1943,4.645176332473966e-08,0.0
1944,5.1410978585408884e-08,0.0
1945,3.703456741277478e-08,0.0
1946,3.062643116891195e-08,0.0
1947,4.2915136333476767e-08,0.0
1948,4.022598432129598e-08,1.0871887834440486e-09
1949,5.2030145525350235e-08,0.0
1950,3.93508372553697e-08,1.0635361480382244e-09
1951,4.157946520422229e-08,1.0661401761424827e-09
1952,6.748674508116892e-08,1.0544803918932644e-09
1953,3.770839640537815e-08,6.464296653518886e-09
1954,5.1794440736330216e-08,9.772536113672459e-10
1955,1.9709776921672528e-08,9.385607846468247e-10
1956,4.186147961604547e-08,8.72114158667614e-10
1957,4.329168490357915e-08,0.0
1958,2.3162280982091943e-08,1.6544486891589827e-09
1959,3.022791617013354e-08,1.5501495642666896e-09
1960,4.498541628095154e-08,6.920833350854139e-10
1961,3.682524507553353e-08,6.948159270159238e-10
1962,2.917300001570311e-08,3.170978146727066e-09
1963,4.4615767080813384e-08,1.939815863494232e-09
1964,3.04198408684897e-08,3.6503808864551957e-09
1965,3.55682807651192e-08,5.472043373977442e-10
1966,4.3204781974282014e-08,1.1078149508847446e-09
1967,3.3526280418527676e-08,0.0
1968,3.368561962702188e-08,3.5931326802796093e-09
1969,2.9067249940339934e-08,3.1792304344691047e-09
1970,1.7015283404475667e-08,1.3796175313274261e-09
1971,4.007949883089168e-08,2.0553589941130213e-09
1972,2.3598675014113724e-08,2.565073486948677e-09
1973,2.9771300091852027e-08,2.205281512956958e-09
1974,1.518904291231138e-08,3.3753431161187564e-09
1975,1.7134439644905797e-08,3.4268881066168433e-09
1976,1.199840671262109e-08,1.142705374768127e-09
1977,1.5867311020656416e-08,1.1753563677885381e-09
1978,1.900989232694883e-08,0.0
1979,3.101546042216796e-08,3.5111840102075575e-09
1980,1.4212877097463661e-08,3.97960553399912e-09
1981,2.5302197670384885e-08,6.325549528618524e-10
1982,1.3035754697909852e-08,0.0
1983,2.7787390166622572e-08,1.89459470334441e-09
1984,1.1598016769198694e-08,5.799008495621649e-10
1985,2.1054452403745927e-08,6.015558051686298e-10
1986,1.8582904104391673e-08,0.0
1987,1.2832715334809564e-08,1.8332451112712533e-09
1988,1.3792074149421296e-08,5.996553809062277e-10
1989,1.9757239400064464e-08,0.0
1990,1.3621627381610324e-08,6.538381391862913e-09
1991,1.875668864670388e-08,2.344586080837985e-09
1992,1.1570882918476855e-08,1.65298330578878e-09
1993,1.717154241021035e-08,1.1078414852150331e-09
1994,1.3714808844156323e-08,1.0549853213248639e-09
1995,1.2471637056421514e-08,0.0
1996,1.868332333287981e-08,5.338092190498855e-10
1997,7.671831170341648e-09,4.315404922294874e-09
1998,1.1920323395031573e-08,2.86087753487152e-09
1999,2.0565904534919355e-08,2.285100553223174e-09
2000,2.385736941334926e-08,1.3254094488601709e-09
2001,1.3143635513301888e-08,2.190605918883648e-09
2002,1.1829298429688606e-08,3.066854992184176e-09
2003,1.750107614384433e-08,1.2500769308587678e-09
2004,1.4095332012686868e-08,4.404791253964646e-10
2005,1.5312748402607212e-08,2.702249757291497e-09
2006,1.4000825387938676e-08,2.0589450144825605e-09
2007,1.7176262190332636e-08,3.1955835755326234e-09
2008,1.830699147831183e-08,1.2772318758180745e-09
2009,2.145686650578682e-08,1.430457752249481e-09
2010,2.172944846279279e-08,1.8895172093635892e-09
2011,2.4855816960211996e-08,1.529588788962144e-09
2012,4.289358557230116e-08,2.382976926895708e-09
2013,4.406817666335883e-08,3.6258624991347688e-09
2014,3.6162933980676826e-08,3.4647122948427977e-09
2015,6.605394986536339e-08,3.546520632724537e-09
2016,6.773282024141736e-08,3.5212781579474495e-09
2017,7.848707639368513e-08,6.792150397672003e-09
2018,4.336864023457565e-08,6.711813327342497e-09
2019,5.3570744285025285e-08,3.06118530524202e-09
