year,en_ADP allée_NOUN,en_ADP vallées_NOUN
1800,3.144164484325529e-09,5.973912209356058e-08
1801,1.4287095950749062e-08,6.429193177837078e-08
1802,1.5664880947952042e-08,7.832440473976021e-08
1803,1.7553053011098996e-08,1.1116933507082649e-07
1804,4.943701981119375e-08,7.168367943677367e-08
1805,2.55858996212055e-08,2.2743021688143017e-08
1806,2.881669125542885e-09,1.4408345627714425e-08
1807,1.9928686256776018e-08,5.124519120158766e-08
1808,2.2660739951163578e-09,6.571614363792833e-08
1809,8.132509776714869e-08,5.873479480555943e-08
1810,1.6380887757350138e-08,5.8503168531842675e-08
1811,2.5070768572277302e-08,7.771937760026049e-08
1812,1.3336041604361526e-08,4.5342538612658245e-08
1813,3.163315653864629e-08,9.202373263406116e-08
1814,2.5173417128598885e-08,6.293354282149721e-09
1815,2.1577788444915313e-08,4.315557688983063e-08
1816,1.1588019432906549e-08,4.6352077731626196e-08
1817,7.784366928831332e-09,3.113746771532533e-08
1818,3.5763530803478716e-08,6.795070817133819e-08
1819,3.622867339458935e-08,1.8631890696951814e-08
1820,2.1359666035891678e-08,6.051905643289501e-08
1821,1.4792232216898071e-08,1.577838126820552e-08
1822,5.6143449000956025e-08,3.0076847679083585e-08
1823,3.656594316225892e-08,2.7671523739059012e-08
1824,9.263223965660927e-09,3.9579230559638745e-08
1825,2.8177417732422327e-08,5.6354835464844655e-08
1826,2.818555067118922e-08,3.963592831723872e-08
1827,2.7651818612639545e-08,3.133872894522938e-08
1828,2.109629271274116e-08,3.3020285172824515e-08
1829,2.2290258527846163e-08,3.3435387791769244e-08
1830,1.878630406793036e-08,4.800944353178238e-08
1831,7.795603274018958e-09,1.3096612860863388e-07
1832,2.705993829010822e-08,2.841293600397421e-08
1833,1.853380560135065e-08,5.90765054653275e-08
1834,2.6136685704614138e-08,6.347480763224667e-08
1835,2.4201881387853064e-08,1.663879345414898e-08
1836,4.435695188931277e-08,4.5029025841358816e-08
1837,1.1132625266085938e-08,6.053365098068753e-08
1838,1.3886756189407379e-08,4.3553917805638775e-08
1839,2.37710154893378e-08,4.4046291947097416e-08
1840,1.0828470564661075e-08,2.4204817705708592e-08
1841,1.926164472365599e-08,2.5040138851295524e-08
1842,2.5491406319133603e-08,3.6895457355967665e-08
1843,1.8902115428431898e-08,3.6622846977252266e-08
1844,2.6345094994439933e-08,5.0494762149355665e-08
1845,2.0088821273134272e-08,4.631589334280761e-08
1846,1.5221703009160592e-08,3.922516000898213e-08
1847,1.4022381478184798e-08,4.1527822958187244e-08
1848,8.04522137798358e-09,3.298540818263973e-08
1849,5.865590679832167e-09,6.703531596485846e-08
1850,1.0862393651223101e-08,5.634866795389826e-08
1851,2.7087642351375507e-08,4.385618268543112e-08
1852,2.9948509450150596e-08,4.231854688896419e-08
1853,3.523439673358553e-08,3.58315901394235e-08
1854,1.0391328686409906e-08,3.636965217879151e-08
1855,2.4942604426314574e-08,4.4578271740647324e-08
1856,1.346069211649592e-08,4.40061072026765e-08
1857,2.245494101771328e-08,6.736482305313984e-08
1858,4.8936761087858827e-08,2.6425849952715907e-08
1859,1.3748867822016564e-08,3.971895168319861e-08
1860,2.654766717569146e-08,6.636916793922865e-08
1861,1.6034276129062164e-08,2.9238975685075275e-08
1862,2.2589931703009825e-08,4.111367601922211e-08
1863,2.2475793670651e-08,3.296449690992631e-08
1864,1.342523781033833e-08,3.835782536043553e-08
1865,1.835669355410019e-08,3.530133341200781e-08
1866,1.265059373922739e-08,2.968023871119385e-08
1867,3.785192959071537e-08,4.85281148598915e-08
1868,1.778354707937524e-08,6.57003269566303e-08
1869,3.613804011592947e-08,3.7603097524652185e-08
1870,1.548193218070537e-08,2.8670243068518175e-08
1871,4.248470730772169e-08,4.779529660936532e-08
1872,1.8746751706544273e-08,4.172663992108028e-08
1873,1.97538145840781e-08,4.19020302899753e-08
1874,1.2546679251101978e-08,3.2262889249068394e-08
1875,1.7164581478379404e-08,4.806082642971887e-08
1876,2.0556450763820067e-08,7.013377256726017e-08
1877,2.4739264858908427e-08,4.762308236649915e-08
1878,2.7779808675632012e-08,2.0532901601200138e-08
1879,6.720257683667796e-09,4.3987142817059066e-08
1880,1.7328185109022343e-08,3.273101611966922e-08
1881,2.719277958362909e-08,5.508281120114589e-08
1882,2.1962771157291172e-08,4.858431168486277e-08
1883,1.2006744043446815e-08,3.4124429504345244e-08
1884,1.650424152899177e-08,3.036780782394999e-08
1885,2.8360796489046436e-08,3.0939052209078e-08
1886,3.6784744139595205e-08,2.710454793941608e-08
1887,4.6355363991779086e-08,3.525619263200497e-08
1888,4.7554610471678416e-08,5.2627100899371726e-08
1889,3.00726554769426e-08,3.821733329800736e-08
1890,4.3258950199742685e-08,2.6872983838188702e-08
1891,5.864282570655632e-08,2.42220359325529e-08
1892,3.949162774574688e-08,3.63573704476039e-08
1893,4.6803965148001225e-08,4.557228194812524e-08
1894,6.175508815431385e-08,4.7891699495039575e-08
1895,5.5973113255447515e-08,3.310238128051424e-08
1896,5.838058786400424e-08,5.425266635938897e-08
1897,5.710179351581246e-08,3.4960280004270317e-08
1898,5.6583548513344795e-08,5.941272718246182e-08
1899,5.085372123403431e-08,4.9748205555033564e-08
1900,3.270363646556973e-08,4.049021384844309e-08
1901,5.02986488015722e-08,4.5827658112784775e-08
1902,2.2096276808269977e-08,2.3078333910575566e-08
1903,3.67214987306852e-08,4.5361851164216205e-08
1904,3.171028950532673e-08,1.9886112312406112e-08
1905,2.838417501038748e-08,3.1996705729397945e-08
1906,5.24706820215215e-08,3.7038127231880935e-08
1907,2.005708904517789e-08,5.142843306771283e-08
1908,7.416197433940397e-08,2.9468335327464956e-08
1909,3.850688656825696e-08,3.4106097501762633e-08
1910,5.9320072409718705e-08,4.3287620599130605e-08
1911,4.8947441655400326e-08,3.6710581241550244e-08
1912,4.7926675961207366e-08,3.750783150735515e-08
1913,6.363587978786e-08,2.7575547179026216e-08
1914,2.4108278040557707e-08,2.5447626228469744e-08
1915,1.8849219074468238e-08,4.5944972271172446e-08
1916,5.7134801778602196e-08,2.6369908923129515e-08
1917,3.728584374584898e-08,9.869782324756216e-09
1918,6.776962191423763e-08,3.9053681177847466e-08
1919,6.353415216153735e-08,4.051453217357448e-08
1920,5.83061847692079e-08,3.63467123065675e-08
1921,5.679560644011872e-08,2.4232791773215467e-08
1922,6.271245212019494e-08,3.172512208493572e-08
1923,6.369568694708505e-08,1.9108707505210987e-08
1924,1.0957880647310958e-07,3.2229060309418855e-08
