year,certain_ADJ air_NOUN,certain_ADJ verre_NOUN
1983,1.174648799340261e-07,6.315316047889041e-10
1984,1.2699828594309182e-07,5.799008495621649e-10
1985,9.143647938802957e-08,6.015558051686298e-10
1986,1.2528474885309393e-07,0.0
1987,1.387155492693637e-07,4.277571630240118e-09
1988,1.3792073605412014e-07,1.798966087207532e-09
1989,1.218363081534335e-07,1.0976244357863152e-09
1990,1.2858816944572027e-07,0.0
1991,1.2543534877451634e-07,0.0
1992,1.2562672069282854e-07,5.509944167592096e-10
1993,1.2130864668336017e-07,5.539207426075166e-10
1994,1.1182844161794492e-07,0.0
1995,1.2471636523514462e-07,1.626735190995987e-09
1996,9.982232285210557e-08,0.0
1997,1.0932359673088143e-07,0.0
1998,1.2683223360454576e-07,0.0
1999,1.0008740503053559e-07,4.570201161957499e-10
2000,9.763849817545633e-08,0.0
2001,1.1084466020050421e-07,1.3143635069212678e-09
2002,1.30998518144132e-07,2.6287327870022636e-09
2003,1.1250691756004016e-07,8.333845835650777e-10
2004,1.1804840430174046e-07,8.809582507929292e-10
2005,1.1439524116862998e-07,4.5037495954858286e-10
2006,1.4165540773714014e-07,1.2353669198716943e-09
2007,8.947634172473684e-08,3.994479469415779e-10
2008,1.0856471374665055e-07,0.0
2009,9.584066895662602e-08,4.76819250749827e-10
2010,7.510830696277893e-08,2.3618964561933353e-09
2011,8.37449860568995e-08,0.0
2012,1.2663820558866945e-07,3.404252713057332e-10
2013,1.5368079353539343e-07,0.0
2014,1.5353006344032138e-07,6.496335691608124e-10
2015,2.2830726231770626e-07,1.5516027351836215e-09
2016,2.6306019540456305e-07,4.1426800878596737e-10
2017,9.458698771447338e-08,2.515611330355938e-10
2018,1.794119376397063e-07,5.162933414126769e-10
2019,1.6530401314440724e-07,0.0
