year,son_DET antre_NOUN,son_DET ventre_NOUN
1914,1.3929226438946785e-07,8.993726794415124e-07
1915,1.4254721836248763e-07,7.904891283772031e-07
1916,1.373432780837902e-07,7.405549631300801e-07
1917,1.3488701711139583e-07,9.661420072859528e-07
1918,1.2290422812810675e-07,8.844509835626013e-07
1919,1.1417731748952775e-07,8.572506988713258e-07
1920,1.1964126178654055e-07,9.185117306742541e-07
1921,1.0601846711644214e-07,9.92029935531491e-07
1922,1.0698006480680533e-07,1.2092436065813672e-06
1923,1.2845296870622747e-07,1.1783701978629324e-06
1924,1.2375960156685295e-07,1.3368614162345693e-06
1925,1.979671964136287e-07,1.235095425045074e-06
1926,1.1926368126413678e-07,1.025444774427342e-06
1927,1.6946821823626834e-07,1.3903083342370337e-06
1928,1.302568715111363e-07,1.1380337170407984e-06
1929,1.7267630370021436e-07,1.12295295906506e-06
1930,1.3654684605235445e-07,1.0135976893366205e-06
1931,9.238338805062085e-08,1.1633463614657558e-06
1932,1.0192368737893531e-07,1.0269085315428583e-06
1933,8.25887696009886e-08,1.0380949397870154e-06
1934,1.2460843201722582e-07,9.788950805500463e-07
1935,1.3763526851562347e-07,1.0759487736322626e-06
1936,1.4185916619169348e-07,1.0427254011347031e-06
1937,1.3346584637474734e-07,9.758116803482153e-07
1938,1.2965214102322875e-07,1.2628119279156635e-06
1939,1.0399953964679298e-07,1.0919951876076084e-06
1940,1.2171757646228798e-07,7.55663300822107e-07
1941,1.2986610897769424e-07,1.0891044439631514e-06
1942,1.2440268903901597e-07,1.1287267938087098e-06
1943,1.6548440839869727e-07,1.6054890963346224e-06
1944,1.5101974781828176e-07,1.3913096452711216e-06
1945,1.5031677946808486e-07,1.71883966970654e-06
1946,1.3225049233511754e-07,1.6301613001701298e-06
1947,1.5497132710429184e-07,1.7666731153553883e-06
1948,1.489448651081915e-07,1.6166497260883261e-06
1949,1.197675021380462e-07,1.218290755389262e-06
1950,1.5527628161038365e-07,1.5293650079684085e-06
1951,1.2260612280989847e-07,1.586416630061649e-06
1952,1.1072044148185967e-07,1.3940230942921517e-06
1953,1.1958948675783176e-07,1.454466691086509e-06
1954,1.2313395969520968e-07,1.6515586267473736e-06
1955,1.3139850407739573e-07,1.362790285952542e-06
1956,1.2384020742217672e-07,1.6116669883103896e-06
1957,1.2810804222995742e-07,1.5691027144271175e-06
1958,1.2904699159266286e-07,1.6089514005557248e-06
1959,1.1626121443342186e-07,1.3005755192807555e-06
1960,1.2319083242395834e-07,1.5419617085399295e-06
1961,1.1117054721232478e-07,1.5786217630875399e-06
1962,1.477675852790128e-07,1.6070517681043839e-06
1963,1.4419298977053074e-07,1.5699577318173397e-06
1964,1.6426714521955432e-07,1.5501950727525582e-06
1965,1.3297064782591406e-07,1.4555635559077018e-06
1966,1.5675581543916906e-07,1.7143436679134538e-06
1967,1.577707333666467e-07,1.855778258175178e-06
1968,1.5495384819708136e-07,1.7080854206596996e-06
1969,1.2853174613525198e-07,1.8762001516847704e-06
1970,1.094496525633204e-07,1.6762352643695522e-06
1971,1.3257065878402585e-07,1.911997649983732e-06
1972,1.6211264708410056e-07,1.486716577403513e-06
1973,1.3507349827523996e-07,1.666641551878456e-06
1974,1.2263746862473113e-07,1.5515326481363445e-06
1975,1.1480075423619951e-07,1.558662901857133e-06
1976,1.1998406534985406e-07,1.7334840549665387e-06
1977,1.1577260572437353e-07,1.6648923306661345e-06
1978,1.2653459557920854e-07,1.7994050836023234e-06
1979,1.2932861759296088e-07,1.884335439683582e-06
1980,1.353065892661931e-07,1.8937237058480605e-06
1981,1.5750618986842824e-07,2.052640844851794e-06
1982,1.4215179666710043e-07,2.0130930167283623e-06
1983,1.3577928825725394e-07,2.2690930876478888e-06
1984,1.5657323015894065e-07,2.169988874811679e-06
1985,1.8467763140961324e-07,2.242599933310885e-06
1986,1.6364945176761125e-07,2.276705536985446e-06
1987,1.4788176594393576e-07,2.147952017139687e-06
1988,1.8829179238011307e-07,2.2481080250713603e-06
1989,1.3994711878240196e-07,1.949381051247201e-06
1990,1.4329952296998627e-07,1.936450559014702e-06
1991,2.303555843852223e-07,2.0878538293800375e-06
1992,1.5978837808461321e-07,2.0959828432864924e-06
1993,1.6617622300429957e-07,2.261658487157092e-06
1994,1.904248558837196e-07,2.1405652859129987e-06
1995,2.0822211044269068e-07,2.12831188406426e-06
1996,1.7455562151269532e-07,2.0973363490384145e-06
1997,1.8891884145944005e-07,2.3782677232020433e-06
1998,1.8261934897623178e-07,2.16282334264406e-06
1999,1.7732381155100008e-07,2.080812492977202e-06
2000,1.9704419851329646e-07,2.295609220936967e-06
2001,1.818202874925845e-07,2.3242328524020195e-06
2002,1.9189749966841418e-07,2.2282892473413085e-06
2003,2.26263907610047e-07,2.39556403869301e-06
2004,1.9953704005759576e-07,2.38387293904907e-06
2005,1.9906573700545493e-07,2.3216829561079066e-06
2006,2.1742458855555924e-07,2.5617393077936867e-06
2007,2.500544051819986e-07,4.244533741371015e-06
2008,2.5033744499580735e-07,4.70702548227564e-06
2009,2.9372066823185605e-07,6.056557964484455e-06
2010,4.22779463438161e-07,7.884482755571298e-06
2011,4.707309519957903e-07,8.196301223506453e-06
2012,5.954037956001912e-07,1.0325439063763042e-05
2013,5.87947544872236e-07,1.080395514918564e-05
2014,6.444364757385301e-07,1.3368592817641911e-05
2015,6.583229170686877e-07,1.1902788571660494e-05
2016,6.027599361857483e-07,1.223913432113477e-05
2017,7.066352427642641e-07,1.3492230266365368e-05
2018,7.780540851598516e-07,1.3893711923174124e-05
2019,7.293273984743109e-07,1.298886445511016e-05
