year,ton_DET an_NOUN,ton_DET vent_NOUN
1955,0.0,9.385607846468247e-10
1956,0.0,7.849027428008526e-09
1957,1.7670075402875796e-09,5.301022731885041e-09
1958,3.3088973783179654e-09,9.099467679352102e-09
1959,5.425523585955716e-09,6.975673150222406e-09
1960,6.920833350854139e-10,6.228750015768725e-09
1961,1.3896318540318475e-09,6.253343343143314e-09
1962,2.5367825617905737e-09,5.0735651235811474e-09
1963,6.466053248388448e-10,9.052474769788432e-09
1964,6.083968329129164e-10,9.734349548651267e-09
1965,1.0944086747954884e-09,3.830430472806512e-09
1966,3.3234448526542337e-09,1.4401594583546284e-08
1967,1.9721342336964653e-09,8.874604051634094e-09
1968,1.7965663401398047e-09,6.737123636746389e-09
1969,9.083515606356229e-10,9.083515217778171e-09
1970,4.5987250119061684e-10,2.7592349793881255e-09
1971,1.0276794970565106e-09,3.5968783507200897e-09
1972,1.0260293725750103e-09,7.182205385980467e-09
1973,1.102640756478479e-09,3.859242758696979e-09
1974,1.1251143350321513e-09,4.500457340128605e-09
1975,3.4268881066168433e-09,7.996072248772634e-09
1976,1.142705374768127e-09,5.713526984862938e-09
1977,1.7630345516828072e-09,3.526069214387917e-09
1978,1.1881182704343018e-09,3.5643548113029055e-09
1979,0.0,9.363157360553487e-09
1980,1.1370301367108482e-09,3.979605422976817e-09
1981,1.897664858585557e-09,6.958104314946922e-09
1982,1.8622506869903077e-09,6.20750217894539e-09
1983,6.315316047889041e-10,3.157658134966823e-09
1984,1.7397025486864948e-09,6.958809972701374e-09
1985,6.015558051686298e-10,2.4062232206745193e-09
1986,1.1988970927134801e-09,4.7955883708539204e-09
1987,2.4443267965246207e-09,3.0554083707556856e-09
1988,2.99827696004229e-09,5.396898483667201e-09
1989,1.6464366536794728e-09,3.841685636274406e-09
1990,0.0,2.724325487424295e-09
1991,1.1722930404189924e-09,4.10302547493302e-09
1992,5.509944167592096e-10,3.856960972825618e-09
1993,1.6617622278225497e-09,3.877445031719162e-09
1994,1.0549853213248639e-09,4.747433779428434e-09
1995,1.0844901643380922e-09,4.880205572987961e-09
1996,0.0,7.473329288743003e-09
1997,1.438468344439059e-09,5.753873266733933e-09
1998,1.43043876743576e-09,4.768129113763564e-09
1999,2.7421207526856506e-09,3.656160929565999e-09
2000,4.4180314962005696e-10,9.277866475088103e-09
2001,3.0668482198237257e-09,6.133696300869573e-09
2002,4.38122149670761e-10,1.0076809608960957e-08
2003,8.333845835650777e-10,1.6667692226413067e-09
2004,4.404791253964646e-10,3.964312211834908e-09
2005,9.007499190971657e-10,2.702249757291497e-09
2006,0.0,2.4707338397433887e-09
2007,0.0,1.9972397624634652e-09
2008,8.514879357157668e-10,5.960415716543821e-09
2009,9.53638501499654e-10,5.721831008997924e-09
2010,0.0,4.723792912386671e-09
2011,1.1471915639660324e-09,8.795135258976572e-09
2012,3.404252713057332e-10,6.127655077792227e-09
2013,0.0,8.925200023490731e-09
2014,3.248167693148396e-09,9.744503204345278e-09
2015,2.2165753954528356e-10,4.6548082749398034e-09
2016,6.214020409345267e-10,7.249690292532307e-09
2017,7.54683426862357e-10,1.0062445543468357e-08
2018,2.5814667070633845e-10,1.0842160058643913e-08
2019,0.0,6.12237061048404e-09
