year,en_ADP airs_NOUN,en_ADP ver_NOUN
1881,2.022027217885025e-08,2.9981782501131704e-08
1882,9.983077475794744e-09,2.0631694352957197e-08
1883,7.583206784733676e-09,1.9589950939202794e-08
1884,1.9805090900604227e-08,2.3766108192546653e-08
1885,1.6114089618213256e-08,2.578254287843862e-08
1886,1.5488312854472497e-08,1.9360392178313646e-08
1887,1.8933882017790893e-08,2.219834338568205e-08
1888,6.974675947901687e-09,3.106901136362694e-08
1889,8.771191772893872e-09,2.5060547470534544e-08
1890,1.1797895993481688e-08,1.9663159045446577e-08
1891,1.1473596073230397e-08,1.9122660344095266e-08
1892,1.0656471260972467e-08,2.1312942077855723e-08
1893,2.3401982574000613e-08,1.6627724364060015e-08
1894,9.452309157609307e-09,2.457600345451283e-08
1895,9.027921299420427e-09,2.1667012850556944e-08
1896,1.4152869098893461e-08,1.5332275227208925e-08
1897,1.6897470089816125e-08,2.097616846885586e-08
1898,5.6583546736987955e-09,2.2633419360928997e-08
1899,1.1055156790007459e-08,1.326618814800895e-08
1900,6.748368974740515e-09,2.284063338464648e-08
1901,2.235495566438317e-09,1.732509086194156e-08
1902,8.838511256215043e-09,2.8970674081918446e-08
1903,1.1880484596105134e-08,1.8900770504259867e-08
1904,1.2361637935498493e-08,9.674325340824907e-09
1905,4.644683138099737e-09,1.754658029984313e-08
1906,2.0576738091193647e-09,1.4403716164235192e-08
1907,8.742833790265081e-09,1.902852103663477e-08
1908,2.1118972570732808e-08,1.4734167441687873e-08
1909,9.351672325408344e-09,3.3005900845761715e-08
1910,1.2825961404061559e-08,2.404867860406057e-08
1911,1.702519769608557e-08,1.17048232217698e-08
1912,6.772247651554153e-09,1.6149206194526755e-08
1913,5.833288518886093e-09,1.5908969308586762e-08
1914,7.36641797560722e-09,2.142958066553291e-08
1915,2.3561523843085297e-09,1.8849218852423633e-08
1916,1.0987462051303964e-09,2.0876178341566742e-08
1917,2.1932848870420685e-09,2.5222775756894578e-08
1918,1.4932289182922887e-08,4.709414369585829e-08
1919,1.289098744416961e-08,2.4861191050273845e-08
1920,1.2872794385998532e-08,2.4231140649533245e-08
1921,2.2718242898012164e-08,2.347551725234709e-08
1922,2.1396012073182646e-08,2.6560566801503427e-08
1923,1.9108707505210987e-08,1.6985517437007047e-08
1924,2.9650736976805092e-08,1.8048274541548892e-08
1925,2.3096173862313663e-08,2.969508106076546e-08
1926,1.8948435376309192e-08,2.563611833927837e-08
1927,2.0068604777989663e-08,3.1217829654650586e-08
1928,6.8556245125250825e-09,2.170947821511504e-08
1929,1.2254447234738564e-08,1.7824650200282122e-08
1930,1.68057662230936e-08,2.941009080714707e-08
1931,7.983749661377715e-09,1.9389106320488736e-08
1932,5.4797681947604815e-09,2.959074874020473e-08
1933,1.605892663292252e-08,3.0970787712192305e-08
1934,2.3963160344919743e-09,1.9170528275935794e-08
1935,4.787313656606784e-09,4.0692166969336085e-08
1936,1.2124714565686645e-08,3.152425831487449e-08
1937,3.777335333410292e-09,1.76275650742852e-08
1938,1.0372171566075394e-08,2.0744342577039276e-08
1939,0.0,2.4470480752825097e-08
1940,2.5357829169792012e-09,2.282204625281281e-08
1941,0.0,4.7224043342453115e-08
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,2.0322646676618206e-08,1.4516175816936538e-08
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,1.5249527862692958e-08,5.010559256390934e-08
1946,1.3921104269343232e-08,6.542919006591319e-08
1947,7.152522574216391e-09,3.69547004108739e-08
1948,1.6307831529616124e-08,2.0656587107481528e-08
1949,8.835307596655184e-09,1.7670614638198856e-08
1950,7.444753036267571e-09,2.020718614659245e-08
1951,1.3859821956785368e-08,1.919052317056469e-08
1952,1.0544803696888039e-08,1.4762725597528004e-08
1953,5.386913581872932e-09,1.8315506888910704e-08
1954,7.818028890937967e-09,3.029486128625081e-08
1955,1.2201290200408721e-08,2.1586898935055387e-08
1956,1.744228317335228e-09,1.3953826982771034e-08
1957,8.835037590415595e-09,1.0602045241725477e-08
1958,1.1581141212690937e-08,2.978007557219442e-08
1959,5.425523585955716e-09,1.4726420527466644e-08
1960,2.2838749558218296e-08,8.304999854491513e-09
1961,4.863711378089164e-09,2.4318556834934668e-08
1962,8.244543714397423e-09,1.522069531523229e-08
1963,1.6165133231993423e-08,1.1638895514032299e-08
1964,6.083968384640315e-09,2.372747665013719e-08
1965,1.2038495811328431e-08,2.4076990456922687e-08
1966,6.092982229866095e-09,1.8832854609129868e-08
1967,1.5284040255636455e-08,2.415864475135976e-08
1968,1.5719955531734442e-08,1.6618238507515315e-08
1969,8.629339798282842e-09,2.0437910586146302e-08
1970,1.6095537708205043e-08,2.529298798181756e-08
1971,9.762954888969944e-09,1.9012070251456237e-08
1972,2.3598676068825597e-08,1.641647029426707e-08
1973,9.372446541089374e-09,2.3706776985932265e-08
1974,9.563471792262135e-09,1.1813700795393345e-08
1975,3.4268881066168433e-09,1.4278700444236847e-08
1976,6.8562320265641574e-09,1.4283817184601588e-08
1977,7.639816335114347e-09,1.5867311076167567e-08
1978,1.1287123569125868e-08,1.3069300752732715e-08
1979,1.1118749476679568e-08,1.521513037783251e-08
1980,6.253665585376211e-09,1.4212876653374451e-08
1981,1.2018544381930951e-08,1.2018543993352893e-08
1982,7.449002747961231e-09,1.6139505731871395e-08
1983,1.2630632317822688e-08,1.3262163478522382e-08
1984,1.0438215292118969e-08,1.2757818912412233e-08
1985,7.82022557821449e-09,1.142955996513706e-08
1986,8.392279760016663e-09,1.678455924247757e-08
1987,1.2221634038134255e-08,1.8332451057201382e-08
1988,1.4991384134077634e-08,2.338655985534288e-08
1989,4.939309850016116e-09,1.6464366758839333e-08
1990,8.717841171179685e-09,8.17297668431749e-09
1991,1.1722930182145319e-08,1.4653663449326615e-08
1992,7.713921945651236e-09,1.4876849196987507e-08
1993,8.862731548653358e-09,1.938722560268502e-08
1994,7.912389743403025e-09,9.494867947434926e-09
1995,1.3556126887692699e-08,1.2471636834376909e-08
1996,4.270473752399084e-09,1.2811421257197253e-08
1997,1.054876808126437e-08,1.1028257640433026e-08
1998,7.629006981701991e-09,1.2397135651376345e-08
1999,1.2339543165040823e-08,1.27965633645033e-08
2000,1.192868470667463e-08,1.1486881557054573e-08
2001,7.0099388516098315e-09,7.009938740587529e-09
2002,1.0076809608960957e-08,1.1829298041110548e-08
2003,1.2500768864498468e-08,1.0000614780736328e-08
2004,1.4535811221350059e-08,8.809582424662565e-09
2005,1.1259373877692269e-08,4.503749373441224e-09
2006,1.070651389767363e-08,1.5647981910227315e-08
2007,1.358123019601365e-08,1.5977918099707722e-08
2008,1.021785517307805e-08,9.792111343998045e-09
2009,3.337734755248789e-09,1.0966842767246021e-08
2010,8.9752067999882e-09,1.3698999490330266e-08
2011,2.2943831279320648e-09,1.2236709978630245e-08
2012,4.425528637996834e-09,7.489355857703828e-09
2013,6.693900156395927e-09,7.2517249982695375e-09
2014,4.547434789836657e-09,9.094869662940042e-09
2015,6.871383573248124e-09,8.64464384797703e-09
2016,4.349813981230355e-09,9.94243212759649e-09
2017,4.024978267347379e-09,9.05620051172562e-09
2018,1.8070267504555204e-09,7.48625367252842e-09
2019,7.652963041060445e-09,7.652963374127353e-09
