year,un_DET âne_NOUN,un_DET ane_NOUN,un_DET van_NOUN
1867,1.6562645299700307e-06,8.395363515489862e-08,6.163070587206221e-08
1868,1.404900196178005e-06,5.5820577493648216e-08,7.311013372479636e-08
1869,1.842063369394964e-06,7.129938062178098e-08,9.767038378072357e-08
1870,1.599226173709667e-06,3.383088920116961e-08,1.0493309332559875e-07
1871,1.438107457119031e-06,4.142259135697657e-08,1.1895718232679542e-07
1872,1.561423005114193e-06,5.865919217029614e-08,6.1682859708867e-08
1873,1.4019222014383104e-06,2.873282062276772e-08,9.936767386697909e-08
1874,1.4912624841656452e-06,8.185214306344335e-08,9.499628317310993e-08
1875,1.5356578586533942e-06,3.890638478054598e-08,9.669380690580098e-08
1876,1.7255326270060323e-06,3.143927651549916e-08,1.5356877791639079e-07
1877,1.793596581478596e-06,5.4426379736405295e-08,8.596894429668822e-08
1878,1.7489200558884477e-06,9.058632988168114e-08,1.0749578149837902e-07
1879,1.5548232674689189e-06,6.903537252966885e-08,7.025724080289564e-08
1880,1.5056267308466431e-06,3.6581723650286335e-08,1.1487944684418494e-07
1881,1.3896207669006344e-06,5.2991056542772697e-08,1.2062438337068215e-07
1882,1.5054481252718688e-06,4.392554342480537e-08,7.454031369924508e-08
1883,1.505898438836084e-06,5.561018218136482e-08,8.151947317180941e-08
1884,1.4200250646467794e-06,5.149323722974941e-08,9.572460690776552e-08
1885,1.3200662110079975e-06,5.027595711970534e-08,8.637151804880006e-08
1886,1.304890432152206e-06,5.9371865923640854e-08,7.744156604871932e-08
1887,1.3364708735252862e-06,3.13388380801527e-08,7.31239562790087e-08
1888,1.3702068457632777e-06,4.6286488197821996e-08,9.891358954128293e-08
1889,1.4052701402533785e-06,6.202485447470707e-08,1.0776035569426412e-07
1890,1.1162120081564808e-06,6.357754767094548e-08,8.782878052615573e-08
1891,1.1365234406923719e-06,6.374220207217007e-08,1.0836174269002186e-07
1892,1.3145070241193935e-06,4.952124799117996e-08,8.149066199614197e-08
1893,1.0986615315289328e-06,5.357822402407564e-08,6.527921492249789e-08
1894,1.1475103285363275e-06,3.024738881585165e-08,8.822155295185041e-08
1895,1.0996008370511845e-06,5.2963808006012414e-08,1.0953878026853658e-07
1896,1.0514403214756385e-06,4.4227718043465813e-08,8.432751424924945e-08
1897,1.0330763657862008e-06,3.787363789253817e-08,8.798337491899844e-08
1898,1.0677316168994366e-06,4.8096016613818904e-08,6.790025952607692e-08
1899,1.102751834736182e-06,3.924580660452648e-08,7.020024561654736e-08
1900,1.051188295519978e-06,4.360484728849201e-08,5.55442695171493e-08
1901,1.0473296860880055e-06,4.079779403198813e-08,8.103671333969942e-08
1902,9.71254159765067e-07,2.4060391012881155e-08,7.218117092921972e-08
1903,1.1092052112360307e-06,3.132127712746069e-08,8.262337192199709e-08
1904,9.185234599584646e-07,3.278521276683932e-08,9.781817755794009e-08
1905,9.67642321825224e-07,2.993240272308739e-08,8.515252664098583e-08
1906,1.1224610148019565e-06,4.372556927645377e-08,1.0134043104681467e-07
1907,1.1000541881855952e-06,5.399985475440516e-08,8.434263126799735e-08
1908,1.154667625513639e-06,4.469364101034046e-08,9.67543636321011e-08
1909,1.1249510940558594e-06,3.960708100381183e-08,8.416505126174201e-08
1910,1.3285558750908422e-06,4.756294202934441e-08,1.3253493502674019e-07
1911,1.1805910418161147e-06,2.6601870928288918e-08,1.0055507082551429e-07
1912,1.0929366034417853e-06,3.90706593189627e-08,8.908110238348144e-08
1913,1.087643198616206e-06,5.143899944881625e-08,1.3416563782175928e-07
1914,1.1243832211960125e-06,4.419851001857822e-08,1.0379952808392545e-07
1915,7.787083884380763e-07,3.887651511824686e-08,8.010918417511448e-08
1916,8.899844505805277e-07,3.07648937436511e-08,5.7134803554959035e-08
1917,1.030843947091853e-06,3.8382484079946266e-08,6.360525939275163e-08
1918,1.028030638394739e-06,4.479686843694708e-08,9.763419850372657e-08
1919,9.09735408782808e-07,2.4861190273117728e-08,1.0865261146353333e-07
1920,1.042696268882537e-06,3.331781917026433e-08,1.4235795342543156e-07
1921,1.0844174731516887e-06,3.483463789644148e-08,1.2116395475825215e-07
1922,1.1509579493917954e-06,2.4347186211581828e-08,9.001081630044538e-08
1923,1.2855912636666744e-06,6.263409435547374e-08,9.129715383693338e-08
1924,1.2569334018053269e-06,4.512068452200424e-08,9.281969670649204e-08
1925,1.3285798772244561e-06,4.509252904405514e-08,1.088819572281352e-07
1926,1.257284470312925e-06,3.566764272822098e-08,1.593897729357252e-07
1927,1.4861916923791796e-06,4.682674492606509e-08,1.1149224887763154e-07
1928,1.0386271576123818e-06,3.085031119454129e-08,1.0283436802094315e-07
1929,9.903821336365581e-07,2.6736975078378578e-08,9.357941310739193e-08
1930,1.1060294760056877e-06,4.72662151640435e-08,1.4494972666589945e-07
1931,1.0971952590921319e-06,8.211857149831303e-08,8.782124627515486e-08
1932,1.0082774046793475e-06,4.164623867985995e-08,1.2274680927237824e-07
1933,8.534172870611201e-07,5.964744187458848e-08,8.947116580948489e-08
1934,1.0388029636487772e-06,2.516131836216573e-08,9.824895919052778e-08
1935,1.1764822929194452e-06,4.188899449530936e-08,1.0891138302326908e-07
1936,9.857392910816998e-07,3.3949200339833396e-08,1.2730950027517451e-07
1937,9.770707478651275e-07,3.777335366716983e-08,1.1709739833332122e-07
1938,9.996180168059254e-07,1.4261735792331365e-08,1.4521040503368e-07
1939,1.0996422190601152e-06,3.364691103513451e-08,1.1929358922913025e-07
1940,9.052745042481547e-07,6.339457114812319e-08,1.1664601684557852e-07
1941,9.06111292664491e-07,3.5418032506839836e-08,1.6823564052970141e-07
1942,1.1347952408868878e-06,4.854738722137597e-08,1.8205270668758544e-07
1943,1.3500044033776248e-06,3.774205770135097e-08,1.0161323382718024e-07
1944,1.240289883241985e-06,3.213186161588055e-08,1.2852744823987905e-07
1945,1.148071589796018e-06,2.832055345791673e-08,8.714016175304096e-08
1946,1.2542914546997963e-06,4.5939645865189505e-08,1.0719250287394289e-07
1947,1.2040079653274915e-06,3.218635202806297e-08,1.2993749498591e-07
1948,1.249179945261858e-06,3.696441908118686e-08,9.67598006162973e-08
1949,9.915178171837624e-07,2.9451025063131908e-08,1.148589987565174e-07
1950,1.225193624776466e-06,4.3604980515254965e-08,1.3932323406073976e-07
1951,1.1130503771994427e-06,7.676209357043717e-08,1.2047383890489982e-07
1952,1.039717613338098e-06,2.8470969581917416e-08,1.1810180688964778e-07
1953,1.0418291402913837e-06,2.1547654660558635e-08,1.4867882092151063e-07
1954,1.0837743040781334e-06,2.247683328349126e-08,1.241112117522647e-07
1955,1.164753985705147e-06,3.472674947602172e-08,1.4923116209430987e-07
1956,1.2192155978141272e-06,2.5291311045450016e-08,1.1773541008786026e-07
1957,1.0743405738367073e-06,1.943708316520798e-08,1.6698221749766873e-07
1958,1.1142711713318931e-06,2.564395457094193e-08,1.2242920766070142e-07
1959,9.835698762117318e-07,5.115493539875615e-08,1.4648913593262591e-07
1960,1.2125299875265227e-06,1.4533750258838296e-08,1.8132583479157915e-07
1961,1.3062539068187107e-06,2.3623741962630618e-08,1.4174245083209414e-07
1962,1.2810751748304483e-06,2.4099434670077358e-08,1.3191269809809114e-07
1963,1.2835115796860919e-06,4.202934522634649e-08,1.383735441784495e-07
1964,1.2745913835487954e-06,4.74549539664082e-08,1.162037962521012e-07
1965,1.2191712173148517e-06,3.720989516509121e-08,1.7784141559396005e-07
1966,1.1532353596521716e-06,4.154306110226713e-08,1.1632057017596509e-07
1967,1.135456262346679e-06,4.09217850716459e-08,1.2670962490357596e-07
1968,1.1021934902544217e-06,4.2219307688773355e-08,1.3429333856063153e-07
1969,1.0078160173065953e-06,2.6796371094262028e-08,1.030979053240344e-07
1970,1.0342532270612992e-06,3.035158507858071e-08,1.3750187477512554e-07
1971,1.071355917758865e-06,3.185806440875183e-08,1.197246576323252e-07
1972,9.772929949747322e-07,1.94945583009698e-08,1.0978514519699445e-07
1973,1.1169751168438324e-06,4.6862231484201544e-08,1.0530219107796057e-07
1974,9.720987961259198e-07,2.925297215572442e-08,1.0294795893539543e-07
1975,9.949398673825272e-07,1.6563292959403952e-08,1.142296000011811e-07
1976,9.175924091664456e-07,2.9138986945564938e-08,9.71299570773354e-08
1977,9.367590436681894e-07,2.6445518053197503e-08,1.1636028052208758e-07
1978,1.1673262143574448e-06,3.38613705963553e-08,1.2772271507088817e-07
1979,1.1188973481068842e-06,2.8089472858816578e-08,1.0006874417989309e-07
1980,1.018779013151061e-06,1.9898027059372936e-08,7.959210901464786e-08
1981,1.2183008806232465e-06,2.6567308353264707e-08,1.1955288659049046e-07
1982,1.1043146770362e-06,2.2967758028791252e-08,1.0676904083073424e-07
1983,1.0382379684870102e-06,2.5261264080533863e-08,1.0041352638268108e-07
1984,1.1760389035941898e-06,2.9574943938293075e-08,1.0264245237090464e-07
1985,1.1038549487807359e-06,1.8046673710969685e-08,1.0467070987729699e-07
1986,1.0586261822709275e-06,2.3378493085868257e-08,9.591176669543344e-08
1987,1.0321169341409586e-06,1.3443797186596385e-08,1.075503761049923e-07
1988,9.99625553887995e-07,2.2187248760463518e-08,1.2173004249049768e-07
1989,1.0191442783025195e-06,1.7013178754687885e-08,1.0262788241455212e-07
1990,1.1071659251626897e-06,1.7435682897470883e-08,1.6400439450947601e-07
1991,1.055063712840365e-06,1.992898213121208e-08,1.3950286836816872e-07
1992,1.1438643561234585e-06,1.8182815808565067e-08,1.1625982254681588e-07
1993,1.3011598483103626e-06,1.66176223892478e-08,1.102302259470278e-07
1994,1.3166216312754386e-06,1.4242301782374511e-08,1.0760850333024763e-07
1995,1.1793830871908995e-06,2.9281234326106187e-08,1.230896313209051e-07
1996,1.1572983318330898e-06,2.028474987980644e-08,1.1797183918638154e-07
1997,1.1833799753446783e-06,9.110299292736102e-09,1.1507747010863767e-07
1998,1.1972773030777262e-06,4.3866788645985366e-08,1.1681916523009761e-07
1999,1.1594599946818107e-06,2.1936965022284483e-08,1.1791118659232325e-07
2000,1.2648824423422411e-06,1.3254094377579406e-08,1.245884858613877e-07
2001,1.1443725540516425e-06,1.4457999325534487e-08,8.893859881897725e-08
2002,1.2696780231635785e-06,1.6648641187888558e-08,1.0076809464631964e-07
2003,1.4234208514096736e-06,1.083399958634601e-08,1.1167353142216285e-07
2004,1.2108770981456018e-06,1.4095332179220321e-08,9.646492710180254e-08
2005,1.2083560676501293e-06,1.261049842327111e-08,8.737274059811284e-08
2006,1.3197837525069644e-06,1.4824403760105298e-08,1.0459440175081269e-07
2007,1.385684896604289e-06,1.837460597564622e-08,1.1064707977626043e-07
2008,1.4296482078179906e-06,7.2376472315394125e-09,1.2772318780385206e-07
2009,1.301716544332976e-06,9.059565764246713e-09,1.4590668873104562e-07
2010,1.4294197612230164e-06,8.975206855499351e-09,1.601365842707203e-07
2011,1.6714581150267804e-06,1.5295887750843562e-08,1.9808175011348794e-07
2012,1.9223814859969934e-06,4.425528637996834e-09,2.1889345080960965e-07
2013,1.8779178674321884e-06,6.972812660599459e-09,2.203408813183927e-07
2014,2.1366447953141687e-06,1.6024294724470423e-08,2.5184126650756866e-07
2015,2.0022326552293634e-06,2.216575423208411e-09,2.1678106831846122e-07
2016,2.097853169402697e-06,9.528164091054947e-09,2.2308332714437995e-07
2017,1.910858337339505e-06,2.515611330355938e-09,2.711828983592568e-07
2018,1.924741617642667e-06,4.388493457518905e-09,3.071945500199291e-07
2019,1.8142624966799303e-06,1.7091617454667585e-08,2.925982967583174e-07
