year,en_ADP aire_NOUN,en_ADP verres_NOUN
1865,2.9653119293371333e-08,6.589581857951998e-08
1866,1.8489329622894957e-08,6.082016296149462e-08
1867,2.8631587767335986e-08,8.783588789640362e-08
1868,3.112120594561674e-08,1.0274937911614046e-07
1869,3.174287332985415e-08,9.034510384253736e-08
1870,4.0711745086241535e-08,7.339582452914328e-08
1871,3.929835434846041e-08,6.585129597169725e-08
1872,2.0560953717385644e-08,6.289232934442168e-08
1873,3.8909028887701425e-08,6.28530475443867e-08
1874,5.616132481289782e-08,5.914862910572083e-08
1875,2.4030413270370587e-08,7.609630853222527e-08
1876,3.748529087133079e-08,7.013377256726017e-08
1877,5.999271590617639e-08,9.029831460338755e-08
1878,2.2344627481629686e-08,7.911205995858595e-08
1879,1.8327976358811782e-08,8.125402295444673e-08
1880,4.492492533536563e-08,8.664092709942395e-08
1881,6.83305714233029e-08,9.691785607390813e-08
1882,6.25606177973026e-08,9.317538895992072e-08
1883,3.475636339844712e-08,8.27833401273459e-08
1884,3.6969503902639644e-08,9.440426840257032e-08
1885,3.287274280561192e-08,7.605849816627597e-08
1886,5.0982363997142954e-08,8.905779835810534e-08
1887,3.199173115309151e-08,8.226445263881388e-08
1888,2.4728397107764977e-08,7.29170686053493e-08
1889,3.8217333020451605e-08,8.019375002943363e-08
1890,3.211649390877369e-08,5.636772382189292e-08
1891,3.44207886637804e-08,8.796423389689778e-08
1892,2.7581454897784852e-08,1.1784803466419191e-07
1893,2.832871559554917e-08,1.2070496097082994e-07
1894,3.591877373310126e-08,8.885170132977294e-08
1895,2.106515117894503e-08,5.236194766666813e-08
1896,2.122930492509667e-08,6.958494225273171e-08
1897,2.9133568113515196e-08,5.5353779560007865e-08
1898,2.6594268232038587e-08,4.6964345301603316e-08
1899,2.984892333302014e-08,9.562710445720768e-08
1900,2.0764213348734017e-08,6.592637713520588e-08
1901,3.409130783227354e-08,5.756401227907659e-08
1902,2.8970674414985353e-08,6.088752257937813e-08
1903,3.0781254878320397e-08,8.100330495253161e-08
1904,3.117282521003517e-08,5.858341456388416e-08
1905,2.5803795267176355e-08,5.212366682716407e-08
1906,2.05767382577271e-08,8.024927894423328e-08
1907,2.8799923057487575e-08,7.868550566669796e-08
1908,2.897719486583128e-08,6.384805772974289e-08
1909,1.925344239595006e-08,8.141455731802694e-08
1910,1.9238942772226153e-08,9.298822289949271e-08
1911,1.9685384544665396e-08,8.140172147452773e-08
1912,2.5005221671037248e-08,5.0531384132579404e-08
1913,2.1742257383383645e-08,7.583275085654151e-08
1914,1.808120764223986e-08,6.294939081108453e-08
1915,2.3561524287174507e-08,1.8849218963445935e-08
1916,2.4172415624690302e-08,3.7357372528745714e-08
1917,5.3735480065597585e-08,4.276905518629803e-08
1918,1.033773866510046e-08,4.5945506066402686e-08
1919,1.6574127070789757e-08,3.591060920848932e-08
1920,1.8930578438158818e-08,5.7548959819797574e-08
1921,2.4990065738972334e-08,5.982470385745842e-08
1922,2.360939327372691e-08,6.197465773905009e-08
1923,1.4862327812892318e-08,7.643482735630869e-08
1924,5.156649773851996e-09,9.668718004007815e-08
1925,8.798542339150117e-09,1.0338287070865704e-07
1926,6.687683296036084e-09,6.910605598875463e-08
1927,1.0034302388994831e-08,9.030871972459664e-08
1928,1.4853853258500749e-08,9.25509303639771e-08
1929,2.116677166874581e-08,8.578112642432245e-08
1930,1.1553964007759987e-08,1.7225909765272718e-07
1931,2.5091784650044247e-08,8.43996410537784e-08
1932,4.055028668403793e-08,6.685317377463917e-08
1933,4.1294382802092855e-08,4.81767814530798e-08
1934,2.875579241390369e-08,4.4331844861744685e-08
1935,2.0346082152400413e-08,6.582556455470012e-08
1936,1.9399542861009422e-08,6.668592922309813e-08
1937,2.1404900962807005e-08,6.04373666668323e-08
1938,2.333738657878115e-08,5.8343464615084883e-08
1939,1.2235240376412548e-08,6.270560959364957e-08
1940,1.5214697057785997e-08,8.621662117569429e-08
1941,1.1806010391524069e-08,5.01755446080665e-08
1942,1.517105907566929e-08,9.70947773293318e-08
1943,2.9032351855917682e-08,4.3548528783077245e-08
1944,4.4984606262232774e-08,6.747690761699232e-08
1945,1.3071024707045353e-08,4.1391577720872874e-08
1946,3.062643028073353e-08,4.31554223467856e-08
1947,1.6689218895749036e-08,3.2186353138285995e-08
1948,2.5005341575123907e-08,1.9569398546082084e-08
1949,2.2579119796084512e-08,4.123143582113187e-08
1950,2.4461330738745346e-08,5.636741562398129e-08
1951,2.3455083209000804e-08,3.4116485636559446e-08
1952,3.374337254058446e-08,2.8470971358274255e-08
1953,3.124409986288157e-08,5.171437023054892e-08
1954,3.029486128625081e-08,5.0817188235185995e-08
1955,2.2525458831523792e-08,3.378818780319648e-08
1956,2.703553869665143e-08,4.709416612236339e-08
1957,7.951533903538532e-08,4.329168490357915e-08
1958,2.8125628048769613e-08,3.9706769427994004e-08
1959,1.9376869886400527e-08,3.952881511004591e-08
1960,2.629916601160076e-08,4.6369582840100065e-08
1961,3.265634873628187e-08,6.044898404056198e-08
1962,5.45408234131628e-08,5.136984659870336e-08
1963,3.039045082253722e-08,4.914200590899753e-08
1964,4.0154192526564714e-08,4.380457330199761e-08
1965,4.0493119801698896e-08,5.855086593342662e-08
1966,5.151339477205141e-08,7.14540631108207e-08
1967,2.5144710702473816e-08,5.620582554932696e-08
1968,3.413475932467769e-08,6.60238110850031e-08
1969,3.451736046988785e-08,1.1172724379004961e-07
1970,3.3570694335516293e-08,7.449934430470151e-08
1971,3.956565930440803e-08,7.604828455853863e-08
1972,3.5398013353837854e-08,1.0619403950640205e-07
1973,4.300298939163838e-08,6.28505208433161e-08
1974,4.050411750444738e-08,6.18812851516104e-08
1975,4.16938057412608e-08,7.253579736854476e-08
1976,2.228275491900078e-08,7.313314215329214e-08
1977,4.8189612078530786e-08,4.877729048446966e-08
1978,5.287126469966097e-08,3.62376069151793e-08
1979,5.442335160310563e-08,4.7986180362613595e-08
1980,3.581644952843632e-08,4.6618234716966356e-08
1981,6.135783220395652e-08,2.5934752456713284e-08
1982,3.165826112372372e-08,3.2279012573965815e-08
1983,3.6628833299801045e-08,4.862793312465641e-08
1984,3.537395104613594e-08,3.015484395518797e-08
1985,4.9327574580537714e-08,2.5866898734072663e-08
1986,5.874595604415944e-08,3.177077279037377e-08
1987,4.8275453745638686e-08,4.5831125561335284e-08
1988,3.238138990280248e-08,4.137622150457432e-08
1989,7.079677288857056e-08,2.9635859655208208e-08
1990,8.554382369130309e-08,3.3781634489749024e-08
1991,3.8099522925438833e-08,3.2824205853376753e-08
1992,4.573253731265936e-08,3.8569610227856543e-08
1993,5.760775678709251e-08,2.1602909683338112e-08
1994,4.378189177867142e-08,2.479215588380157e-08
1995,6.181593642518024e-08,2.711225349782964e-08
1996,5.8719012541175175e-08,3.683283678057592e-08
1997,4.842843426278165e-08,2.3494982182015178e-08
1998,5.912480360859007e-08,3.194646647219912e-08
1999,4.295989214364582e-08,2.6050146761935622e-08
2000,5.610899900254651e-08,2.5624583566141723e-08
2001,6.790878490092744e-08,2.8039755406439326e-08
2002,5.651775714099472e-08,2.8039817578928705e-08
2003,6.833753474211335e-08,2.875176896566245e-08
2004,6.7393305602792e-08,1.6297727611913615e-08
2005,6.71058666412705e-08,2.0717248361279417e-08
2006,5.8474035113942335e-08,3.3354908168803377e-08
2007,3.794755376596015e-08,3.0358044966760644e-08
2008,4.385162938325138e-08,3.1930796756673985e-08
2009,6.103286476211167e-08,5.006602066259802e-08
2010,4.91274465552749e-08,3.4011311100812236e-08
2011,4.0916501159449226e-08,3.403335116503037e-08
2012,5.106378955788138e-08,3.608507981311959e-08
2013,4.62994750871637e-08,2.9564726222730542e-08
2014,3.5729847039367435e-08,3.0099688880236286e-08
2015,3.568686279820099e-08,4.588311042219573e-08
2016,3.749125579433077e-08,5.178350193091319e-08
2017,4.150758609045013e-08,3.2702947294627194e-08
2018,3.252648211882203e-08,4.130346847874833e-08
2019,3.851991381420561e-08,3.851991436931712e-08
