year,en_ADP aire_NOUN,en_ADP ver_NOUN
1898,2.6594268232038587e-08,2.2633419360928997e-08
1899,2.984892333302014e-08,1.326618814800895e-08
1900,2.0764213348734017e-08,2.284063338464648e-08
1901,3.409130783227354e-08,1.732509086194156e-08
1902,2.8970674414985353e-08,2.8970674081918446e-08
1903,3.0781254878320397e-08,1.8900770504259867e-08
1904,3.117282521003517e-08,9.674325340824907e-09
1905,2.5803795267176355e-08,1.754658029984313e-08
1906,2.05767382577271e-08,1.4403716164235192e-08
1907,2.8799923057487575e-08,1.902852103663477e-08
1908,2.897719486583128e-08,1.4734167441687873e-08
1909,1.925344239595006e-08,3.3005900845761715e-08
1910,1.9238942772226153e-08,2.404867860406057e-08
1911,1.9685384544665396e-08,1.17048232217698e-08
1912,2.5005221671037248e-08,1.6149206194526755e-08
1913,2.1742257383383645e-08,1.5908969308586762e-08
1914,1.808120764223986e-08,2.142958066553291e-08
1915,2.3561524287174507e-08,1.8849218852423633e-08
1916,2.4172415624690302e-08,2.0876178341566742e-08
1917,5.3735480065597585e-08,2.5222775756894578e-08
1918,1.033773866510046e-08,4.709414369585829e-08
1919,1.6574127070789757e-08,2.4861191050273845e-08
1920,1.8930578438158818e-08,2.4231140649533245e-08
1921,2.4990065738972334e-08,2.347551725234709e-08
1922,2.360939327372691e-08,2.6560566801503427e-08
1923,1.4862327812892318e-08,1.6985517437007047e-08
1924,5.156649773851996e-09,1.8048274541548892e-08
1925,8.798542339150117e-09,2.969508106076546e-08
1926,6.687683296036084e-09,2.563611833927837e-08
1927,1.0034302388994831e-08,3.1217829654650586e-08
1928,1.4853853258500749e-08,2.170947821511504e-08
1929,2.116677166874581e-08,1.7824650200282122e-08
1930,1.1553964007759987e-08,2.941009080714707e-08
1931,2.5091784650044247e-08,1.9389106320488736e-08
1932,4.055028668403793e-08,2.959074874020473e-08
1933,4.1294382802092855e-08,3.0970787712192305e-08
1934,2.875579241390369e-08,1.9170528275935794e-08
1935,2.0346082152400413e-08,4.0692166969336085e-08
1936,1.9399542861009422e-08,3.152425831487449e-08
1937,2.1404900962807005e-08,1.76275650742852e-08
1938,2.333738657878115e-08,2.0744342577039276e-08
1939,1.2235240376412548e-08,2.4470480752825097e-08
1940,1.5214697057785997e-08,2.282204625281281e-08
1941,1.1806010391524069e-08,4.7224043342453115e-08
1942,1.517105907566929e-08,1.8205270180260413e-08
1943,2.9032351855917682e-08,1.4516175816936538e-08
1944,4.4984606262232774e-08,2.2492303131116387e-08
1945,1.3071024707045353e-08,5.010559256390934e-08
1946,3.062643028073353e-08,6.542919006591319e-08
1947,1.6689218895749036e-08,3.69547004108739e-08
1948,2.5005341575123907e-08,2.0656587107481528e-08
1949,2.2579119796084512e-08,1.7670614638198856e-08
1950,2.4461330738745346e-08,2.020718614659245e-08
1951,2.3455083209000804e-08,1.919052317056469e-08
1952,3.374337254058446e-08,1.4762725597528004e-08
1953,3.124409986288157e-08,1.8315506888910704e-08
1954,3.029486128625081e-08,3.029486128625081e-08
1955,2.2525458831523792e-08,2.1586898935055387e-08
1956,2.703553869665143e-08,1.3953826982771034e-08
1957,7.951533903538532e-08,1.0602045241725477e-08
1958,2.8125628048769613e-08,2.978007557219442e-08
1959,1.9376869886400527e-08,1.4726420527466644e-08
1960,2.629916601160076e-08,8.304999854491513e-09
1961,3.265634873628187e-08,2.4318556834934668e-08
1962,5.45408234131628e-08,1.522069531523229e-08
1963,3.039045082253722e-08,1.1638895514032299e-08
1964,4.0154192526564714e-08,2.372747665013719e-08
1965,4.0493119801698896e-08,2.4076990456922687e-08
1966,5.151339477205141e-08,1.8832854609129868e-08
1967,2.5144710702473816e-08,2.415864475135976e-08
1968,3.413475932467769e-08,1.6618238507515315e-08
1969,3.451736046988785e-08,2.0437910586146302e-08
1970,3.3570694335516293e-08,2.529298798181756e-08
1971,3.956565930440803e-08,1.9012070251456237e-08
1972,3.5398013353837854e-08,1.641647029426707e-08
1973,4.300298939163838e-08,2.3706776985932265e-08
1974,4.050411750444738e-08,1.1813700795393345e-08
1975,4.16938057412608e-08,1.4278700444236847e-08
1976,2.228275491900078e-08,1.4283817184601588e-08
1977,4.8189612078530786e-08,1.5867311076167567e-08
1978,5.287126469966097e-08,1.3069300752732715e-08
1979,5.442335160310563e-08,1.521513037783251e-08
1980,3.581644952843632e-08,1.4212876653374451e-08
1981,6.135783220395652e-08,1.2018543993352893e-08
1982,3.165826112372372e-08,1.6139505731871395e-08
1983,3.6628833299801045e-08,1.3262163478522382e-08
1984,3.537395104613594e-08,1.2757818912412233e-08
1985,4.9327574580537714e-08,1.142955996513706e-08
1986,5.874595604415944e-08,1.678455924247757e-08
1987,4.8275453745638686e-08,1.8332451057201382e-08
1988,3.238138990280248e-08,2.338655985534288e-08
1989,7.079677288857056e-08,1.6464366758839333e-08
1990,8.554382369130309e-08,8.17297668431749e-09
1991,3.8099522925438833e-08,1.4653663449326615e-08
1992,4.573253731265936e-08,1.4876849196987507e-08
1993,5.760775678709251e-08,1.938722560268502e-08
1994,4.378189177867142e-08,9.494867947434926e-09
1995,6.181593642518024e-08,1.2471636834376909e-08
1996,5.8719012541175175e-08,1.2811421257197253e-08
1997,4.842843426278165e-08,1.1028257640433026e-08
1998,5.912480360859007e-08,1.2397135651376345e-08
1999,4.295989214364582e-08,1.27965633645033e-08
2000,5.610899900254651e-08,1.1486881557054573e-08
2001,6.790878490092744e-08,7.009938740587529e-09
2002,5.651775714099472e-08,1.1829298041110548e-08
2003,6.833753474211335e-08,1.0000614780736328e-08
2004,6.7393305602792e-08,8.809582424662565e-09
2005,6.71058666412705e-08,4.503749373441224e-09
2006,5.8474035113942335e-08,1.5647981910227315e-08
2007,3.794755376596015e-08,1.5977918099707722e-08
2008,4.385162938325138e-08,9.792111343998045e-09
2009,6.103286476211167e-08,1.0966842767246021e-08
2010,4.91274465552749e-08,1.3698999490330266e-08
2011,4.0916501159449226e-08,1.2236709978630245e-08
2012,5.106378955788138e-08,7.489355857703828e-09
2013,4.62994750871637e-08,7.2517249982695375e-09
2014,3.5729847039367435e-08,9.094869662940042e-09
2015,3.568686279820099e-08,8.64464384797703e-09
2016,3.749125579433077e-08,9.94243212759649e-09
2017,4.150758609045013e-08,9.05620051172562e-09
2018,3.252648211882203e-08,7.48625367252842e-09
2019,3.851991381420561e-08,7.652963374127353e-09
