year,un_DET antre_NOUN,un_DET ventre_NOUN
1800,1.2419450143852373e-06,2.86118961412285e-07
1801,9.381859413792881e-07,2.952666493527545e-07
1802,1.2643797049349814e-06,2.6854081625060644e-07
1803,1.060984509138052e-06,3.159549613052093e-07
1804,1.6684994363913574e-06,1.928043786847411e-07
1805,1.4328103574712259e-06,2.8713066058116965e-07
1806,1.985470063914363e-06,2.3341519561626e-07
1807,9.964342808643778e-07,2.3914422797588486e-07
1808,1.2825979283093147e-06,2.7419495651770376e-07
1809,1.158882607654732e-06,4.743964154840796e-08
1810,1.8908224106439775e-06,1.8487001796074765e-07
1811,1.2685808172818724e-06,2.0307321690893332e-07
1812,1.1015569469918773e-06,1.7336853375127248e-07
1813,1.6420484527657209e-06,1.35159851311073e-07
1814,1.1768572036885416e-06,1.0698701968792079e-07
1815,1.076192226889816e-06,7.821948599939788e-08
1816,9.177711319807713e-07,4.102158825958213e-07
1817,1.1427450914425208e-06,1.7125607920664976e-07
1818,1.2433787439647404e-06,1.5616742121693505e-07
1819,1.131369717910502e-06,3.5504100459604615e-07
1820,1.0371304171030715e-06,1.6375744404939496e-07
1821,1.0610961673762631e-06,1.4299158435093773e-07
1822,1.1188587762944735e-06,1.513867999847207e-07
1823,8.163099565194898e-07,2.470671782717204e-07
1824,1.0677970578854001e-06,1.7600125978844972e-07
1825,1.0117453683733402e-06,2.0780845488843624e-07
1826,1.0675277266614103e-06,1.3652375407957607e-07
1827,8.277111369636714e-07,1.2166800722468452e-07
1828,8.071624861827331e-07,2.5315550988835867e-07
1829,8.084504798944181e-07,2.434782029325788e-07
1830,9.758441734675216e-07,2.546588051544063e-07
1831,9.448270894552024e-07,1.9956743813054345e-07
1832,1.0201597220316216e-06,2.8277636943130346e-07
1833,1.0656938194131271e-06,2.1777221093088883e-07
1834,9.577228610169186e-07,1.8295681147861842e-07
1835,1.030848878258439e-06,2.3218679956471533e-07
1836,8.548793815066347e-07,1.8616476998856157e-07
1837,8.586037374413991e-07,3.3884929573346767e-07
1838,8.060630598549778e-07,2.0703890402096192e-07
1839,6.760756683377167e-07,1.8457494566082033e-07
1840,7.433426567615697e-07,2.2230213270191257e-07
1841,7.569826721010031e-07,1.50882890181947e-07
1842,8.432289391180348e-07,2.005771255753075e-07
1843,8.051119628760262e-07,2.847131099770195e-07
1844,7.283320702100582e-07,1.7234082072548063e-07
1845,8.65493358759295e-07,2.494361952543045e-07
1846,7.552306797720121e-07,1.7036598620734367e-07
1847,7.679950719818862e-07,1.3914516472368632e-07
1848,6.605126934289274e-07,1.9952150465130103e-07
1849,6.695152467983689e-07,1.1396003984920355e-07
1850,9.606429571817898e-07,1.7515609140872357e-07
1851,7.739326406408509e-07,1.4704720929792359e-07
1852,8.177244907869863e-07,1.523467700881298e-07
1853,8.020304633760134e-07,2.3589130471179942e-07
1854,7.544105038448379e-07,2.119831168378994e-07
1855,8.055930535988409e-07,1.836200276272848e-07
1856,7.506924504241397e-07,2.0915844656244076e-07
1857,8.898991055161787e-07,1.6841206340600934e-07
1858,8.050096802492135e-07,1.531720541514403e-07
1859,7.057752071659706e-07,2.3118467051830294e-07
1860,7.46996402511968e-07,1.743906998807887e-07
1861,7.154116943297595e-07,1.8486577807452775e-07
1862,7.350763375768565e-07,1.5180433665662463e-07
1863,7.536882904446429e-07,1.6082679277218404e-07
1864,6.866050625831122e-07,1.9274806373204e-07
1865,6.462497381676258e-07,1.859203542231569e-07
1866,7.390865874867814e-07,1.7370238269975857e-07
1867,5.862196523764851e-07,2.2808214517056058e-07
1868,5.799412043927532e-07,2.306921206285395e-07
1869,6.167884851748795e-07,2.529663039041452e-07
1870,5.344133668927498e-07,2.5401834946592317e-07
1871,5.565496614678977e-07,1.6462825325191943e-07
1872,5.333753190228663e-07,2.1709948505588272e-07
1873,4.794789596473947e-07,1.9993254407602024e-07
1874,5.030620702228816e-07,3.32785731416152e-07
1875,4.920513383410707e-07,2.1627372848165294e-07
1876,4.848903731868859e-07,2.1221511836699847e-07
1877,4.712829664299534e-07,3.531529806366507e-07
1878,4.4266520404789844e-07,1.6365930655126704e-07
1879,4.985209365315768e-07,2.0038586345805243e-07
1880,5.204873296804635e-07,2.2783354536315414e-07
1881,4.83194778411189e-07,1.6315667039634718e-07
1882,4.751945112957401e-07,2.921713959658234e-07
1883,5.169219008394066e-07,1.996911036528104e-07
1884,4.898459202706817e-07,1.782458198817949e-07
1885,4.5506187795751885e-07,1.9981470567032034e-07
1886,4.4593434367357077e-07,2.1683638751213152e-07
1887,4.485371150053652e-07,3.022892151038903e-07
1888,3.9248405059311153e-07,2.2509182429075736e-07
1889,3.752816883917376e-07,2.0612300433153763e-07
1890,3.486933479734944e-07,2.674189709672703e-07
1891,3.295471788788973e-07,2.702669401610791e-07
1892,3.654542837239205e-07,2.438451389696894e-07
1893,3.2331687016551314e-07,2.623485502173395e-07
1894,2.986929725778964e-07,2.174031124013709e-07
1895,3.2199588417825e-07,3.1657912091809237e-07
1896,3.2433660202002557e-07,1.9047403515548567e-07
1897,3.5368152317971635e-07,2.2024977186507755e-07
1898,3.066828391240506e-07,3.083803408188146e-07
1899,3.3220745265793994e-07,3.3165469481843957e-07
1900,3.6129728897549285e-07,3.5454892532982285e-07
1901,3.677390143508319e-07,4.526878574218074e-07
1902,3.5304940126934525e-07,3.08365822210277e-07
1903,3.6505489120486345e-07,2.856716514454405e-07
1904,3.5848749746492103e-07,4.5469328213698645e-07
1905,3.235795951184173e-07,2.688755462720849e-07
1906,3.662659420200498e-07,4.038184719945548e-07
1907,3.7491327020688914e-07,2.9982777594028676e-07
1908,3.1531119226713145e-07,3.889820066049765e-07
1909,3.020039951451281e-07,4.0707279413965125e-07
1910,3.6447106843695565e-07,4.0188013894493224e-07
1911,3.1017781587650006e-07,3.389078306881288e-07
1912,3.677851410088806e-07,3.235050520800087e-07
1913,3.2348238221402426e-07,3.293156689565535e-07
1914,3.7769634353423953e-07,3.9912593363666815e-07
1915,2.8980672972522825e-07,2.0851948767663941e-07
1916,3.010564633143531e-07,2.8237778582074213e-07
1917,3.13639738180882e-07,3.2460617238605494e-07
1918,3.893881483918449e-07,4.0087452557457937e-07
1919,3.710762861430794e-07,4.419767147822995e-07
1920,2.998603889636797e-07,2.968314927187521e-07
1921,3.316863494973177e-07,3.2108448611012363e-07
1922,3.8955498382620135e-07,3.0397093908618444e-07
1923,4.2357632423772884e-07,3.545726565690188e-07
1924,4.254236127820832e-07,3.4936302917287776e-07
1925,4.3112858350013994e-07,3.5854060875806226e-07
1926,3.499887597513407e-07,3.511033490610771e-07
1927,4.1586607935073516e-07,3.95797470353898e-07
1928,3.5992028735165604e-07,4.4104519147936116e-07
1929,3.7208958403311954e-07,3.3755430806081677e-07
1930,2.9305052606787285e-07,3.7602899505273513e-07
1931,2.9311766169826114e-07,3.4330123988013383e-07
1932,2.717965124077182e-07,3.04675119355835e-07
1933,2.4317804658835485e-07,3.7164946942169763e-07
1934,2.6718923962221197e-07,3.1631372365836796e-07
1935,3.123722223108416e-07,3.710168146042747e-07
1936,2.7765595866924286e-07,3.710162639336545e-07
1937,2.455268059975424e-07,3.412192901564026e-07
1938,4.304451124426123e-07,3.915494797279706e-07
1939,2.905869704861175e-07,3.5176314749918447e-07
1940,2.713287790001573e-07,2.408993680091953e-07
1941,2.3907171176063e-07,3.1581078197007173e-07
1942,3.0948960727528174e-07,4.278238492361197e-07
1943,2.409685189164179e-07,3.5709791834648286e-07
1944,3.1489224028291574e-07,5.526680375567139e-07
1945,2.919195516426498e-07,5.751250871099955e-07
1946,2.728536507845547e-07,4.3016212103452744e-07
1947,3.2782395109620666e-07,4.91139905633986e-07
1948,2.783203356671038e-07,5.664253706072486e-07
1949,2.483703163136397e-07,3.8875352226241944e-07
1950,4.764642014265519e-07,3.935083867645517e-07
1951,2.4094768669158384e-07,4.57374146556333e-07
1952,2.256588098603629e-07,3.8593982853996067e-07
1953,1.9931580652610137e-07,3.997090045615437e-07
1954,2.2085931483672994e-07,4.4465037873919755e-07
1955,2.1962322094282172e-07,3.7542432274051407e-07
1956,2.3808716953510611e-07,5.24140618907154e-07
1957,1.351760730017304e-07,3.101098240421152e-07
1958,2.001882908331254e-07,3.7969596355935664e-07
1959,1.7361675030969081e-07,3.6506021050541904e-07
1960,1.688683344269748e-07,4.2355499019208764e-07
1961,1.9315883115211818e-07,3.752006119128737e-07
1962,1.5284114773805868e-07,4.185691189206864e-07
1963,2.6316837598017173e-07,3.892563942287097e-07
1964,2.3423278694423288e-07,4.277029717059122e-07
1965,2.3256184888964526e-07,3.5130519648873815e-07
1966,2.2433252144793414e-07,4.237392134953666e-07
1967,2.662381302087624e-07,4.4915358188291066e-07
1968,2.4837529011279e-07,4.316250574731839e-07
1969,2.2481700412413375e-07,4.110290880987577e-07
1970,2.9523815037180157e-07,4.4929542664107203e-07
1971,2.0810509582247505e-07,4.4858211190046404e-07
1972,1.9699763775804513e-07,3.5859726210674125e-07
1973,2.056425012497698e-07,4.052204918281177e-07
1974,1.4570230710830856e-07,4.0279092683448425e-07
1975,1.5649455598065742e-07,4.1693806274167855e-07
1976,1.4055276498226021e-07,3.913765826979443e-07
1977,1.0343135992130215e-07,4.2900507146725886e-07
1978,1.4910884482688402e-07,5.067324639895787e-07
1979,1.4922532631800323e-07,4.751802293867513e-07
1980,1.1938816690815202e-07,4.6504532313917935e-07
1981,1.1512500286414706e-07,4.136909463881011e-07
1982,1.1421804124722712e-07,4.6183816237999054e-07
1983,9.85189285707122e-08,5.197505394960444e-07
1984,1.3105758667197875e-07,5.103127698191656e-07
1985,1.2512360569871817e-07,4.758306548779956e-07
1986,1.504615845249191e-07,5.239180520533182e-07
1987,1.2221633571840584e-07,4.564780109461708e-07
1988,1.7150144016042645e-07,5.600781030068447e-07
1989,1.1470175032002317e-07,4.670391913208505e-07
1990,9.753085450370236e-08,4.549623469074504e-07
1991,1.4419205118798573e-07,4.882600235234236e-07
1992,1.1240286479363704e-07,4.821201038396339e-07
1993,1.3017137145965307e-07,4.96866906729565e-07
1994,1.2923570036349474e-07,4.837107763222548e-07
1995,1.5887780335788193e-07,5.314001612077845e-07
1996,1.1690421675147888e-07,5.572968220235452e-07
1997,9.781584431323154e-08,5.096972799378818e-07
1998,1.1538872612959494e-07,4.863491707141065e-07
1999,1.1562608914772454e-07,4.4650866204420936e-07
2000,1.27239307312621e-07,4.6168429790327536e-07
2001,1.3537944809627334e-07,5.292503750808919e-07
2002,1.5202838787864437e-07,5.349471550175622e-07
2003,1.3500830542412245e-07,5.171151471472513e-07
2004,1.2641751201414309e-07,5.15360602193482e-07
2005,1.4682223703488262e-07,5.156793552174577e-07
2006,1.272428011844795e-07,5.867993273511729e-07
2007,1.0225867441704395e-07,5.83193990877362e-07
2008,1.0984193998808678e-07,5.956158055653304e-07
2009,1.5973445499639638e-07,6.117590913845561e-07
2010,1.3415572652775154e-07,7.761192186706012e-07
2011,1.3192703018916063e-07,7.563816524225331e-07
2012,1.4502115952552685e-07,9.565949987688782e-07
2013,1.6539511982216482e-07,9.667107434552236e-07
2014,1.7171980282171262e-07,1.1331775198186733e-06
2015,2.2564737767183374e-07,9.416012218821379e-07
